method,native_test_ba_mean,native_test_ba_std,native_val_ba_mean,native_val_ba_std,lif_test_ba_mean,lif_test_ba_std,lif_penalty_mean,lif_penalty_std,accumulator_equivalence_error_mean,accumulator_equivalence_error_std,l1_score_rms_mean,l1_score_rms_std,l2_score_rms_mean,l2_score_rms_std,l1_score_rms_fraction_mean,l1_score_rms_fraction_std,best_epoch_mean,best_epoch_std,parameter_count_mean,parameter_count_std
l2_only_count,0.5645017020017019,0.032830002252363294,0.5541646624979958,0.026576303805225177,0.5246843434343434,0.03737815187318897,0.03981735856735852,0.028143530843312482,3.1789143880208335e-06,2.753020616481904e-07,0.0,0.0,248.2000935872396,5.147722613972914,0.0,0.0,91.0,2.6457513110645907,21760.0,0.0
l1_l2_timeshared_count,0.5753482628482628,0.03411039555140704,0.5924823633156967,0.01198470628065056,0.5132610445110445,0.05509685999911567,0.06208721833721829,0.041682640893260195,3.4968058268229165e-06,7.283807905444845e-07,41.70916875203451,5.10744866552563,249.58353678385416,4.430312054156326,0.14290216809848116,0.013088751450098747,92.33333333333333,2.88675134594813,23296.0,0.0
l1_fixed250_l2_whole_count,0.5863030488030487,0.013987243022403275,0.6163019079685746,0.012400513914277884,0.41932211307211303,0.036376775098977784,0.16698093573093567,0.027655917789065877,3.0199686686197915e-06,2.7530206164819037e-07,195.00907389322916,14.149719869127674,166.5365244547526,8.002938404397561,0.539045574634138,0.026838061933207723,73.33333333333333,5.5075705472861,46336.0,0.0
l1_capacity_no_phase_l2_whole_count,0.5790984478484478,0.015863194994095074,0.5716810966810967,0.006209422679780003,0.49010549635549633,0.009918361543153198,0.08899295149295146,0.011401456809881525,3.337860107421875e-06,4.76837158203125e-07,136.49853006998697,10.389208941766361,227.43657938639322,13.51418662600427,0.37506656804472877,0.021669218109773812,90.33333333333333,14.224392195567914,46336.0,0.0
