method,head,coef_fro_norm_mean,coef_fro_norm_std,coef_rms_mean,coef_rms_std,coef_norm_fraction_mean,coef_norm_fraction_std
l2_only_count,l2,8.975131682719443,0.12661241581995397,0.22900513538489173,0.003230581394374735,1.0,0.0
l1_l2_timeshared_count,l2,8.69605339631499,0.032726589342423354,0.2218843083017541,0.0008350358844848174,0.521016547505284,0.011860444911724357
l1_l2_timeshared_count,l1_timeshared,7.999264407689789,0.34638986424640444,0.20410537621298644,0.008838316869537767,0.4789834524947159,0.011860444911724333
l1_fixed250_l2_whole_count,l2,5.946392903337686,0.2851176026483941,0.1517252960758786,0.007274923366397598,0.1863172528956145,0.006676199267284352
l1_fixed250_l2_whole_count,l1_large_bank,26.003970141320607,1.8607280730222913,0.16587619305417942,0.011869360231710462,0.8136827471043855,0.006676199267284353
l1_capacity_no_phase_l2_whole_count,l2,7.841322454172246,0.6613408979715032,0.20007540543073268,0.016874455688168914,0.23121331913637178,0.009075229599911267
l1_capacity_no_phase_l2_whole_count,l1_large_bank,26.17931452748557,3.4363202503632713,0.16699469377127749,0.021919872932768123,0.7687866808636282,0.009075229599911205
