method,mean_pairwise_cosine_mean,mean_pairwise_cosine_std,std_pairwise_cosine_mean,std_pairwise_cosine_std,mean_adjacent_cosine_mean,mean_adjacent_cosine_std,between_bin_weight_rms_mean,between_bin_weight_rms_std
l1_fixed250_l2_whole_count,0.21331521022931108,0.004090471554965678,0.22735204446425253,0.0006012680054188215,0.454834381722563,0.015251932229613048,0.14144340489761295,0.009706038072764317
l1_capacity_no_phase_l2_whole_count,0.9939454858735511,0.001780652042767349,0.000179627503103186,6.416719381291366e-05,0.9939480587540559,0.00179928875087354,0.012343391040793164,4.961408566202339e-05
