method,seed,feature,block_index,layer,aggregation,feature_dim,coef_fro_norm,coef_rms,coef_norm_fraction
l2_only_count,11,l1_fixed250,0,l1,fixed250,2048,8.1387620745222,0.05191618286587205,1.0
l2_only_count,11,l1_l2_fixed250,0,l1,fixed250,2048,0.6440720155316413,0.0041084578011938615,0.33521661482660564
l2_only_count,11,l1_l2_fixed250,1,l2,fixed250,2048,1.277288642157699,0.008147670384215462,0.6647833851733943
l2_only_count,11,l1_l2_whole,0,l1,whole_count,128,0.6555045349183211,0.016725537860732134,0.2691844094174436
l2_only_count,11,l1_l2_whole,1,l2,whole_count,128,1.7796459120816872,0.04540858757739694,0.7308155905825564
l2_only_count,11,l1_whole,0,l1,whole_count,128,14.20204110056957,0.36237243752531545,1.0
l2_only_count,11,l1fixed250_l2whole,0,l1,fixed250,2048,2.471740608773147,0.015766935593777273,0.4997402534776721
l2_only_count,11,l1fixed250_l2whole,1,l2,whole_count,128,2.474310047687694,0.06313330294037878,0.500259746522328
l2_only_count,11,l1whole_l2fixed250,0,l1,whole_count,128,0.29394918438039247,0.00750026575040888,0.16655495039604593
l2_only_count,11,l1whole_l2fixed250,1,l2,fixed250,2048,1.4709289154984744,0.009382878361658064,0.833445049603954
l2_only_count,11,l2_fixed250,0,l2,fixed250,2048,1.514856248597826,0.009663085527946301,1.0
l2_only_count,11,l2_whole,0,l2,whole_count,128,1.9299950970697561,0.04924482493639783,1.0
l2_only_count,23,l1_fixed250,0,l1,fixed250,2048,8.278579670077015,0.05280806246527864,1.0
l2_only_count,23,l1_l2_fixed250,0,l1,fixed250,2048,0.29146327026905133,0.0018592090909429228,0.32696927044810165
l2_only_count,23,l1_l2_fixed250,1,l2,fixed250,2048,0.5999454846564792,0.003826979976289398,0.6730307295518985
l2_only_count,23,l1_l2_whole,0,l1,whole_count,128,0.668015333480767,0.017044757368573155,0.27528132234517344
l2_only_count,23,l1_l2_whole,1,l2,whole_count,128,1.7586488796587898,0.04487283741543056,0.7247186776548266
l2_only_count,23,l1_whole,0,l1,whole_count,128,5.832863648520005,0.14882853831356893,1.0
l2_only_count,23,l1fixed250_l2whole,0,l1,fixed250,2048,4.984032755179203,0.031792544561215726,0.5466326529165974
l2_only_count,23,l1fixed250_l2whole,1,l2,whole_count,128,4.133667639384755,0.10547267169528866,0.45336734708340265
l2_only_count,23,l1whole_l2fixed250,0,l1,whole_count,128,0.5607893088718481,0.014308829791083954,0.16939125787848844
l2_only_count,23,l1whole_l2fixed250,1,l2,fixed250,2048,2.7498261024271584,0.017540809459199922,0.8306087421215115
l2_only_count,23,l2_fixed250,0,l2,fixed250,2048,2.847042066967484,0.01816093838622154,1.0
l2_only_count,23,l2_whole,0,l2,whole_count,128,1.9120358190396456,0.048786584651787965,1.0
l2_only_count,37,l1_fixed250,0,l1,fixed250,2048,4.545014643777928,0.028992100913368162,1.0
l2_only_count,37,l1_l2_fixed250,0,l1,fixed250,2048,2.1351717227679115,0.013620003213543456,0.35562174747816117
l2_only_count,37,l1_l2_fixed250,1,l2,fixed250,2048,3.868881004347809,0.024679125875517294,0.6443782525218389
l2_only_count,37,l1_l2_whole,0,l1,whole_count,128,0.6769007891447821,0.017271474373874822,0.2744495279479797
l2_only_count,37,l1_l2_whole,1,l2,whole_count,128,1.7894936484987205,0.04565985767472148,0.7255504720520204
l2_only_count,37,l1_whole,0,l1,whole_count,128,14.353982318673214,0.36624929643417853,1.0
l2_only_count,37,l1fixed250_l2whole,0,l1,fixed250,2048,1.2329674451957666,0.007864950807793257,0.4846292865497032
l2_only_count,37,l1fixed250_l2whole,1,l2,whole_count,128,1.3111781097991118,0.033455388863695416,0.5153707134502968
l2_only_count,37,l1whole_l2fixed250,0,l1,whole_count,128,0.5327726308220434,0.013593969733689627,0.16252351980531213
l2_only_count,37,l1whole_l2fixed250,1,l2,fixed250,2048,2.7453537072012457,0.017512280588805273,0.8374764801946878
l2_only_count,37,l2_fixed250,0,l2,fixed250,2048,2.828749658290703,0.01804425331480338,1.0
l2_only_count,37,l2_whole,0,l2,whole_count,128,1.9399581175474943,0.04949903656626615,1.0
l1_l2_timeshared_count,11,l1_fixed250,0,l1,fixed250,2048,4.255404929077341,0.027144715430114378,1.0
l1_l2_timeshared_count,11,l1_l2_fixed250,0,l1,fixed250,2048,1.1122591763363257,0.007094967301438268,0.3409933695804884
l1_l2_timeshared_count,11,l1_l2_fixed250,1,l2,fixed250,2048,2.149561362006391,0.013711792988848157,0.6590066304195116
l1_l2_timeshared_count,11,l1_l2_whole,0,l1,whole_count,128,3.084406477033307,0.07870022945903211,0.30348268606817835
l1_l2_timeshared_count,11,l1_l2_whole,1,l2,whole_count,128,7.078962369452999,0.18062339284920026,0.6965173139318217
l1_l2_timeshared_count,11,l1_whole,0,l1,whole_count,128,5.901135229519374,0.15057052307796,1.0
l1_l2_timeshared_count,11,l1fixed250_l2whole,0,l1,fixed250,2048,1.229786517900254,0.007844660055754463,0.49566358680604977
l1_l2_timeshared_count,11,l1fixed250_l2whole,1,l2,whole_count,128,1.2513045903345381,0.03192768499085372,0.5043364131939503
l1_l2_timeshared_count,11,l1whole_l2fixed250,0,l1,whole_count,128,0.542732411335193,0.013848098694182666,0.17442187151438632
l1_l2_timeshared_count,11,l1whole_l2fixed250,1,l2,fixed250,2048,2.5688751331947284,0.01638654502409182,0.8255781284856137
l1_l2_timeshared_count,11,l2_fixed250,0,l2,fixed250,2048,2.6676269768476626,0.017016471138958454,1.0
l1_l2_timeshared_count,11,l2_whole,0,l2,whole_count,128,8.161641818130086,0.2082485199768739,1.0
l1_l2_timeshared_count,23,l1_fixed250,0,l1,fixed250,2048,4.298845121181233,0.02742181518267432,1.0
l1_l2_timeshared_count,23,l1_l2_fixed250,0,l1,fixed250,2048,0.686125162320026,0.004376709758771737,0.34671972923505096
l1_l2_timeshared_count,23,l1_l2_fixed250,1,l2,fixed250,2048,1.29277913549362,0.008246482375197206,0.6532802707649491
l1_l2_timeshared_count,23,l1_l2_whole,0,l1,whole_count,128,0.7014409175948608,0.017897628466844083,0.2812634304829427
l1_l2_timeshared_count,23,l1_l2_whole,1,l2,whole_count,128,1.7924521434065401,0.045735345205250445,0.7187365695170572
l1_l2_timeshared_count,23,l1_whole,0,l1,whole_count,128,14.621296809344532,0.37306996417372745,1.0
l1_l2_timeshared_count,23,l1fixed250_l2whole,0,l1,fixed250,2048,1.2917796039304494,0.008240106483760815,0.5133646415136739
l1_l2_timeshared_count,23,l1fixed250_l2whole,1,l2,whole_count,128,1.2245207009008132,0.031244280173773023,0.4866353584863261
l1_l2_timeshared_count,23,l1whole_l2fixed250,0,l1,whole_count,128,0.5633464833422097,0.014374077422705387,0.17141001666809996
