method,seed,epoch,train_ba,val_ba,train_loss,val_loss
l2_only_count,11,1.0,0.1001725495627656,0.0535714285714285,2.490012137286634,2.4796159267425537
l2_only_count,11,2.0,0.1040566037735849,0.0486111111111111,2.4676036379218305,2.4680263996124268
l2_only_count,11,3.0,0.1145728511530398,0.1051587301587301,2.451507423502648,2.452878713607788
l2_only_count,11,4.0,0.1144196500564425,0.117063492063492,2.437458044075104,2.4357292652130127
l2_only_count,11,5.0,0.1159236525470802,0.117063492063492,2.421883412359504,2.420428514480591
l2_only_count,11,6.0,0.1196445353795982,0.1240079365079365,2.4083540706339064,2.403855323791504
l2_only_count,11,7.0,0.1362810657779211,0.119047619047619,2.391400065971939,2.392872810363769
l2_only_count,11,8.0,0.153325527692666,0.1259920634920635,2.3762547698981176,2.3775877952575684
l2_only_count,11,9.0,0.1643464526594382,0.1706349206349206,2.3593455830047136,2.3602771759033203
l2_only_count,11,10.0,0.1716685256858212,0.1621031746031745,2.340990038623908,2.346449136734009
l2_only_count,11,11.0,0.2034493863260511,0.1906746031746031,2.3208580365894997,2.331941843032837
l2_only_count,11,12.0,0.2197267241842713,0.2105820105820106,2.299853395882244,2.3150460720062256
l2_only_count,11,13.0,0.2353863848124854,0.2400793650793651,2.2759812542985927,2.2939131259918213
l2_only_count,11,14.0,0.2582806984536543,0.2321789321789321,2.25088712968022,2.2684268951416016
l2_only_count,11,15.0,0.2918777312166602,0.2831409331409331,2.2249367421752613,2.247284412384033
l2_only_count,11,16.0,0.2954994588949917,0.271566859066859,2.1984328423432764,2.2181363105773926
l2_only_count,11,17.0,0.3038377072325463,0.2613816738816739,2.171309579054788,2.190542459487915
l2_only_count,11,18.0,0.3196966972699954,0.3104617604617605,2.1411566648138574,2.170242547988892
l2_only_count,11,19.0,0.3394562428261096,0.3120490620490621,2.1079176588436,2.137712240219116
l2_only_count,11,20.0,0.349767085716725,0.312012987012987,2.076664913952248,2.1111505031585693
l2_only_count,11,21.0,0.3644875595913794,0.3514069264069264,2.042184360261218,2.0806915760040283
l2_only_count,11,22.0,0.3840337672186544,0.3557359307359307,2.012621696762702,2.052281618118286
l2_only_count,11,23.0,0.4018775744319121,0.3514069264069264,1.9768212465328927,2.042445659637451
l2_only_count,11,24.0,0.3979454939799927,0.3613275613275613,1.9388116249324123,2.00860857963562
l2_only_count,11,25.0,0.4334583079052187,0.3652958152958153,1.910801078899797,1.9864665269851685
l2_only_count,11,26.0,0.4326968267821023,0.4321608946608947,1.871593220714037,1.9541072845458984
l2_only_count,11,27.0,0.4610398893336833,0.4093073593073593,1.8412877672100232,1.9499117136001587
l2_only_count,11,28.0,0.4588531452601467,0.4126803751803752,1.806125506681748,1.905985951423645
l2_only_count,11,29.0,0.4769858303478355,0.3981601731601731,1.7712437072432186,1.883727550506592
l2_only_count,11,30.0,0.4927749503822385,0.4051046176046176,1.741704950849694,1.882331132888794
l2_only_count,11,31.0,0.5061258831329124,0.3987914862914863,1.7094769453222698,1.846370339393616
l2_only_count,11,32.0,0.493580895175375,0.3967712842712843,1.6776616895465557,1.839773416519165
l2_only_count,11,33.0,0.5170566245903835,0.4273268398268399,1.6485499223620468,1.812711477279663
l2_only_count,11,34.0,0.5219883514627333,0.4288840788840788,1.6189638899443688,1.7891846895217896
l2_only_count,11,35.0,0.5334899264673157,0.4210137085137085,1.5900836120168846,1.787505030632019
l2_only_count,11,36.0,0.5505122653486106,0.4279581529581529,1.557562301368188,1.7698837518692017
l2_only_count,11,37.0,0.5553996162084471,0.4378487253487252,1.5289146493921593,1.7622536420822144
l2_only_count,11,38.0,0.5645180169305768,0.4329184704184703,1.5057040775088968,1.7455180883407593
l2_only_count,11,39.0,0.5719403985989352,0.438474025974026,1.4731897027480212,1.7014600038528442
l2_only_count,11,40.0,0.5731825468451067,0.4372174122174121,1.4452169799148114,1.7249387502670288
l2_only_count,11,41.0,0.6003521131073477,0.447101972101972,1.4196521870650851,1.691650152206421
l2_only_count,11,42.0,0.6156087671897539,0.4282527657527657,1.3941989503095564,1.6844007968902588
l2_only_count,11,43.0,0.6238273124335056,0.4427729677729677,1.3716329574174602,1.6755417585372925
l2_only_count,11,44.0,0.6484304916813897,0.4413840788840788,1.344062560601817,1.638485074043274
l2_only_count,11,45.0,0.6555957180789058,0.4293109668109667,1.3200889518051673,1.639399170875549
l2_only_count,11,46.0,0.6613347117895976,0.4296416546416546,1.2935877461851977,1.629109501838684
l2_only_count,11,47.0,0.681427870341555,0.4421777296777296,1.2700634158621966,1.6355069875717163
l2_only_count,11,48.0,0.6928684921834409,0.4833393458393458,1.24438465072448,1.576061487197876
l2_only_count,11,49.0,0.7098965142249708,0.4194504569504569,1.2226248234766897,1.6142579317092896
l2_only_count,11,50.0,0.7200614780452222,0.4645262145262145,1.2046986682895129,1.5656183958053589
l2_only_count,11,51.0,0.7364425461419767,0.4283790283790283,1.1835571394114404,1.571705937385559
l2_only_count,11,52.0,0.7538874666484968,0.4283790283790283,1.1594348245151276,1.5626431703567505
l2_only_count,11,53.0,0.747867048883997,0.4542087542087542,1.1338457650859262,1.531849980354309
l2_only_count,11,54.0,0.7562645949642626,0.4442881192881192,1.1122016360960811,1.5547122955322266
l2_only_count,11,55.0,0.7755548000647233,0.4667087542087542,1.09387237808175,1.514301061630249
l2_only_count,11,56.0,0.7666419988667297,0.4422679172679173,1.0694001964365554,1.5177159309387207
l2_only_count,11,57.0,0.7759906031195175,0.4591329966329966,1.0567432849214329,1.5000028610229492
l2_only_count,11,58.0,0.7887051709097405,0.4422679172679173,1.045074625803148,1.4934370517730713
l2_only_count,11,59.0,0.7970375741172376,0.4819504569504569,1.017965728362538,1.472622632980347
l2_only_count,11,60.0,0.8022517394479401,0.4793350168350168,1.0049124597066856,1.4615024328231812
l2_only_count,11,61.0,0.8017625921145458,0.453541366041366,0.9783399377960756,1.4856635332107544
l2_only_count,11,62.0,0.8203845069230603,0.4885942760942761,0.9682637773159244,1.4271957874298096
l2_only_count,11,63.0,0.8209880866584366,0.4452080327080326,0.9474762963345869,1.438262104988098
l2_only_count,11,64.0,0.8133249468155875,0.453541366041366,0.9376564222851226,1.428660869598389
l2_only_count,11,65.0,0.8240389815334174,0.4646885521885521,0.9215609536934228,1.4168716669082642
l2_only_count,11,66.0,0.8377119997334023,0.4591329966329966,0.9012327181903096,1.419270396232605
l2_only_count,11,67.0,0.8426471283120258,0.4799663299663299,0.8826355107269681,1.4164252281188965
l2_only_count,11,68.0,0.8621422340778523,0.4892255892255893,0.8644598741949938,1.4011242389678955
l2_only_count,11,69.0,0.859256832750718,0.467598605098605,0.8518042224820017,1.409499168395996
l2_only_count,11,70.0,0.8624211422443375,0.4952441077441076,0.8338690912046449,1.381184697151184
l2_only_count,11,71.0,0.8648047874972932,0.4639309764309764,0.8186219815748284,1.390804648399353
l2_only_count,11,72.0,0.8737441684063866,0.4736531986531986,0.8000767980918622,1.372146725654602
