method,feature,train_ba_mean,train_ba_std,val_ba_mean,val_ba_std,test_ba_mean,test_ba_std,train_test_gap_mean,train_test_gap_std,feature_dim_mean,feature_dim_std,probe_C_mean,probe_C_std
l2_only_count,l1_fixed250,0.9903359510535329,0.009375988564258754,0.5494608786275453,0.014932530866738548,0.5469847282347282,0.023492613566483817,0.44335122281880474,0.03286745269249909,2048.0,0.0,0.7000000000000001,0.5196152422706632
l2_only_count,l1_l2_fixed250,0.9742086442989586,0.031651014429748874,0.5850328683662017,0.005851964205134512,0.5830197580197579,0.016081540970469963,0.3911888862792006,0.046709168770262544,4096.0,0.0,0.33699999999999997,0.5741924764397388
l2_only_count,l1_l2_whole,0.9262602907646323,0.013698374516814564,0.5604938271604939,0.010518363894504263,0.604519092019092,0.008668278832276664,0.32174119874554036,0.020472029036677226,256.0,0.0,0.01,0.0
l2_only_count,l1_whole,0.9290242647199077,0.05190294136058865,0.5347903639570305,0.022861564326962402,0.5981634106634106,0.0273674243662607,0.330860854056497,0.05823317880208273,128.0,0.0,0.7000000000000001,0.5196152422706632
l2_only_count,l1fixed250_l2whole,0.9847152977537726,0.016911402274657424,0.580561568061568,0.024925030590488766,0.6073350260850261,0.015339032856319507,0.37738027166874644,0.03160409964662086,2176.0,0.0,0.37000000000000005,0.5474486277268398
l2_only_count,l1whole_l2fixed250,0.9910222997694008,0.006815226987864594,0.5844135802469136,0.017959417187912854,0.5872525622525622,0.011236064758843948,0.4037697375168386,0.007695322467834741,2176.0,0.0,0.07,0.05196152422706632
l2_only_count,l2_fixed250,0.9910222997694008,0.006815226987864594,0.595789241622575,0.0024500820602150752,0.5872525622525622,0.01710593596700865,0.4037697375168386,0.012473564204959734,2048.0,0.0,0.07,0.05196152422706632
l2_only_count,l2_whole,0.9146859278635003,0.01636265435201509,0.5617945326278659,0.005220577411459129,0.5862734487734488,0.00974412952227766,0.3284124790900516,0.02376574702620142,128.0,0.0,0.01,0.0
l1_l2_timeshared_count,l1_fixed250,0.9899533321633767,0.001371738913329505,0.5467692801026135,0.036713855618046756,0.5855873293373293,0.012357674608626149,0.40436600282604723,0.013503987042692619,2048.0,0.0,0.10000000000000002,0.0
l1_l2_timeshared_count,l1_l2_fixed250,0.9941296632561117,0.005861839065340748,0.5921917588584256,0.02777190411834925,0.6213605838605837,0.022373589211878177,0.372769079395528,0.02821314114738265,4096.0,0.0,0.07,0.05196152422706632
l1_l2_timeshared_count,l1_l2_whole,0.9631944432615107,0.04281066134526296,0.6144440436107103,0.022902261531358825,0.5934835997335997,0.05102763011087098,0.36971084352791106,0.09240798669618451,256.0,0.0,0.37000000000000005,0.5474486277268398
l1_l2_timeshared_count,l1_whole,0.907500353102146,0.051996668967453266,0.5592913259579926,0.01879960391573058,0.5933480870980871,0.04350489032528738,0.31415226600405904,0.06806021305531954,128.0,0.0,0.4000000000000001,0.5196152422706632
l1_l2_timeshared_count,l1fixed250_l2whole,0.977232695562389,0.004664948966610088,0.5943642776976111,0.011277835178923492,0.6390512265512266,0.01769935765750582,0.33818146901116247,0.022057421205217812,2176.0,0.0,0.01,0.0
l1_l2_timeshared_count,l1whole_l2fixed250,0.9989316239316238,0.0009252408160090925,0.609541847041847,0.029580212177909623,0.6018130018130018,0.03505855185356491,0.3971186221186221,0.035671396183249465,2176.0,0.0,3.4,5.715767664977295
l1_l2_timeshared_count,l2_fixed250,0.9977801519468185,0.0010691671651659432,0.6113936988936989,0.030198219511353458,0.6057430994930995,0.009339270920248858,0.39203705245371906,0.009852147943303604,2048.0,0.0,0.4000000000000001,0.5196152422706632
l1_l2_timeshared_count,l2_whole,0.986939311362513,0.013929935818188119,0.6180154721821388,0.036501580013520905,0.5797554297554297,0.04552747554729852,0.40718388160708324,0.059094916235480396,128.0,0.0,0.7000000000000001,0.5196152422706632
l1_fixed250_l2_whole_count,l1_fixed250,1.0,0.0,0.58318101651435,0.006815806977246358,0.5644348706848706,0.017762987631860967,0.4355651293151294,0.01776298763186097,2048.0,0.0,4.0,5.196152422706632
l1_fixed250_l2_whole_count,l1_l2_fixed250,1.0,0.0,0.6333172999839666,0.003693207614524018,0.5931919931919931,0.008174963227161894,0.4068080068080069,0.008174963227161894,4096.0,0.0,3.6999999999999997,5.474486277268398
l1_fixed250_l2_whole_count,l1_l2_whole,0.9872369039798126,0.02210633076884475,0.5811568061568062,0.009854057136780893,0.5542383542383542,0.05218291752495143,0.4329985497414584,0.0710322667308858,256.0,0.0,0.7000000000000001,0.5196152422706631
l1_fixed250_l2_whole_count,l1_whole,0.877162835546986,0.09522239161305057,0.5210117043450376,0.043129083768514986,0.5357748732748733,0.04061084704571111,0.34138796227211277,0.10225304077779983,128.0,0.0,0.7000000000000001,0.5196152422706631
l1_fixed250_l2_whole_count,l1fixed250_l2whole,1.0,0.0,0.6105479397146063,0.007291564464090069,0.606091131091131,0.017271148894377215,0.393908868908869,0.017271148894377204,2176.0,0.0,1.0,0.0
l1_fixed250_l2_whole_count,l1whole_l2fixed250,0.99834244595274,0.002870967826145708,0.6198773448773448,0.01696744536859456,0.5799427424427424,0.02241355433127575,0.4183997035099976,0.02009929184100221,2176.0,0.0,0.07,0.051961524227066326
l1_fixed250_l2_whole_count,l2_fixed250,0.9974463886050698,0.0044229846788059754,0.6262606220939554,0.014596404871921972,0.5748704998704999,0.04163524372083617,0.4225758887345699,0.0372452133309307,2048.0,0.0,0.6699999999999999,0.5715767664977295
l1_fixed250_l2_whole_count,l2_whole,0.9768532971700749,0.037348938604751546,0.5752906044572711,0.021667980860027032,0.5267942705442704,0.011472177513686127,0.4500590266258044,0.0373050994852301,128.0,0.0,3.6999999999999997,5.474486277268398
l1_capacity_no_phase_l2_whole_count,l1_fixed250,0.9786243679578545,0.019946643231711244,0.5468213884880552,0.011396350010519118,0.6019829707329706,0.010590195991453588,0.3766413972248839,0.021778743128643238,2048.0,0.0,0.07,0.05196152422706632
l1_capacity_no_phase_l2_whole_count,l1_l2_fixed250,0.9976970560303894,0.0019944079811750437,0.5978074394741061,0.010747687632676048,0.6449913512413512,0.023857330627220296,0.35270570478903823,0.02527075738535653,4096.0,0.0,3.4,5.715767664977295
l1_capacity_no_phase_l2_whole_count,l1_l2_whole,0.9548607151116832,0.060712545189219404,0.5867544492544492,0.038924706205479546,0.6112010674510674,0.037080370359650096,0.3436596476606158,0.09759231841545248,256.0,0.0,3.3699999999999997,5.741924764397388
l1_capacity_no_phase_l2_whole_count,l1_whole,0.9024833710132402,0.038220464129513354,0.5666345999679333,0.011625699804499217,0.6165646853146853,0.007951522139376452,0.2859186856985549,0.046118276459663425,128.0,0.0,0.4000000000000001,0.5196152422706632
l1_capacity_no_phase_l2_whole_count,l1fixed250_l2whole,0.9797649802932042,0.01681632576196374,0.5926787718454385,0.01523280036799643,0.6452017889517889,0.0420030231242489,0.33456319134141516,0.05873485006943729,2176.0,0.0,0.34,0.5715767664977295
l1_capacity_no_phase_l2_whole_count,l1whole_l2fixed250,0.9983143399810066,0.001728706480298583,0.6087642295975629,0.025457879391588247,0.6176899489399489,0.0035384640391013626,0.38062439104105766,0.002707367376800362,2176.0,0.0,3.4,5.715767664977295
l1_capacity_no_phase_l2_whole_count,l2_fixed250,0.9977801519468185,0.0010691671651659432,0.6067019400352733,0.0345205457019668,0.6120976245976246,0.020603660927999944,0.38568252734919395,0.01953910950197946,2048.0,0.0,3.4,5.715767664977295
l1_capacity_no_phase_l2_whole_count,l2_whole,0.9680547296341301,0.010742954349767795,0.5770402437069104,0.02260074724894828,0.5722009472009472,0.012081251861613114,0.3958537824331831,0.021866322370243475,128.0,0.0,0.10000000000000002,0.0
