epoch,train_progress_mae,train_smooth_l1,train_spearman,val_progress_mae,val_smooth_l1,val_spearman
0,0.26222159504304754,0.21537475035941722,-0.378979783381359,0.2583643444051651,0.21166513331415893,-0.34278637637236625
1,,0.1998733844537538,,0.22264970471342535,0.17643174174708953,0.6121107254440414
2,,0.17797602584870875,,0.2080070686152366,0.1623218302455454,0.6571370512659483
3,,0.1611535743827869,,0.1967385868775582,0.1517300126457653,0.6380252526370666
4,,0.14699989113565567,,0.1845531011613999,0.13986506048472347,0.6323202157973092
5,,0.13630328964756197,,0.1742776499009575,0.13022514295357276,0.6449394659144025
6,,0.12886617119823182,,0.16573551611091872,0.12242998875629488,0.6522494446437548
7,,0.11921783167349492,,0.15511777168951887,0.11297022152048962,0.6804432668200301
8,,0.11015229979962778,,0.1522828295314045,0.11017738637678233,0.6898146762142799
9,,0.10425424897681004,,0.1500944244329473,0.10841824465151946,0.6983211581135003
10,,0.10026457200464817,,0.14697305440527572,0.10545357416243352,0.7128565598878168
11,,0.09607769274465393,,0.142256711171317,0.10110406239393595,0.7344667393097101
12,,0.09169350069484283,,0.1374801099003211,0.09668501728419647,0.7578172431106097
13,,0.08779859737767205,,0.13692687147939497,0.09594705530233821,0.7711592930159447
14,,0.08367331201617771,,0.13186205642526033,0.09141354547127062,0.7900877093710136
15,,0.0798579353884042,,0.12870954084791716,0.0886450148162743,0.8067193798242629
16,,0.07587097254349319,,0.1240890218532131,0.08457550891203355,0.8247237483120885
17,,0.07095647236515035,,0.11882599180308527,0.08012450217367956,0.8419965905991739
18,,0.06683089346873371,,0.1042627838821257,0.06585809787559135,0.8739651214572637
19,,0.061220918972808194,,0.10515699311409026,0.06686747072234603,0.8908862780969355
20,,0.0553117988506098,,0.10823076550659963,0.06948253709288324,0.8917907040632681
21,,0.053408291357571,,0.09645277404690718,0.05877295261343536,0.9013320939483606
22,,0.052916350551654875,,0.09337925395688612,0.055817942908003695,0.9053200680603888
23,,0.05178653161568814,,0.09822546816377653,0.0609355558003816,0.9039699185179694
24,,0.04867600536746536,,0.10006839984987176,0.06287487361065672,0.9035168116317911
25,,0.04792101794081177,,0.09971425747910788,0.06270122336507487,0.9039619120980364
26,,0.04867373737738998,,0.10635970370634877,0.0687789685649764,0.9033903301236859
27,,0.04731792800141284,,0.11009736757569288,0.0723554731994874,0.9020426534671624
28,,0.04658882006387292,,0.10146892946109112,0.06446957129213791,0.9037395913759172
29,,0.04437108848904373,,0.09060309934269667,0.053970585810567344,0.9094900942430908
30,,0.044541243431695354,,0.09025657083287522,0.05371850249848888,0.9097869626192288
31,,0.04476846699408943,,0.10103497758244631,0.06416446963212902,0.9061840215003563
32,,0.043943027768559795,,0.10261306201851882,0.06558634605324809,0.9065290851300322
33,,0.04267876246453563,,0.09719262075287684,0.060560455017889314,0.9090794954113345
34,,0.04161618251783097,,0.09897774668578947,0.062428798198073204,0.9069500847917576
35,,0.04101322872785406,,0.09320478393965022,0.05695001435838053,0.9096631457071472
36,,0.04040918812130076,,0.0921756530728837,0.055816708263274485,0.9109300307431392
37,,0.04006306726402137,,0.09041170157644438,0.05418471239465419,0.90970436493544
38,,0.04262172737881772,,0.09147860480355811,0.05524816757979111,0.911859776318466
39,,0.039806751434958945,,0.09389970965027875,0.05753308320378251,0.9117080198782147
40,,0.039442779743168725,,0.09427492160046351,0.05800215116064329,0.9097199919053572
41,,0.03988933265080961,,0.09580263748627998,0.05939955711377388,0.9114882596877762
42,,0.039612156202737725,,0.1097422604125973,0.07221680101860391,0.9088268988516859
43,,0.03960044706390975,,0.10335316920457986,0.06635741305278454,0.909222802378606
44,,0.039091087762336926,,0.0948459415485437,0.058489325902024124,0.9116340479253612
45,,0.038432462298008334,,0.09484367425621149,0.05849695818126841,0.9117214937083469
46,,0.037221581776099036,,0.09098582780314354,0.054897262506347216,0.911083009059639
47,,0.03745439468454986,,0.08893883427299937,0.052839738330018524,0.912872532446749
48,,0.03762293471706303,,0.0981388010068967,0.061690130378944406,0.9108983506373379
49,,0.03701208586998528,,0.0991771113884922,0.0627265423845132,0.9115110176757371
50,,0.035635660561170304,,0.0960711873692714,0.05969990999569473,0.9111029712133438
51,,0.034955648452094826,,0.08930306555079032,0.05326600581006949,0.9130485349751766
52,,0.03571407742503383,,0.08957399899919051,0.05373002061190163,0.9125956621463802
53,,0.03590549378561276,,0.0900440170798529,0.05409460124109025,0.9136215672155901
54,,0.034216533865452634,,0.09319367137435791,0.05700026790448637,0.9117779962400777
55,,0.03412186524313001,,0.09310187826617719,0.05695949971441708,0.9128135414396896
56,,0.03344065605273243,,0.09214860456343672,0.05622434229815544,0.9124446057633042
57,,0.03307539598436036,,0.0896797644509846,0.05369661867813754,0.9130420503941844
58,,0.03331198854285345,,0.0924184323531055,0.05620505619630063,0.911614609302935
59,,0.03253650586417333,,0.08942195392707233,0.053553679091567066,0.9137990585698984
60,,0.033219341810619564,,0.09330095817361789,0.05720002123389865,0.9119935685794824
61,,0.03287607314074716,,0.09609654895782846,0.059893653959133014,0.9112927200314954
62,,0.03285335786576526,,0.09406570213872385,0.05792064545513139,0.9125420214505234
63,,0.033034513263663405,,0.09217316534894207,0.05618001567255982,0.9127727178174917
64,,0.0320231708731637,,0.09131468567049075,0.05519582511919061,0.9137240227435022
65,,0.030727867460240595,,0.09374163627460404,0.05767082111346205,0.9127048193586786
66,,0.031118854508445103,,0.09474010121723794,0.058648489651303364,0.9115158322130733
67,,0.030237760837229927,,0.10171832718039248,0.06524912766793413,0.9108019567780536
68,,0.031179601861975072,,0.10351848697869513,0.06682365301399697,0.91004913168165
69,,0.030094546758010342,,0.09818720323829473,0.061923518869077605,0.9121060387828139
70,,0.03027172631579299,,0.09444358314680652,0.058328867861316684,0.9129457102518393
71,,0.029193646949355244,,0.09532774452258172,0.05920912537475312,0.9116976114430564
72,,0.02872176394635962,,0.09927976112951203,0.06302975695174219,0.9117606614228758
