epoch,train_progress_mae,train_smooth_l1,train_spearman,val_progress_mae,val_smooth_l1,val_spearman
0,0.25253569866653464,0.2059487763296685,-0.032019714121208485,0.2533370874590552,0.2067882695232474,-0.08601264009473916
1,,0.19065656988735658,,0.22102896780228812,0.17496581673295028,0.650983088801906
2,,0.17517085876091418,,0.20910595706369825,0.16341671253392814,0.6680783618241185
3,,0.16131685102252666,,0.20003095942161903,0.15478820770052534,0.6390583150244684
4,,0.15158359632024257,,0.1888220693651357,0.1439085588396112,0.673107158060612
5,,0.14214352322117188,,0.17904585964929792,0.13477686450688808,0.6947858360782059
6,,0.13332827380263662,,0.16690151410918483,0.12330590141878288,0.7050587913981005
7,,0.12263231148715684,,0.1549208098233878,0.1121765836416073,0.7191347851458045
8,,0.1103168149413012,,0.1472480322821406,0.10491884539496038,0.7182592774106259
9,,0.10084282722253603,,0.1499806293339094,0.1079446292084156,0.7074354397967748
10,,0.09647443312221879,,0.14840746899926216,0.10647954403492456,0.7192024725446977
11,,0.09192787887922868,,0.14619823955515623,0.10425546033914285,0.7324440555232685
12,,0.08755846771695322,,0.13960776958767757,0.09821268926282488,0.745768349731189
13,,0.08441654415785138,,0.14271073407250978,0.1009469046077087,0.7495118035524484
14,,0.08101692941943872,,0.13563677146599615,0.09421501681623541,0.7663145129418627
15,,0.0779065960912409,,0.13952212125884647,0.09801782562797791,0.7716058219269244
16,,0.075556704771293,,0.13500487198610547,0.0937276055247972,0.7865748514493345
17,,0.07255196017365448,,0.13335064229247276,0.09218960572195614,0.7942121187988735
18,,0.07060129735330296,,0.13609148338834018,0.09478375397518483,0.8007274302634467
19,,0.06775190260601126,,0.128585553440805,0.08789498349658438,0.8119064461931046
20,,0.06712121855012317,,0.13653666772402248,0.09535115516012169,0.8101077129135268
21,,0.0650900921394821,,0.13495157811425337,0.0938786882269391,0.8150124786148781
22,,0.0629293227282941,,0.12734947794206175,0.08667879429307723,0.8268606933678313
23,,0.060562420982655886,,0.12657462815023804,0.08623292563363824,0.8317745969452445
24,,0.05782716528940529,,0.12505987470391658,0.08496211971910174,0.8368369567295483
25,,0.055754907172743916,,0.12021857320387393,0.08046499399012585,0.8456535132135452
26,,0.05297530573278204,,0.1149123605032346,0.0756017020265888,0.857394466984113
27,,0.05016189457755696,,0.1102671375004746,0.07142378267245347,0.8763241069305248
28,,0.046625754438507375,,0.10988499160779115,0.07138346501559516,0.8826053764248946
29,,0.044744032949670866,,0.11162159344474279,0.07337445066169654,0.8847488199808453
30,,0.044245200632412544,,0.10660566884723398,0.06865994793191284,0.8891076964960312
31,,0.04336826754621712,,0.09824032451248785,0.06061232650156807,0.8937546144043947
32,,0.04254493516150112,,0.09889461032199731,0.06124420388725181,0.893581662961737
33,,0.04143547135278608,,0.10433409709801139,0.06660098165423704,0.8927787582999135
34,,0.040049600576831226,,0.10145640551194736,0.06386171641973179,0.8941817665819468
35,,0.03945628848574453,,0.09728560191924114,0.059940279502438076,0.8959398690180695
36,,0.04085463008453842,,0.09970817024540417,0.062092697072669574,0.8942059658527168
37,,0.038874158177287566,,0.10124963940580746,0.0638160231777406,0.8951561940427295
38,,0.037630965128515347,,0.10080118670662377,0.06345632624481223,0.8954703171338243
39,,0.03692091709698539,,0.09882854726848869,0.06150879707276611,0.8950783394930804
40,,0.03848597359893244,,0.09752993328294579,0.06043130627045562,0.8976249716276065
41,,0.03583249517695629,,0.09952525804985227,0.06233847357646355,0.8966332975663677
42,,0.03576649742749185,,0.09841009585643216,0.061386996551024885,0.8978850041030841
43,,0.03508992504052779,,0.09739513666625986,0.06026763789039331,0.8976889366905775
44,,0.03540525942874139,,0.097344232575597,0.06046501817834567,0.899036314446099
45,,0.03418852937072772,,0.09902199622982612,0.06206087422123624,0.8985102992320759
46,,0.03406697863042867,,0.10194775918944447,0.06490566501213818,0.8975847056923177
47,,0.033052668757672564,,0.10263099181056592,0.06563290996567298,0.8988329477461359
48,,0.03318663399262601,,0.10318078661542181,0.06613949353102898,0.8981826938743014
49,,0.03264491570385721,,0.10168792835264845,0.06473392329577778,0.8995358000804127
50,,0.033580316971224475,,0.09679043589030029,0.060112398013913645,0.9002667184771809
51,,0.03273749595793307,,0.10089463124201688,0.06412844252262087,0.8984886744315359
52,,0.03164022581302361,,0.09916182902477447,0.06246053928028806,0.9013582542784416
53,,0.030676538573510676,,0.10040505363738626,0.06366464668034602,0.8990509554158709
54,,0.03051907416567745,,0.09659884229633427,0.06014822719799566,0.9015444789041971
55,,0.030111119590327785,,0.0987205350077284,0.06219195365944835,0.8991838158368082
56,,0.031046075653445086,,0.10956686760823474,0.0719303746597252,0.8997837267921472
57,,0.03162566146039101,,0.1049152706548323,0.06776131491127975,0.9011499074354439
58,,0.031331382916275276,,0.09927023957357531,0.06254680864894992,0.9016971797317037
59,,0.029304098087826202,,0.09806159360989879,0.06152100553130574,0.9008324231704901
60,,0.028359688885779267,,0.09997753437702385,0.06336476393385511,0.9002478274883592
61,,0.028193855295903507,,0.10751956940218617,0.07001584310051505,0.8998882821450702
62,,0.030188758830297834,,0.09720153876489548,0.060786308786704844,0.9014226369792303
63,,0.030599117974739475,,0.09492192878566061,0.0583539121443678,0.9013024078851092
64,,0.030089097629700388,,0.09471085293201793,0.058237376798396454,0.9024399448276491
65,,0.028978045965687545,,0.09582359116789932,0.05945220267586176,0.902498335295732
66,,0.027983763003513448,,0.09589656316660927,0.059455893534497206,0.9030684574977363
67,,0.02745178801275264,,0.10332512864718855,0.06632664848953417,0.9012846622177185
68,,0.02750492844211255,,0.10456216914379615,0.06746183504165479,0.9003777137617833
69,,0.026983781161488845,,0.10392767028500909,0.0668227929820901,0.9020111411542187
70,,0.026697025738541106,,0.10249737866394325,0.06551035683528889,0.9015582728431497
71,,0.02658063031271382,,0.09916875329884482,0.06254079531330622,0.902330248494883
72,,0.0254888667752277,,0.09763393807253246,0.06129398151908815,0.9019717077225162
73,,0.025226553472435412,,0.09554458057086133,0.0592824876073869,0.9033101821787333
74,,0.024572965261011853,,0.1051440281146615,0.06792494447489146,0.9006196825490249
75,,0.025057295725236867,,0.09914085118705074,0.06262094981465337,0.9012443267962771
76,,0.025246205395039512,,0.09506183102545479,0.05877002341518453,0.9032357558576426
77,,0.024545656433793847,,0.09837696101794806,0.06190621716235146,0.9028091726113013
78,,0.023216569523700544,,0.09712314146017814,0.06081800793392392,0.9025654973110045
79,,0.023577427036303663,,0.09780479535607195,0.06136402053719812,0.9031521165941554
80,,0.02369112318474639,,0.1014598852068881,0.06467773535717801,0.9013431835809635
81,,0.022851729210908566,,0.09878326227149649,0.06223404765051294,0.9025062246672534
82,,0.02246835955423455,,0.1005478535500533,0.06386787771834944,0.9010070489534443
83,,0.023282294118337706,,0.09551742015009744,0.05905545575868304,0.9036327755674459
84,,0.022797387631901776,,0.09852578692077452,0.06208519292045498,0.9009914771982904
85,,0.02423701772911926,,0.10878171377313202,0.07110284233411711,0.9017178906116898
86,,0.02574609916035259,,0.10002838673298185,0.06322061102751082,0.9035856323614272
87,,0.022260441202766514,,0.0979085913029051,0.06132172752515135,0.9029800309021976
88,,0.02170717169606029,,0.09878760797177737,0.06216357209935141,0.9035888968525494
89,,0.021274945834930507,,0.10147409067631291,0.06463812846674355,0.9020152018049105
