epoch,train_progress_mae,train_smooth_l1,train_spearman,val_progress_mae,val_smooth_l1,val_spearman
0,0.24640021223776742,0.19989691435993862,0.4649757295556682,0.24511674903523886,0.19851854570472366,0.4523209272227524
1,,0.18559052793889366,,0.21835081384616592,0.17249180674387496,0.5738015040245917
2,,0.16234218543347312,,0.20844279715639763,0.16330982244595912,0.6497584800035417
3,,0.15410085722624536,,0.1998670165028235,0.15493804349094834,0.5944874560659454
4,,0.14709641416388822,,0.19528180999909472,0.15065714226308438,0.6526580512761971
5,,0.14361311905663107,,0.19340254905506374,0.148805241537387,0.6397500108395979
6,,0.14113603755447007,,0.191969444092226,0.14765675256226263,0.62617599990098
7,,0.13873320943619832,,0.19086419644511873,0.14656192803929644,0.6557199697313596
8,,0.1363494375178818,,0.19060448835539984,0.14643078764257272,0.622009982990711
9,,0.13428178119269582,,0.1904335941828855,0.1460752655500191,0.620663489192609
10,,0.13252049669136073,,0.1880847265772118,0.14388207825798893,0.6696874710631301
11,,0.13100290208695883,,0.1880691569159836,0.14391693472655728,0.634521520904672
12,,0.1301215387201145,,0.18599606869161325,0.14192755230760332,0.6680474533628367
13,,0.12925005407936602,,0.1853472171762816,0.14134600527611632,0.6772714217485313
14,,0.12770303994058127,,0.18830705267089484,0.14408005268331242,0.6300150162436434
15,,0.1277733792946794,,0.18502993987054756,0.14094490790837275,0.6592596687900093
16,,0.12525548588439642,,0.18275543545862735,0.1387395590307549,0.687124411122902
17,,0.12475251112768039,,0.18297587224817338,0.1388819126750091,0.670798540403578
18,,0.12372569160186485,,0.18192998935720925,0.13803666530034567,0.6748619728100888
19,,0.12362353567822665,,0.18060274568981816,0.13675190232950696,0.6890205207261167
20,,0.12212792371051857,,0.1798657859895183,0.1359340175837277,0.6937408735023071
21,,0.12232715568526066,,0.17986827454228382,0.13593106245220257,0.691494989541088
22,,0.1208960790437183,,0.1804236356455278,0.13647946671613181,0.6803326428375788
23,,0.1199568965425795,,0.18065207162676142,0.13666588632240992,0.6734839901135584
24,,0.11945626791085721,,0.17842013872753953,0.13464751564400082,0.6919187246309012
25,,0.11922330583690982,,0.1793564243680757,0.13547776740586764,0.6865067740691067
26,,0.11913532166134265,,0.18101371703714078,0.1369392941619646,0.6665688225895945
27,,0.11843979702348759,,0.17739999055533462,0.1337346698483418,0.6913683164885097
28,,0.11746371074510728,,0.1769545941379396,0.13303010169244306,0.7004557364982977
29,,0.11658673247453884,,0.1764893148313162,0.1326357488291702,0.7024932288455178
30,,0.11634431095880403,,0.1769717116543324,0.13310015576389458,0.6968042028705023
31,,0.11611824024872608,,0.1771386735946546,0.13320397626876987,0.6920765026806267
32,,0.11524842828255717,,0.17574873491791823,0.13194519789375028,0.7028275686724667
33,,0.11522432765482625,,0.17532166289956186,0.1316007436831604,0.7076574970443685
34,,0.1151738374681563,,0.17717378312933665,0.13317787038024068,0.6860955893970304
35,,0.11388647837144372,,0.17690364149988086,0.13300030668329643,0.685285587797385
36,,0.11337846155933998,,0.17576126563577874,0.13208558503153495,0.6913696977518694
37,,0.11240360269037664,,0.1734696062873125,0.12992338857431043,0.7198742318629947
38,,0.11280587329665479,,0.17583572181185164,0.1320684686954,0.6870109577631764
39,,0.11218095961926111,,0.17823589493492603,0.13443697693766155,0.6720958118987667
40,,0.11166565365153212,,0.17538936183455028,0.13147850564449365,0.69563254016492
41,,0.11102958869913564,,0.1726289980366974,0.12893669731852322,0.7071025342191974
42,,0.1102678244115974,,0.17248803039023042,0.12879763547829876,0.7039258065314891
