metric,n,mean_minus_sum_mean,mean_minus_sum_std,sum_value_mean,sum_value_std,mean_value_mean,mean_value_std
l2_fixed250_linear_test_ba,3,0.1208566896066896,0.03219163086857237,0.47515355015355015,0.030049582396891504,0.5960102397602397,0.035543716560959934
l2_wholecount_linear_test_ba,3,0.1351620601620602,0.04143282801298451,0.42247335997335994,0.023675676637087025,0.5576354201354201,0.022398590282351017
l2_wholecount_matched_biasfree_test_ba,3,0.06643518518518522,0.013089452747851405,0.4048692048692048,0.03404850700728688,0.47130439005439007,0.02231694856948897
native_test_ba,3,0.14143333518333515,0.016997454627258216,0.40391992266992266,0.020167068420912895,0.5453532578532578,0.010733428437914931
