condition,split,n,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,objective_loss_mean,objective_loss_std
mean_ce,test,3,0.5593607305936074,0.008542596773456522,0.5453532578532578,0.010733428437914931,0.5348896824294379,0.020428256109484916,1.4567584196726482,0.07515653241026939
mean_ce,train,3,0.853126792885829,0.07169018488426443,0.8517090861990445,0.07330192453157774,0.8530368490913522,0.07428083863698341,0.7765461802482605,0.2472903024648076
mean_ce,val,3,0.5661375661375662,0.03568978191331229,0.5587281545614878,0.0386377877779049,0.5555586917629128,0.040869978923932036,1.341200828552246,0.12775798234145141
sum_ce_reuse_c0,test,3,0.4132420091324201,0.027586862953412256,0.40391992266992266,0.020167068420912895,0.38747568395656423,0.01655569382488186,3.64008081884689,0.16787636523801003
sum_ce_reuse_c0,train,3,0.891566265060241,0.012007142591196986,0.8927907627197892,0.012018986902947932,0.8966634127859027,0.010820646612863366,0.35036151787363384,0.03786397305801506
sum_ce_reuse_c0,val,3,0.3968253968253968,0.017144816662454647,0.3932960557960558,0.012864507511078994,0.3955779533979953,0.006380858185432497,2.965901772181193,0.45915456118501785
