model_state,split,n,prediction_equal_mean,prediction_equal_std,max_relation_error_mean,max_relation_error_std,sum_ba_mean,sum_ba_std,mean_ba_mean,mean_ba_std,sum_ce_mean,sum_ce_std,mean_ce_mean,mean_ce_std
initial_shared_weights,val,3,1.0,0.0,4.461656014124553e-06,1.8842171509937946e-06,0.08527537277537277,0.02080672510086428,0.08527537277537277,0.02080672510086428,4.040109237035115,0.6462646863990439,2.486032724380493,0.0022620083869723424
trained_mean_model,test,3,1.0,0.0,0.00025780995686848957,1.246685762477085e-05,0.5453532578532578,0.010733428437914931,0.5453532578532578,0.010733428437914931,48.633349100748696,0.9070948612863351,1.4567584196726482,0.07515653241026939
trained_mean_model,train,3,1.0,0.0,0.00045680999755859375,3.5487279369584176e-05,0.8517090861990445,0.07330192453157774,0.8517090861990445,0.07330192453157774,8.916245063145956,4.065001341881403,0.7765461802482605,0.2472903024648076
trained_mean_model,val,3,1.0,0.0,0.00037797292073567707,6.261573767333761e-05,0.5587281545614878,0.0386377877779049,0.5587281545614878,0.0386377877779049,35.44209671020508,1.4795937620357185,1.341200828552246,0.12775798234145141
trained_sum_model,test,3,1.0,0.0,1.8864870071411133e-05,4.265030615881325e-06,0.40391992266992266,0.020167068420912895,0.40391992266992266,0.020167068420912895,3.640080690383911,0.16787652468617306,2.3910797437032065,0.002222361840468092
trained_sum_model,train,3,1.0,0.0,3.4143527348836265e-05,8.196824643028806e-06,0.8927907627197892,0.012018986902947932,0.8927907627197892,0.012018986902947932,0.3503615160783132,0.03786395686030765,2.340043544769287,0.005640342750705438
trained_sum_model,val,3,1.0,0.0,1.781185468037923e-05,2.3256422403304967e-06,0.3932960557960558,0.012864507511078994,0.3932960557960558,0.012864507511078994,2.9659018516540527,0.45915467604065113,2.4127301375071206,0.007611751027008877
