condition,epoch,n,train_ba_mean,train_ba_std,val_ba_mean,val_ba_std,train_loss_mean,train_loss_std,val_loss_mean,val_loss_std
mean_ce,1.0,3,0.1008830224745262,0.007483738264796585,0.11383477633477627,0.012952570770949263,2.4850788935805213,0.004031403540262302,2.4782487551371255,0.005752388047079686
mean_ce,2.0,3,0.10329115318563764,0.009120895347285964,0.11150793650793646,0.015142758698780418,2.4717276108654764,0.0065893918501523045,2.4697731335957847,0.010852915261704626
mean_ce,3.0,3,0.10777269194944046,0.011908769043433388,0.0986772486772486,0.016992078113782876,2.4600066517661925,0.009829166828481877,2.461378892262777,0.015209381043319443
mean_ce,4.0,3,0.11319419060247149,0.010491292569883562,0.0942460317460317,0.01419263474462631,2.4473600052446725,0.011949816244422472,2.4522817929585776,0.017216745797352617
mean_ce,5.0,3,0.11506682763234123,0.007646829369340845,0.10681216931216926,0.010937721831045792,2.4341030680305713,0.011971097222320188,2.441152493158976,0.01726558009031217
mean_ce,6.0,3,0.12468419445489676,0.011634293179538586,0.11309523809523803,0.015810890327886136,2.4199414803115924,0.01078345747764932,2.429043451944987,0.01640556983813007
mean_ce,7.0,3,0.13794036729440293,0.004547366235092222,0.12929894179894172,0.01684236981249582,2.4047488992541126,0.010430273752722702,2.4147096474965415,0.014587458022099405
mean_ce,8.0,3,0.14841032211053173,0.008258643618365962,0.14384920634920634,0.028832489716583747,2.3874643184095024,0.009131477202483978,2.401224931081136,0.013096742657631772
mean_ce,9.0,3,0.17676236509045729,0.018030769330390717,0.13062169312169306,0.02327065090708883,2.3699864599804594,0.009431222671141961,2.386780579884847,0.012652305853793898
mean_ce,10.0,3,0.18896598965519296,0.015619035995958052,0.15171957671957667,0.01767272001967487,2.349542653772657,0.009881446533639657,2.372236967086792,0.012967589449895435
mean_ce,11.0,3,0.21194547474421685,0.020167761496064862,0.165652557319224,0.03025880186565949,2.3269861131581644,0.010894737878108813,2.353464444478353,0.015941464787459975
mean_ce,12.0,3,0.21704434245969884,0.02027532733286341,0.16600529100529096,0.025111613153300523,2.3023514145759765,0.012070509407950146,2.3298380374908447,0.016727605753572038
mean_ce,13.0,3,0.2258698119180299,0.010064654062136774,0.17674162257495585,0.0030971092290716165,2.2746753970303213,0.014718123935328634,2.3016160329182944,0.017907115247025356
mean_ce,14.0,3,0.2507584275535009,0.013295123037699492,0.19398148148148145,0.009705786416848786,2.2467269617048955,0.016596010271130474,2.278716723124186,0.024127793007056895
mean_ce,15.0,3,0.2692685936610126,0.009220573238223038,0.21784712201378864,0.0032992439362652132,2.2168253392784742,0.017145636929934475,2.248022715250651,0.029290567363328798
mean_ce,16.0,3,0.28330876819361833,0.005640427064556679,0.244875340708674,0.010813315947430652,2.184196915902834,0.021069444800839863,2.2159220377604165,0.029281882639700756
mean_ce,17.0,3,0.30521475426164657,0.0072068993800815774,0.2439273689273689,0.005743767689955848,2.1517301356730894,0.021601928895402207,2.189451058705648,0.033223925777468306
mean_ce,18.0,3,0.32355110866579606,0.010108595967951411,0.24743466410133078,0.008768653188820218,2.1185056374665314,0.02488306929418019,2.158860524495443,0.03946852843349491
mean_ce,19.0,3,0.3306543042551644,0.016854926443265816,0.2622394580727914,0.03157700626381712,2.083991765018448,0.023830899577206802,2.1205830574035645,0.034339973381964574
mean_ce,20.0,3,0.35271608078358296,0.004042777990483317,0.2875260541927208,0.030436104531973138,2.050809598967595,0.025443273742860626,2.0991015434265137,0.04035307466164759
mean_ce,21.0,3,0.37152044227176795,0.006801283871678861,0.29144019560686224,0.019315983428412255,2.0159837915099907,0.024036451882622142,2.063554525375366,0.044514219000201034
mean_ce,22.0,3,0.38488407833416516,0.007289677629527633,0.3217452300785633,0.021365727165248552,1.980140826241148,0.02632722341087161,2.0373833974202475,0.03743862730186398
mean_ce,23.0,3,0.40176572148399786,0.0040039382424755824,0.32901034151034153,0.007360992043572719,1.9445686012044832,0.025502630682560392,2.0152917305628457,0.0321824516301383
mean_ce,24.0,3,0.41478064698116635,0.0059851838289016945,0.3586519961519961,0.021706014420664423,1.909057364474749,0.02593011551506292,1.9756769736607869,0.04514649968536812
mean_ce,25.0,3,0.42489888203308723,0.00811710089081953,0.3416325957992625,0.010035209759504915,1.8751896493953328,0.02303523109209411,1.9541014035542805,0.02843231068213267
mean_ce,26.0,3,0.44124215268040173,0.014367585744770171,0.36233766233766235,0.03365578531064734,1.8405734284199042,0.026927736974266484,1.9272891680399578,0.04161185624960207
mean_ce,27.0,3,0.451529831655143,0.0033874491726821982,0.38250962000962,0.032869328310785706,1.8086674767394075,0.024052027212735597,1.9000880718231201,0.02983521755295257
