seed,model_state,split,readout_scale,corr_length_logit_l2,corr_length_output_w_grad_fro,mean_logit_l2,mean_output_w_grad_fro,std_logit_l2,std_output_w_grad_fro
11,initial_shared_weights,val,sum,0.13719633004257906,0.15419651546324836,3.0393385887145996,24.043249130249023,5.648614883422852,47.6755485534668
11,initial_shared_weights,val,mean,0.07005508501978852,0.09628309375487923,0.03252900019288063,0.19931675493717194,0.06111124902963638,0.3573134243488312
11,trained_mean_model,test,sum,0.8126863553551916,0.015465874120196716,703.0133666992188,217.36599731445312,250.71896362304688,275.66668701171875
11,trained_mean_model,test,mean,0.2623749124065697,-0.08962348476471954,8.38449764251709,3.370650291442871,1.7880617380142212,1.4267984628677368
11,trained_mean_model,train,sum,0.5134013156476301,0.23977345155744093,807.5784301757812,80.2322769165039,337.0874938964844,222.8624267578125
11,trained_mean_model,train,mean,-0.08466148251806214,0.11457735621686209,7.919174671173096,2.292005777359009,2.4787371158599854,1.040717363357544
11,trained_mean_model,val,sum,0.544028020857682,0.20486861052909844,686.280517578125,211.81834411621094,324.64947509765625,284.6326599121094
11,trained_mean_model,val,mean,0.1491138565263099,0.12673683453217782,7.482913017272949,2.884613513946533,2.8516664505004883,1.3642774820327759
11,trained_sum_model,test,sum,0.3140844115623916,0.09180007784577408,32.50206756591797,86.79969787597656,20.20564079284668,103.16738891601562
11,trained_sum_model,test,mean,-0.035070823613955485,0.09225849690961528,0.3952018618583679,1.383458137512207,0.24054226279258728,0.8247817754745483
11,trained_sum_model,train,sum,0.10294377549854847,0.13421990579811505,34.84596633911133,4.445443153381348,24.663063049316406,10.305095672607422
11,trained_sum_model,train,mean,-0.19962062742334574,-0.10597306031058516,0.35288217663764954,1.2092938423156738,0.2388291209936142,0.8567432165145874
11,trained_sum_model,val,sum,0.2633282156158922,0.07267945672521987,23.65162467956543,55.030879974365234,22.042543411254883,83.42330932617188
11,trained_sum_model,val,mean,0.0948613247652397,0.12507217914239988,0.25630563497543335,0.8432743549346924,0.21995863318443298,0.7401774525642395
23,initial_shared_weights,val,sum,0.23055308696342977,0.217339685876872,5.376970291137695,40.07411193847656,8.6793212890625,67.95123291015625
23,initial_shared_weights,val,mean,0.15792938038068,0.12673040151303713,0.05604332685470581,0.3510730266571045,0.08536652475595474,0.5186645984649658
23,trained_mean_model,test,sum,0.7838744231608799,0.0549586395901355,619.6839599609375,224.33416748046875,229.51206970214844,277.123779296875
23,trained_mean_model,test,mean,0.2446647090801494,-0.029282186142212834,7.38623571395874,3.545271396636963,1.7623558044433594,1.2859690189361572
23,trained_mean_model,train,sum,0.4774668084934667,0.16334953678221725,717.7150268554688,123.5450210571289,303.58148193359375,260.7720947265625
23,trained_mean_model,train,mean,-0.113869197959258,0.007352086211631457,7.060335159301758,2.7938339710235596,2.316410541534424,1.0392107963562012
23,trained_mean_model,val,sum,0.5139306354590791,0.18156617506076175,611.884033203125,211.40713500976562,309.492919921875,269.5140075683594
23,trained_mean_model,val,mean,0.1559454088102282,0.11586100884257275,6.657803058624268,3.0251047611236572,2.7816672325134277,1.2927308082580566
23,trained_sum_model,test,sum,0.3496318214927478,0.05591883587042937,35.46849060058594,76.39370727539062,25.10051155090332,87.7059326171875
23,trained_sum_model,test,mean,0.03325798353877785,0.04948350887544434,0.42655351758003235,1.2699586153030396,0.28807753324508667,0.8048179745674133
23,trained_sum_model,train,sum,0.10891309386507929,0.13462371444466986,40.013729095458984,3.250720739364624,31.214731216430664,5.720119953155518
23,trained_sum_model,train,mean,-0.16130398136137217,-0.10590834972385349,0.4032912254333496,1.1095759868621826,0.2981814444065094,0.7923247814178467
23,trained_sum_model,val,sum,0.2487690746309857,0.022099070920719825,27.117725372314453,47.876216888427734,26.582763671875,72.0011215209961
23,trained_sum_model,val,mean,0.09119671214883288,0.09424232302722192,0.2937294840812683,0.8705207705497742,0.26823651790618896,0.741787314414978
37,initial_shared_weights,val,sum,0.1469437800909619,0.1805295089208467,6.024120807647705,44.082820892333984,10.239666938781738,80.4179458618164
37,initial_shared_weights,val,mean,0.03935590869168865,0.056313435115181214,0.06556832790374756,0.36128002405166626,0.10642945021390915,0.5752454400062561
37,trained_mean_model,test,sum,0.8328986794639791,0.04910381708829674,832.5269775390625,230.27081298828125,291.6084899902344,285.45159912109375
37,trained_mean_model,test,mean,0.2731143793892237,-0.1247693052994397,9.933220863342285,3.358211040496826,1.974751591682434,1.6185674667358398
37,trained_mean_model,train,sum,0.6016842373322278,0.14728620692935837,1005.2160034179688,27.88285255432129,396.11334228515625,132.3325653076172
37,trained_mean_model,train,mean,-0.03595644171446076,0.2178819468300435,9.8087797164917,1.5923712253570557,2.610442876815796,0.9018656611442566
37,trained_mean_model,val,sum,0.6310506670387176,0.24121773863101376,838.3065795898438,207.2064971923828,364.2460632324219,295.43511962890625
37,trained_mean_model,val,mean,0.19632994512554808,0.05241887843648335,9.127278327941895,2.947321653366089,2.910848379135132,1.4071279764175415
37,trained_sum_model,test,sum,0.4399192735961761,0.18342144887988324,27.097270965576172,76.86167907714844,18.17899513244629,89.79210662841797
37,trained_sum_model,test,mean,0.1232808782166964,0.09761342336908577,0.3216736614704132,1.166253685951233,0.19520215690135956,0.735031247138977
37,trained_sum_model,train,sum,0.12117128029063876,0.08762560741931767,30.040084838867188,3.9395997524261475,22.989303588867188,9.131624221801758
37,trained_sum_model,train,mean,-0.16240840029280226,-0.14925302685010053,0.3025469183921814,1.0736403465270996,0.21761882305145264,0.8271960616111755
37,trained_sum_model,val,sum,0.29500311320735323,0.15649957803384287,22.368709564208984,41.38139724731445,24.491676330566406,67.54059600830078
37,trained_sum_model,val,mean,0.17400208589219315,0.12075323420351373,0.23681390285491943,0.6929960250854492,0.23954428732395172,0.677943766117096
