variant,l1_init,topology,fusion,architecture_case,layer,support,fixed250_ba_count,fixed250_ba_mean,fixed250_ba_std,whole_ba_count,whole_ba_mean,whole_ba_std,temporal_gap_count,temporal_gap_mean,temporal_gap_std
postencode_mask,pretrained_frozen,diagonal,off,B,readout,window,3,0.5864809482456541,0.023125817303028057,3,0.5358263060468943,0.03892054245866817,3,0.050654642198759814,0.019413351106743217
postencode_mask,pretrained_frozen,diagonal,on,D,l1,valid,3,0.6794674211953623,0.05446034222379544,3,0.5355825887075887,0.0665590064092506,3,0.14388483248777362,0.06613056101598368
postencode_mask,pretrained_frozen,diagonal,on,D,l1,window,3,0.6702944794856559,0.05805654533979248,3,0.5258692696192696,0.06583404283377808,3,0.14442520986638635,0.0660589926450674
postencode_mask,pretrained_frozen,diagonal,on,D,rsnn,valid,3,0.6539276627511922,0.035491671481735834,3,0.5591617532794003,0.010130093983788944,3,0.09476590947179186,0.03544155957147334
postencode_mask,pretrained_frozen,diagonal,on,D,rsnn,window,3,0.656611790986791,0.02432188319779718,3,0.568020990447461,0.016724880521291507,3,0.08859080053933,0.02839182937094722
postencode_mask,pretrained_frozen,diagonal,on,D,readout,valid,3,0.5776369939972882,0.006089777371708801,3,0.5793153061535415,0.012331511511133425,3,-0.0016783121562533216,0.01813957824779669
postencode_mask,pretrained_frozen,diagonal,on,D,readout,window,3,0.5786204332160215,0.04587577673281028,3,0.488730822554352,0.06828180813066967,3,0.08988961066166946,0.029698969621782527
postencode_mask,pretrained_frozen,ff,off,A,l1,valid,3,0.6794674211953623,0.05446034222379544,3,0.5355825887075887,0.0665590064092506,3,0.14388483248777362,0.06613056101598368
postencode_mask,pretrained_frozen,ff,off,A,l1,window,3,0.6702944794856559,0.05805654533979248,3,0.5258692696192696,0.06583404283377808,3,0.14442520986638635,0.0660589926450674
postencode_mask,pretrained_frozen,ff,off,A,rsnn,valid,3,0.630645967594497,0.03327625168710223,3,0.5548025503907857,0.012929577606018802,3,0.07584341720371128,0.04446802012842332
postencode_mask,pretrained_frozen,ff,off,A,rsnn,window,3,0.6565070482349894,0.005806298431522928,3,0.5625370884562061,0.009589149484152437,3,0.09396995977878324,0.01530846984015709
postencode_mask,pretrained_frozen,ff,off,A,readout,valid,3,0.630645967594497,0.03327625168710223,3,0.5548025503907857,0.012929577606018802,3,0.07584341720371128,0.04446802012842332
postencode_mask,pretrained_frozen,ff,off,A,readout,window,3,0.6565070482349894,0.005806298431522928,3,0.5625370884562061,0.009589149484152437,3,0.09396995977878324,0.01530846984015709
postencode_mask,pretrained_frozen,ff,on,C,l1,valid,3,0.6794674211953623,0.05446034222379544,3,0.5355825887075887,0.0665590064092506,3,0.14388483248777362,0.06613056101598368
postencode_mask,pretrained_frozen,ff,on,C,l1,window,3,0.6702944794856559,0.05805654533979248,3,0.5258692696192696,0.06583404283377808,3,0.14442520986638635,0.0660589926450674
postencode_mask,pretrained_frozen,ff,on,C,rsnn,valid,3,0.6523360014168839,0.019187288526652167,3,0.5567795698310404,0.03147751694961662,3,0.09555643158584333,0.012345936873176434
postencode_mask,pretrained_frozen,ff,on,C,rsnn,window,3,0.6670235537882596,0.013481848167992557,3,0.5489877565245213,0.018632330004985334,3,0.11803579726373836,0.005808753389907386
postencode_mask,pretrained_frozen,ff,on,C,readout,valid,3,0.6232170879229703,0.029962240748431193,3,0.5629057829425478,0.02472572290086259,3,0.06031130498042255,0.05264280757444839
postencode_mask,pretrained_frozen,ff,on,C,readout,window,3,0.6355845883419412,0.013550019797488204,3,0.5502643802276155,0.029028215161075677,3,0.08532020811432568,0.025709654691750124
postencode_mask,pretrained_trainable,dense,off,B,l1,valid,3,0.6968744286758993,0.03426703777260058,3,0.5575021043771043,0.02225782690452024,3,0.13937232429879484,0.02398189144657711
postencode_mask,pretrained_trainable,dense,off,B,l1,window,3,0.6938243197434374,0.034519800774397515,3,0.5516550306991483,0.026990462861359865,3,0.14216928904428905,0.024294194271966007
postencode_mask,pretrained_trainable,dense,off,B,rsnn,valid,3,0.4979005267608209,0.014813788559198824,3,0.44029377485259835,0.04178027133317224,3,0.057606751908222543,0.03816497484479805
postencode_mask,pretrained_trainable,dense,off,B,rsnn,window,3,0.4082449209287445,0.0071246693017110695,3,0.3880637064460594,0.0033293659191392638,3,0.0201812144826851,0.009658572115553285
postencode_mask,pretrained_trainable,dense,off,B,readout,valid,3,0.4979005267608209,0.014813788559198824,3,0.44029377485259835,0.04178027133317224,3,0.057606751908222543,0.03816497484479805
postencode_mask,pretrained_trainable,dense,off,B,readout,window,3,0.4082449209287445,0.0071246693017110695,3,0.3880637064460594,0.0033293659191392638,3,0.0201812144826851,0.009658572115553285
postencode_mask,pretrained_trainable,dense,on,D,l1,valid,3,0.6813085131099837,0.023951762414703082,3,0.5315751310236604,0.03953920710514694,3,0.14973338208632328,0.05430336933674384
postencode_mask,pretrained_trainable,dense,on,D,l1,window,3,0.6883696505020035,0.007733768361130273,3,0.5197025401069518,0.04455892426444217,3,0.16866711039505158,0.045071540662192634
postencode_mask,pretrained_trainable,dense,on,D,rsnn,valid,3,0.5335573876015053,0.02673127312341941,3,0.49010442852354613,0.02157928487778105,3,0.0434529590779591,0.02131117671263266
postencode_mask,pretrained_trainable,dense,on,D,rsnn,window,3,0.4832312091503268,0.07194662819742463,3,0.4298502083428554,0.051227927004079084,3,0.05338100080747136,0.0400160236050284
postencode_mask,pretrained_trainable,dense,on,D,readout,valid,3,0.5537470767250179,0.04009854603917391,3,0.5115498880204763,0.014901087788732366,3,0.042197188704541554,0.03869597103853442
postencode_mask,pretrained_trainable,dense,on,D,readout,window,3,0.5160712041226746,0.05100357761628979,3,0.47427665607812663,0.025852193950014753,3,0.041794548044548,0.031182310699081093
postencode_mask,pretrained_trainable,diagonal,off,B,l1,valid,3,0.6836396582720111,0.007702559214179833,3,0.5584750693206575,0.050839209130228546,3,0.1251645889513537,0.04738710758339854
postencode_mask,pretrained_trainable,diagonal,off,B,l1,window,3,0.6897524452671512,0.009059570560006752,3,0.5434015399088928,0.0585417746542228,3,0.14635090535825832,0.05316496510135726
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,valid,3,0.6403875672258025,0.018641170266506066,3,0.5786282889224066,0.019484653911851002,3,0.06175927830339593,0.01496220610821801
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,window,3,0.6141387003519356,0.02250453873896135,3,0.524979527553057,0.050845823966090095,3,0.08915917279887868,0.02933216808412711
postencode_mask,pretrained_trainable,diagonal,off,B,readout,valid,3,0.6403875672258025,0.018641170266506066,3,0.5786282889224066,0.019484653911851002,3,0.06175927830339593,0.01496220610821801
postencode_mask,pretrained_trainable,diagonal,off,B,readout,window,3,0.6141387003519356,0.02250453873896135,3,0.524979527553057,0.050845823966090095,3,0.08915917279887868,0.02933216808412711
postencode_mask,pretrained_trainable,diagonal,on,D,l1,valid,3,0.6910089297956946,0.041235104397720664,3,0.5374840981458628,0.029686471918454083,3,0.1535248316498317,0.0485333133970555
postencode_mask,pretrained_trainable,diagonal,on,D,l1,window,3,0.6892498704998706,0.04368173198396892,3,0.5283626708259062,0.031052042439460224,3,0.1608871996739644,0.05593743479768233
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,valid,3,0.6816006025564848,0.0275692026559261,3,0.5745563192254368,0.02222615699297423,3,0.10704428333104803,0.016440543194004304
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,window,3,0.6620262770998065,0.03170495690095912,3,0.5458357614607614,0.03268623789075711,3,0.11619051563904507,0.02440469724325174
postencode_mask,pretrained_trainable,diagonal,on,D,readout,valid,3,0.6119368172676997,0.03321965021338393,3,0.5794718965674847,0.024395874151186183,3,0.032464920700214894,0.047842352104220526
postencode_mask,pretrained_trainable,diagonal,on,D,readout,window,3,0.5780892922437041,0.026668735969695406,3,0.5023695190974602,0.020131283774099697,3,0.0757197731462438,0.020946393523471257
postencode_mask,pretrained_trainable,ff,off,A,l1,valid,3,0.7041688091320445,0.025042999005886413,3,0.5542524605024605,0.016256908879021013,3,0.14991634862958395,0.02281530484042071
postencode_mask,pretrained_trainable,ff,off,A,l1,window,3,0.7137627214833097,0.008054542949543149,3,0.5495023767082591,0.02362859741319625,3,0.1642603447750506,0.02036697025908364
postencode_mask,pretrained_trainable,ff,off,A,rsnn,valid,3,0.6870928839678839,0.01757571091697417,3,0.6200433825433825,0.012767536494890942,3,0.06704950142450139,0.008810108878700419
postencode_mask,pretrained_trainable,ff,off,A,rsnn,window,3,0.6863245958834194,0.012202707579735753,3,0.6170132699544464,0.007065340775386037,3,0.06931132592897309,0.011155062595870284
postencode_mask,pretrained_trainable,ff,off,A,readout,valid,3,0.6870928839678839,0.01757571091697417,3,0.6200433825433825,0.012767536494890942,3,0.06704950142450139,0.008810108878700419
postencode_mask,pretrained_trainable,ff,off,A,readout,window,3,0.6863245958834194,0.012202707579735753,3,0.6170132699544464,0.007065340775386037,3,0.06931132592897309,0.011155062595870284
postencode_mask,pretrained_trainable,ff,on,C,l1,valid,3,0.7082920075567133,0.027536177055393022,3,0.5719628886908299,0.03624413299569323,3,0.1363291188658835,0.06209163714272859
postencode_mask,pretrained_trainable,ff,on,C,l1,window,3,0.6954747322394382,0.03140666716011037,3,0.5567736185383244,0.043740432053536296,3,0.1387011137011137,0.0625469711897743
postencode_mask,pretrained_trainable,ff,on,C,rsnn,valid,3,0.6643987956487957,0.027925778672995553,3,0.5705761898776606,0.03292570342089391,3,0.09382260577113521,0.01412990708523079
postencode_mask,pretrained_trainable,ff,on,C,rsnn,window,3,0.6980687817084877,0.030459584046207504,3,0.5693775043039749,0.011461091207475562,3,0.1286912774045127,0.02290267682004511
postencode_mask,pretrained_trainable,ff,on,C,readout,valid,3,0.6193520803814921,0.019523512204264112,3,0.5849331836464189,0.01935383830093687,3,0.03441889673507322,0.0035773003152731026
postencode_mask,pretrained_trainable,ff,on,C,readout,window,3,0.6448600827277298,0.013825073368587792,3,0.5981751908222497,0.015647925495373725,3,0.046684891905480086,0.007886968495665456
