variant,l1_init,topology,fusion,architecture_case,layer,state,support,aggregation,count,mean,std
postencode_mask,pretrained_trainable,ff,off,A,rsnn,communication,valid,fixed250_ordered_mean,3,0.6512844794094793,0.016063959574865908
postencode_mask,pretrained_trainable,ff,off,A,rsnn,communication,valid,whole_count,3,0.6200433825433825,0.012767536494890942
postencode_mask,pretrained_trainable,ff,off,A,rsnn,communication,valid,fixed250_count,3,0.6870928839678839,0.01757571091697417
postencode_mask,pretrained_trainable,ff,off,A,rsnn,communication,window,whole_mean,3,0.6170132699544464,0.007065340775386037
postencode_mask,pretrained_trainable,ff,off,A,rsnn,communication,window,fixed250_ordered_mean,3,0.6863245958834194,0.012202707579735753
postencode_mask,pretrained_trainable,ff,off,A,rsnn,communication,window,whole_count,3,0.6170132699544464,0.007065340775386037
postencode_mask,pretrained_trainable,ff,off,A,rsnn,communication,window,fixed250_count,3,0.6863245958834194,0.012202707579735753
postencode_mask,pretrained_trainable,ff,off,A,readout,pre_reset,valid,whole_mean,3,0.5244370077090666,0.013537994094565988
postencode_mask,pretrained_trainable,ff,off,A,readout,pre_reset,valid,fixed250_ordered_mean,3,0.6192769512622454,0.011489891435296901
postencode_mask,pretrained_trainable,ff,off,A,readout,pre_reset,window,whole_mean,3,0.5359140519066989,0.04275858757308042
postencode_mask,pretrained_trainable,ff,off,A,readout,pre_reset,window,fixed250_ordered_mean,3,0.6266039448024742,0.018598540905591203
postencode_mask,pretrained_trainable,ff,off,A,readout,communication,valid,whole_mean,3,0.5877737118545943,0.007641197941923685
postencode_mask,pretrained_trainable,ff,off,A,readout,communication,valid,fixed250_ordered_mean,3,0.6512844794094793,0.016063959574865908
postencode_mask,pretrained_trainable,ff,off,A,readout,communication,valid,whole_count,3,0.6200433825433825,0.012767536494890942
postencode_mask,pretrained_trainable,ff,off,A,readout,communication,valid,fixed250_count,3,0.6870928839678839,0.01757571091697417
postencode_mask,pretrained_trainable,ff,off,A,readout,communication,window,whole_mean,3,0.6170132699544464,0.007065340775386037
postencode_mask,pretrained_trainable,ff,off,A,readout,communication,window,fixed250_ordered_mean,3,0.6863245958834194,0.012202707579735753
postencode_mask,pretrained_trainable,ff,off,A,readout,communication,window,whole_count,3,0.6170132699544464,0.007065340775386037
postencode_mask,pretrained_trainable,ff,off,A,readout,communication,window,fixed250_count,3,0.6863245958834194,0.012202707579735753
original,pretrained_trainable,ff,on,C,l1,pre_reset,valid,whole_mean,3,0.525609983698219,0.02942090495758872
original,pretrained_trainable,ff,on,C,l1,pre_reset,valid,fixed250_ordered_mean,3,0.6901753203223792,0.00992728246317002
original,pretrained_trainable,ff,on,C,l1,pre_reset,window,whole_mean,3,0.5717524509803921,0.07614152264367591
original,pretrained_trainable,ff,on,C,l1,pre_reset,window,fixed250_ordered_mean,3,0.6563806903880433,0.010796349122282126
original,pretrained_trainable,ff,on,C,l1,communication,valid,whole_mean,3,0.4721329528314822,0.03102147192190975
original,pretrained_trainable,ff,on,C,l1,communication,valid,fixed250_ordered_mean,3,0.6489067237229001,0.007997611365729868
original,pretrained_trainable,ff,on,C,l1,communication,valid,whole_count,3,0.5351447640050582,0.042930041783016376
original,pretrained_trainable,ff,on,C,l1,communication,valid,fixed250_count,3,0.648530268750857,0.01495761511286299
original,pretrained_trainable,ff,on,C,l1,communication,window,whole_mean,3,0.516096009110715,0.04274623600791321
original,pretrained_trainable,ff,on,C,l1,communication,window,fixed250_ordered_mean,3,0.6591542308454073,0.012946582854409385
original,pretrained_trainable,ff,on,C,l1,communication,window,whole_count,3,0.516096009110715,0.04274623600791321
original,pretrained_trainable,ff,on,C,l1,communication,window,fixed250_count,3,0.6591542308454073,0.012946582854409385
original,pretrained_trainable,ff,on,C,rsnn,pre_reset,valid,whole_mean,3,0.4548418765330529,0.030963108243028326
original,pretrained_trainable,ff,on,C,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.603267307311425,0.02050038520332504
original,pretrained_trainable,ff,on,C,rsnn,pre_reset,window,whole_mean,3,0.49832540145040144,0.022712611787801887
original,pretrained_trainable,ff,on,C,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.6421668133065191,0.020763796866375257
original,pretrained_trainable,ff,on,C,rsnn,communication,valid,whole_mean,3,0.53291664762253,0.030325404989689723
original,pretrained_trainable,ff,on,C,rsnn,communication,valid,fixed250_ordered_mean,3,0.6330625733199263,0.04141682283715875
original,pretrained_trainable,ff,on,C,rsnn,communication,valid,whole_count,3,0.5482363225010283,0.019460237336018635
original,pretrained_trainable,ff,on,C,rsnn,communication,valid,fixed250_count,3,0.6655040697320108,0.039347083480487176
original,pretrained_trainable,ff,on,C,rsnn,communication,window,whole_mean,3,0.5475529712662065,0.005675152199358371
original,pretrained_trainable,ff,on,C,rsnn,communication,window,fixed250_ordered_mean,3,0.6611518179532885,0.0468365194474684
original,pretrained_trainable,ff,on,C,rsnn,communication,window,whole_count,3,0.5475529712662065,0.005675152199358371
original,pretrained_trainable,ff,on,C,rsnn,communication,window,fixed250_count,3,0.6611518179532885,0.0468365194474684
original,pretrained_trainable,ff,on,C,readout,pre_reset,valid,whole_mean,3,0.5076076565047153,0.03079938651540661
original,pretrained_trainable,ff,on,C,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5637364405746759,0.04231099395296068
original,pretrained_trainable,ff,on,C,readout,pre_reset,window,whole_mean,3,0.4895692406721818,0.02126458689516782
original,pretrained_trainable,ff,on,C,readout,pre_reset,window,fixed250_ordered_mean,3,0.5887904307021955,0.01650730890176383
original,pretrained_trainable,ff,on,C,readout,communication,valid,whole_mean,3,0.5261938293188293,0.04587255456424738
original,pretrained_trainable,ff,on,C,readout,communication,valid,fixed250_ordered_mean,3,0.5936821076526958,0.0435683920465467
original,pretrained_trainable,ff,on,C,readout,communication,valid,whole_count,3,0.5424210049210049,0.032139150083551886
original,pretrained_trainable,ff,on,C,readout,communication,valid,fixed250_count,3,0.5886864021055197,0.071009678297448
original,pretrained_trainable,ff,on,C,readout,communication,window,whole_mean,3,0.5507729538979539,0.0006978721162101362
original,pretrained_trainable,ff,on,C,readout,communication,window,fixed250_ordered_mean,3,0.6053507834757834,0.029624992808418446
original,pretrained_trainable,ff,on,C,readout,communication,window,whole_count,3,0.5507729538979539,0.0006978721162101362
original,pretrained_trainable,ff,on,C,readout,communication,window,fixed250_count,3,0.6053507834757834,0.029624992808418446
postencode_mask,pretrained_trainable,ff,on,C,l1,pre_reset,valid,whole_mean,3,0.5034737933634993,0.022647987455336218
postencode_mask,pretrained_trainable,ff,on,C,l1,pre_reset,valid,fixed250_ordered_mean,3,0.733142415863004,0.01863588513755822
postencode_mask,pretrained_trainable,ff,on,C,l1,pre_reset,window,whole_mean,3,0.5350693492237609,0.019653743365064345
postencode_mask,pretrained_trainable,ff,on,C,l1,pre_reset,window,fixed250_ordered_mean,3,0.7288360128433657,0.012986845201935663
postencode_mask,pretrained_trainable,ff,on,C,l1,communication,valid,whole_mean,3,0.5342471186221186,0.007881192404519443
postencode_mask,pretrained_trainable,ff,on,C,l1,communication,valid,fixed250_ordered_mean,3,0.6946738786812316,0.022806124258157735
postencode_mask,pretrained_trainable,ff,on,C,l1,communication,valid,whole_count,3,0.5719628886908299,0.03624413299569323
postencode_mask,pretrained_trainable,ff,on,C,l1,communication,valid,fixed250_count,3,0.7082920075567133,0.027536177055393022
postencode_mask,pretrained_trainable,ff,on,C,l1,communication,window,whole_mean,3,0.5567736185383244,0.043740432053536296
postencode_mask,pretrained_trainable,ff,on,C,l1,communication,window,fixed250_ordered_mean,3,0.6954747322394382,0.03140666716011037
postencode_mask,pretrained_trainable,ff,on,C,l1,communication,window,whole_count,3,0.5567736185383244,0.043740432053536296
postencode_mask,pretrained_trainable,ff,on,C,l1,communication,window,fixed250_count,3,0.6954747322394382,0.03140666716011037
postencode_mask,pretrained_trainable,ff,on,C,rsnn,pre_reset,valid,whole_mean,3,0.5278033445312856,0.045492270874634165
postencode_mask,pretrained_trainable,ff,on,C,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.6317034408946175,0.03481849928169104
postencode_mask,pretrained_trainable,ff,on,C,rsnn,pre_reset,window,whole_mean,3,0.5225609698036169,0.01668793410345896
postencode_mask,pretrained_trainable,ff,on,C,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.6603404425095601,0.03388811223218832
postencode_mask,pretrained_trainable,ff,on,C,rsnn,communication,valid,whole_mean,3,0.554785172616055,0.0243216807156759
postencode_mask,pretrained_trainable,ff,on,C,rsnn,communication,valid,fixed250_ordered_mean,3,0.6664799389064094,0.018479375540546825
postencode_mask,pretrained_trainable,ff,on,C,rsnn,communication,valid,whole_count,3,0.5705761898776606,0.03292570342089391
postencode_mask,pretrained_trainable,ff,on,C,rsnn,communication,valid,fixed250_count,3,0.6643987956487957,0.027925778672995553
postencode_mask,pretrained_trainable,ff,on,C,rsnn,communication,window,whole_mean,3,0.5693775043039749,0.011461091207475562
postencode_mask,pretrained_trainable,ff,on,C,rsnn,communication,window,fixed250_ordered_mean,3,0.6980687817084877,0.030459584046207504
postencode_mask,pretrained_trainable,ff,on,C,rsnn,communication,window,whole_count,3,0.5693775043039749,0.011461091207475562
postencode_mask,pretrained_trainable,ff,on,C,rsnn,communication,window,fixed250_count,3,0.6980687817084877,0.030459584046207504
postencode_mask,pretrained_trainable,ff,on,C,readout,pre_reset,valid,whole_mean,3,0.5477939272056919,0.022371354524367816
postencode_mask,pretrained_trainable,ff,on,C,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5817662865456983,0.01751589584958183
postencode_mask,pretrained_trainable,ff,on,C,readout,pre_reset,window,whole_mean,3,0.5483805818364642,0.0094911902412286
postencode_mask,pretrained_trainable,ff,on,C,readout,pre_reset,window,fixed250_ordered_mean,3,0.5848959999695293,0.016789376848447876
postencode_mask,pretrained_trainable,ff,on,C,readout,communication,valid,whole_mean,3,0.5590223501988208,0.036836933259642955
postencode_mask,pretrained_trainable,ff,on,C,readout,communication,valid,fixed250_ordered_mean,3,0.6110732132790956,0.025618121734198432
postencode_mask,pretrained_trainable,ff,on,C,readout,communication,valid,whole_count,3,0.5849331836464189,0.01935383830093687
postencode_mask,pretrained_trainable,ff,on,C,readout,communication,valid,fixed250_count,3,0.6193520803814921,0.019523512204264112
postencode_mask,pretrained_trainable,ff,on,C,readout,communication,window,whole_mean,3,0.5981751908222497,0.015647925495373725
postencode_mask,pretrained_trainable,ff,on,C,readout,communication,window,fixed250_ordered_mean,3,0.6448600827277298,0.013825073368587792
postencode_mask,pretrained_trainable,ff,on,C,readout,communication,window,whole_count,3,0.5981751908222497,0.015647925495373725
postencode_mask,pretrained_trainable,ff,on,C,readout,communication,window,fixed250_count,3,0.6448600827277298,0.013825073368587792
original,pretrained_trainable,diagonal,off,B,l1,pre_reset,valid,whole_mean,3,0.517175764050764,0.013881732560976507
original,pretrained_trainable,diagonal,off,B,l1,pre_reset,valid,fixed250_ordered_mean,3,0.6912258901229489,0.03981183385747456
original,pretrained_trainable,diagonal,off,B,l1,pre_reset,window,whole_mean,3,0.5841562780901016,0.033927891352553585
original,pretrained_trainable,diagonal,off,B,l1,pre_reset,window,fixed250_ordered_mean,3,0.669451538385362,0.008951316282185881
original,pretrained_trainable,diagonal,off,B,l1,communication,valid,whole_mean,3,0.4614415268827033,0.03174045840803344
original,pretrained_trainable,diagonal,off,B,l1,communication,valid,fixed250_ordered_mean,3,0.6432108128799305,0.019142041083254444
original,pretrained_trainable,diagonal,off,B,l1,communication,valid,whole_count,3,0.5189687695202402,0.04242073300632239
original,pretrained_trainable,diagonal,off,B,l1,communication,valid,fixed250_count,3,0.6633653179609061,0.018435900516225026
original,pretrained_trainable,diagonal,off,B,l1,communication,window,whole_mean,3,0.4991572969514146,0.039944530460254535
original,pretrained_trainable,diagonal,off,B,l1,communication,window,fixed250_ordered_mean,3,0.6608509682039094,0.004064102787397588
original,pretrained_trainable,diagonal,off,B,l1,communication,window,whole_count,3,0.4991572969514146,0.039944530460254535
original,pretrained_trainable,diagonal,off,B,l1,communication,window,fixed250_count,3,0.6608509682039094,0.004064102787397588
original,pretrained_trainable,diagonal,off,B,rsnn,pre_reset,valid,whole_mean,3,0.46322948565595623,0.0327206024595161
original,pretrained_trainable,diagonal,off,B,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.6036254323019029,0.036620240564248945
original,pretrained_trainable,diagonal,off,B,rsnn,pre_reset,window,whole_mean,3,0.49466697518168107,0.040296776306897396
original,pretrained_trainable,diagonal,off,B,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.569032662598839,0.06418431782156442
original,pretrained_trainable,diagonal,off,B,rsnn,communication,valid,whole_mean,3,0.4833667081828846,0.015618511870411928
original,pretrained_trainable,diagonal,off,B,rsnn,communication,valid,fixed250_ordered_mean,3,0.5768106689062571,0.027503547960568257
original,pretrained_trainable,diagonal,off,B,rsnn,communication,valid,whole_count,3,0.500316799213858,0.002842163303470687
original,pretrained_trainable,diagonal,off,B,rsnn,communication,valid,fixed250_count,3,0.5817361015890428,0.04623325232331045
original,pretrained_trainable,diagonal,off,B,rsnn,communication,window,whole_mean,3,0.5245060903149138,0.04095523995184895
original,pretrained_trainable,diagonal,off,B,rsnn,communication,window,fixed250_ordered_mean,3,0.576208921797157,0.027613975437134054
original,pretrained_trainable,diagonal,off,B,rsnn,communication,window,whole_count,3,0.5245060903149138,0.04095523995184895
original,pretrained_trainable,diagonal,off,B,rsnn,communication,window,fixed250_count,3,0.576208921797157,0.027613975437134054
original,pretrained_trainable,diagonal,off,B,readout,pre_reset,valid,whole_mean,3,0.46322948565595623,0.0327206024595161
original,pretrained_trainable,diagonal,off,B,readout,pre_reset,valid,fixed250_ordered_mean,3,0.6036254323019029,0.036620240564248945
original,pretrained_trainable,diagonal,off,B,readout,pre_reset,window,whole_mean,3,0.49466697518168107,0.040296776306897396
original,pretrained_trainable,diagonal,off,B,readout,pre_reset,window,fixed250_ordered_mean,3,0.569032662598839,0.06418431782156442
original,pretrained_trainable,diagonal,off,B,readout,communication,valid,whole_mean,3,0.4833667081828846,0.015618511870411928
original,pretrained_trainable,diagonal,off,B,readout,communication,valid,fixed250_ordered_mean,3,0.5768106689062571,0.027503547960568257
original,pretrained_trainable,diagonal,off,B,readout,communication,valid,whole_count,3,0.500316799213858,0.002842163303470687
original,pretrained_trainable,diagonal,off,B,readout,communication,valid,fixed250_count,3,0.5817361015890428,0.04623325232331045
original,pretrained_trainable,diagonal,off,B,readout,communication,window,whole_mean,3,0.5245060903149138,0.04095523995184895
original,pretrained_trainable,diagonal,off,B,readout,communication,window,fixed250_ordered_mean,3,0.576208921797157,0.027613975437134054
original,pretrained_trainable,diagonal,off,B,readout,communication,window,whole_count,3,0.5245060903149138,0.04095523995184895
original,pretrained_trainable,diagonal,off,B,readout,communication,window,fixed250_count,3,0.576208921797157,0.027613975437134054
postencode_mask,pretrained_trainable,diagonal,off,B,l1,pre_reset,valid,whole_mean,3,0.508871092143151,0.01816182089642721
postencode_mask,pretrained_trainable,diagonal,off,B,l1,pre_reset,valid,fixed250_ordered_mean,3,0.7372799450005333,0.008806061086621682
postencode_mask,pretrained_trainable,diagonal,off,B,l1,pre_reset,window,whole_mean,3,0.525924878498408,0.023664845052565702
postencode_mask,pretrained_trainable,diagonal,off,B,l1,pre_reset,window,fixed250_ordered_mean,3,0.7437178630193335,0.007619668901490762
postencode_mask,pretrained_trainable,diagonal,off,B,l1,communication,valid,whole_mean,3,0.5363240721696604,0.019264656311607474
postencode_mask,pretrained_trainable,diagonal,off,B,l1,communication,valid,fixed250_ordered_mean,3,0.6777625424684248,0.007789800656976697
postencode_mask,pretrained_trainable,diagonal,off,B,l1,communication,valid,whole_count,3,0.5584750693206575,0.050839209130228546
postencode_mask,pretrained_trainable,diagonal,off,B,l1,communication,valid,fixed250_count,3,0.6836396582720111,0.007702559214179833
postencode_mask,pretrained_trainable,diagonal,off,B,l1,communication,window,whole_mean,3,0.5434015399088928,0.0585417746542228
postencode_mask,pretrained_trainable,diagonal,off,B,l1,communication,window,fixed250_ordered_mean,3,0.6897524452671512,0.009059570560006752
postencode_mask,pretrained_trainable,diagonal,off,B,l1,communication,window,whole_count,3,0.5434015399088928,0.0585417746542228
postencode_mask,pretrained_trainable,diagonal,off,B,l1,communication,window,fixed250_count,3,0.6897524452671512,0.009059570560006752
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,pre_reset,valid,whole_mean,3,0.5457192589545531,0.02116139096716233
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.654694474915063,0.03140998104804616
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,pre_reset,window,whole_mean,3,0.5518578031445679,0.04813925261382039
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.6182500438015144,0.016353086775967987
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,communication,valid,whole_mean,3,0.5485555974526563,0.027839040590607784
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,communication,valid,fixed250_ordered_mean,3,0.6242090970032147,0.017969402625697167
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,communication,valid,whole_count,3,0.5786282889224066,0.019484653911851002
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,communication,valid,fixed250_count,3,0.6403875672258025,0.018641170266506066
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,communication,window,whole_mean,3,0.524979527553057,0.050845823966090095
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,communication,window,fixed250_ordered_mean,3,0.6141387003519356,0.02250453873896135
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,communication,window,whole_count,3,0.524979527553057,0.050845823966090095
postencode_mask,pretrained_trainable,diagonal,off,B,rsnn,communication,window,fixed250_count,3,0.6141387003519356,0.02250453873896135
postencode_mask,pretrained_trainable,diagonal,off,B,readout,pre_reset,valid,whole_mean,3,0.5457192589545531,0.02116139096716233
postencode_mask,pretrained_trainable,diagonal,off,B,readout,pre_reset,valid,fixed250_ordered_mean,3,0.654694474915063,0.03140998104804616
postencode_mask,pretrained_trainable,diagonal,off,B,readout,pre_reset,window,whole_mean,3,0.5518578031445679,0.04813925261382039
postencode_mask,pretrained_trainable,diagonal,off,B,readout,pre_reset,window,fixed250_ordered_mean,3,0.6182500438015144,0.016353086775967987
postencode_mask,pretrained_trainable,diagonal,off,B,readout,communication,valid,whole_mean,3,0.5485555974526563,0.027839040590607784
postencode_mask,pretrained_trainable,diagonal,off,B,readout,communication,valid,fixed250_ordered_mean,3,0.6242090970032147,0.017969402625697167
postencode_mask,pretrained_trainable,diagonal,off,B,readout,communication,valid,whole_count,3,0.5786282889224066,0.019484653911851002
postencode_mask,pretrained_trainable,diagonal,off,B,readout,communication,valid,fixed250_count,3,0.6403875672258025,0.018641170266506066
postencode_mask,pretrained_trainable,diagonal,off,B,readout,communication,window,whole_mean,3,0.524979527553057,0.050845823966090095
postencode_mask,pretrained_trainable,diagonal,off,B,readout,communication,window,fixed250_ordered_mean,3,0.6141387003519356,0.02250453873896135
postencode_mask,pretrained_trainable,diagonal,off,B,readout,communication,window,whole_count,3,0.524979527553057,0.050845823966090095
postencode_mask,pretrained_trainable,diagonal,off,B,readout,communication,window,fixed250_count,3,0.6141387003519356,0.02250453873896135
original,pretrained_trainable,diagonal,on,D,l1,pre_reset,valid,whole_mean,3,0.5257655266846443,0.04380268579308763
original,pretrained_trainable,diagonal,on,D,l1,pre_reset,valid,fixed250_ordered_mean,3,0.6766204655910538,0.01812887305088529
original,pretrained_trainable,diagonal,on,D,l1,pre_reset,window,whole_mean,3,0.5855082213538095,0.032813550356101714
original,pretrained_trainable,diagonal,on,D,l1,pre_reset,window,fixed250_ordered_mean,3,0.6748890679037739,0.019300115956630313
original,pretrained_trainable,diagonal,on,D,l1,communication,valid,whole_mean,3,0.4448080446242211,0.015401413737236106
original,pretrained_trainable,diagonal,on,D,l1,communication,valid,fixed250_ordered_mean,3,0.6239244347700229,0.0018445764329670666
original,pretrained_trainable,diagonal,on,D,l1,communication,valid,whole_count,3,0.4817662389353566,0.02514412081646988
original,pretrained_trainable,diagonal,on,D,l1,communication,valid,fixed250_count,3,0.6743215050200345,0.003927568066380414
original,pretrained_trainable,diagonal,on,D,l1,communication,window,whole_mean,3,0.48185945998445995,0.022851588960481235
original,pretrained_trainable,diagonal,on,D,l1,communication,window,fixed250_ordered_mean,3,0.6579799693770282,0.04139841354294575
original,pretrained_trainable,diagonal,on,D,l1,communication,window,whole_count,3,0.48185945998445995,0.022851588960481235
original,pretrained_trainable,diagonal,on,D,l1,communication,window,fixed250_count,3,0.6579799693770282,0.04139841354294575
original,pretrained_trainable,diagonal,on,D,rsnn,pre_reset,valid,whole_mean,3,0.4440129519173637,0.015553144167601124
original,pretrained_trainable,diagonal,on,D,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.6213482391791215,0.031176340408166418
original,pretrained_trainable,diagonal,on,D,rsnn,pre_reset,window,whole_mean,3,0.49551086848880965,0.006162169135040844
original,pretrained_trainable,diagonal,on,D,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.6316380718954248,0.02017105494082577
original,pretrained_trainable,diagonal,on,D,rsnn,communication,valid,whole_mean,3,0.503342912534089,0.0095022414382007
original,pretrained_trainable,diagonal,on,D,rsnn,communication,valid,fixed250_ordered_mean,3,0.6322156329509271,0.0375673963968566
original,pretrained_trainable,diagonal,on,D,rsnn,communication,valid,whole_count,3,0.5309090147325443,0.005917971458146361
original,pretrained_trainable,diagonal,on,D,rsnn,communication,valid,fixed250_count,3,0.6249109686609686,0.01175182436703171
original,pretrained_trainable,diagonal,on,D,rsnn,communication,window,whole_mean,3,0.5291573826500297,0.011597383058339747
original,pretrained_trainable,diagonal,on,D,rsnn,communication,window,fixed250_ordered_mean,3,0.6503674566174565,0.011341714733278663
original,pretrained_trainable,diagonal,on,D,rsnn,communication,window,whole_count,3,0.5291573826500297,0.011597383058339747
original,pretrained_trainable,diagonal,on,D,rsnn,communication,window,fixed250_count,3,0.6503674566174565,0.011341714733278663
original,pretrained_trainable,diagonal,on,D,readout,pre_reset,valid,whole_mean,3,0.4631929209135091,0.019332997559337147
original,pretrained_trainable,diagonal,on,D,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5392591069061657,0.0399677393806965
original,pretrained_trainable,diagonal,on,D,readout,pre_reset,window,whole_mean,3,0.44577048768225236,0.02317034971845482
original,pretrained_trainable,diagonal,on,D,readout,pre_reset,window,fixed250_ordered_mean,3,0.5321352190837485,0.06886879682547958
original,pretrained_trainable,diagonal,on,D,readout,communication,valid,whole_mean,3,0.4799885163855752,0.008249418781444449
original,pretrained_trainable,diagonal,on,D,readout,communication,valid,fixed250_ordered_mean,3,0.5607560807928454,0.020004649875920422
original,pretrained_trainable,diagonal,on,D,readout,communication,valid,whole_count,3,0.5070823239940886,0.0337027448222594
original,pretrained_trainable,diagonal,on,D,readout,communication,valid,fixed250_count,3,0.5373130817983759,0.03640009500950837
original,pretrained_trainable,diagonal,on,D,readout,communication,window,whole_mean,3,0.4265401469445587,0.020569395402157825
original,pretrained_trainable,diagonal,on,D,readout,communication,window,fixed250_ordered_mean,3,0.5348285837256426,0.06955901573857837
original,pretrained_trainable,diagonal,on,D,readout,communication,window,whole_count,3,0.4265401469445587,0.020569395402157825
original,pretrained_trainable,diagonal,on,D,readout,communication,window,fixed250_count,3,0.5348285837256426,0.06955901573857837
postencode_mask,pretrained_trainable,diagonal,on,D,l1,pre_reset,valid,whole_mean,3,0.5025014473543886,0.013533696449825463
postencode_mask,pretrained_trainable,diagonal,on,D,l1,pre_reset,valid,fixed250_ordered_mean,3,0.7210630532321708,0.012508543003467236
postencode_mask,pretrained_trainable,diagonal,on,D,l1,pre_reset,window,whole_mean,3,0.5477521253256548,0.019626927936893954
postencode_mask,pretrained_trainable,diagonal,on,D,l1,pre_reset,window,fixed250_ordered_mean,3,0.7264729211420388,0.010119000931635596
postencode_mask,pretrained_trainable,diagonal,on,D,l1,communication,valid,whole_mean,3,0.5073754608681079,0.03677045386027019
postencode_mask,pretrained_trainable,diagonal,on,D,l1,communication,valid,fixed250_ordered_mean,3,0.6670439786248611,0.05004596746323742
postencode_mask,pretrained_trainable,diagonal,on,D,l1,communication,valid,whole_count,3,0.5374840981458628,0.029686471918454083
postencode_mask,pretrained_trainable,diagonal,on,D,l1,communication,valid,fixed250_count,3,0.6910089297956946,0.041235104397720664
postencode_mask,pretrained_trainable,diagonal,on,D,l1,communication,window,whole_mean,3,0.5283626708259062,0.031052042439460224
postencode_mask,pretrained_trainable,diagonal,on,D,l1,communication,window,fixed250_ordered_mean,3,0.6892498704998706,0.04368173198396892
postencode_mask,pretrained_trainable,diagonal,on,D,l1,communication,window,whole_count,3,0.5283626708259062,0.031052042439460224
postencode_mask,pretrained_trainable,diagonal,on,D,l1,communication,window,fixed250_count,3,0.6892498704998706,0.04368173198396892
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,pre_reset,valid,whole_mean,3,0.5352629328732269,0.028922169094567133
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,pre_reset,valid,fixed250_ordered_mean,3,0.6603277781586605,0.03689879338858214
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,pre_reset,window,whole_mean,3,0.5432156215244451,0.0033803205937975806
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,pre_reset,window,fixed250_ordered_mean,3,0.6657446447887624,0.029975581694428995
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,communication,valid,whole_mean,3,0.5465900044944162,0.016598047918215224
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,communication,valid,fixed250_ordered_mean,3,0.673026360894008,0.016186135502870735
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,communication,valid,whole_count,3,0.5745563192254368,0.02222615699297423
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,communication,valid,fixed250_count,3,0.6816006025564848,0.0275692026559261
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,communication,window,whole_mean,3,0.5458357614607614,0.03268623789075711
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,communication,window,fixed250_ordered_mean,3,0.6620262770998065,0.03170495690095912
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,communication,window,whole_count,3,0.5458357614607614,0.03268623789075711
postencode_mask,pretrained_trainable,diagonal,on,D,rsnn,communication,window,fixed250_count,3,0.6620262770998065,0.03170495690095912
postencode_mask,pretrained_trainable,diagonal,on,D,readout,pre_reset,valid,whole_mean,3,0.5259976747109101,0.029835577622737357
postencode_mask,pretrained_trainable,diagonal,on,D,readout,pre_reset,valid,fixed250_ordered_mean,3,0.5884788210155857,0.016284646451776744
postencode_mask,pretrained_trainable,diagonal,on,D,readout,pre_reset,window,whole_mean,3,0.5210218702865762,0.01727225874885784
postencode_mask,pretrained_trainable,diagonal,on,D,readout,pre_reset,window,fixed250_ordered_mean,3,0.581116452991453,0.04775190724196242
postencode_mask,pretrained_trainable,diagonal,on,D,readout,communication,valid,whole_mean,3,0.5286475711108064,0.02092490433348147
postencode_mask,pretrained_trainable,diagonal,on,D,readout,communication,valid,fixed250_ordered_mean,3,0.5932293333028626,0.024850112961911572
postencode_mask,pretrained_trainable,diagonal,on,D,readout,communication,valid,whole_count,3,0.5794718965674847,0.024395874151186183
postencode_mask,pretrained_trainable,diagonal,on,D,readout,communication,valid,fixed250_count,3,0.6119368172676997,0.03321965021338393
postencode_mask,pretrained_trainable,diagonal,on,D,readout,communication,window,whole_mean,3,0.5023695190974602,0.020131283774099697
