variant,seed,best_epoch,stopped_epoch,train_ba,val_ba,test_ba
original,11,97,100,0.9727288953527155,0.5422324203574204,0.525979820832762
original,23,88,100,0.9394148360271749,0.5762945387945387,0.5003752171031582
original,37,91,100,0.9518491345462134,0.5545797952047952,0.4495205162484574
