variant,l1_init,topology,fusion,native_train_ba_count,native_train_ba_mean,native_train_ba_std,native_val_ba_count,native_val_ba_mean,native_val_ba_std,native_test_ba_count,native_test_ba_mean,native_test_ba_std,window_test_ba_count,window_test_ba_mean,window_test_ba_std,output_lif_test_ba_count,output_lif_test_ba_mean,output_lif_test_ba_std,l1_source_available_count,l1_source_available_mean,l1_source_available_std,l1_relative_frobenius_drift_count,l1_relative_frobenius_drift_mean,l1_relative_frobenius_drift_std,l1_cosine_similarity_to_source_count,l1_cosine_similarity_to_source_mean,l1_cosine_similarity_to_source_std,mean_abs_external_input_count,mean_abs_external_input_mean,mean_abs_external_input_std,mean_abs_recurrent_input_count,mean_abs_recurrent_input_mean,mean_abs_recurrent_input_std,recurrent_to_external_abs_ratio_count,recurrent_to_external_abs_ratio_mean,recurrent_to_external_abs_ratio_std,recurrent_weight_norm_count,recurrent_weight_norm_mean,recurrent_weight_norm_std,l1_pre_valid_fixed250_ba_count,l1_pre_valid_fixed250_ba_mean,l1_pre_valid_fixed250_ba_std,l1_pre_valid_whole_ba_count,l1_pre_valid_whole_ba_mean,l1_pre_valid_whole_ba_std,l1_pre_valid_temporal_gap_count,l1_pre_valid_temporal_gap_mean,l1_pre_valid_temporal_gap_std,l1_comm_valid_fixed250_ba_count,l1_comm_valid_fixed250_ba_mean,l1_comm_valid_fixed250_ba_std,l1_comm_valid_whole_ba_count,l1_comm_valid_whole_ba_mean,l1_comm_valid_whole_ba_std,l1_comm_valid_temporal_gap_count,l1_comm_valid_temporal_gap_mean,l1_comm_valid_temporal_gap_std,l1_comm_window_fixed250_ba_count,l1_comm_window_fixed250_ba_mean,l1_comm_window_fixed250_ba_std,l1_comm_window_whole_ba_count,l1_comm_window_whole_ba_mean,l1_comm_window_whole_ba_std,l1_comm_window_temporal_gap_count,l1_comm_window_temporal_gap_mean,l1_comm_window_temporal_gap_std,rsnn_pre_valid_fixed250_ba_count,rsnn_pre_valid_fixed250_ba_mean,rsnn_pre_valid_fixed250_ba_std,rsnn_pre_valid_whole_ba_count,rsnn_pre_valid_whole_ba_mean,rsnn_pre_valid_whole_ba_std,rsnn_pre_valid_temporal_gap_count,rsnn_pre_valid_temporal_gap_mean,rsnn_pre_valid_temporal_gap_std,rsnn_comm_valid_fixed250_ba_count,rsnn_comm_valid_fixed250_ba_mean,rsnn_comm_valid_fixed250_ba_std,rsnn_comm_valid_whole_ba_count,rsnn_comm_valid_whole_ba_mean,rsnn_comm_valid_whole_ba_std,rsnn_comm_valid_temporal_gap_count,rsnn_comm_valid_temporal_gap_mean,rsnn_comm_valid_temporal_gap_std,rsnn_comm_window_fixed250_ba_count,rsnn_comm_window_fixed250_ba_mean,rsnn_comm_window_fixed250_ba_std,rsnn_comm_window_whole_ba_count,rsnn_comm_window_whole_ba_mean,rsnn_comm_window_whole_ba_std,rsnn_comm_window_temporal_gap_count,rsnn_comm_window_temporal_gap_mean,rsnn_comm_window_temporal_gap_std,readout_pre_valid_fixed250_ba_count,readout_pre_valid_fixed250_ba_mean,readout_pre_valid_fixed250_ba_std,readout_pre_valid_whole_ba_count,readout_pre_valid_whole_ba_mean,readout_pre_valid_whole_ba_std,readout_pre_valid_temporal_gap_count,readout_pre_valid_temporal_gap_mean,readout_pre_valid_temporal_gap_std,readout_comm_valid_fixed250_ba_count,readout_comm_valid_fixed250_ba_mean,readout_comm_valid_fixed250_ba_std,readout_comm_valid_whole_ba_count,readout_comm_valid_whole_ba_mean,readout_comm_valid_whole_ba_std,readout_comm_valid_temporal_gap_count,readout_comm_valid_temporal_gap_mean,readout_comm_valid_temporal_gap_std,readout_comm_window_fixed250_ba_count,readout_comm_window_fixed250_ba_mean,readout_comm_window_fixed250_ba_std,readout_comm_window_whole_ba_count,readout_comm_window_whole_ba_mean,readout_comm_window_whole_ba_std,readout_comm_window_temporal_gap_count,readout_comm_window_temporal_gap_mean,readout_comm_window_temporal_gap_std
original,dynamics_only,dense,off,3,0.7033219176602731,0.0458345666719217,3,0.467113788988789,0.024734619515102165,3,0.3854303308347426,0.029429803604660906,3,0.23224529419382364,0.022146697113748504,3,0.3077500590368238,0.017771923569902075,3,0.0,0.0,0,,,0,,,3,0.23044089476267496,0.017130661671676532,3,0.3370221455891927,0.009016365190101355,3,1.4661730926255625,0.07491226670960309,3,6.885754903157552,0.10359901088743381,3,0.6985001790148848,0.014652405482157094,3,0.4855753043253043,0.006504221105626427,3,0.21292487468958055,0.01343348327329165,3,0.6181011186525893,0.02990712185387866,3,0.448720710117769,0.01814428558626733,3,0.1693804085348204,0.035781931508405376,3,0.635106104407575,0.018085217991659186,3,0.44238734440940325,0.007509592898715097,3,0.19271875999817176,0.02024807283743441,3,0.5013542761704527,0.02386515965160944,3,0.3947104434236786,0.022378028920853388,3,0.10664383274677398,0.03593492094031467,3,0.5115610288404406,0.006362682703697423,3,0.43799129111629115,0.037721919189891207,3,0.07356973772414947,0.03619694119708014,3,0.43478249691484977,0.036256654793109334,3,0.36612352788823377,0.01132310534624195,3,0.06865896902661604,0.026495685499197955,3,0.5013542761704527,0.02386515965160944,3,0.3947104434236786,0.022378028920853388,3,0.10664383274677398,0.03593492094031467,3,0.5115610288404406,0.006362682703697423,3,0.43799129111629115,0.037721919189891207,3,0.07356973772414947,0.03619694119708014,3,0.43478249691484977,0.036256654793109334,3,0.36612352788823377,0.01132310534624195,3,0.06865896902661604,0.026495685499197955
original,dynamics_only,dense,on,3,0.711049600748975,0.1392299939333101,3,0.4864015614015614,0.054754418480103595,3,0.4202876712067889,0.056052086345912536,3,0.1846360951140363,0.015599472940979832,3,0.31825723296311526,0.03408733428868379,3,0.0,0.0,0,,,0,,,3,0.17358308037122092,0.016111634797887055,3,0.4096817374229431,0.03779948317825002,3,2.3662190198529864,0.1956401700947345,3,6.921852747599284,0.2061276936312176,3,0.6907647363529716,0.022203278853202404,3,0.5034224218047747,0.02873679576099946,3,0.18734231454819694,0.027751505477774357,3,0.6380371398753751,0.01277251250006816,3,0.44460874773374776,0.04807571069660451,3,0.1934283921416274,0.04201396937704581,3,0.6534111857641268,0.004788220571705305,3,0.43722919237625124,0.023007911284962313,3,0.21618199338787566,0.01827959107480979,3,0.5479106677636089,0.01989150308926932,3,0.39743689725307374,0.023296423365462372,3,0.1504737705105352,0.01760607594488075,3,0.5240449365449366,0.06125603913514573,3,0.39360226510961804,0.05990422852158197,3,0.13044267143531849,0.00850700128227508,3,0.4752102948794125,0.07070918643287794,3,0.31687096264302145,0.04173217902953883,3,0.15833933223639104,0.04187072630601287,3,0.5460672905525846,0.028479778544689423,3,0.3962219765528589,0.04045882011482765,3,0.1498453139997258,0.013756007352559016,3,0.5397081676493442,0.03737633247894547,3,0.4674390016301781,0.050753569754165284,3,0.07226916601916604,0.019316172492810344,3,0.4974069503481268,0.04294011030761859,3,0.42200545233633474,0.038131552276103466,3,0.07540149801179212,0.00845376930944367
original,dynamics_only,diagonal,off,3,0.9768782067626844,0.005679275854072172,3,0.5453135984385984,0.01672131875397096,3,0.4449869642884348,0.013269873820256314,3,0.31344377980407395,0.022776460953448797,3,0.37654343205813795,0.02857026945545974,3,0.0,0.0,0,,,0,,,3,0.130209411183993,0.0013403321078652112,3,0.07431844125191371,0.0012761004861654363,3,0.5707622669216422,0.008035924042768506,3,1.8750171661376953,0.024702998432521085,3,0.6817458140987552,0.018482375325498172,3,0.500977535536359,0.019726967087203853,3,0.18076827856239622,0.01066359491723924,3,0.6297661284793638,0.040906894425411615,3,0.491573493227905,0.03772578249017889,3,0.1381926352514588,0.017937815852354634,3,0.6283355329311212,0.0539313248610564,3,0.48080855691149815,0.03692988906642836,3,0.14752697601962303,0.017958287224880926,3,0.5493674966101436,0.024833622766145026,3,0.4195083851333851,0.012418849269839367,3,0.12985911147675852,0.017534811773447206,3,0.5459160324969149,0.012209298651573455,3,0.473685335633865,0.02017690691472403,3,0.07223069686304982,0.03054618199626868,3,0.507586898395722,0.02032228423792701,3,0.43106193915017443,0.013922034817596152,3,0.07652495924554753,0.033192458303791555,3,0.5493674966101436,0.024833622766145026,3,0.4195083851333851,0.012418849269839367,3,0.12985911147675852,0.017534811773447206,3,0.5459160324969149,0.012209298651573455,3,0.473685335633865,0.02017690691472403,3,0.07223069686304982,0.03054618199626868,3,0.507586898395722,0.02032228423792701,3,0.43106193915017443,0.013922034817596152,3,0.07652495924554753,0.033192458303791555
original,dynamics_only,diagonal,on,3,0.9475428678286396,0.061731978862975545,3,0.4781924094424094,0.019860016093761607,3,0.40918393969864564,0.008193341783550556,3,0.24293681536328596,0.03372414130996832,3,0.3680495566524978,0.03110304163037234,3,0.0,0.0,0,,,0,,,3,0.10615736494461696,0.004672673299949272,3,0.01652146875858307,0.003803858029065923,3,0.15559059362355482,0.035773422585251666,3,1.087559998035431,0.16239392146747292,3,0.6772951041333396,0.0122539216615407,3,0.4899866405381112,0.021016364101161367,3,0.18730846359522837,0.0197915762445372,3,0.6241381099836981,0.028517259159093145,3,0.40649695484254306,0.029199740988619573,3,0.21764115514115512,0.03202216601035058,3,0.6128516499840029,0.021524116962597834,3,0.40819764385940854,0.04339349682335022,3,0.20465400612459436,0.05978097354485528,3,0.6308521679845209,0.00838293354325017,3,0.416676236345354,0.023974702202808815,3,0.2141759316391669,0.02746525127974735,3,0.6268655636302695,0.024291639327184103,3,0.4866723894297424,0.042363916836054755,3,0.14019317420052715,0.026530002995216736,3,0.61568836936484,0.007989952292019481,3,0.4770874754330637,0.057363174051383754,3,0.1386008939317763,0.05081401697210945,3,0.49421448649389826,0.03275278377195077,3,0.39959640713317185,0.01673907559882579,3,0.09461807936072641,0.022517178468812304,3,0.5197049206240383,0.030287892320694107,3,0.4665599242805125,0.019523033595945403,3,0.05314499634352569,0.02127500038846109,3,0.4728924330027271,0.04222381139730665,3,0.35123410766793123,0.03329299039308302,3,0.12165832533479587,0.00966607351742304
original,dynamics_only,ff,off,3,0.9034569849993771,0.017897403811384126,3,0.5493334212084212,0.03321352250877494,3,0.49814024483142133,0.010533453259914567,3,0.44732158500540864,0.027690691072405592,3,0.42680090878620286,0.020638474591032952,3,0.0,0.0,0,,,0,,,3,0.23345376551151276,0.005913463744354162,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.6974168056888645,0.02250722089051196,3,0.525097315538492,0.03705237430805079,3,0.17231949015037248,0.01701186586227482,3,0.6556279708853238,0.024143617296774667,3,0.509885240032299,0.028271525947965927,3,0.14574273085302494,0.05238779144578099,3,0.6544763243292655,0.025514574629047583,3,0.47452199216905094,0.03385778068491042,3,0.17995433216021453,0.05936778553758197,3,0.6025310609869433,0.038471353571146144,3,0.42860895912366503,0.006437356615435221,3,0.17392210186327836,0.04036027446712171,3,0.6401302809391045,0.01064556043488608,3,0.5440886999710529,0.0165757661633647,3,0.09604158096805156,0.02710187152832937,3,0.6539442787604552,0.024336470474404185,3,0.5102232734585675,0.02677880559922107,3,0.1437210053018876,0.05055453814439492,3,0.6025310609869433,0.038471353571146144,3,0.42860895912366503,0.006437356615435221,3,0.17392210186327836,0.04036027446712171,3,0.6401302809391045,0.01064556043488608,3,0.5440886999710529,0.0165757661633647,3,0.09604158096805156,0.02710187152832937,3,0.6539442787604552,0.024336470474404185,3,0.5102232734585675,0.02677880559922107,3,0.1437210053018876,0.05055453814439492
original,dynamics_only,ff,on,3,0.9467955453793322,0.03955068290471945,3,0.5299900331150331,0.04030966339934061,3,0.4860392194951018,0.053138043172287354,3,0.41254875298992943,0.028818528892301035,3,0.4031060034736505,0.05230875243655689,3,0.0,0.0,0,,,0,,,3,0.1417740136384964,0.007365601537165288,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.6893158108231637,0.014793151648031723,3,0.5147880578027638,0.014984856166124681,3,0.17452775302039994,0.02447326617429602,3,0.6559317248655484,0.01317710205544044,3,0.4445773249082072,0.04487545223751816,3,0.21135439995734115,0.043314551972667995,3,0.6465829105534988,0.007955973271188813,3,0.4166805688864512,0.04419487355392139,3,0.2299023416670476,0.05147515838289901,3,0.6107741251123604,0.02759607331848291,3,0.42855834933040815,0.030515815942801314,3,0.18221577578195225,0.03521971929074389,3,0.656772475890123,0.026625383965085195,3,0.5184819061657296,0.006423777777830284,3,0.13829056972439327,0.021997655882247363,3,0.6821636900681018,0.0256340949685975,3,0.5002115327482973,0.02008471104668109,3,0.18195215731980444,0.01793209156598126,3,0.5618592600210247,0.025803669630998068,3,0.47462506855889214,0.01807846997749098,3,0.08723419146213261,0.017687114549802943,3,0.5842794460441519,0.06623178853770578,3,0.517996852004205,0.015873148317312007,3,0.06628259403994696,0.05206549211984156,3,0.632884605862547,0.055573334368546404,3,0.5203463271477977,0.033720822773278654,3,0.1125382787147493,0.04479374087287721
original,pretrained_frozen,dense,off,3,0.7161572852697122,0.06455273413549334,3,0.4767647861397861,0.01999250923282223,3,0.34349176150646743,0.013096188094907124,3,0.27882072992367113,0.061307767159580216,3,0.27787095121653943,0.032548640029361704,3,1.0,0.0,3,0.0,0.0,3,1.0000000000000002,5.768888059150692e-16,3,0.17586959898471832,0.00882865144214507,3,0.3221503794193268,0.01738451625896896,3,1.8316233535889423,0.02379311383077892,3,6.776741981506348,0.006280918813466406,3,0.6793955295793531,0.021329178726454234,3,0.5190135708518061,0.013879907284409618,3,0.16038195872754693,0.023850087522631163,3,0.638188207489678,0.028817801455853057,3,0.4766412713103889,0.016232047248011753,3,0.16154693617928914,0.01462858066869837,3,0.6397252121516828,0.025577252569375868,3,0.47092022220698687,0.017374675946193855,3,0.16880498994469587,0.009001101332829473,3,0.4711898395721925,0.04074380010261724,3,0.3722987320413791,0.0543350427082856,3,0.09889110753081343,0.01452636123639797,3,0.4917805982144217,0.030641447648654133,3,0.40416842824931054,0.05827957824947461,3,0.08761216996511118,0.05203383619083227,3,0.39114395272483504,0.02800158038786569,3,0.352384087862029,0.02898838613472936,3,0.03875986486280605,0.025034908805198007,3,0.4711898395721925,0.04074380010261724,3,0.3722987320413791,0.0543350427082856,3,0.09889110753081343,0.01452636123639797,3,0.4917805982144217,0.030641447648654133,3,0.40416842824931054,0.05827957824947461,3,0.08761216996511118,0.05203383619083227,3,0.39114395272483504,0.02800158038786569,3,0.352384087862029,0.02898838613472936,3,0.03875986486280605,0.025034908805198007
original,pretrained_frozen,dense,on,3,0.7276737081277839,0.08946574660930695,3,0.4771598771598771,0.05579146501994828,3,0.37808243635449523,0.03295947079567823,3,0.20572495315142372,0.06472055383134585,3,0.2860491224461813,0.04074827822032655,3,1.0,0.0,3,0.0,0.0,3,1.0000000000000002,2.482534153247273e-16,3,0.14864502847194672,0.005580352213512241,3,0.3895623783270518,0.005158487725439476,3,2.6241402796687683,0.13545785775759878,3,6.9123711585998535,0.14643218942192068,3,0.6793955295793531,0.021329178726454234,3,0.5190135708518061,0.013879907284409618,3,0.16038195872754693,0.023850087522631163,3,0.638188207489678,0.028817801455853057,3,0.4766412713103889,0.016232047248011753,3,0.16154693617928914,0.01462858066869837,3,0.6397252121516828,0.025577252569375868,3,0.47092022220698687,0.017374675946193855,3,0.16880498994469587,0.009001101332829473,3,0.5115242736566267,0.03254627284967112,3,0.4113804428142663,0.04193810487420503,3,0.10014383084236028,0.029917889006078318,3,0.5051008291817115,0.019343344785858498,3,0.39092737328031446,0.05769736781446055,3,0.114173455901397,0.051621896874992475,3,0.402240399850694,0.01087895515746018,3,0.31397801544860365,0.014448105143360803,3,0.08826238440209026,0.019881650214242694,3,0.48563396026631317,0.009457171099775568,3,0.38696000350412113,0.018109722587168076,3,0.09867395676219205,0.026922633228725987,3,0.5045387890976126,0.03443063963454616,3,0.43434700511906393,0.039596049969429344,3,0.07019178397854874,0.022212414916399276,3,0.44146970268293795,0.01746081640791798,3,0.3828698942669531,0.033030354147966116,3,0.05859980841598483,0.015576641310815492
original,pretrained_frozen,diagonal,off,3,0.9662786487570871,0.01793058370363323,3,0.5492818524068523,0.04680303799363744,3,0.43447812400018276,0.029414272475108662,3,0.30505474237091884,0.012302682306647137,3,0.389766299876594,0.015607618125045537,3,1.0,0.0,3,0.0,0.0,3,1.0,7.731808680624463e-16,3,0.1277065376440684,0.0019090251331378247,3,0.0668698896964391,0.007439640626489824,3,0.5231409676830382,0.05128083218123337,3,1.7161975304285686,0.1625871254208701,3,0.6793955295793531,0.021329178726454234,3,0.5162357930740283,0.016769347911184434,3,0.16315973650532475,0.028659487268004987,3,0.638188207489678,0.028817801455853057,3,0.4766412713103889,0.016232047248011753,3,0.16154693617928914,0.01462858066869837,3,0.6397252121516828,0.025577252569375868,3,0.47092022220698687,0.017374675946193855,3,0.16880498994469587,0.009001101332829473,3,0.5807394266953091,0.020618950439430805,3,0.4338818044700397,0.03609955768708186,3,0.14685762222526932,0.017703234073428466,3,0.6053002689032101,0.0466660840839877,3,0.49420558335999515,0.018250613175348887,3,0.11109468554321496,0.032050446746549104,3,0.5453299015799017,0.04379926179260711,3,0.49458041958041954,0.026193453702488715,3,0.05074948199948209,0.024067963324191567,3,0.5807394266953091,0.020618950439430805,3,0.4338818044700397,0.03609955768708186,3,0.14685762222526932,0.017703234073428466,3,0.6053002689032101,0.0466660840839877,3,0.49420558335999515,0.018250613175348887,3,0.11109468554321496,0.032050446746549104,3,0.5453299015799017,0.04379926179260711,3,0.49458041958041954,0.026193453702488715,3,0.05074948199948209,0.024067963324191567
original,pretrained_frozen,diagonal,on,3,0.9886053963265812,0.008334675181690383,3,0.5559235902985903,0.0035012812447604014,3,0.4368238379267792,0.04676546359095371,3,0.2309254403004403,0.00747785589736253,3,0.39123626917744564,0.04291498417230995,3,1.0,0.0,3,0.0,0.0,3,1.0000000000000002,5.768888059150692e-16,3,0.12741850316524506,0.005068671695544436,3,0.020687251041332882,0.0008677674999487738,3,0.1625564152737117,0.00994993909430411,3,1.0820088386535645,0.05769283474481495,3,0.6793955295793531,0.021329178726454234,3,0.5190135708518061,0.013879907284409618,3,0.16038195872754693,0.023850087522631163,3,0.638188207489678,0.028817801455853057,3,0.4766412713103889,0.016232047248011753,3,0.16154693617928914,0.01462858066869837,3,0.6397252121516828,0.025577252569375868,3,0.47092022220698687,0.017374675946193855,3,0.16880498994469587,0.009001101332829473,3,0.6206533662416015,0.03355293227755033,3,0.44312682823712235,0.019098467378031156,3,0.17752653800447918,0.01733512445488763,3,0.6358670604994136,0.010619362425410192,3,0.48591728940993645,0.012364757778608872,3,0.14994977108947702,0.015487513542037486,3,0.6165641616009263,0.02339401344164731,3,0.5076564571049865,0.02071107442607028,3,0.10890770449593988,0.04159279773357829,3,0.521845957691546,0.036813030398017824,3,0.428340103523927,0.03217413297880807,3,0.0935058541676189,0.004639733430414294,3,0.5452348237274708,0.026357761911266885,3,0.4772638717491659,0.04094758575381754,3,0.06797095197830492,0.03364443648694528,3,0.5076235583588525,0.01935997500396782,3,0.4047118050794521,0.019840886646544105,3,0.10291175327940033,0.02130716833253846
