interaction,variant,l1_init,topology,fusion,interaction_native_test_ba_count,interaction_native_test_ba_mean,interaction_native_test_ba_std,interaction_window_test_ba_count,interaction_window_test_ba_mean,interaction_window_test_ba_std,interaction_output_lif_test_ba_count,interaction_output_lif_test_ba_mean,interaction_output_lif_test_ba_std,interaction_l1_pre_valid_fixed250_ba_count,interaction_l1_pre_valid_fixed250_ba_mean,interaction_l1_pre_valid_fixed250_ba_std,interaction_l1_pre_valid_whole_ba_count,interaction_l1_pre_valid_whole_ba_mean,interaction_l1_pre_valid_whole_ba_std,interaction_l1_pre_valid_temporal_gap_count,interaction_l1_pre_valid_temporal_gap_mean,interaction_l1_pre_valid_temporal_gap_std,interaction_l1_comm_valid_fixed250_ba_count,interaction_l1_comm_valid_fixed250_ba_mean,interaction_l1_comm_valid_fixed250_ba_std,interaction_l1_comm_valid_whole_ba_count,interaction_l1_comm_valid_whole_ba_mean,interaction_l1_comm_valid_whole_ba_std,interaction_l1_comm_valid_temporal_gap_count,interaction_l1_comm_valid_temporal_gap_mean,interaction_l1_comm_valid_temporal_gap_std,interaction_rsnn_comm_valid_fixed250_ba_count,interaction_rsnn_comm_valid_fixed250_ba_mean,interaction_rsnn_comm_valid_fixed250_ba_std,interaction_rsnn_comm_valid_whole_ba_count,interaction_rsnn_comm_valid_whole_ba_mean,interaction_rsnn_comm_valid_whole_ba_std,interaction_rsnn_comm_valid_temporal_gap_count,interaction_rsnn_comm_valid_temporal_gap_mean,interaction_rsnn_comm_valid_temporal_gap_std,interaction_readout_comm_valid_fixed250_ba_count,interaction_readout_comm_valid_fixed250_ba_mean,interaction_readout_comm_valid_fixed250_ba_std,interaction_readout_comm_valid_whole_ba_count,interaction_readout_comm_valid_whole_ba_mean,interaction_readout_comm_valid_whole_ba_std,interaction_readout_comm_valid_temporal_gap_count,interaction_readout_comm_valid_temporal_gap_mean,interaction_readout_comm_valid_temporal_gap_std,interaction_readout_pre_valid_fixed250_ba_count,interaction_readout_pre_valid_fixed250_ba_mean,interaction_readout_pre_valid_fixed250_ba_std,interaction_readout_pre_valid_whole_ba_count,interaction_readout_pre_valid_whole_ba_mean,interaction_readout_pre_valid_whole_ba_std,interaction_readout_pre_valid_temporal_gap_count,interaction_readout_pre_valid_temporal_gap_mean,interaction_readout_pre_valid_temporal_gap_std,interaction_recurrent_to_external_abs_ratio_count,interaction_recurrent_to_external_abs_ratio_mean,interaction_recurrent_to_external_abs_ratio_std
recurrence_x_fusion,postencode_mask,pretrained_frozen,dense,on_vs_off,3,0.06293734859911326,0.04740095518732233,3,-0.0058824005515181925,0.05474064882447275,3,0.056266806450629946,0.0385790812731816,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,-0.01407395028718561,0.05366591440046983,3,-0.015802729405670624,0.10144905575882283,3,0.0017287791184850132,0.07652459051403812,3,0.015067482898365273,0.06388752728719516,3,-0.0025840036869449654,0.04629113717574271,3,0.01765148658531024,0.023984151502849185,3,0.02502966124289646,0.06301058306924878,3,-0.002467215518686283,0.041708987308339975,3,0.027496876761582745,0.06563601828541135,3,0.5437392550808583,0.1495668019170087
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,diagonal,off,3,0.053697847631671035,0.04743216059388021,3,0.002566387860505374,0.007646386254070829,3,-0.007570615658851032,0.018396431290177772,3,0.012020706689824393,0.018585225467031483,3,-0.003582821046056247,0.03080387665945175,3,0.01560352773588064,0.046533770571716156,3,0.01143381400734341,0.04706133783059944,3,0.0529702187790422,0.04418583193028082,3,-0.04153640477169879,0.09123700204604229,3,0.007027191218367738,0.033731496866050655,3,0.022956659353718212,0.04757022211445893,3,-0.015929468135350473,0.015406434766114639,3,0.007027191218367738,0.033731496866050655,3,0.022956659353718212,0.04757022211445893,3,-0.015929468135350473,0.015406434766114639,3,0.06116391098008748,0.035267640844809774,3,0.03930228948611295,0.005052547578263648,3,0.021861621493974526,0.03443978617738143,3,-0.04056356898968011,0.05863403170478006
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,dense,off,3,0.009241881484528536,0.021132061080684217,3,-0.01566689710072074,0.058087142448072504,3,0.018033035863918107,0.03989346112180541,3,0.00869712395447697,0.023936592281717038,3,0.04785867727044205,0.0587471916491824,3,-0.03916155331596508,0.035436169493273044,3,0.0024195575666163447,0.004326404971080554,3,0.06159987887929066,0.05188269638634174,3,-0.05918032131267431,0.047783442282798606,3,-0.039744113457348684,0.05658646626279828,3,-0.029917053262641508,0.04358977455469191,3,-0.009827060194707174,0.09379192913851728,3,-0.039744113457348684,0.05658646626279828,3,-0.029917053262641508,0.04358977455469191,3,-0.009827060194707174,0.09379192913851728,3,0.016892292076115662,0.03293556247857169,3,0.015686607782195883,0.04371861411443262,3,0.0012056842939197805,0.02719072142532936,3,-0.18387846384571968,0.2692450478764265
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,diagonal,on,3,0.030107685070920338,0.06024581139053069,3,0.08271525587702055,0.07025006607337368,3,0.04819642503466026,0.02422798878187051,3,-0.008630612307082767,0.007438537112332324,3,-0.022926522007404432,0.01275414134322807,3,0.014295909700321666,0.018726555648045408,3,0.01041342916342928,0.03663415320550487,3,0.0522002643326173,0.03235043335546049,3,-0.04178683516918802,0.05908902521026467,3,0.06316649717384992,0.03686182269018963,3,0.08006612124259177,0.0013717198552511921,3,-0.016899624068741848,0.03718595985460068,3,0.06765924707101174,0.04754374546738464,3,0.06523402387372974,0.06544561039870912,3,0.0024252231972820004,0.0981861869220232,3,0.04264372609960854,0.09101265371193908,3,0.03822063013239485,0.08819084630097393,3,0.004423095967213686,0.011069955954988792,3,-0.02600078820170831,0.048107696508295196
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,dense,on,3,0.009776307570425228,0.07161684101455154,3,0.07153853771500833,0.10501763237910858,3,0.056253570775629536,0.01980761526628011,3,0.008539866995749454,0.03253925953371822,3,0.0017942433383609235,0.012202047940127926,3,0.006745623657388529,0.03786132632416748,3,-0.030147868199338606,0.022371882640899513,3,-0.021217929673812013,0.01491403583453515,3,-0.008929938525526593,0.035559359268627175,3,0.05428854914149023,0.012851378329733475,3,0.06614604757987115,0.024572740941081344,3,-0.011857498438380928,0.03646034908759599,3,0.039934459603577145,0.011093331327984388,3,0.011869496244496366,0.05617162205961696,3,0.02806496335908078,0.05426836527870633,3,0.02505879877203417,0.07283569608349794,3,0.009767594877888993,0.04416165022400031,3,0.015291203894145178,0.030025905717290954,3,-0.099363083276453,0.49606682477455033
d1_x_recurrence,d1_vs_d0,dynamics_only,diagonal,off,3,-0.0007126792053261943,0.02852571006968343,3,-0.03442432431403011,0.05570688890954857,3,0.009125712250712311,0.013928637746316726,3,0.00963885651385643,0.012577408798084517,3,0.03260456183250299,0.08407245940226934,3,-0.022965705318646557,0.07150394598108151,3,-0.006101122461416623,0.044139787076184045,3,-0.030435863156451286,0.03192136279861968,3,0.024334740695034662,0.013779392498044517,3,0.04048174048174047,0.019101888427427976,3,0.006031611362493712,0.02430843336823312,3,0.034450129119246754,0.029124842626005263,3,0.04048174048174047,0.019101888427427976,3,0.006031611362493712,0.02430843336823312,3,0.034450129119246754,0.029124842626005263,3,0.027417177049530023,0.04889352208119399,3,-0.008919464250346584,0.020823663870356914,3,0.036336641299876606,0.060894008764417175,3,-0.01726334584583737,0.030862027492711382
d1_x_recurrence,d1_vs_d0,dynamics_only,dense,off,3,-0.06367840356810944,0.048764798326764065,3,-0.04663128266069433,0.06482895725368366,3,-0.06328023828023824,0.01650497876728723,3,-0.016705754757225393,0.04576207370484706,3,0.015367666102960179,0.06314200059807606,3,-0.032073420860185574,0.023003162974423043,3,0.027812914209972967,0.044697399408681726,3,0.002814294909883238,0.051283848497464826,3,0.02499861930008973,0.04161146428159466,3,-0.020878991651050505,0.04138071839428231,3,-0.04373514557338093,0.025688743803812537,3,0.022856153922330424,0.06089234679725901,3,-0.020878991651050505,0.04138071839428231,3,-0.04373514557338093,0.025688743803812537,3,0.022856153922330424,0.06089234679725901,3,-0.029737847936377366,0.0026688121988399176,3,-0.0844243719243718,0.03996760029317279,3,0.05468652398799443,0.03978721180394601,3,0.47423665633048384,0.2836646522275383
d1_x_recurrence,d1_vs_d0,dynamics_only,diagonal,on,3,0.02785376388317562,0.036672078741927926,3,-0.13285722991605345,0.040920685963218545,3,-0.03358452549629023,0.047814364847119,3,0.00857195636607381,0.004459819352406523,3,0.04675559326294628,0.03620354831603846,3,-0.038183636896872465,0.03895697871935653,3,0.004097107957402109,0.024002168011852128,3,-0.048598684811920125,0.070305911153582,3,0.052695792769322236,0.049649162523368186,3,-0.016057778006307328,0.028265587318240575,3,-0.04427647515882812,0.03096477676995972,3,0.02821869715252079,0.03852344331931437,3,-0.01049998476469055,0.07925403539936347,3,-0.0192583832289715,0.06160753287643438,3,0.008758398464280948,0.034998551530974795,3,0.031713581897405384,0.11083618290604788,3,0.015011778798543521,0.07179307495031725,3,0.01670180309886186,0.04602434335760175,3,0.01545584613276863,0.005838679676292631
d1_x_recurrence,d1_vs_d0,dynamics_only,dense,on,3,-0.017079400719106668,0.041708277509877496,3,-0.08606002521443702,0.06419723210461732,3,-0.03991170186023122,0.02080177924680427,3,-0.00854900818136121,0.04131146991442023,3,0.001103560110913171,0.05354282659379768,3,-0.00965256829227438,0.012343903611581645,3,0.021058958742782186,0.024349972461001453,3,-0.019201250818897897,0.0683940853990215,3,0.04026020956168008,0.05140855025790999,3,-0.05240241784359425,0.07335020573541293,3,-0.02173816787787386,0.07992369925306267,3,-0.030664249965720387,0.007947469406810135,3,-0.060968184865243615,0.1222247169970112,3,-0.03469494149641209,0.10616098630642899,3,-0.026273243368831523,0.01911378159598577,3,-0.0379689618660208,0.10675076565621575,3,0.012718245806481085,0.10652330529260558,3,-0.05068720767250188,0.011701780799753519,3,0.14839573115844265,0.19056789472248356
d1_x_fusion,d1_vs_d0,dynamics_only,ff,on_vs_off,3,0.00619134405899117,0.05557557614700723,3,0.036354447567683,0.05286037768524744,3,0.046857717445952796,0.0781357753864803,3,0.013104651339945464,0.03158785495702044,3,-0.0020905224949344103,0.04114875401801702,3,0.015195173834879875,0.048809240144739446,3,-0.021936274509803955,0.015783415954987695,3,0.020364038194920626,0.04935328934560785,3,-0.042300312704724584,0.043628124025475314,3,0.01778227219403683,0.0030120136195679542,3,0.030087069792952132,0.02938721788340239,3,-0.012304797598915304,0.02668820266016721,3,0.039310906957965686,0.052926442595251734,3,0.012198674147203511,0.019501613735097744,3,0.027112232810762176,0.0435961920826429,3,-0.009735553117906045,0.03228909039349907,3,-0.048470327330621454,0.017312559346065726,3,0.03873477421271541,0.02343986947200244,3,0.0,0.0
