interaction,variant,l1_init,topology,fusion,seed,interaction_native_test_ba,interaction_window_test_ba,interaction_output_lif_test_ba,interaction_l1_pre_valid_fixed250_ba,interaction_l1_pre_valid_whole_ba,interaction_l1_pre_valid_temporal_gap,interaction_l1_comm_valid_fixed250_ba,interaction_l1_comm_valid_whole_ba,interaction_l1_comm_valid_temporal_gap,interaction_rsnn_comm_valid_fixed250_ba,interaction_rsnn_comm_valid_whole_ba,interaction_rsnn_comm_valid_temporal_gap,interaction_readout_comm_valid_fixed250_ba,interaction_readout_comm_valid_whole_ba,interaction_readout_comm_valid_temporal_gap,interaction_readout_pre_valid_fixed250_ba,interaction_readout_pre_valid_whole_ba,interaction_readout_pre_valid_temporal_gap,interaction_recurrent_to_external_abs_ratio
d1_x_recurrence,d1_vs_d0,dynamics_only,dense,off,23,-0.08889331665066952,-0.12122711846976544,-0.0514771584624526,0.007612179487179294,0.02963558092234564,-0.022023401435166345,-0.02338072466748964,-0.04012794803235975,0.016747223364870112,-0.027507827140180074,-0.06400572466748972,0.03649789752730964,-0.027507827140180074,-0.06400572466748972,0.03649789752730964,-0.03275329654006137,-0.07950946112710805,0.04675616458704668,0.48353809125965763
d1_x_recurrence,d1_vs_d0,dynamics_only,diagonal,on,23,0.015491738653503229,-0.1783406748480279,-0.016253170848759102,0.003531639928698538,0.07744469582704883,-0.07391305589835029,0.023408719548425383,-0.022198083778965927,0.04560680332739131,-0.03914998400292502,-0.02327488687782797,-0.01587509712509705,-0.09986145390557144,-0.08870320855614977,-0.01115824534942167,-0.06414941267882457,-0.029901389460213146,-0.03424802321861142,0.019660341024204317
d1_x_recurrence,d1_vs_d0,dynamics_only,dense,on,23,-0.063360985419809,-0.1406467103158281,-0.04570007198683673,0.005767659627953559,0.0217325974678918,-0.015964937839938242,0.006144733534439228,-0.011114253393665008,0.017258986928104236,-0.13415761117966996,-0.11207464920700216,-0.02208296197266779,-0.20208433315050944,-0.15658593857123282,-0.045498394579276624,-0.10124034462269782,-0.038474107591754736,-0.06276623703094308,0.11445344092999576
d1_x_fusion,d1_vs_d0,dynamics_only,ff,on_vs_off,23,-0.01656954156954149,-0.021295820192878734,0.011222376479729457,0.0429911387631976,-0.02451280337309769,0.06750394213629529,-0.04010495223730526,-0.012009518259518293,-0.028095433977786965,0.016437565702271506,0.004963949449243277,0.01147361625302823,0.1004239224827459,0.026061520179167075,0.07436240230357882,-0.015698557977969818,-0.03682526623703086,0.021126708259061044,0.0
d1_x_fusion,d1_vs_d0,dynamics_only,diagonal,on_vs_off,23,0.02025201106083452,-0.12191942044883214,-0.0016601250057132755,0.043397778691896316,0.060833447598153345,-0.01743566890625703,0.03946264111705278,0.03308095091183344,0.006381690205219337,-0.041322015402897705,-0.017518225238813523,-0.023803790164084182,-0.018047128525069733,-0.061848976187211524,0.04380184766214179,-0.05081013757484365,-0.06804555738379281,0.01723541980894916,0.030052867050033405
d1_x_fusion,d1_vs_d0,dynamics_only,dense,on_vs_off,23,0.008962789661319026,-0.04071541203894144,0.016999462955345324,0.041146618903971865,-0.03241578682755153,0.0735624057315234,-0.010579494035376391,0.01700417637917645,-0.02758367041455284,-0.09021221833721838,-0.04310497509026917,-0.047107243246949204,-0.07415258352758347,-0.06651869372457603,-0.007633889803007443,-0.08418560606060627,0.004210087298322451,-0.08839569335892872,-0.36908465032966187
d1_x_recurrence,d1_vs_d0,pretrained_trainable,diagonal,off,23,0.06370506535947701,-0.05304172951231789,-0.03555207047854109,0.017147435897435725,0.03061497326203222,-0.013467537364596494,-0.028439799579505376,-0.009429989944695849,-0.019009809634809527,0.04636566456419422,0.03225395927601815,0.014111705288176069,0.04636566456419422,0.03225395927601815,0.014111705288176069,0.053534496549202504,0.040875097125096904,0.0126593994241056,-0.0036593657894842258
d1_x_recurrence,d1_vs_d0,pretrained_trainable,dense,off,23,-0.07092360254124963,-0.09833116230175065,-0.1474478952420129,-0.04487336601307179,0.04100935828877017,-0.08588272430184196,-0.011691719228483999,-0.03442870446546925,0.022736985236985252,-0.026797385620914826,-0.07702620092325974,0.05022881530234491,-0.026797385620914826,-0.07702620092325974,0.05022881530234491,-0.017646487499428654,-0.10172482746012179,0.08407833996069314,0.3853595711122544
d1_x_recurrence,d1_vs_d0,pretrained_trainable,diagonal,on,23,0.040420180309886033,-0.041739081996434946,0.03966074774898287,0.0046964269390740165,0.03623680241327304,-0.03154037547419902,-0.03641248457424906,-0.005014083139083025,-0.031398401435166035,0.07788090177796059,-0.00025009712509727056,0.07813099890305786,0.043410062160061935,0.0452627233877233,-0.0018526612276613674,0.04781868458339056,0.06418712006947286,-0.0163684354860823,0.0392024741553649
d1_x_recurrence,d1_vs_d0,pretrained_trainable,dense,on,23,0.04214272247360479,0.07977941176470588,0.010486511037981427,-0.010191993464052085,0.010809166323872355,-0.02100115978792444,-0.014706882170117397,-0.02807186685863139,0.013364984688513992,-0.005944198775081233,0.0280860071301246,-0.034030205905205835,-0.025323655103067,0.009342291695232874,-0.034665946798299874,0.06124780040221234,0.04184920471685166,0.019398595685360676,0.00040883246970846443
d1_x_fusion,d1_vs_d0,pretrained_trainable,ff,on_vs_off,23,-0.05618686868686873,-0.09091280451574574,-0.07275555327025901,-0.00507035856300575,0.002444695827048815,-0.007515054390054565,0.01239730449289278,0.0136173671100141,-0.0012200626171213202,-0.022293923396864312,-0.03965246354952234,0.01735854015265803,-0.03254961949814861,-0.049611928104575154,0.017062308606426546,-0.047471033868092816,-0.07793360642625369,0.030462572558160872,0.0
d1_x_fusion,d1_vs_d0,pretrained_trainable,diagonal,on_vs_off,23,-0.0794717537364597,-0.07961015699986279,0.0024572649572649485,-0.01752136752136746,0.008066524978289635,-0.025587892499657094,0.004424619498149096,0.018033273915626924,-0.013608654417477828,0.009221313816902055,-0.07215651995063777,0.08137783376753982,-0.03550522190228089,-0.03660316399287,0.0010979420905891102,-0.05318684583390476,-0.054621583481877733,0.0014347376479729723,0.042861839944849156
d1_x_fusion,d1_vs_d0,pretrained_trainable,dense,on_vs_off,23,0.05687945632798569,0.08719776955071076,0.08517885300973532,0.029611013986013957,-0.027755496137849,0.05736651012386296,0.009382141551259382,0.019974204716851962,-0.01059206316559258,-0.001440736551030719,0.065459744503862,-0.06690048105489271,-0.03107588898030078,0.036756564513917456,-0.06783245349421824,0.031423254033548176,0.06564042575071977,-0.03421717171717159,-0.3849507386425459
d1_x_recurrence,d1_vs_d0,pretrained_frozen,diagonal,off,23,0.021057006718771643,-0.040131375976964145,-0.006480386443621755,0.0,0.0,0.0,0.0,0.0,0.0,0.050835561497326376,0.04261563599798879,0.008219925499337588,0.050835561497326376,0.04261563599798879,0.008219925499337588,0.065829248366013,-0.052161890397184274,0.11799113876319728,-0.10342556508895734
d1_x_recurrence,d1_vs_d0,pretrained_frozen,dense,off,23,-0.07209753073723663,-0.1108280200191964,-0.11984579962521136,0.0,0.0,0.0,0.0,0.0,0.0,-0.053839583618995324,-0.07008175647881543,0.016242172859820103,-0.053839583618995324,-0.07008175647881543,0.016242172859820103,-0.05239856140591442,-0.20254367772750104,0.1501451163215866,0.25465268163897403
d1_x_recurrence,d1_vs_d0,pretrained_frozen,diagonal,on,23,-0.02312348599113312,-0.03199072169660405,-0.01302976027240721,0.0,0.0,0.0,0.0,0.0,0.0,0.0004964806435395763,0.005886352209881762,-0.005389871566342186,-0.1088698066639242,-0.0007111556743908398,-0.10815865098953337,0.0015082956259426794,-0.011062120069472992,0.012570415695415671,-0.004231458928063647
d1_x_recurrence,d1_vs_d0,pretrained_frozen,dense,on,23,-0.10671063005621839,0.03372640431463969,-0.0684826203208555,0.0,0.0,0.0,0.0,0.0,0.0,-0.12334401709401693,-0.15345122606152012,0.030107208967503185,-0.21593551464874994,-0.1379566307875133,-0.07797888386123664,-0.10397784405137334,-0.05880596119566711,-0.045171882855706225,-0.11369378751537029
d1_x_fusion,d1_vs_d0,pretrained_frozen,ff,on_vs_off,23,-0.030901206636500533,-0.03357086132821424,-0.06799085310114722,0.0,0.0,0.0,0.0,0.0,0.0,0.05178795877325293,0.05352192741898615,-0.0017339686457332193,0.1453689896704603,0.04307540906805607,0.10229358060240423,0.0328245692216278,-0.09298014077425826,0.12580470999588605,0.0
d1_x_fusion,d1_vs_d0,pretrained_frozen,diagonal,on_vs_off,23,-0.0750816993464053,-0.025430207047854148,-0.07454022692993267,0.0,0.0,0.0,0.0,0.0,0.0,0.0014488779194661294,0.016792643630879123,-0.015343765711412993,-0.01433637849079028,-0.00025138260432355786,-0.014084995886466722,-0.03149638351844253,-0.051880370446546975,0.020383986928104447,0.09919410616089369
d1_x_fusion,d1_vs_d0,pretrained_frozen,dense,on_vs_off,23,-0.0655143059554823,0.11098356300562179,-0.016627673796791365,0.0,0.0,0.0,0.0,0.0,0.0,-0.01771647470176868,-0.029847542163718543,0.012131067461949863,-0.01672694135929431,-0.024799465240641805,0.008072523881347493,-0.018754713423831115,0.05075757575757567,-0.06951228918140678,-0.3683464691543443
recurrence_x_fusion,original,dynamics_only,diagonal,on_vs_off,37,0.0309040632570044,-0.029012409159467928,0.08624908588143892,0.026404314639608906,0.05285576351752813,-0.026451448877919226,-0.008529154668860617,-0.02317433383609835,0.014645179167237732,0.08078051442022038,0.07175430778371966,0.009026206636500722,-0.03203299968005846,-0.0024528371954842254,-0.029580162484574235,0.01924933726404321,-0.061419340463458205,0.08066867772750141,-0.3727291321787675
recurrence_x_fusion,original,dynamics_only,dense,on_vs_off,37,0.05043520613373559,-0.007711732711732616,0.07776120937885639,0.0003359385712328189,0.014871852004204877,-0.014535913432972059,-0.008699409250879864,-0.02534536541889476,0.016645956168014897,-0.055187908496732274,-0.11226875657022722,0.05708084807349495,-0.0011220805338453266,-0.04332136409342291,0.04219928355957758,0.08057098130627549,-0.03914498491704371,0.1197159662233192,1.0471281003473751
recurrence_x_fusion,original,pretrained_trainable,diagonal,on_vs_off,37,0.06131250285662032,0.014373086064262519,0.011626731112025224,-0.058347473604826394,-0.0011343640020112233,-0.05721310960281517,0.05459430275606758,0.013950734722793456,0.040643568033274124,0.06956756478815307,0.05323997897527327,0.016327585812879797,0.1020930458430459,0.024315553727318362,0.07777749211572754,0.04464812148635677,-0.004483465880524784,0.04913158736688156,-0.332188099751189
recurrence_x_fusion,original,pretrained_trainable,dense,on_vs_off,37,0.04094451300333635,0.08772181658211067,0.03346088143882264,-0.033187217194570184,0.07052567530508702,-0.1037128924996572,0.030491138763197534,0.011175527903469096,0.019315610859728438,-0.013547665569724365,-0.05421922848393429,0.040671562914209924,0.1593558606426254,0.05148187188628356,0.10787398875634185,0.1542305121349239,0.0547695564239683,0.09946095571095559,1.2144417189448544
recurrence_x_fusion,original,pretrained_frozen,diagonal,on_vs_off,37,-0.026404314639608628,-0.06626673979615158,-0.01709244595274012,0.0,0.0,0.0,0.0,0.0,0.0,0.0422417043740575,-0.014806721056720984,0.05704842543077848,0.01277437839937845,0.006689919557566593,0.006084458841811857,-0.0596410941999177,0.021263540381187607,-0.0809046345811053,-0.389702904952706
recurrence_x_fusion,original,pretrained_frozen,dense,on_vs_off,37,-0.027719645550527805,-0.07112713675213678,-0.007045283148224224,0.0,0.0,0.0,0.0,0.0,0.0,-0.011875971250971118,-0.06683849238996292,0.054962521138991804,0.03938979729420916,0.06419397595868181,-0.024804178664472654,0.06834407422642719,0.08095905320170049,-0.012614978975273305,0.9232490250722027
pretrained_trainable_x_recurrence,original,pretrained_trainable_vs_dynamics,diagonal,off,37,-0.01746637757667152,-0.03237336601307178,0.01035667763608944,0.07106843320078626,0.056689348233466,0.014379084967320266,0.00450389071712598,-0.04694127359568517,0.051445164312811154,0.029524315553727476,0.0327428698752229,-0.003218554321495426,0.029524315553727476,0.0327428698752229,-0.003218554321495426,0.09094051373463152,-0.018063125599890317,0.10900363933452184,-0.07617583132957889
pretrained_trainable_x_recurrence,original,pretrained_trainable_vs_dynamics,dense,off,37,-0.029850113122171784,-0.05829876822523872,-0.01768847982083277,0.017826454591160723,0.033734974176150734,-0.01590851958499001,0.0062201483157365844,-0.00026423739659037215,0.006484385712326957,-0.0426787673111203,-0.06866987179487166,0.02599110448375136,-0.0426787673111203,-0.06866987179487166,0.02599110448375136,-0.07668297796974255,-0.0924600930115636,0.015777115041821055,0.021355006717039826
pretrained_trainable_x_recurrence,original,pretrained_trainable_vs_dynamics,diagonal,on,37,0.0129420620229444,0.011012129210658667,-0.06426567713332426,-0.013683355043649037,0.002699220713926642,-0.01638257575757568,0.06762734814205418,-0.009816205036793368,0.07744355317884755,0.01831136592166016,0.014228541066776512,0.004082824854883649,0.16365036107683184,0.05951126079802549,0.10413910027880635,0.11633929795694509,0.038872748983043104,0.07746654897390198,-0.03563479890200036
pretrained_trainable_x_recurrence,original,pretrained_trainable_vs_dynamics,dense,on,37,-0.039340806252571026,0.03713478106860457,-0.061988807760866516,-0.01569670117464228,0.08938879747703288,-0.10508549865167516,0.04541069632981398,0.036256655925773484,0.009154040404040498,-0.0010385243841123937,-0.010620343708578728,0.009581819324466334,0.11779917386535044,0.026133364184834806,0.09166580968051563,-0.003023447141094149,0.00145444832944841,-0.004477895470542559,0.1886686253145191
recurrence_x_fusion,postencode_mask,dynamics_only,diagonal,on_vs_off,37,-0.0019783525298232574,-0.07406045751633988,-0.025541043923396844,0.014273818501759905,-0.020411981809040636,0.03468580031080054,-0.02410516362722237,-0.007098130627542443,-0.017007032999679927,0.007343514328808531,-0.04110605489281971,0.04844956922162824,-0.06389331665066955,-0.006649355546414326,-0.057243961104255225,-0.030630684674802344,-0.05141431281137149,0.020783628136569143,-0.3129579939028516
recurrence_x_fusion,postencode_mask,dynamics_only,dense,on_vs_off,37,0.052428698752228,-0.01913235865441748,0.07677796060149003,0.012272184514831697,-0.014019579276932204,0.0262917637917639,-0.007270670505964749,-0.04015394327894328,0.03288327277297853,-0.1092943004707711,-0.052833053384524264,-0.056461247086246835,-0.013062468577174524,0.04655734379999088,-0.059619812377165404,0.011403343388637577,0.028932280954339695,-0.01752893756570212,0.8381721104918618
recurrence_x_fusion,postencode_mask,pretrained_trainable,diagonal,on_vs_off,37,-0.027028343388637466,-0.07951703117144293,0.03855766374148739,-0.024962292609351344,-0.021359379999085937,-0.0036029126102654074,0.022147521596051267,-0.060826448877919326,0.08297397047397059,0.11461475615887373,0.0721860859728507,0.04242867018602303,0.08913555806938178,0.04514046003016603,0.04399509803921575,0.014089994972347863,-0.013871606334841524,0.027961601307189388,-0.38748552410417975
recurrence_x_fusion,postencode_mask,pretrained_trainable,dense,on_vs_off,37,-0.004411193381781586,-0.022396618903971877,0.09522115955939509,0.0021197552447553836,-0.049384112619406895,0.05150386786416228,-0.0418280657251241,-0.06048736802413274,0.01865930229900864,0.042559360574066285,0.012387449152155006,0.03017191142191128,0.1237540849673201,0.06926062091503288,0.05449346405228722,0.05438562662827362,0.033253490790255635,0.021132135838017985,1.118703440484611
recurrence_x_fusion,postencode_mask,pretrained_frozen,diagonal,on_vs_off,37,0.05862842223136355,-0.06456533662416003,0.06777746354952224,0.0,0.0,0.0,0.0,0.0,0.0,0.06601307189542482,-0.02777806343982836,0.09379113533525318,-0.017607208967502896,0.01964526486585294,-0.03725247383335584,-0.005721096713743767,0.012353883861236814,-0.01807498057498058,-0.4336117228262108
recurrence_x_fusion,postencode_mask,pretrained_frozen,dense,on_vs_off,37,0.07448980757804274,-0.039413792906439926,0.09840414895561939,0.0,0.0,0.0,0.0,0.0,0.0,-0.007656742767036706,-0.09394882078705624,0.08629207802001954,0.0055154200374790685,0.006510238127884982,-0.0009948180904059134,0.016622103386809084,-0.050057418072123994,0.06667952145893308,0.6338075791061435
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,diagonal,off,37,-0.0009885335252983185,0.009768070981306165,-0.020530103066867922,0.03298611111111127,-0.034948752228163904,0.06793486333927518,-0.007844137072078317,0.06963740915946792,-0.07748154623154624,-0.030879210658622425,-0.03186460190136675,0.0009853912427443268,-0.030879210658622425,-0.03186460190136675,0.0009853912427443268,0.05429707139265971,0.04466411856117736,0.009632952831482355,0.026949487896262947
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,dense,off,37,-0.014786296220119788,-0.040953082864847556,0.03900615316056469,0.004596873714520777,0.026140077243018478,-0.0215432035284977,-0.002356140591434963,0.01248714520773353,-0.014843285799168493,-0.08578431372549011,-0.02701920220302595,-0.058765111522464164,-0.08578431372549011,-0.02701920220302595,-0.058765111522464164,0.05308043672014273,0.04368686868686844,0.009393568033274291,0.08080110987803324
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,diagonal,on,37,-0.026038524384112527,0.0043114973262031175,0.043568604598016314,-0.006249999999999978,-0.035896150418209205,0.029646150418209227,0.03840854815119532,0.01590909090909104,0.02249945724210428,0.07639203117144278,0.08142753896430366,-0.005035507792860883,0.12214966406142891,0.019925213675213604,0.1022244503862153,0.09901775103980992,0.08220682503770732,0.0168109260021026,-0.04757804230506518
pretrained_trainable_x_recurrence,postencode_mask,pretrained_trainable_vs_dynamics,dense,on,37,-0.07162618835412937,-0.04421734311440195,0.05744935211846974,-0.005555555555555536,-0.009224456099456213,0.003668900543900677,-0.03691353581059431,-0.007846279537455925,-0.029067256273138387,0.06606934731934727,0.03820130033365332,0.02786804698569395,0.05103223981900451,-0.004315925087983952,0.05534816490698846,0.09606271995977878,0.04800807852278438,0.048054641436994394,0.36133243987078245
d1_x_recurrence,d1_vs_d0,dynamics_only,diagonal,off,37,0.031842605923488476,-0.053979415192650426,0.02414244252479547,0.02413715777686365,0.12926193496046434,-0.10512477718360069,0.02723359157182681,-0.011390774258421277,0.038624365830248086,0.048950191964897916,0.03302281868458351,0.015927373280314405,0.048950191964897916,0.03302281868458351,0.015927373280314405,0.056092314548196964,-0.03288027332144988,0.08897258786964685,-0.05098173145526064
d1_x_recurrence,d1_vs_d0,dynamics_only,dense,off,37,-0.007468634306869504,-0.003912141779788825,-0.056223004936240245,0.01176342040312639,0.0701548859637095,-0.05839146556058311,0.047729415192650615,0.059598387723387714,-0.011868972530737099,0.02341600393070975,-0.05235456945015754,0.07577057338086729,0.02341600393070975,-0.05235456945015754,0.07577057338086729,-0.02878045157456921,-0.12662213195301414,0.09784168037844493,0.18603568334747211
d1_x_recurrence,d1_vs_d0,dynamics_only,diagonal,on,37,-0.0010398098633391806,-0.09902746354952238,-0.0876476872800403,0.012006661639014649,0.055994189633895575,-0.043987527994880926,0.011657582613465056,0.004685428950134629,0.006972153663330427,-0.024486808126513937,-0.07983754399195586,0.055350735865441925,0.017089874994286824,0.02882630033365341,-0.011736425339366585,0.006212292609351411,-0.022875245669363165,0.029087538278714575,0.008789406820655266
d1_x_recurrence,d1_vs_d0,dynamics_only,dense,on,37,-0.005475141688377094,-0.015332767722473689,-0.0572062537136066,0.023699666346725268,0.04126345468257242,-0.017563788335847152,0.04915815393756573,0.04478980986333919,0.004368344074226538,-0.030690388043329075,0.00708113373554542,-0.037771521778874495,0.011475615887380552,0.03752413844325625,-0.026048522555875697,-0.09794808949220712,-0.05854486608163073,-0.03940322341057639,-0.02292030650804122
d1_x_fusion,d1_vs_d0,dynamics_only,ff,on_vs_off,37,0.06953428515928528,0.08254490607431791,0.1364583333333334,0.016269167923579686,0.04539941267882436,-0.029130244755244672,-0.011610734037204584,-0.004065827962886737,-0.0075449060743178475,0.02123240321769726,0.062402874902875105,-0.041170471685177845,0.008426030668677642,-0.010100867269984937,0.01852689793866258,0.025119406737053818,-0.0402209310297546,0.06534033776680842,0.0
d1_x_fusion,d1_vs_d0,dynamics_only,diagonal,on_vs_off,37,0.036651869372457624,0.03749685771744596,0.024668203528497634,0.004138671785730685,-0.02786833264774441,0.032007004433475095,-0.027186742995566338,0.01201037524566917,-0.03919711824123551,-0.05220459687371459,-0.05045748777366427,-0.0017471091000503258,-0.02343428630193345,-0.014297385620915037,-0.009136900681018412,-0.024760615201791736,-0.030215903377667885,0.0054552881758761496,0.0597711382759159
d1_x_fusion,d1_vs_d0,dynamics_only,dense,on_vs_off,37,0.07152777777777769,0.07112428013163305,0.13547508455596705,0.028205413867178564,0.016507981397687277,0.011697432469491287,-0.01018199529228947,-0.01887440582293526,0.008692410530645789,-0.032873988756341566,0.12183857808857806,-0.15471256684491963,-0.0035143573746515555,0.07977784062342885,-0.08329219799808041,-0.044048231180584096,0.027856334841628805,-0.0719045660222129,-0.20895598985551334
d1_x_recurrence,d1_vs_d0,pretrained_trainable,diagonal,off,37,0.04832044997486168,-0.01183797819827248,-0.0067443381781618905,-0.013945164312811342,0.03762383449883444,-0.05156899881164578,0.014885563782622513,0.10518790849673182,-0.0903023447141093,-0.011453334247451985,-0.03158465309200614,0.020131318844554158,-0.011453334247451985,-0.03158465309200614,0.020131318844554158,0.019448872206225154,0.029846970839617792,-0.010398098633392638,0.0521435877705812
d1_x_recurrence,d1_vs_d0,pretrained_trainable,dense,off,37,0.0075951825951824925,0.013433543580602336,0.000471628045157213,-0.0014661604735135558,0.06255998903057725,-0.0640261495040908,0.03915312628547907,0.07234977032771162,-0.03319664404223255,-0.01968954248366006,-0.010703899858311827,-0.008985642625348234,-0.01968954248366006,-0.010703899858311827,-0.008985642625348234,0.10098296311531607,0.009524829745417907,0.09145813336989816,0.24548178650846553
d1_x_recurrence,d1_vs_d0,pretrained_trainable,diagonal,on,37,-0.04002039627039611,-0.10572809543397793,0.020186594451300277,0.019440016682663708,0.017398818501759727,0.0020411981809039803,-0.0175612173773938,0.030410724896019037,-0.04797194227341284,0.03359385712326868,-0.012638546094428715,0.04623240321769739,-0.024410822021116108,-0.010759746789158475,-0.013651075231957632,-0.011109254307783756,0.020458830385301052,-0.03156808469308481,-0.0031538365824095582
d1_x_recurrence,d1_vs_d0,pretrained_trainable,dense,on,37,-0.03776052378993544,-0.09668489190548021,0.062231906165729656,0.03384081196581201,-0.05734979889391667,0.09119061085972868,-0.033166078202842564,0.0006868744001097826,-0.033852952602952346,0.03641748366013059,0.05590277777777747,-0.01948529411764688,-0.055291318158965375,0.007074849170437492,-0.062366167329402866,0.0011380776086657995,-0.01199123588829476,0.01312931349696056,0.14974350804822212
d1_x_fusion,d1_vs_d0,pretrained_trainable,ff,on_vs_off,37,0.034226027240732926,0.042299836601307206,0.013854323780794264,-0.005551127793774979,0.03834056058320773,-0.04389168837698271,0.04424390968508585,0.03192901869372444,0.012314890991361405,-0.04617241418712004,-0.020556526806526754,-0.025615887380593283,0.03289469925499333,0.004432475204533826,0.028462224050459506,0.03439928127428127,0.023771938845468132,0.010627342428813136,0.0
d1_x_fusion,d1_vs_d0,pretrained_trainable,diagonal,on_vs_off,37,-0.05411481900452486,-0.051590280634398245,0.04078525641025643,0.02783405320170007,0.018115544586133014,0.009718508615567056,0.011797128525069533,-0.04284816490698834,0.05464529343205787,-0.0011252228163993738,-0.001610419808949326,0.0004851969925499522,0.01993721148132921,0.025257381507381493,-0.005320170026052284,0.0038411547602723584,0.014383798391151392,-0.010542643630879034,-0.05529742435299073
d1_x_fusion,d1_vs_d0,pretrained_trainable,dense,on_vs_off,37,-0.011129679144385007,-0.06781859888477537,0.07561460190136671,0.02975584464555059,-0.08156922734128619,0.11132507198683678,-0.028075294803235784,-0.03973387723387739,0.011658582430641606,0.009934611956670614,0.04605015082956254,-0.03611553887289193,-0.0027070764203119824,0.022211224233283144,-0.024918300653595127,-0.065445604232369,0.002255873211755466,-0.06770147744412447,-0.09573827846024341
d1_x_recurrence,d1_vs_d0,pretrained_frozen,diagonal,off,37,0.010872297637003425,0.012573129484894086,-0.07305935486082554,0.0,0.0,0.0,0.0,0.0,0.0,-0.00971779446044152,0.033124371543489295,-0.042842166003930815,-0.00971779446044152,0.033124371543489295,-0.042842166003930815,-0.008353472507884319,0.054755844645550555,-0.06310931715343487,0.02588075554042002
d1_x_recurrence,d1_vs_d0,pretrained_frozen,dense,off,37,-0.08099904588875173,-0.05931543946249823,-0.05470185451803097,0.0,0.0,0.0,0.0,0.0,0.0,-0.0329481180584123,0.032765437177201984,-0.06571355523561428,-0.0329481180584123,0.032765437177201984,-0.06571355523561428,-0.05018325220531089,0.03225010283833829,-0.08243335504364918,0.3872421379328128
d1_x_recurrence,d1_vs_d0,pretrained_frozen,diagonal,on,37,0.0959050345079756,0.014274532656885636,0.011810554641436821,0.0,0.0,0.0,0.0,0.0,0.0,0.014053573060925806,0.02015302916038192,-0.006099456099456113,-0.040099381827322866,0.04607971685177564,-0.08617909867909851,0.04556652497828961,0.04584618812559976,-0.00027966314731014963,-0.01802806233308482
d1_x_recurrence,d1_vs_d0,pretrained_frozen,dense,on,37,0.021210407239818818,-0.02760209561680138,0.05074757758581264,0.0,0.0,0.0,0.0,0.0,0.0,-0.02872888957447789,0.005655108780108664,-0.034383998354586554,-0.0668224953151424,-0.02491830065359485,-0.041904194661547545,-0.101905223044929,-0.0987663684354862,-0.0031388546094427983,0.09780069196675356
d1_x_fusion,d1_vs_d0,pretrained_frozen,ff,on_vs_off,37,-0.07947718131541642,-0.005403869006810225,-0.037265328625622596,0.0,0.0,0.0,0.0,0.0,0.0,-0.04261406485671193,0.0037091788930025404,-0.04632324374971447,0.004480609260020918,0.022596439508204336,-0.018115830248183418,0.006933160793455073,0.01819353032588339,-0.011260369532428316,0.0
d1_x_fusion,d1_vs_d0,pretrained_frozen,diagonal,on_vs_off,37,0.005555555555555758,-0.0037024658348186745,0.04760458087663977,0.0,0.0,0.0,0.0,0.0,0.0,-0.018842697335344605,-0.009262163490104836,-0.00958053384523977,-0.02590097810686043,0.035551784816490684,-0.06145276292335111,0.060853158279629005,0.009283873805932596,0.05156928447369641,-0.04390881787350481
d1_x_fusion,d1_vs_d0,pretrained_frozen,dense,on_vs_off,37,0.022732271813154126,0.0263094748388866,0.06818410347822101,0.0,0.0,0.0,0.0,0.0,0.0,-0.03839483637277752,-0.02340114950409078,-0.01499368686868674,-0.029393767996709175,-0.0350872983225925,0.0056935303258833225,-0.04478881004616303,-0.1128229409479411,0.06803413090177807,-0.28944144596605925
