contrast,variant,l1_init,topology,fusion,seed,delta_native_test_ba,delta_window_test_ba,delta_output_lif_test_ba,delta_l1_pre_valid_fixed250_ba,delta_l1_pre_valid_whole_ba,delta_l1_pre_valid_temporal_gap,delta_l1_comm_valid_fixed250_ba,delta_l1_comm_valid_whole_ba,delta_l1_comm_valid_temporal_gap,delta_rsnn_comm_valid_fixed250_ba,delta_rsnn_comm_valid_whole_ba,delta_rsnn_comm_valid_temporal_gap,delta_readout_comm_valid_fixed250_ba,delta_readout_comm_valid_whole_ba,delta_readout_comm_valid_temporal_gap,delta_readout_pre_valid_fixed250_ba,delta_readout_pre_valid_whole_ba,delta_readout_pre_valid_temporal_gap,delta_recurrent_to_external_abs_ratio
dense_minus_ff,postencode_mask,pretrained_frozen,dense_vs_ff,off,11,-0.2146461789844143,-0.30206076603135434,-0.16315202362996478,0.0,0.0,0.0,0.0,0.0,0.0,-0.16982751725398776,-0.18499745760775171,0.015169940353763955,-0.16982751725398776,-0.18499745760775171,0.015169940353763955,-0.13529226084373142,-0.13761497897527303,0.0023227181315416123,2.1136194954787526
dense_minus_diagonal,postencode_mask,pretrained_frozen,dense_vs_diagonal,off,11,-0.19331765048676824,-0.09247366195895607,-0.1262791946615477,0.0,0.0,0.0,0.0,0.0,0.0,-0.11729669431875317,-0.146477501256913,0.02918080693815983,-0.11729669431875317,-0.146477501256913,0.02918080693815983,-0.165316770647653,-0.14635680904063253,-0.01895996160702046,1.535146088227323
pretrained_trainable_minus_dynamics_only,postencode_mask,pretrained_trainable_vs_dynamics_only,ff,on,11,-0.010193278943278816,-0.004290501165501115,-0.025753862150920903,-0.008843954248366148,0.051542575071986896,-0.060386529320353044,0.03770839046574348,0.05841688948306589,-0.020708499017322413,-0.03375854129530598,-0.0037353169706110245,-0.030023224324694953,-0.01013200443347495,0.03316422139951547,-0.04329622583299042,0.05766845491110184,0.08303481649069894,-0.025366361579597096,0.0
pretrained_frozen_minus_dynamics_only,postencode_mask,pretrained_frozen_vs_dynamics_only,ff,on,11,-0.0046000159970748244,0.023524984002925242,-0.009258449883449815,-0.016897624434389247,0.01976652840623422,-0.036664152840623465,-0.03074566365007536,-0.03906142876731111,0.008315765117235752,-0.03475935828877008,-0.01631701631701621,-0.018442341971753873,-0.03198029503176558,0.027127896613190705,-0.05910819164495629,0.01412898784222305,0.025804424333836173,-0.011675436491613123,0.0
pretrained_trainable_minus_frozen,postencode_mask,pretrained_trainable_vs_pretrained_frozen,ff,on,11,-0.005593262946203992,-0.027815485168426357,-0.016495412267471088,0.008053670186023099,0.03177604666575268,-0.02372237647972958,0.06845405411581884,0.097478318250377,-0.029024264134558164,0.0010008169934641042,0.012581699346405184,-0.01158088235294108,0.02184829059829063,0.006036324786324765,0.015811965811965867,0.04353946706887879,0.057230392156862764,-0.013690925087983974,0.0
pretrained_trainable_minus_dynamics_only,postencode_mask,pretrained_trainable_vs_dynamics_only,diagonal,on,11,0.012417015174368218,0.1356463389551625,0.04865067530508704,-0.011517751039809787,0.02905854358060228,-0.04057629462041207,0.006660353535353547,0.12109699940582302,-0.11443664587046948,-0.012242047168517844,0.07635118149824033,-0.08859322866675817,0.024493806846747956,0.06867458521870295,-0.044180778371955,-0.0046848576260341,0.019722822112528127,-0.024407679738562227,-0.05954236577795387
pretrained_frozen_minus_dynamics_only,postencode_mask,pretrained_frozen_vs_dynamics_only,diagonal,on,11,-0.0019149355546415059,0.10530731523378581,0.053591628959276105,-0.010315827962886659,0.03673956762192049,-0.04705539558480715,-0.012399161296220096,0.07037298893916549,-0.08277215023538559,-0.05794340463458103,0.06496454933954937,-0.1229079539741304,-0.004727849764614489,0.10030137346313839,-0.10502922322775288,0.004471182412358887,0.0950459058914942,-0.09057472347913531,-0.010599230820330957
pretrained_trainable_minus_frozen,postencode_mask,pretrained_trainable_vs_pretrained_frozen,diagonal,on,11,0.014331950729009724,0.0303390237213767,-0.004940953654189062,-0.0012019230769231282,-0.007681024041318207,0.006479100964395079,0.019059514831573643,0.05072401046665753,-0.03166449563508389,0.045701357466063186,0.011386632158690957,0.03431472530737223,0.029221656611362445,-0.03162678824443543,0.06084844485579788,-0.009156040038392987,-0.07532308377896607,0.06616704374057308,-0.04894313495762291
pretrained_trainable_minus_dynamics_only,postencode_mask,pretrained_trainable_vs_dynamics_only,dense,on,11,0.027666940902234982,0.09383484162895933,0.010121292106586188,0.036906394259335285,0.051241487270899055,-0.014335093011563771,-0.010647624434389047,0.039911416198180893,-0.05055904063256994,0.022454179807121055,0.07212424013894625,-0.049670060331825194,0.018713578088577876,-0.0012681966726083571,0.019981774761186233,0.008188502673796783,0.04446744023949917,-0.036278937565702385,-0.6245023319320007
pretrained_frozen_minus_dynamics_only,postencode_mask,pretrained_frozen_vs_dynamics_only,dense,on,11,-0.06364936125965537,0.12192399104163809,-0.048194758672699844,0.024835315827962834,0.04973004936240227,-0.02489473353443944,-0.03886974953151412,-0.014575763288998511,-0.02429398624251561,-0.04331693633164224,-0.0018272373051784196,-0.04148969902646382,-0.05929201517436822,-0.07197898098633387,0.012686965811965656,-0.06292449380684673,-0.07853092577357274,0.015606431966726009,-0.05372327899215934
pretrained_trainable_minus_frozen,postencode_mask,pretrained_trainable_vs_pretrained_frozen,dense,on,11,0.09131630216189035,-0.02808914941267876,0.05831605077928603,0.01207107843137245,0.0015114379084967822,0.010559640522875668,0.028222125097125073,0.054487179487179405,-0.026265054390054332,0.0657711161387633,0.07395147744412467,-0.008180361305361372,0.0780055932629461,0.07071078431372552,0.007294808949220577,0.07111299648064351,0.1229983660130719,-0.051885369532428394,-0.5707790529398413
diagonal_minus_ff,postencode_mask,dynamics_only,diagonal_vs_ff,on,11,-0.02459407422642712,-0.33046200123406,-0.07878773595685362,-0.006581796471502588,-0.01697303921568627,0.010391242744183682,-0.018346502353855265,-0.1094344177064766,0.09108791535262134,0.006555087069792909,-0.043224667489373425,0.049779754559166334,-0.04832773435714599,-0.06191025069701561,0.013582516339869621,0.0484414278531925,-0.013832042140865697,0.062273469994058195,0.17621034812541503
dense_minus_ff,postencode_mask,dynamics_only,dense_vs_ff,on,11,-0.05210261552173312,-0.3431731054892819,-0.10153471936560166,-0.04173294026235208,-0.029963520956168055,-0.011769419306184026,0.008124085881438758,-0.0244856654783126,0.03260975135975136,-0.1251751108368756,-0.10064045431692503,-0.02453465651995057,-0.059322581013757314,-0.0474054744275334,-0.011917106586223913,0.03358314479638003,-0.005547128525069778,0.039130273321449804,2.7936644847609413
dense_minus_diagonal,postencode_mask,dynamics_only,dense_vs_diagonal,on,11,-0.027508541295306,-0.0127111042552219,-0.022746983408748034,-0.03515114379084949,-0.012990481740481785,-0.022160662050367708,0.026470588235294024,0.084948752228164,-0.05847816399286998,-0.1317301979066685,-0.05741578682755161,-0.0743144110791169,-0.010994846656611323,0.014504776269482211,-0.025499622926093535,-0.014858283056812471,0.008284913615795919,-0.02314319667260839,2.6174541366355264
diagonal_minus_ff,postencode_mask,pretrained_trainable,diagonal_vs_ff,on,11,-0.0019837801087800866,-0.1905251611133964,-0.004383198500845675,-0.009255593262946227,-0.039457070707070885,0.030201477444124658,-0.0493945392842452,-0.04675430778371947,-0.002640231500525725,0.02807158119658104,0.03686183097947793,-0.008790249782896886,-0.013701923076923084,-0.026399886877828127,0.012697963800905043,-0.013911884683943443,-0.07714403651903651,0.06323215183509306,0.11666798234746116
dense_minus_ff,postencode_mask,pretrained_trainable,dense_vs_ff,on,11,-0.014242395676219322,-0.24504776269482148,-0.06565956510809456,0.004017408245349352,-0.030264608757255895,0.03428201700260525,-0.04023192901869377,-0.0429911387631976,0.002759209744503832,-0.06896238973444857,-0.024780897207367758,-0.04418149252708081,-0.030476998491704488,-0.08183789249965723,0.05136089400795274,-0.01589680744092503,-0.04411450477626955,0.028217697335344516,2.1691621528289406
dense_minus_diagonal,postencode_mask,pretrained_trainable,dense_vs_diagonal,on,11,-0.012258615567439235,-0.05452260158142508,-0.06127636660724889,0.013273001508295579,0.00919246194981499,0.004080539558480589,0.00916261026555143,0.0037631690205218726,0.005399441245029557,-0.09703397093102961,-0.061642728186845686,-0.035391242744183926,-0.016775075414781404,-0.0554380056218291,0.0386629302070477,-0.0019849227569815886,0.03302953174276696,-0.03501445449974855,2.0524941704814794
diagonal_minus_ff,postencode_mask,pretrained_frozen,diagonal_vs_ff,on,11,-0.021908993783993802,-0.24867967000319946,-0.0159376571141277,0.0,0.0,0.0,0.0,0.0,0.0,-0.01662895927601804,0.038056898167192155,-0.054685857443210195,-0.021075289089994897,0.011263226152932071,-0.03233851524292697,0.038783622423328334,0.05540943941679233,-0.016625816993463993,0.16561111730508407
dense_minus_ff,postencode_mask,pretrained_frozen,dense_vs_ff,on,11,-0.11115196078431366,-0.24477409845056908,-0.14047102815485168,0.0,0.0,0.0,0.0,0.0,0.0,-0.13373268887974776,-0.08615067530508724,-0.04758201357466052,-0.08663430115635995,-0.14651235202705798,0.05987805087069803,-0.04347033685268975,-0.10988247863247869,0.06641214177978894,2.739941205768782
dense_minus_diagonal,postencode_mask,pretrained_frozen,dense_vs_diagonal,on,11,-0.08924296700031986,0.0039055715526303825,-0.12453337104072398,0.0,0.0,0.0,0.0,0.0,0.0,-0.11710372960372972,-0.1242075734722794,0.007103843868549675,-0.06555901206636505,-0.15777557817999005,0.092216566113625,-0.08225395927601808,-0.165291918049271,0.08303795877325293,2.574330088463698
fusion_on_minus_off,postencode_mask,dynamics_only,ff,on_vs_off,11,-0.028213269573563737,0.021494498148909913,0.009112619406737077,0.0025753862150921236,-0.014811148818501818,0.01738653503359394,-0.02287081790758272,-0.032228535353535204,0.009357717445952485,0.011011557886557832,-0.02518253805018511,0.03619409593674294,-0.030629684857626183,-0.013455539558480667,-0.017174145299145516,-0.06407871132135834,-0.012467006033182515,-0.051611705288175824,0.0
fusion_on_minus_off,postencode_mask,dynamics_only,diagonal,on_vs_off,11,0.013955162484574235,-0.15869412450294804,-0.022217794460441587,0.011206950729009346,-0.008345902463549493,0.01955285319255884,0.019777526395173384,-0.09403280542986436,0.11381033182503775,0.06255941770647655,0.014984260021024709,0.04757515768545184,-0.033964646464646364,0.008025675305086966,-0.04199032176973333,-0.015772115955939414,-0.0018159536541890176,-0.013956162301750397,-0.4042591268861936
fusion_on_minus_off,postencode_mask,dynamics_only,dense,on_vs_off,11,0.09857083276200934,-0.07434826203208561,0.06466503267973855,0.0177523252890901,0.017246132135838033,0.0005061931532520658,0.0021254684857624495,0.011499754330636602,-0.009374285844874153,0.06866201608848671,-0.007850992961287162,0.07651300904977387,0.09287330316742098,0.05711098541980891,0.03576231774761207,0.10892408245349422,0.04858311623017503,0.06034096622331919,0.6497284994469354
fusion_on_minus_off,postencode_mask,pretrained_trainable,ff,on_vs_off,11,-0.036349924585218574,-0.025690016682663797,-0.0006957299236710623,-0.015359477124182952,0.04028906142876737,-0.05564853855295032,0.02498214612185201,0.01860259838201017,0.00637954773984184,-0.03496417797888385,-0.07341728940993641,0.03845311143105257,-0.052978883861236836,-0.024790752548105477,-0.02818813131313136,-0.0383688411261941,0.028691896338955192,-0.06706073746514929,0.0
fusion_on_minus_off,postencode_mask,pretrained_trainable,diagonal,on_vs_off,11,-0.04999314411079103,-0.06933103661044837,0.05804552881758751,-0.01490827391562699,-0.0023561405914347966,-0.012552133324192194,-0.028490790255496057,0.016603535353535426,-0.04509432560903148,0.0043646304675715175,-0.0065142373965904055,0.010878867864161923,-0.055423579688285596,-0.021149418392065522,-0.034274161296220074,-0.08225024566936323,-0.05859885620915034,-0.02365138946021289,-0.3938904808956348
fusion_on_minus_off,postencode_mask,pretrained_trainable,dense,on_vs_off,11,0.11071932560903147,0.033417603638191934,0.0476665695415695,0.011148818501759639,-0.042327545820192825,0.05347636432195246,-0.0019152212166918536,-0.012619406737053862,0.010704185520362008,0.05547014260249561,0.09465726267196878,-0.03918712006947317,0.0759408279628867,0.08622680424151025,-0.010285976278623543,0.09648321449792041,0.0858654417477947,0.010617772750125709,0.4826939783848143
fusion_on_minus_off,postencode_mask,pretrained_frozen,ff,on_vs_off,11,0.017687337172631268,0.010593634306869548,0.037944632981397775,0.0,0.0,0.0,0.0,0.0,0.0,0.012272184514831697,-0.027634803921568585,0.03990698843640028,-0.02658999497234782,0.027537107500342772,-0.05412710247269059,-0.04595145459116046,0.034242452808629364,-0.08019390739978982,0.0
fusion_on_minus_off,postencode_mask,pretrained_frozen,diagonal,on_vs_off,11,0.017106871886283515,-0.028498931623931634,0.058879804835687166,0.0,0.0,0.0,0.0,0.0,0.0,0.048174048174048245,0.04894205059646228,-0.000768002422414038,0.0048655388728918725,0.07732029000411356,-0.07245475113122168,-0.037192341971753695,0.08091006216006219,-0.11810240413181589,-0.41286228994634566
fusion_on_minus_off,postencode_mask,pretrained_frozen,dense,on_vs_off,11,0.1211815553727319,0.06788030188765481,0.06062562845651087,0.0,0.0,0.0,0.0,0.0,0.0,0.04836701288907169,0.07121197838109589,-0.022844965492024194,0.05660322112527999,0.06602221308103651,-0.009418991955756517,0.04587046939988121,0.061974953151423706,-0.016104483751542498,0.6263217102900294
d1_minus_d0,d1_vs_d0,dynamics_only,ff,off,11,0.06008272772978662,0.03682383792677896,0.05936971525206808,0.06966983180218489,0.0058129370629371735,0.06385689473924772,0.02501128365098959,0.03481691919191898,-0.009805635540929392,0.024260992275698223,0.0033315336624160086,0.020929458613282215,0.024260992275698223,0.0033315336624160086,0.020929458613282215,0.0009449700626170676,0.0620906462818227,-0.061145676219205636,0.0
d1_minus_d0,d1_vs_d0,dynamics_only,ff,on,11,0.025692016317016342,0.08463809474838879,0.052262157776863605,0.049723479135244,-0.021345239727592724,0.07106871886283672,0.010918146396087569,0.11198437999908589,-0.10106623360299832,0.03993783993783995,0.026225918689154026,0.013711921248685921,0.03334375999817174,0.023966903194844402,0.009376856803327338,-0.037682538050185066,-0.006274138443256194,-0.03140839960692887,0.0
d1_minus_d0,d1_vs_d0,dynamics_only,diagonal,off,11,0.04743189816719234,0.06524735476941357,0.06597507884272591,0.07132424356689071,-0.017733757255815996,0.0890580008227067,0.035633198500845564,0.022188656931304063,0.013444541569541502,0.07814642465377752,-0.010803738744915192,0.08895016339869272,0.07814642465377752,-0.010803738744915192,0.08895016339869272,0.056142019744960914,0.06689362516568403,-0.01075160542072312,0.00958421994357761
d1_minus_d0,d1_vs_d0,dynamics_only,diagonal,on,11,0.09480137917637915,-0.036565456602221325,0.05540943941679233,0.059901046665752244,-0.01451734539969829,0.07441839206545053,-0.011856831893596542,-0.01629901960784319,0.004442187714246648,0.05540129804835692,-0.0034910759175464934,0.05889237396590341,0.0846153846153847,0.026068661730426268,0.058546722884958435,0.11539532771150424,0.09153783308195068,0.023857494629553555,0.017917790553446306
d1_minus_d0,d1_vs_d0,dynamics_only,dense,off,11,-0.034590532017002684,0.02206925019425024,-0.02277083618995379,0.00017696764020302957,-0.04787453151423743,0.04805149915444046,0.08410133575574752,0.023789364230540733,0.06031197152520679,-0.034284159467982966,-0.011513608940079523,-0.022770550527903444,-0.034284159467982966,-0.011513608940079523,-0.022770550527903444,-0.02673482563188445,0.014949123588829494,-0.041683949220713945,0.7531361943843218
d1_minus_d0,d1_vs_d0,dynamics_only,dense,on,11,0.04328994126788244,-0.017562502856620504,0.03543337789661327,-0.0053908713835184585,-0.08103061154531743,0.07563974016179897,0.018792135152429168,0.020705071072718018,-0.0019129359202888496,0.047578585630056236,0.06600493052698919,-0.018426344896932956,0.04104792266556978,0.03894387883358469,0.002104043831985092,0.04759901046665749,0.12889957264957252,-0.08130056218291504,0.35365405905337344
d1_minus_d0,d1_vs_d0,pretrained_trainable,ff,off,11,0.0262877645230587,0.07230235042735045,-0.0008282771150417978,0.06815268065268076,-0.01939631038895734,0.0875489910416381,-0.026526863659216637,-0.012970342565930881,-0.013556521093285756,0.010185708898944212,0.02115356049179573,-0.010967851592851519,0.010185708898944212,0.02115356049179573,-0.010967851592851519,0.02112028086292783,0.06034096622331925,-0.039220685360391416,0.0
d1_minus_d0,d1_vs_d0,pretrained_trainable,ff,on,11,-0.044298328305681145,0.06273824215000684,-0.025414781297134204,0.05825163398692812,-0.023487276612276564,0.08173891059920468,0.04735705470999596,-0.020543672014260328,0.06790072672425629,-0.03869820947026825,-0.03052356140591428,-0.008174648064353973,-0.01219676973353434,0.014963835184423568,-0.02716060491795791,0.019500719868366767,0.04778783308195078,-0.028287113213584014,0.0
d1_minus_d0,d1_vs_d0,pretrained_trainable,diagonal,off,11,0.09352818341788927,0.10028280542986423,-0.01205322455322455,0.05368875405640128,-0.009446272681566836,0.06313502673796811,-0.000909690799396734,-0.06269067941862072,0.06178098861922399,0.03719334178892997,0.07651300904977387,-0.039319667260843905,0.03719334178892997,0.07651300904977387,-0.039319667260843905,0.03256318844554129,0.04981460532931126,-0.017251416883769966,-0.004782392284362835
d1_minus_d0,d1_vs_d0,pretrained_trainable,diagonal,on,11,0.05469142785319259,0.08356429110105582,0.03916069632981378,0.038541666666666696,-0.08050656451391752,0.11904823118058422,-0.02789218542895011,0.010758889803007432,-0.03865107523195754,0.02321175556469668,0.04628739316239305,-0.023075637597696375,0.1006781617075736,0.07009304012980483,0.03058512157776877,0.07636089400795293,0.0309973319164496,0.04536356209150333,-0.05056681648905832
d1_minus_d0,d1_vs_d0,pretrained_trainable,dense,off,11,-0.04479923671100139,-0.06564256821609762,0.006392973856209128,0.011417483660130623,0.03855652109328578,-0.027139037433155155,0.010432378079437088,-0.005358163078751255,0.015790541158188343,-0.021240258924082434,-0.044452014488779334,0.0232117555646969,-0.021240258924082434,-0.044452014488779334,0.0232117555646969,-0.014195547099958905,0.002708933223639076,-0.01690448032359798,0.25079701049902803
d1_minus_d0,d1_vs_d0,pretrained_trainable,dense,on,11,0.04793052127610947,0.08724176150646748,0.014139985831162272,0.04636437908496727,-0.040381473102061416,0.08674585218702868,-0.010127576671694283,0.014869281045751581,-0.024996857717445864,0.005343165821107054,0.07093331505096229,-0.06559014922985523,0.05430992618492603,0.013541381004616437,0.04076854518030959,0.03436057406645643,0.1034119475295946,-0.06905137346313817,-0.04622626752661141
d1_minus_d0,d1_vs_d0,pretrained_frozen,ff,off,11,-0.005731523378582182,0.08636720713926599,0.0036984665661135563,0.034636095114036314,-0.005655108780108831,0.040291203894145144,-0.03643919397595852,-0.029611585310114708,-0.0068276086658438095,-0.013087892499657361,0.01847190799396692,-0.03155980049362428,-0.013087892499657361,0.01847190799396692,-0.03155980049362428,-0.01072618149824045,0.0628663615795968,-0.07359254307783725,0.0
d1_minus_d0,d1_vs_d0,pretrained_frozen,ff,on,11,0.0031627073906485004,0.10697843822843833,0.014186120252296652,0.034636095114036314,-0.013988442113442245,0.04862453722747856,-0.03643919397595852,-0.029611585310114708,-0.0068276086658438095,0.025362647972942076,0.06843134398281464,-0.043068696009872565,-0.02651015242927013,0.010398098633392916,-0.036908251062663044,0.0011655011655010705,0.01165629713423838,-0.01049079596873731,0.0
d1_minus_d0,d1_vs_d0,pretrained_frozen,diagonal,off,11,0.04285416381004625,0.03674928013163303,-0.020181024041318107,0.034636095114036314,-0.005655108780108831,0.040291203894145144,-0.03643919397595852,-0.029611585310114708,-0.0068276086658438095,-0.08752042483660138,0.005489281959870196,-0.09300970679647158,-0.08752042483660138,0.005489281959870196,-0.09300970679647158,0.020358563005621777,0.026363464966406125,-0.006004901960784348,0.11432074302849371
d1_minus_d0,d1_vs_d0,pretrained_frozen,diagonal,on,11,0.10344551282051268,0.06060648909913613,0.08521113282142695,0.034636095114036314,-0.013988442113442245,0.04862453722747856,-0.03643919397595852,-0.029611585310114708,-0.0068276086658438095,-0.010419808949220677,0.06948129484894189,-0.07990110379816256,0.055448432286667626,0.12813228438228436,-0.07268385209561673,0.06570669934640527,0.14181563942593362,-0.07610894007952834,-0.0035412206936265844
d1_minus_d0,d1_vs_d0,pretrained_frozen,dense,off,11,-0.038056469674116744,0.013958019105077907,-0.04401737967914443,0.034636095114036314,-0.013988442113442245,0.04862453722747856,-0.03643919397595852,-0.029611585310114708,-0.0068276086658438095,-0.06806841034782213,-0.019163495817907383,-0.048904914529914745,-0.06806841034782213,-0.019163495817907383,-0.048904914529914745,-0.02221122423328309,-0.03466466131907303,0.012453437085789942,0.286221864843031
d1_minus_d0,d1_vs_d0,pretrained_frozen,dense,on,11,0.046315388043329186,0.02344085652909178,0.02439939553910142,0.034636095114036314,-0.013988442113442245,0.04862453722747856,-0.03643919397595852,-0.029611585310114708,-0.0068276086658438095,-0.029069541569541557,0.0323312308606426,-0.06140077243018416,-0.03730646396087578,-0.03325477626948209,-0.0040516876913936906,0.005391585538644328,0.029748988756341688,-0.02435740321769736,0.19767676696653158
pretrained_trainable_minus_dynamics_only,original,pretrained_trainable_vs_dynamics_only,ff,off,23,0.03330376731112028,0.02275641025641023,-0.016881913021618844,-0.031026612276612187,0.04070912747383337,-0.07173573975044556,0.046049865167512305,-0.04691456419397605,0.09296442936148835,0.05307600895836195,0.00980763517528227,0.04326837378307968,0.05307600895836195,0.00980763517528227,0.04326837378307968,0.030790655423008517,0.020205162484574102,0.010585492938434415,0.0
pretrained_frozen_minus_dynamics_only,original,pretrained_frozen_vs_dynamics_only,ff,off,23,-0.0018850838703778905,0.04343262946204118,-0.04191147904383191,-0.034909188034187966,-0.017787604552310432,-0.017121583481877534,0.005988904885963819,-0.07238119315325203,0.07837009803921585,-0.008226781388546156,0.00851901366607255,-0.016745795054618706,-0.008226781388546156,0.00851901366607255,-0.016745795054618706,0.04836415626856805,-0.0482384649664061,0.09660262123497415,0.0
pretrained_trainable_minus_frozen,original,pretrained_trainable_vs_pretrained_frozen,ff,off,23,0.03518885118149817,-0.020676219205630952,0.025029566022213068,0.003882575757575779,0.058496732026143805,-0.054614156268568026,0.040060960281548486,0.025466628959275983,0.014594331322272502,0.06130279034690811,0.0012886215092097197,0.06001416883769839,0.06130279034690811,0.0012886215092097197,0.06001416883769839,-0.01757350084555953,0.0684436274509802,-0.08601712829653974,0.0
pretrained_trainable_minus_dynamics_only,original,pretrained_trainable_vs_dynamics_only,diagonal,off,23,0.03192901869372444,-0.0073770796197266675,0.02878487933634999,-0.0474796037296038,-0.00023352872617576903,-0.047246075003428034,-0.004596873714520666,-0.018374782896841912,0.013777909182321246,0.04354518030988608,0.02414529914529917,0.019399881164586907,0.04354518030988608,0.02414529914529917,0.019399881164586907,0.04757829996800589,0.019261906394259287,0.0283163935737466,-0.08546234333313546
pretrained_frozen_minus_dynamics_only,original,pretrained_frozen_vs_dynamics_only,diagonal,off,23,-0.0016135620915033733,-0.016154760272407365,-0.02755681818181821,-0.0409722222222223,-0.012612836509895309,-0.02835938571232699,-0.03522655857214663,-0.0661906108597286,0.030964052287581978,0.048059069198775006,0.025458487590840573,0.022600581607934433,0.048059069198775006,0.025458487590840573,0.022600581607934433,0.00458273344302762,0.01786544746103569,-0.013282714018008068,-0.030573990222345193
pretrained_trainable_minus_frozen,original,pretrained_trainable_vs_pretrained_frozen,diagonal,off,23,0.033542580785227816,0.008777680652680697,0.0563416975181682,-0.0065073815073815044,0.01237930778371954,-0.018886689291101044,0.03062968485762596,0.04781582796288669,-0.01718614310526073,-0.004513888888888928,-0.0013131884455414022,-0.003200700443347526,-0.004513888888888928,-0.0013131884455414022,-0.003200700443347526,0.04299556652497827,0.0013964589332235988,0.04159910759175467,-0.05488835311079027
pretrained_trainable_minus_dynamics_only,original,pretrained_trainable_vs_dynamics_only,dense,off,23,0.040270921888568956,0.05063788335847161,0.05111651012386309,0.008534439416792217,0.032398504273504325,-0.02386406485671211,0.040438034188034155,0.06325386215092105,-0.022815827962886892,-0.004511317930435688,0.03497960372960368,-0.03949092166003937,-0.004511317930435688,0.03497960372960368,-0.03949092166003937,0.024609499977147065,0.08048428287398879,-0.055874782896841724,-0.07679017039790947
pretrained_frozen_minus_dynamics_only,original,pretrained_frozen_vs_dynamics_only,dense,off,23,-0.010887009232597333,0.1336629873394579,-0.013664787010375268,-0.03243778280542997,0.021187839937840014,-0.053625622743269985,0.00739321952557237,0.0003893573746515111,0.007003862150920859,-0.00917632204396912,0.07524552653229116,-0.08442184857626028,-0.00917632204396912,0.07524552653229116,-0.08442184857626028,0.014429075826134674,0.05375816993464061,-0.039329094108505935,0.2696105721321582
pretrained_trainable_minus_frozen,original,pretrained_trainable_vs_pretrained_frozen,dense,off,23,0.05115793112116629,-0.08302510398098628,0.06478129713423836,0.04097222222222219,0.011210664335664311,0.029761557886557877,0.033044814662461786,0.06286450477626954,-0.02981969011380775,0.004665004113533433,-0.04026592280268748,0.044930926916220915,0.004665004113533433,-0.04026592280268748,0.044930926916220915,0.01018042415101239,0.02672611293934818,-0.01654568878833579,-0.3464007425300677
diagonal_minus_ff,original,dynamics_only,diagonal_vs_ff,off,23,-0.04940139517345393,-0.08700609031491391,-0.03324663490104662,0.006063034188034333,-0.005174768042415123,0.011237802230449456,0.041215463458110446,-0.006190582293523428,0.047406045751633874,-0.0849871737739385,-0.066073775081128,-0.0189133986928105,-0.0849871737739385,-0.066073775081128,-0.0189133986928105,0.008630279034690824,0.006517379679144342,0.0021128993555464826,0.5787359909947106
dense_minus_ff,original,dynamics_only,dense_vs_ff,off,23,-0.13533596713743773,-0.20593834270304864,-0.1388898887060651,-0.0024714052287579946,-0.038975444490150446,0.03650403926139245,-0.0014043146396085504,-0.07277055052790354,0.071366235888295,-0.1284308012249189,-0.14921514351661397,0.020784342291695068,-0.1284308012249189,-0.14921514351661397,0.020784342291695068,-0.07529094679829967,-0.05318441770647658,-0.02210652909182309,1.5406156511233922
dense_minus_diagonal,original,dynamics_only,dense_vs_diagonal,off,23,-0.0859345719639838,-0.11893225238813473,-0.10564325380501849,-0.008534439416792328,-0.03380067644773532,0.025266237030942995,-0.042619778097719,-0.06657996823438012,0.02396019013666112,-0.043443627450980404,-0.08314136843548597,0.03969774098450557,-0.043443627450980404,-0.08314136843548597,0.03969774098450557,-0.0839212258329905,-0.059701797385620925,-0.024219428447369573,0.9618796601286815
diagonal_minus_ff,original,pretrained_trainable,diagonal_vs_ff,off,23,-0.05077614379084977,-0.11713958019105081,0.01242015745692221,-0.010389957264957284,-0.046117424242424265,0.03572746697746698,-0.009431275423922525,0.02234919900361071,-0.031780474427533234,-0.09451800242241437,-0.051736111111111094,-0.04278189131130328,-0.09451800242241437,-0.051736111111111094,-0.04278189131130328,0.025417923579688195,0.005574123588829527,0.019843799990858668,0.49327364766157517
dense_minus_ff,original,pretrained_trainable,dense_vs_ff,off,23,-0.12836881255998905,-0.17805686960098727,-0.07089146556058318,0.03708964646464641,-0.047286067690479494,0.0843757141551259,-0.0070161456190867,0.03739787581699355,-0.04441402143608025,-0.18601812811371654,-0.12404317496229256,-0.061974953151423984,-0.18601812811371654,-0.12404317496229256,-0.061974953151423984,-0.08147210224416113,0.007094702682938103,-0.08856680492709923,1.4638254807254827
dense_minus_diagonal,original,pretrained_trainable,dense_vs_diagonal,off,23,-0.07759266876913928,-0.06091728940993646,-0.08331162301750539,0.04747960372960369,-0.0011686434480552288,0.04864824717765892,0.002415129804835825,0.015048676813382844,-0.01263354700854702,-0.09150012569130217,-0.07230706385118146,-0.019193061840120706,-0.09150012569130217,-0.07230706385118146,-0.019193061840120706,-0.10689002582384932,0.0015205790941085762,-0.1084106049179579,0.9705518330639076
diagonal_minus_ff,original,pretrained_frozen,diagonal_vs_ff,off,23,-0.049129873394579415,-0.14659348004936246,-0.01889197403903292,0.0,0.0,0.0,0.0,0.0,0.0,-0.028701323186617334,-0.04913430115635997,0.02043297796974264,-0.028701323186617334,-0.04913430115635997,0.02043297796974264,-0.035151143790849604,0.07262129210658613,-0.10777243589743574,0.5481620007723654
