epoch,train_loss,val_balanced_accuracy,seed,condition
20,0.021281188731140727,0.13749999999999998,23,shuffle_5ms
21,0.019337116162988204,0.11607142857142859,23,shuffle_5ms
1,2.532204455967191,0.08333333333333333,23,shuffle_50ms
2,2.3117926633810697,0.08333333333333333,23,shuffle_50ms
3,2.125215129007267,0.08333333333333333,23,shuffle_50ms
4,1.9251369916940038,0.08333333333333333,23,shuffle_50ms
5,1.6885464297065251,0.09027777777777778,23,shuffle_50ms
6,1.3904390184185174,0.10555555555555557,23,shuffle_50ms
7,1.117444171181208,0.07222222222222223,23,shuffle_50ms
8,0.8515993356704712,0.08333333333333333,23,shuffle_50ms
9,0.6159989901735813,0.06283068783068783,23,shuffle_50ms
10,0.4171662300447874,0.05000000000000001,23,shuffle_50ms
11,0.28731778282907944,0.08194444444444444,23,shuffle_50ms
12,0.1853004320512844,0.10902777777777777,23,shuffle_50ms
13,0.12418602161769625,0.07013888888888889,23,shuffle_50ms
14,0.08234349515619158,0.08935185185185185,23,shuffle_50ms
15,0.058944924251188205,0.09444444444444444,23,shuffle_50ms
16,0.04824530691662921,0.10208333333333335,23,shuffle_50ms
17,0.03897775464420077,0.12638888888888888,23,shuffle_50ms
18,0.029937538400858263,0.08680555555555557,23,shuffle_50ms
19,0.02480139840347103,0.09652777777777778,23,shuffle_50ms
20,0.021089680728655826,0.10486111111111111,23,shuffle_50ms
21,0.01773084860436524,0.09375,23,shuffle_50ms
22,0.016073150642782072,0.09236111111111112,23,shuffle_50ms
23,0.014918344118927099,0.10069444444444443,23,shuffle_50ms
24,0.013367318630784372,0.07893518518518518,23,shuffle_50ms
25,0.011824504283693018,0.09375,23,shuffle_50ms
1,2.5089842639391935,0.08333333333333333,23,shuffle_100ms
2,2.259969548334049,0.08333333333333333,23,shuffle_100ms
3,2.0432439423814603,0.08333333333333333,23,shuffle_100ms
4,1.7992554993569096,0.1111111111111111,23,shuffle_100ms
5,1.5379293025294436,0.11805555555555554,23,shuffle_100ms
6,1.2848953702781774,0.13888888888888892,23,shuffle_100ms
7,1.0047098141682298,0.10555555555555556,23,shuffle_100ms
8,0.7750139772137509,0.14107142857142854,23,shuffle_100ms
9,0.554679352271406,0.1590277777777778,23,shuffle_100ms
10,0.3812978339346149,0.11805555555555557,23,shuffle_100ms
11,0.25049261371546155,0.15439814814814815,23,shuffle_100ms
12,0.1630082483155818,0.13842592592592592,23,shuffle_100ms
13,0.11111209720750398,0.16875000000000004,23,shuffle_100ms
14,0.08250671530826183,0.13356481481481483,23,shuffle_100ms
15,0.0564433580052249,0.15853174603174602,23,shuffle_100ms
16,0.044143242502137074,0.15555555555555556,23,shuffle_100ms
17,0.035755732391454,0.18482142857142858,23,shuffle_100ms
18,0.03402317911858046,0.14166666666666666,23,shuffle_100ms
19,0.03045053207138671,0.13194444444444445,23,shuffle_100ms
20,0.023408353116504754,0.10046296296296296,23,shuffle_100ms
21,0.01901135902521731,0.18472222222222223,23,shuffle_100ms
22,0.01627040972720973,0.17509920634920637,23,shuffle_100ms
23,0.015379137135570563,0.16944444444444443,23,shuffle_100ms
24,0.01255668367294571,0.16805555555555554,23,shuffle_100ms
25,0.011935837484330317,0.18263888888888888,23,shuffle_100ms
1,2.5238308423682105,0.08333333333333333,23,shuffle_200ms
2,2.281467642965196,0.08333333333333333,23,shuffle_200ms
3,2.0790228768240047,0.08333333333333333,23,shuffle_200ms
4,1.8346955414059796,0.11805555555555554,23,shuffle_200ms
5,1.579407326782806,0.10416666666666667,23,shuffle_200ms
6,1.3123670967319343,0.10416666666666667,23,shuffle_200ms
7,1.0246399965467332,0.16944444444444443,23,shuffle_200ms
8,0.7664121110228044,0.18819444444444444,23,shuffle_200ms
9,0.5620701335653474,0.15185185185185185,23,shuffle_200ms
10,0.40011622709564015,0.1699074074074074,23,shuffle_200ms
11,0.27242777430558507,0.19259259259259257,23,shuffle_200ms
12,0.17627447466307047,0.15972222222222224,23,shuffle_200ms
13,0.1227640014471887,0.1571759259259259,23,shuffle_200ms
14,0.08163870031697841,0.16273148148148145,23,shuffle_200ms
15,0.05969068257114555,0.1537037037037037,23,shuffle_200ms
16,0.0480249915979331,0.11898148148148151,23,shuffle_200ms
17,0.038964175560240503,0.19537037037037042,23,shuffle_200ms
18,0.03169855357536787,0.18796296296296297,23,shuffle_200ms
19,0.02434366559491882,0.19259259259259257,23,shuffle_200ms
20,0.022365076490972614,0.1699074074074074,23,shuffle_200ms
21,0.01977857298960414,0.1898148148148148,23,shuffle_200ms
22,0.017541541776890997,0.19212962962962962,23,shuffle_200ms
23,0.015127501709834684,0.1796296296296296,23,shuffle_200ms
24,0.01288252959287242,0.2037037037037037,23,shuffle_200ms
25,0.011687201883973954,0.17731481481481481,23,shuffle_200ms
26,0.01172009590258704,0.1564814814814815,23,shuffle_200ms
27,0.010693945491662886,0.17592592592592593,23,shuffle_200ms
28,0.009486871783303309,0.17037037037037037,23,shuffle_200ms
29,0.00887804509058029,0.18287037037037038,23,shuffle_200ms
30,0.008448475111228756,0.16342592592592592,23,shuffle_200ms
31,0.007856984092276307,0.17592592592592593,23,shuffle_200ms
32,0.007439087864152993,0.1703703703703704,23,shuffle_200ms
1,2.5283439521548114,0.08333333333333333,23,shuffle_500ms
2,2.316310879550403,0.08333333333333333,23,shuffle_500ms
3,2.118410474137415,0.09027777777777778,23,shuffle_500ms
4,1.8912244507029086,0.10416666666666667,23,shuffle_500ms
5,1.6435416061666948,0.08333333333333333,23,shuffle_500ms
6,1.375218226939817,0.16111111111111112,23,shuffle_500ms
7,1.1066506029684333,0.17500000000000002,23,shuffle_500ms
8,0.8744562102269523,0.25,23,shuffle_500ms
9,0.6572253590897669,0.1763888888888889,23,shuffle_500ms
10,0.4784661542765702,0.17037037037037037,23,shuffle_500ms
11,0.34387499810774114,0.2270833333333333,23,shuffle_500ms
12,0.23662569421001628,0.16666666666666666,23,shuffle_500ms
13,0.16371817396411412,0.17916666666666667,23,shuffle_500ms
14,0.10967098119892651,0.18680555555555556,23,shuffle_500ms
15,0.08167902748041515,0.19999999999999998,23,shuffle_500ms
16,0.06351429705001131,0.12361111111111112,23,shuffle_500ms
1,2.5518869599209557,0.08333333333333333,23,original
2,2.283469830887227,0.08333333333333333,23,original
3,2.0872869823552387,0.08333333333333333,23,original
4,1.8516201761704456,0.08333333333333333,23,original
5,1.594434241705303,0.13194444444444445,23,original
6,1.32258108145074,0.09861111111111111,23,original
7,1.032336893715436,0.1986111111111111,23,original
8,0.7817811498159095,0.25833333333333336,23,original
9,0.5691537117656273,0.21666666666666667,23,original
10,0.40321410683136955,0.2523148148148148,23,original
11,0.2859127864807467,0.21805555555555556,23,original
12,0.19304037226151816,0.2263888888888889,23,original
13,0.12541856050868577,0.2722222222222222,23,original
14,0.09266176621747922,0.17685185185185184,23,original
15,0.06500219987540305,0.2159722222222222,23,original
16,0.048995974273244036,0.20833333333333334,23,original
17,0.04010378824004644,0.2678240740740741,23,original
18,0.035548062311320364,0.17060185185185187,23,original
19,0.031524872383739376,0.22083333333333335,23,original
20,0.026830263506573967,0.22731481481481478,23,original
21,0.02158398999349226,0.19768518518518519,23,original
1,2.541238277773314,0.08333333333333333,37,shuffle_5ms
2,2.3142045328888714,0.08333333333333333,37,shuffle_5ms
3,2.1307962212381484,0.08333333333333333,37,shuffle_5ms
4,1.9237566220609448,0.08333333333333333,37,shuffle_5ms
5,1.6842521504510808,0.08333333333333333,37,shuffle_5ms
6,1.41104387784306,0.13194444444444445,37,shuffle_5ms
7,1.1213204785238338,0.13065476190476188,37,shuffle_5ms
8,0.8562504845329478,0.15555555555555556,37,shuffle_5ms
9,0.6077953837340391,0.08194444444444444,37,shuffle_5ms
10,0.4224226523803759,0.10069444444444443,37,shuffle_5ms
11,0.27553131799154645,0.10555555555555556,37,shuffle_5ms
12,0.1751442992989021,0.10000000000000002,37,shuffle_5ms
13,0.11653000823681868,0.16828703703703704,37,shuffle_5ms
14,0.08136937955889521,0.11759259259259258,37,shuffle_5ms
15,0.05706216932474813,0.11944444444444445,37,shuffle_5ms
16,0.04514735489140583,0.13773148148148148,37,shuffle_5ms
17,0.036375709585373915,0.12175925925925925,37,shuffle_5ms
18,0.031234602196307124,0.15162037037037038,37,shuffle_5ms
19,0.025547704671191263,0.11944444444444445,37,shuffle_5ms
20,0.022307892200313036,0.13495370370370371,37,shuffle_5ms
21,0.018039039548345005,0.1564814814814815,37,shuffle_5ms
1,2.515322247637978,0.08333333333333333,37,shuffle_50ms
2,2.2860949854307537,0.08333333333333333,37,shuffle_50ms
3,2.079821155041079,0.08333333333333333,37,shuffle_50ms
4,1.8628489624095868,0.09027777777777778,37,shuffle_50ms
5,1.6240174061135402,0.1875,37,shuffle_50ms
6,1.3706569837618479,0.14930555555555555,37,shuffle_50ms
7,1.0967702850510803,0.15833333333333333,37,shuffle_50ms
8,0.8402607508852512,0.16527777777777777,37,shuffle_50ms
9,0.5960043223598336,0.1738425925925926,37,shuffle_50ms
10,0.4145756903328473,0.09722222222222222,37,shuffle_50ms
11,0.2801127867608131,0.06805555555555556,37,shuffle_50ms
12,0.19587978513180454,0.13541666666666666,37,shuffle_50ms
13,0.13050699705564522,0.11944444444444445,37,shuffle_50ms
1,2.5352625605426256,0.08333333333333333,37,shuffle_100ms
2,2.3095891928370995,0.08333333333333333,37,shuffle_100ms
3,2.1197614850877207,0.08333333333333333,37,shuffle_100ms
4,1.9020976643019085,0.10416666666666667,37,shuffle_100ms
5,1.6818326500397693,0.09027777777777778,37,shuffle_100ms
6,1.4412213322482532,0.10833333333333334,37,shuffle_100ms
7,1.1713586200641681,0.13333333333333333,37,shuffle_100ms
8,0.8981503700908227,0.1449074074074074,37,shuffle_100ms
9,0.6567618892162661,0.10416666666666667,37,shuffle_100ms
10,0.49130050743682474,0.13194444444444445,37,shuffle_100ms
11,0.3379463677919364,0.1689814814814815,37,shuffle_100ms
12,0.21799208054059668,0.10925925925925924,37,shuffle_100ms
13,0.14667840735821785,0.13749999999999998,37,shuffle_100ms
14,0.09862928026461903,0.17533068783068784,37,shuffle_100ms
15,0.07388072847565517,0.15439814814814815,37,shuffle_100ms
16,0.053812080310492574,0.13842592592592592,37,shuffle_100ms
17,0.04103761486992051,0.1412037037037037,37,shuffle_100ms
18,0.033678988442768024,0.15634920634920632,37,shuffle_100ms
19,0.02904205568889274,0.14953703703703702,37,shuffle_100ms
20,0.024301451713412622,0.15588624338624338,37,shuffle_100ms
21,0.020361961985502063,0.1550925925925926,37,shuffle_100ms
22,0.017859629485048826,0.1412037037037037,37,shuffle_100ms
1,2.5431725797773916,0.08333333333333333,37,shuffle_200ms
2,2.3030198133444486,0.08333333333333333,37,shuffle_200ms
3,2.114243268966675,0.08333333333333333,37,shuffle_200ms
4,1.9000070351588576,0.08333333333333333,37,shuffle_200ms
5,1.6465803837474389,0.09722222222222221,37,shuffle_200ms
6,1.3589150030401689,0.16666666666666666,37,shuffle_200ms
7,1.0855725799934774,0.12638888888888888,37,shuffle_200ms
8,0.8166579838040509,0.1361111111111111,37,shuffle_200ms
9,0.5780910449691966,0.09722222222222222,37,shuffle_200ms
10,0.40081591508056547,0.10694444444444445,37,shuffle_200ms
11,0.27185801143133187,0.15162037037037038,37,shuffle_200ms
12,0.1843685509660576,0.11203703703703703,37,shuffle_200ms
13,0.1227068083384369,0.11421957671957671,37,shuffle_200ms
14,0.08797240200676495,0.18078703703703702,37,shuffle_200ms
15,0.06343401114963278,0.15648148148148147,37,shuffle_200ms
16,0.05711830115016503,0.07893518518518519,37,shuffle_200ms
17,0.037933968950676016,0.1277777777777778,37,shuffle_200ms
18,0.031906147687872755,0.1310185185185185,37,shuffle_200ms
19,0.027794340012382856,0.11412037037037037,37,shuffle_200ms
20,0.02197343773574014,0.1023148148148148,37,shuffle_200ms
21,0.019085429585244083,0.12013888888888889,37,shuffle_200ms
22,0.01609653295784057,0.13680555555555554,37,shuffle_200ms
1,2.518236769905573,0.08333333333333333,37,shuffle_500ms
2,2.28578976739811,0.08333333333333333,37,shuffle_500ms
3,2.077672964409937,0.09027777777777778,37,shuffle_500ms
4,1.8441739474670797,0.09722222222222222,37,shuffle_500ms
5,1.6125371939019313,0.08333333333333333,37,shuffle_500ms
6,1.3408443550520306,0.13888888888888887,37,shuffle_500ms
7,1.0720540813252897,0.19027777777777777,37,shuffle_500ms
8,0.8164422761035871,0.2070436507936508,37,shuffle_500ms
9,0.5902727932869634,0.26640211640211636,37,shuffle_500ms
10,0.41223584172091904,0.19140211640211638,37,shuffle_500ms
11,0.28822292029103147,0.1648148148148148,37,shuffle_500ms
12,0.1902352918552447,0.19894179894179895,37,shuffle_500ms
13,0.13112527537572233,0.19894179894179895,37,shuffle_500ms
14,0.08956849622198298,0.17764550264550263,37,shuffle_500ms
15,0.06397855861843386,0.18482142857142858,37,shuffle_500ms
16,0.047308940157482895,0.22533068783068785,37,shuffle_500ms
17,0.03816290779770175,0.20578703703703705,37,shuffle_500ms
1,2.521657195272325,0.08333333333333333,37,original
2,2.285556790194934,0.08333333333333333,37,original
3,2.114912781534316,0.10416666666666667,37,original
4,1.8732358337957649,0.1527777777777778,37,original
5,1.6020798245562782,0.08333333333333333,37,original
6,1.3364539825463597,0.17361111111111113,37,original
7,1.043170702608326,0.1875,37,original
8,0.7837434735479234,0.2064814814814815,37,original
9,0.5525563574289973,0.1947751322751323,37,original
10,0.38995292254641084,0.17222222222222225,37,original
11,0.2629999246778367,0.20300925925925925,37,original
12,0.18024622847007798,0.19398148148148145,37,original
13,0.1213499520775638,0.16203703703703706,37,original
14,0.08668910504519185,0.23078703703703704,37,original
15,0.05996854193037069,0.22592592592592595,37,original
16,0.044611959281978725,0.23981481481481481,37,original
17,0.03371435328374935,0.2134259259259259,37,original
18,0.03057345762094365,0.23862433862433863,37,original
19,0.02560019210169587,0.21064814814814814,37,original
20,0.021633414976015876,0.2064814814814815,37,original
21,0.019384802330898333,0.24537037037037035,37,original
22,0.01684253346882289,0.20925925925925926,37,original
23,0.01621793983857843,0.23981481481481481,37,original
24,0.01351086050271988,0.19814814814814816,37,original
25,0.012060853652656078,0.24953703703703703,37,original
26,0.011740083535072169,0.2308862433862434,37,original
27,0.010760206858851488,0.2564814814814815,37,original
28,0.009798247543977031,0.23842592592592593,37,original
29,0.008720817857810969,0.24814814814814815,37,original
30,0.008479746088055493,0.23564814814814816,37,original
31,0.007569167544900239,0.23287037037037037,37,original
32,0.006911542643851872,0.2564814814814815,37,original
33,0.0067399295659948,0.22314814814814812,37,original
34,0.006368289913840686,0.2412037037037037,37,original
35,0.005629820118457834,0.2314814814814815,37,original
1,2.5431218117098267,0.08333333333333333,53,shuffle_5ms
2,2.3149535625795776,0.08333333333333333,53,shuffle_5ms
3,2.1485210581670833,0.08333333333333333,53,shuffle_5ms
4,1.9578971319560763,0.08333333333333333,53,shuffle_5ms
5,1.7158898507492453,0.09722222222222222,53,shuffle_5ms
6,1.4660290917263756,0.1111111111111111,53,shuffle_5ms
7,1.1772720391237284,0.10555555555555553,53,shuffle_5ms
8,0.9029719535308548,0.1521825396825397,53,shuffle_5ms
9,0.6788552908957759,0.18075396825396825,53,shuffle_5ms
10,0.4715397410754916,0.10555555555555556,53,shuffle_5ms
11,0.32710446172122715,0.12083333333333335,53,shuffle_5ms
12,0.21612376842317702,0.11388888888888889,53,shuffle_5ms
13,0.13492536761715443,0.15079365079365079,53,shuffle_5ms
14,0.0913493960529943,0.11944444444444445,53,shuffle_5ms
15,0.06688937488236005,0.12787698412698412,53,shuffle_5ms
16,0.04982209054729606,0.13134920634920635,53,shuffle_5ms
17,0.04074553060757963,0.11884920634920633,53,shuffle_5ms
1,2.547223021712484,0.08333333333333333,53,shuffle_50ms
2,2.339150685298292,0.08333333333333333,53,shuffle_50ms
3,2.163667524917216,0.08333333333333333,53,shuffle_50ms
4,1.9588124902942512,0.08333333333333333,53,shuffle_50ms
5,1.7320242622230626,0.10416666666666667,53,shuffle_50ms
6,1.4635412677933899,0.13194444444444445,53,shuffle_50ms
7,1.1812449074998688,0.1111111111111111,53,shuffle_50ms
8,0.9048838215538219,0.18492063492063493,53,shuffle_50ms
9,0.6736713187604011,0.1259920634920635,53,shuffle_50ms
10,0.45402074539208714,0.12222222222222223,53,shuffle_50ms
11,0.3153304416167585,0.11746031746031745,53,shuffle_50ms
12,0.20967117461222637,0.07361111111111111,53,shuffle_50ms
13,0.1389756597861459,0.0763888888888889,53,shuffle_50ms
14,0.09809561922580382,0.135515873015873,53,shuffle_50ms
15,0.06745252871437918,0.11759259259259258,53,shuffle_50ms
16,0.05048750331507453,0.11319444444444444,53,shuffle_50ms
1,2.5505174021177655,0.08333333333333333,53,shuffle_100ms
2,2.3084513658209693,0.08333333333333333,53,shuffle_100ms
3,2.1044418328925025,0.08333333333333333,53,shuffle_100ms
4,1.8915613557718978,0.10416666666666667,53,shuffle_100ms
5,1.6469276207911818,0.10416666666666667,53,shuffle_100ms
6,1.4098219886610779,0.09722222222222222,53,shuffle_100ms
7,1.1501977262617666,0.13194444444444445,53,shuffle_100ms
8,0.8849363794809655,0.14246031746031748,53,shuffle_100ms
9,0.6698255244689651,0.1763888888888889,53,shuffle_100ms
10,0.46823860346516477,0.1173611111111111,53,shuffle_100ms
11,0.3253529701806322,0.17083333333333336,53,shuffle_100ms
12,0.2142204121698307,0.13134920634920635,53,shuffle_100ms
13,0.14614633895173856,0.10694444444444445,53,shuffle_100ms
14,0.09945267655804188,0.1388888888888889,53,shuffle_100ms
15,0.07030643296392658,0.1574074074074074,53,shuffle_100ms
16,0.05310006552859198,0.14675925925925928,53,shuffle_100ms
