seed,sample_index,relation,lag_steps,lag_ms,layer,state,corr_mean,count
23,1,within,4,62.5,L1,spike50,0.8019873554308083,60
23,1,within,4,62.5,L1,syn_current,0.8739809636091841,60
23,1,within,4,62.5,L1,pre_reset,0.9028443462509781,60
23,1,within,4,62.5,L2,spike50,0.7875443492544124,60
23,1,within,4,62.5,L2,syn_current,0.8442697446386747,60
23,1,within,4,62.5,L2,pre_reset,0.8746973025011879,60
23,1,within,8,125.0,L1,spike50,0.704155520398881,52
23,1,within,8,125.0,L1,syn_current,0.8082468026573937,52
23,1,within,8,125.0,L1,pre_reset,0.8372406191575256,52
23,1,within,8,125.0,L2,spike50,0.5799767434885162,52
23,1,within,8,125.0,L2,syn_current,0.67916169665505,52
23,1,within,8,125.0,L2,pre_reset,0.7009764982521992,52
23,1,within,16,250.0,L1,spike50,0.6764054157983368,36
23,1,within,16,250.0,L1,syn_current,0.7691365069092713,36
23,1,within,16,250.0,L1,pre_reset,0.7951376521684027,36
23,1,within,16,250.0,L2,spike50,0.25153471114089,36
23,1,within,16,250.0,L2,syn_current,0.323342608802537,36
23,1,within,16,250.0,L2,pre_reset,0.3382370386171022,36
23,1,across,16,250.0,L1,spike50,0.5513934632768113,7
23,1,across,16,250.0,L1,syn_current,0.7794643405618471,7
23,1,across,16,250.0,L1,pre_reset,0.8114142230885035,7
23,1,across,16,250.0,L2,spike50,0.29903031499968025,7
23,1,across,16,250.0,L2,syn_current,0.38552911112632604,7
23,1,across,16,250.0,L2,pre_reset,0.41716703380119174,7
23,2,within,1,15.625,L1,spike50,0.927034734121396,31
23,2,within,1,15.625,L1,syn_current,0.955645051621545,31
23,2,within,1,15.625,L1,pre_reset,0.9707030816160782,31
23,2,within,1,15.625,L2,spike50,0.9738348863993712,31
23,2,within,1,15.625,L2,syn_current,0.9688137801339275,31
23,2,within,1,15.625,L2,pre_reset,0.9866520374235858,31
23,2,within,2,31.25,L1,spike50,0.8749914314287786,29
23,2,within,2,31.25,L1,syn_current,0.9185625497741994,29
23,2,within,2,31.25,L1,pre_reset,0.9478170709648899,29
23,2,within,2,31.25,L2,spike50,0.9200873620237886,29
23,2,within,2,31.25,L2,syn_current,0.9497072047710039,29
23,2,within,2,31.25,L2,pre_reset,0.9653495414799096,29
23,2,within,4,62.5,L1,spike50,0.6912227404830056,25
23,2,within,4,62.5,L1,syn_current,0.8497531065974239,25
23,2,within,4,62.5,L1,pre_reset,0.8899117031116408,25
23,2,within,4,62.5,L2,spike50,0.7692651346657197,25
23,2,within,4,62.5,L2,syn_current,0.8737907123238939,25
23,2,within,4,62.5,L2,pre_reset,0.8943205577174201,25
23,2,within,8,125.0,L1,spike50,0.4826640541843369,17
23,2,within,8,125.0,L1,syn_current,0.7433133279578937,17
23,2,within,8,125.0,L1,pre_reset,0.7975883116698906,17
23,2,within,8,125.0,L2,spike50,0.5236112677813428,17
23,2,within,8,125.0,L2,syn_current,0.6983733418994494,17
23,2,within,8,125.0,L2,pre_reset,0.7179648932385939,17
23,2,within,16,250.0,L1,spike50,0.13403067418820724,1
23,2,within,16,250.0,L1,syn_current,0.4848790690260885,1
23,2,within,16,250.0,L1,pre_reset,0.5936260080828519,1
23,2,within,16,250.0,L2,spike50,-0.14259048555105971,1
23,2,within,16,250.0,L2,syn_current,0.061549757844559114,1
23,2,within,16,250.0,L2,pre_reset,0.09412306465786044,1
23,2,across,16,250.0,L1,spike50,0.6334765209210926,4
23,2,across,16,250.0,L1,syn_current,0.7541810955019723,4
23,2,across,16,250.0,L1,pre_reset,0.7964955681011191,4
23,2,across,16,250.0,L2,spike50,0.36685290550315197,4
23,2,across,16,250.0,L2,syn_current,0.3959970650053779,4
23,2,across,16,250.0,L2,pre_reset,0.3733751148512496,4
23,3,within,1,15.625,L1,spike50,0.9533080359908626,68
23,3,within,1,15.625,L1,syn_current,0.959037662897625,70
23,3,within,1,15.625,L1,pre_reset,0.9751648956618187,70
23,3,within,1,15.625,L2,spike50,0.9629043901092604,64
23,3,within,1,15.625,L2,syn_current,0.9459028361181071,68
23,3,within,1,15.625,L2,pre_reset,0.9675941889955705,68
23,3,within,2,31.25,L1,spike50,0.9239450332637865,65
23,3,within,2,31.25,L1,syn_current,0.9199262029152164,67
23,3,within,2,31.25,L1,pre_reset,0.9476538664083964,67
23,3,within,2,31.25,L2,spike50,0.9241684721736584,61
23,3,within,2,31.25,L2,syn_current,0.923335586338768,65
23,3,within,2,31.25,L2,pre_reset,0.9447631556730101,65
23,3,within,4,62.5,L1,spike50,0.8299784887252413,59
23,3,within,4,62.5,L1,syn_current,0.8549854940169443,61
23,3,within,4,62.5,L1,pre_reset,0.8833510357175354,61
23,3,within,4,62.5,L2,spike50,0.8024204459890453,55
23,3,within,4,62.5,L2,syn_current,0.8495365527373829,59
23,3,within,4,62.5,L2,pre_reset,0.8758529823345197,59
23,3,within,8,125.0,L1,spike50,0.7699856434047515,47
23,3,within,8,125.0,L1,syn_current,0.7868941788034209,49
23,3,within,8,125.0,L1,pre_reset,0.8067119403561183,49
23,3,within,8,125.0,L2,spike50,0.65307309841963,43
23,3,within,8,125.0,L2,syn_current,0.7359662109612524,47
23,3,within,8,125.0,L2,pre_reset,0.7589757958957923,47
23,3,across,8,125.0,L1,spike50,0.7971872036890408,1
23,3,across,8,125.0,L1,syn_current,0.7808093856654956,1
23,3,across,8,125.0,L1,pre_reset,0.7889216673328683,1
23,3,across,8,125.0,L2,spike50,0.3964165349448314,1
23,3,across,8,125.0,L2,syn_current,0.42003515714588124,1
23,3,across,8,125.0,L2,pre_reset,0.43034156812528623,1
23,3,within,16,250.0,L1,spike50,0.8046798648683244,23
23,3,within,16,250.0,L1,syn_current,0.8176535005068173,25
23,3,within,16,250.0,L1,pre_reset,0.8334574599533573,25
23,3,within,16,250.0,L2,spike50,0.47339356337043037,22
23,3,within,16,250.0,L2,syn_current,0.6009400387003304,23
23,3,within,16,250.0,L2,pre_reset,0.6115264262538767,23
23,3,across,16,250.0,L1,spike50,0.7529407943425075,16
23,3,across,16,250.0,L1,syn_current,0.8053854239184759,16
23,3,across,16,250.0,L1,pre_reset,0.8134449986214967,16
23,3,across,16,250.0,L2,spike50,0.3068366120100627,16
23,3,across,16,250.0,L2,syn_current,0.3825500696556463,16
23,3,across,16,250.0,L2,pre_reset,0.36468828880229176,16
23,4,within,1,15.625,L1,spike50,0.9431200835033617,77
23,4,within,1,15.625,L1,syn_current,0.9610080719111692,77
23,4,within,1,15.625,L1,pre_reset,0.9761285765668186,77
23,4,within,1,15.625,L2,spike50,0.9753877829313866,77
23,4,within,1,15.625,L2,syn_current,0.9756731138098549,77
23,4,within,1,15.625,L2,pre_reset,0.9900320696791253,77
23,4,within,2,31.25,L1,spike50,0.9100870598512047,75
23,4,within,2,31.25,L1,syn_current,0.9277663087085343,75
23,4,within,2,31.25,L1,pre_reset,0.9526578132158859,75
23,4,within,2,31.25,L2,spike50,0.9391136177726858,75
23,4,within,2,31.25,L2,syn_current,0.961621026161022,75
23,4,within,2,31.25,L2,pre_reset,0.976515270028037,75
23,4,within,4,62.5,L1,spike50,0.7965539668793195,71
23,4,within,4,62.5,L1,syn_current,0.8690832220916471,71
23,4,within,4,62.5,L1,pre_reset,0.8972263251213528,71
23,4,within,4,62.5,L2,spike50,0.8285832389335922,71
23,4,within,4,62.5,L2,syn_current,0.9178418053247769,71
23,4,within,4,62.5,L2,pre_reset,0.9365023932043891,71
23,4,within,8,125.0,L1,spike50,0.688248360744432,63
23,4,within,8,125.0,L1,syn_current,0.7843613339142974,63
23,4,within,8,125.0,L1,pre_reset,0.8079059543579361,63
23,4,within,8,125.0,L2,spike50,0.6461208174653673,63
23,4,within,8,125.0,L2,syn_current,0.8069241088990041,63
23,4,within,8,125.0,L2,pre_reset,0.8296871301552557,63
23,4,across,8,125.0,L1,spike50,0.7647930693596393,3
23,4,across,8,125.0,L1,syn_current,0.7997512098958367,3
23,4,across,8,125.0,L1,pre_reset,0.8200917724894786,3
23,4,across,8,125.0,L2,spike50,0.7871846981865387,3
23,4,across,8,125.0,L2,syn_current,0.806386394580444,3
23,4,across,8,125.0,L2,pre_reset,0.8635678816278874,3
23,4,within,16,250.0,L1,spike50,0.557370539824967,47
23,4,within,16,250.0,L1,syn_current,0.7150517973727758,47
23,4,within,16,250.0,L1,pre_reset,0.7366662680446388,47
23,4,within,16,250.0,L2,spike50,0.38852236508670773,47
23,4,within,16,250.0,L2,syn_current,0.5788331874632195,47
23,4,within,16,250.0,L2,pre_reset,0.5933032239569547,47
23,4,across,16,250.0,L1,spike50,0.6501403668996129,11
23,4,across,16,250.0,L1,syn_current,0.6657382795178198,11
23,4,across,16,250.0,L1,pre_reset,0.7034672687919699,11
23,4,across,16,250.0,L2,spike50,0.5205973461796259,11
23,4,across,16,250.0,L2,syn_current,0.691737176660605,11
23,4,across,16,250.0,L2,pre_reset,0.7371514342707554,11
23,5,within,1,15.625,L1,spike50,0.9296128702751367,46
23,5,within,1,15.625,L1,syn_current,0.9586705530048312,46
23,5,within,1,15.625,L1,pre_reset,0.9731091193968501,46
23,5,within,1,15.625,L2,spike50,0.9804256626071856,46
23,5,within,1,15.625,L2,syn_current,0.9851486032859221,46
23,5,within,1,15.625,L2,pre_reset,0.9933528785044612,46
23,5,within,2,31.25,L1,spike50,0.8912095890049865,45
23,5,within,2,31.25,L1,syn_current,0.9208682486775749,45
23,5,within,2,31.25,L1,pre_reset,0.9473208706037397,45
23,5,within,2,31.25,L2,spike50,0.952431846700024,45
23,5,within,2,31.25,L2,syn_current,0.971446672776491,45
23,5,within,2,31.25,L2,pre_reset,0.9826087785513541,45
23,5,within,4,62.5,L1,spike50,0.7553432565236617,43
23,5,within,4,62.5,L1,syn_current,0.8560355338095811,43
23,5,within,4,62.5,L1,pre_reset,0.8870938287132949,43
23,5,within,4,62.5,L2,spike50,0.8670391438631151,43
23,5,within,4,62.5,L2,syn_current,0.9403318869176158,43
23,5,within,4,62.5,L2,pre_reset,0.954606046483347,43
23,5,within,8,125.0,L1,spike50,0.6330758328735008,39
23,5,within,8,125.0,L1,syn_current,0.7643701733415673,39
23,5,within,8,125.0,L1,pre_reset,0.7984747104277948,39
23,5,within,8,125.0,L2,spike50,0.7325765990538933,39
23,5,within,8,125.0,L2,syn_current,0.8752619759078549,39
23,5,within,8,125.0,L2,pre_reset,0.8975108335805247,39
23,5,within,16,250.0,L1,spike50,0.4963707317647401,31
23,5,within,16,250.0,L1,syn_current,0.6484639784543269,31
23,5,within,16,250.0,L1,pre_reset,0.6865828800081485,31
23,5,within,16,250.0,L2,spike50,0.5516463535681259,31
23,5,within,16,250.0,L2,syn_current,0.7723257753318066,31
23,5,within,16,250.0,L2,pre_reset,0.8012241815872811,31
23,6,within,1,15.625,L1,spike50,0.9471792980839359,57
23,6,within,1,15.625,L1,syn_current,0.9597157264031617,58
23,6,within,1,15.625,L1,pre_reset,0.9748133395060661,58
23,6,within,1,15.625,L2,spike50,0.9596473117996838,55
23,6,within,1,15.625,L2,syn_current,0.9483683957998615,57
23,6,within,1,15.625,L2,pre_reset,0.9710981625675533,57
23,6,within,2,31.25,L1,spike50,0.9163051724175041,54
23,6,within,2,31.25,L1,syn_current,0.924155496203626,55
23,6,within,2,31.25,L1,pre_reset,0.9492195981788917,55
23,6,within,2,31.25,L2,spike50,0.9168193115755042,52
23,6,within,2,31.25,L2,syn_current,0.9140767293702886,54
23,6,within,2,31.25,L2,pre_reset,0.9391923227816613,54
23,6,across,2,31.25,L1,spike50,0.923091222066851,1
23,6,across,2,31.25,L1,syn_current,0.9755556797032843,1
23,6,across,2,31.25,L1,pre_reset,0.9710231056700622,1
23,6,across,2,31.25,L2,spike50,0.9268852791385803,1
23,6,across,2,31.25,L2,syn_current,0.9760905467503893,1
23,6,across,2,31.25,L2,pre_reset,0.9806826316053442,1
23,6,within,4,62.5,L1,spike50,0.8082988356080055,48
23,6,within,4,62.5,L1,syn_current,0.8592731050565839,49
23,6,within,4,62.5,L1,pre_reset,0.8863924315711178,49
23,6,within,4,62.5,L2,spike50,0.7877376409744525,46
23,6,within,4,62.5,L2,syn_current,0.8422420710190438,48
23,6,within,4,62.5,L2,pre_reset,0.8675440291315196,48
23,6,across,4,62.5,L1,spike50,0.8332645830654689,3
23,6,across,4,62.5,L1,syn_current,0.9376111382066407,3
23,6,across,4,62.5,L1,pre_reset,0.9495388141186508,3
23,6,across,4,62.5,L2,spike50,0.8614837089715818,3
23,6,across,4,62.5,L2,syn_current,0.9226862196109801,3
23,6,across,4,62.5,L2,pre_reset,0.9460142646405288,3
23,6,within,8,125.0,L1,spike50,0.7213349106826961,36
23,6,within,8,125.0,L1,syn_current,0.7981551595925349,37
23,6,within,8,125.0,L1,pre_reset,0.8185139330408312,37
23,6,within,8,125.0,L2,spike50,0.6167826364983084,34
23,6,within,8,125.0,L2,syn_current,0.6949849798849771,36
23,6,within,8,125.0,L2,pre_reset,0.7253921784909628,36
23,6,across,8,125.0,L1,spike50,0.7797695048104842,7
23,6,across,8,125.0,L1,syn_current,0.8327780286807543,7
23,6,across,8,125.0,L1,pre_reset,0.8552500434736753,7
23,6,across,8,125.0,L2,spike50,0.7510273925192771,7
23,6,across,8,125.0,L2,syn_current,0.8258497773478659,7
23,6,across,8,125.0,L2,pre_reset,0.8310920316059169,7
23,6,within,16,250.0,L1,spike50,0.7920080235527306,13
23,6,within,16,250.0,L1,syn_current,0.8255429819664335,13
23,6,within,16,250.0,L1,pre_reset,0.83289631333879,13
23,6,within,16,250.0,L2,spike50,0.563368804362806,13
23,6,within,16,250.0,L2,syn_current,0.6750121833857844,13
23,6,within,16,250.0,L2,pre_reset,0.6879855663259653,13
23,6,across,16,250.0,L1,spike50,0.6435495023781045,23
23,6,across,16,250.0,L1,syn_current,0.7798281612039496,23
23,6,across,16,250.0,L1,pre_reset,0.8062136179426266,23
23,6,across,16,250.0,L2,spike50,0.4968028082301326,21
23,6,across,16,250.0,L2,syn_current,0.5874885556877263,23
23,6,across,16,250.0,L2,pre_reset,0.600073910041888,23
23,7,within,1,15.625,L1,spike50,0.9444179165671934,58
23,7,within,1,15.625,L1,syn_current,0.9627917952770265,58
23,7,within,1,15.625,L1,pre_reset,0.9752663577530679,58
23,7,within,1,15.625,L2,spike50,0.967912974631953,58
23,7,within,1,15.625,L2,syn_current,0.9652713958660685,58
23,7,within,1,15.625,L2,pre_reset,0.9828860613632411,58
23,7,within,2,31.25,L1,spike50,0.9128720120638254,56
23,7,within,2,31.25,L1,syn_current,0.9271850461285067,56
23,7,within,2,31.25,L1,pre_reset,0.9513763506229174,56
23,7,within,2,31.25,L2,spike50,0.9163807522674199,56
23,7,within,2,31.25,L2,syn_current,0.9381876780326355,56
23,7,within,2,31.25,L2,pre_reset,0.9563843436510661,56
23,7,within,4,62.5,L1,spike50,0.7952061823865364,52
23,7,within,4,62.5,L1,syn_current,0.8679917375444307,52
23,7,within,4,62.5,L1,pre_reset,0.8954993894651078,52
23,7,within,4,62.5,L2,spike50,0.7610681378151168,52
23,7,within,4,62.5,L2,syn_current,0.8457598904566628,52
23,7,within,4,62.5,L2,pre_reset,0.8725560967019272,52
23,7,within,8,125.0,L1,spike50,0.6607266543190717,44
23,7,within,8,125.0,L1,syn_current,0.7745091900448013,44
23,7,within,8,125.0,L1,pre_reset,0.7995820545187748,44
23,7,within,8,125.0,L2,spike50,0.4919492799494179,44
23,7,within,8,125.0,L2,syn_current,0.6406723189574935,44
23,7,within,8,125.0,L2,pre_reset,0.6711153893556943,44
23,7,within,16,250.0,L1,spike50,0.5840804243571416,28
23,7,within,16,250.0,L1,syn_current,0.6313772407133509,28
23,7,within,16,250.0,L1,pre_reset,0.6495217454175901,28
23,7,within,16,250.0,L2,spike50,0.23854706225447536,28
23,7,within,16,250.0,L2,syn_current,0.32585700494658,28
23,7,within,16,250.0,L2,pre_reset,0.3654618593161661,28
23,7,across,16,250.0,L1,spike50,0.6955035623093525,6
23,7,across,16,250.0,L1,syn_current,0.8320531493751475,6
23,7,across,16,250.0,L1,pre_reset,0.8620241058141781,6
23,7,across,16,250.0,L2,spike50,0.2871953126947669,6
23,7,across,16,250.0,L2,syn_current,0.44782186865346113,6
23,7,across,16,250.0,L2,pre_reset,0.4948889288959805,6
23,8,within,1,15.625,L1,spike50,0.9475793386958313,59
23,8,within,1,15.625,L1,syn_current,0.9649706440039254,59
23,8,within,1,15.625,L1,pre_reset,0.977123449111858,59
23,8,within,1,15.625,L2,spike50,0.9685329135373959,59
23,8,within,1,15.625,L2,syn_current,0.958989714770469,59
23,8,within,1,15.625,L2,pre_reset,0.981797471093251,59
23,8,within,2,31.25,L1,spike50,0.9204073464352944,56
23,8,within,2,31.25,L1,syn_current,0.934318376332881,56
23,8,within,2,31.25,L1,pre_reset,0.956988425842513,56
23,8,within,2,31.25,L2,spike50,0.9178063949796246,56
23,8,within,2,31.25,L2,syn_current,0.9350481527475375,56
23,8,within,2,31.25,L2,pre_reset,0.9574162659363328,56
23,8,within,4,62.5,L1,spike50,0.8120885384634764,50
23,8,within,4,62.5,L1,syn_current,0.8814037071686855,50
23,8,within,4,62.5,L1,pre_reset,0.907335794825119,50
23,8,within,4,62.5,L2,spike50,0.7691869417208236,50
23,8,within,4,62.5,L2,syn_current,0.8597321919689794,50
23,8,within,4,62.5,L2,pre_reset,0.8840001619792208,50
23,8,within,8,125.0,L1,spike50,0.6928962430171812,38
23,8,within,8,125.0,L1,syn_current,0.8049808609530699,38
23,8,within,8,125.0,L1,pre_reset,0.8312001516904873,38
23,8,within,8,125.0,L2,spike50,0.5172197689662192,38
23,8,within,8,125.0,L2,syn_current,0.6852536800330006,38
23,8,within,8,125.0,L2,pre_reset,0.7058670111363329,38
23,8,across,8,125.0,L1,spike50,0.6731059714235369,1
23,8,across,8,125.0,L1,syn_current,0.8187368516940149,1
23,8,across,8,125.0,L1,pre_reset,0.8442070074524449,1
23,8,across,8,125.0,L2,spike50,0.6008901987134092,1
23,8,across,8,125.0,L2,syn_current,0.6682343525687997,1
23,8,across,8,125.0,L2,pre_reset,0.7326477016928212,1
23,8,within,16,250.0,L1,spike50,0.6731464472884873,14
23,8,within,16,250.0,L1,syn_current,0.7418004245060565,14
23,8,within,16,250.0,L1,pre_reset,0.769145709920419,14
23,8,within,16,250.0,L2,spike50,0.3205118107542034,14
23,8,within,16,250.0,L2,syn_current,0.4446791568267074,14
23,8,within,16,250.0,L2,pre_reset,0.4539807847302302,14
23,8,across,16,250.0,L1,spike50,0.7395748724096783,17
23,8,across,16,250.0,L1,syn_current,0.7961710392328624,17
23,8,across,16,250.0,L1,pre_reset,0.8151630272321791,17
23,8,across,16,250.0,L2,spike50,0.4427119127208459,17
23,8,across,16,250.0,L2,syn_current,0.5669205836749575,17
23,8,across,16,250.0,L2,pre_reset,0.6200123420281111,17
23,9,within,1,15.625,L1,spike50,0.9474203157198149,58
23,9,within,1,15.625,L1,syn_current,0.9631016272633809,58
23,9,within,1,15.625,L1,pre_reset,0.9757080533748725,58
23,9,within,1,15.625,L2,spike50,0.9756534836760611,58
23,9,within,1,15.625,L2,syn_current,0.9692211311303538,58
23,9,within,1,15.625,L2,pre_reset,0.9873596159203649,58
23,9,within,2,31.25,L1,spike50,0.9122245790987015,55
23,9,within,2,31.25,L1,syn_current,0.9274688230954649,55
23,9,within,2,31.25,L1,pre_reset,0.9519431782908458,55
23,9,within,2,31.25,L2,spike50,0.9345280499749001,55
23,9,within,2,31.25,L2,syn_current,0.9496212843275683,55
23,9,within,2,31.25,L2,pre_reset,0.9689002314004411,55
23,9,within,4,62.5,L1,spike50,0.7932954407343316,49
23,9,within,4,62.5,L1,syn_current,0.8688616910155383,49
23,9,within,4,62.5,L1,pre_reset,0.8958463962204409,49
23,9,within,4,62.5,L2,spike50,0.8264408685594383,49
23,9,within,4,62.5,L2,syn_current,0.8965615182656074,49
23,9,within,4,62.5,L2,pre_reset,0.9198428303165828,49
23,9,within,8,125.0,L1,spike50,0.6827496236346978,37
23,9,within,8,125.0,L1,syn_current,0.7881631684093175,37
23,9,within,8,125.0,L1,pre_reset,0.8086292359676663,37
23,9,within,8,125.0,L2,spike50,0.6974472200308092,37
23,9,within,8,125.0,L2,syn_current,0.8095808292397519,37
23,9,within,8,125.0,L2,pre_reset,0.8271095261701816,37
23,9,within,16,250.0,L1,spike50,0.5081854448715888,13
23,9,within,16,250.0,L1,syn_current,0.6338497245917392,13
23,9,within,16,250.0,L1,pre_reset,0.6720742922100047,13
23,9,within,16,250.0,L2,spike50,0.48842075146745106,13
23,9,within,16,250.0,L2,syn_current,0.6320913228114703,13
23,9,within,16,250.0,L2,pre_reset,0.6469993338495035,13
23,9,across,16,250.0,L1,spike50,0.5994382079770258,8
23,9,across,16,250.0,L1,syn_current,0.7745852534339643,8
23,9,across,16,250.0,L1,pre_reset,0.7854145170929514,8
23,9,across,16,250.0,L2,spike50,0.2639014027743578,8
23,9,across,16,250.0,L2,syn_current,0.3557778445189608,8
23,9,across,16,250.0,L2,pre_reset,0.3555572284741849,8
23,10,within,1,15.625,L1,spike50,0.9383023721200627,70
23,10,within,1,15.625,L1,syn_current,0.9640772621964262,72
23,10,within,1,15.625,L1,pre_reset,0.9750409869665996,72
23,10,within,1,15.625,L2,spike50,0.9700242753792738,69
23,10,within,1,15.625,L2,syn_current,0.9624639613649635,70
23,10,within,1,15.625,L2,pre_reset,0.9811684466678458,70
23,10,within,2,31.25,L1,spike50,0.903157565580647,68
23,10,within,2,31.25,L1,syn_current,0.9341410050810712,70
23,10,within,2,31.25,L1,pre_reset,0.9544046822166677,70
23,10,within,2,31.25,L2,spike50,0.9288046816241574,67
23,10,within,2,31.25,L2,syn_current,0.940688977730039,68
23,10,within,2,31.25,L2,pre_reset,0.9590607734084767,68
23,10,within,4,62.5,L1,spike50,0.7884704823393676,64
23,10,within,4,62.5,L1,syn_current,0.885938155371813,66
23,10,within,4,62.5,L1,pre_reset,0.910162339352949,66
23,10,within,4,62.5,L2,spike50,0.8227372422542003,63
23,10,within,4,62.5,L2,syn_current,0.882909703248077,64
23,10,within,4,62.5,L2,pre_reset,0.9011845826107497,64
23,10,within,8,125.0,L1,spike50,0.7197662429847463,56
23,10,within,8,125.0,L1,syn_current,0.8237014894480283,58
23,10,within,8,125.0,L1,pre_reset,0.8449502066354768,58
23,10,within,8,125.0,L2,spike50,0.673030480176663,55
23,10,within,8,125.0,L2,syn_current,0.7741080058158766,56
23,10,within,8,125.0,L2,pre_reset,0.7864301441873304,56
23,10,within,16,250.0,L1,spike50,0.6774770624870694,40
23,10,within,16,250.0,L1,syn_current,0.7802575139580316,42
23,10,within,16,250.0,L1,pre_reset,0.7977292839914545,42
23,10,within,16,250.0,L2,spike50,0.4439941204369178,39
23,10,within,16,250.0,L2,syn_current,0.5839850561000255,40
23,10,within,16,250.0,L2,pre_reset,0.5781987278294779,40
23,10,across,16,250.0,L1,spike50,0.5671377561000082,7
23,10,across,16,250.0,L1,syn_current,0.7535204729849948,7
23,10,across,16,250.0,L1,pre_reset,0.7777545376281199,7
23,10,across,16,250.0,L2,spike50,0.04437477883140624,7
23,10,across,16,250.0,L2,syn_current,0.01637736094847319,7
23,10,across,16,250.0,L2,pre_reset,0.01302090724265143,7
23,11,within,1,15.625,L1,spike50,0.9623213710632874,38
23,11,within,1,15.625,L1,syn_current,0.974890973023431,38
23,11,within,1,15.625,L1,pre_reset,0.9825838252125664,38
23,11,within,1,15.625,L2,spike50,0.9837230188597983,38
23,11,within,1,15.625,L2,syn_current,0.9826554714728066,38
23,11,within,1,15.625,L2,pre_reset,0.9922508853435378,38
23,11,within,2,31.25,L1,spike50,0.9445263501358944,36
23,11,within,2,31.25,L1,syn_current,0.9538980431585607,36
23,11,within,2,31.25,L1,pre_reset,0.9696132160225756,36
23,11,within,2,31.25,L2,spike50,0.9561335869430528,36
23,11,within,2,31.25,L2,syn_current,0.973787875473278,36
23,11,within,2,31.25,L2,pre_reset,0.9805014433152315,36
23,11,within,4,62.5,L1,spike50,0.8711559474657913,32
23,11,within,4,62.5,L1,syn_current,0.9176457825368771,32
23,11,within,4,62.5,L1,pre_reset,0.93539554407149,32
23,11,within,4,62.5,L2,spike50,0.8817125573595507,32
23,11,within,4,62.5,L2,syn_current,0.9410220476456927,32
23,11,within,4,62.5,L2,pre_reset,0.9453711262911122,32
23,11,within,8,125.0,L1,spike50,0.7872025175722337,24
23,11,within,8,125.0,L1,syn_current,0.8581402006449474,24
23,11,within,8,125.0,L1,pre_reset,0.8791490870427441,24
23,11,within,8,125.0,L2,spike50,0.7733751159149334,24
23,11,within,8,125.0,L2,syn_current,0.8738617853474343,24
23,11,within,8,125.0,L2,pre_reset,0.8653723096634,24
23,11,within,16,250.0,L1,spike50,0.6856077678541914,8
23,11,within,16,250.0,L1,syn_current,0.8331677381735478,8
23,11,within,16,250.0,L1,pre_reset,0.8573182647282226,8
23,11,within,16,250.0,L2,spike50,0.6141349132555479,8
23,11,within,16,250.0,L2,syn_current,0.7641625532605434,8
23,11,within,16,250.0,L2,pre_reset,0.7388385511948494,8
