feature,test_ba_mean,test_ba_std,val_ba_mean,val_ba_std,train_ba_mean,train_ba_std,train_test_gap_mean,train_test_gap_std,feature_dim_mean,feature_dim_std,probe_C_mean,probe_C_std
l1_fixed250,0.5401281588781588,0.030320979703945556,0.5406104697771364,0.018728193149512636,0.9903359510535329,0.009375988564258754,0.45020779217537404,0.039266373250941976,2048.0,0.0,0.7000000000000001,0.5196152422706632
l1_l2_fixed250,0.5864919802419802,0.021214500197069455,0.5850328683662017,0.005851964205134582,0.9714777679978209,0.03629917295284943,0.38498578775584064,0.056931351027470066,4096.0,0.0,0.33699999999999997,0.5741924764397388
l1_l2_whole,0.6027874902874902,0.008823831491675291,0.5589606381273048,0.010585631700205028,0.9235138073543032,0.017833175809285486,0.32072631706681304,0.02157976119525519,256.0,0.0,0.01,0.0
l1_whole,0.5864894364894365,0.03402522080350073,0.527944123777457,0.011486137542781513,0.9282502983769448,0.05324327096585067,0.3417608618875083,0.04228445333207961,128.0,0.0,0.7000000000000001,0.5196152422706632
l1fixed250_l2whole,0.5969611407111407,0.03220144611322187,0.5793831168831169,0.022977910145263528,0.9847152977537726,0.016911402274657424,0.3877541570426318,0.04656870643558315,2176.0,0.0,0.37000000000000005,0.5474486277268398
l1whole_l2fixed250,0.5888609076109076,0.013909749112909162,0.5823071989738656,0.016131667173322522,0.9904776374600326,0.006401736402225934,0.4016167298491251,0.011296673311777545,2176.0,0.0,0.07,0.05196152422706632
l2_fixed250,0.5894020331520331,0.0205994642142996,0.5914101330767997,0.007467630093468142,0.9904776374600326,0.006401736402225934,0.40107560430799954,0.01713651825448701,2048.0,0.0,0.07,0.05196152422706632
l2_whole,0.5733118733118733,0.023170733600735093,0.5578904120570787,0.009854527313043848,0.9468051735671619,0.04248618354101632,0.37349330025528865,0.06526562234234819,128.0,0.0,3.34,5.767729189204362
