seed,fixed250_fusion_gain_over_best_single,l1whole_l2fixed250_gain_over_best_component,l1whole_l2fixed250_gain_over_l2fixed250,reverse_mixed_gain_over_best_component,whole_fusion_gain_over_best_single
11,0.013528138528138611,0.005952380952380931,0.005952380952380931,0.031596875346875386,0.01948051948051943
23,-0.0036366411366411944,-0.00757575757575768,-0.00757575757575768,0.011843711843711913,0.037387612387612235
37,-0.018621656121656116,-0.040931290931291,0.0,0.02750721500721509,-0.013009213009213094
