metric,mean,std
fixed250_fusion_gain_over_best_single,-0.0029100529100528996,0.01608720832973375
l1whole_l2fixed250_gain_over_best_component,-0.014184889184889249,0.02413048150771279
l1whole_l2fixed250_gain_over_l2fixed250,-0.000541125541125583,0.0067802835963970505
reverse_mixed_gain_over_best_component,0.023649267399267464,0.010426393763182407
whole_fusion_gain_over_best_single,0.014619639619639524,0.02554762449399074
