D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.05384914278839407,0.028128962963819504,0.5223660304832128,0.273478835978836,0.2755905511811024,0.23605143729383082
