k,same_label_micro,same_label_macro
1,0.20634920634920634,0.20897366522366523
3,0.21428571428571425,0.21734607984607981
5,0.22857142857142856,0.2317929292929293
10,0.2253968253968254,0.226649531024531
20,0.21150793650793653,0.21109397546897546
50,0.18380952380952384,0.18304148629148628
