split,accuracy,balanced_accuracy,macro_f1,weighted_f1,loss
train,0.4203125,0.4108986567137996,0.41076234877712103,0.4166448530652264,1.7120807409286498
val,0.43448275862068964,0.4175986050986051,0.3695838439129661,0.3835796169959895,1.883737144799068
test,0.3333333333333333,0.32860750360750357,0.33098555310887606,0.336586064965838,1.8780384063720703
