representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.5290535853035853,0.5342465753424658,0.527940440146271,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.24743312243312243,0.2671232876712329,0.20693821409401117,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.18243561993561994,0.1917808219178082,0.13618921261255304,1.0,,0.0
r3_gate,0.2,0.037566374987363815,0.5235590798090798,0.5273972602739726,0.5249659428126908,0.7615142478462558,62.965753424657535,0.0
r4_peak,0.2,0.037566374987363815,0.4877115939615939,0.4931506849315068,0.4967194736860406,0.15813452617627569,13.075342465753424,0.0
r4_count_only,0.2,0.037566374987363815,0.15327311577311578,0.15753424657534246,0.1277609702428543,0.15813452617627569,13.075342465753424,0.0
r3_gate,0.4,0.14208853244781494,0.5116543179043178,0.5136986301369864,0.518343578890284,0.5640324718356527,46.636986301369866,0.0
r4_peak,0.4,0.14208853244781494,0.4556429681429681,0.4589041095890411,0.4571416918778021,0.11994698475811796,9.917808219178083,0.0
r4_count_only,0.4,0.14208853244781494,0.14129620379620378,0.1506849315068493,0.10928159563178419,0.11994698475811796,9.917808219178083,0.0
r3_gate,0.6,0.2574215531349182,0.42886141636141634,0.4383561643835616,0.4401561398787786,0.378727634194831,31.315068493150687,0.02054794520547945
r4_peak,0.6,0.2574215531349182,0.3753302253302253,0.3835616438356164,0.38253823653223457,0.08482438701126574,7.013698630136986,0.02054794520547945
r4_count_only,0.6,0.2574215531349182,0.14210095460095462,0.1506849315068493,0.11628983268815928,0.08482438701126574,7.013698630136986,0.02054794520547945
r3_gate,0.8,0.40568453073501587,0.3305631868131868,0.3424657534246575,0.34492409689977405,0.18845261762756793,15.582191780821917,0.136986301369863
r4_peak,0.8,0.40568453073501587,0.30331959706959705,0.3150684931506849,0.3197025465778695,0.04473161033797217,3.6986301369863015,0.14383561643835616
r4_count_only,0.8,0.40568453073501587,0.15716921966921965,0.17123287671232876,0.12726447529079107,0.04473161033797217,3.6986301369863015,0.14383561643835616
r3_gate,0.9,0.5230960249900818,0.2193445443445443,0.2328767123287671,0.20647126022126025,0.09261100066269053,7.657534246575342,0.3013698630136986
r4_peak,0.9,0.5230960249900818,0.16254162504162506,0.17123287671232876,0.15789232908798126,0.02402253147779987,1.9863013698630136,0.3150684931506849
r4_count_only,0.9,0.5230960249900818,0.18713924963924963,0.2054794520547945,0.13019516000666417,0.02402253147779987,1.9863013698630136,0.3150684931506849
