representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.5063644688644687,0.5205479452054794,0.4953244100421519,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.4659895659895659,0.4726027397260274,0.45341048371147297,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.14985986235986234,0.1506849315068493,0.11289626530233839,1.0,,0.0
r3_gate,0.2,0.06918807327747345,0.513532301032301,0.5273972602739726,0.49487430236378344,0.7746023856858847,64.04794520547945,0.0
r4_peak,0.2,0.06918807327747345,0.5142628205128205,0.5273972602739726,0.489924255658112,0.4810304837640822,39.773972602739725,0.0
r4_count_only,0.2,0.06918807327747345,0.14347596847596847,0.14383561643835616,0.10347253783096838,0.4810304837640822,39.773972602739725,0.0
r3_gate,0.4,0.2869894206523895,0.4895965145965145,0.5,0.4803159049339016,0.5688369781312127,47.034246575342465,0.0
r4_peak,0.4,0.2869894206523895,0.49548992673992664,0.5068493150684932,0.4794001551293629,0.3658051689860835,30.246575342465754,0.0
r4_count_only,0.4,0.2869894206523895,0.16270881895881895,0.1643835616438356,0.13222306606094766,0.3658051689860835,30.246575342465754,0.0
r3_gate,0.6,0.5633922815322876,0.45180097680097675,0.4589041095890411,0.44742394174563177,0.35934393638170975,29.71232876712329,0.0
r4_peak,0.6,0.5633922815322876,0.4670426795426795,0.4794520547945205,0.45036318741258835,0.24254473161033796,20.054794520547944,0.0
r4_count_only,0.6,0.5633922815322876,0.15776029526029525,0.1643835616438356,0.12820802278447008,0.24254473161033796,20.054794520547944,0.0
r3_gate,0.8,0.9544101357460022,0.45068473193473185,0.4589041095890411,0.4283603799244875,0.170311464546057,14.082191780821917,0.0
r4_peak,0.8,0.9544101357460022,0.45739468864468863,0.4726027397260274,0.4422235587485274,0.12458581842279655,10.301369863013699,0.0
r4_count_only,0.8,0.9544101357460022,0.14719447219447218,0.1506849315068493,0.13210414957771965,0.12458581842279655,10.301369863013699,0.0
r3_gate,0.9,1.2851630449295044,0.3604020979020979,0.3698630136986301,0.35052674059283856,0.07836315440689198,6.47945205479452,0.0136986301369863
r4_peak,0.9,1.2851630449295044,0.404485791985792,0.4041095890410959,0.38996959123894115,0.06088469184890656,5.034246575342466,0.02054794520547945
r4_count_only,0.9,1.2851630449295044,0.1277902652902653,0.13013698630136986,0.1031438930845221,0.06088469184890656,5.034246575342466,0.02054794520547945
