representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.5418782606282605,0.547945205479452,0.5360763031607021,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.5019112831612831,0.5136986301369864,0.5068939598895016,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.1726884226884227,0.1780821917808219,0.12626123205833348,1.0,,0.0
r3_gate,0.2,0.06493513286113739,0.5383068320568319,0.541095890410959,0.5387176524101076,0.7791583830351226,64.42465753424658,0.0
r4_peak,0.2,0.06493513286113739,0.5193965756465756,0.5273972602739726,0.5190455590230704,0.4478959575878065,37.034246575342465,0.0
r4_count_only,0.2,0.06493513286113739,0.18190281940281938,0.18493150684931506,0.14067747049759174,0.4478959575878065,37.034246575342465,0.0
r3_gate,0.4,0.29794543981552124,0.5433032245532244,0.541095890410959,0.5364517537939698,0.5795228628230616,47.917808219178085,0.0
r4_peak,0.4,0.29794543981552124,0.5119942557442557,0.5205479452054794,0.5127106486301888,0.3426110006626905,28.328767123287673,0.0
r4_count_only,0.4,0.29794543981552124,0.1743270618270618,0.1780821917808219,0.1468709539740013,0.3426110006626905,28.328767123287673,0.0
r3_gate,0.6,0.6051973104476929,0.47544400044400037,0.4794520547945205,0.4677839989686558,0.37980450629555995,31.404109589041095,0.0
r4_peak,0.6,0.6051973104476929,0.5111943611943611,0.5136986301369864,0.5120150774799731,0.23359840954274355,19.315068493150687,0.0
r4_count_only,0.6,0.6051973104476929,0.1950840825840826,0.19863013698630136,0.16615857257387065,0.23359840954274355,19.315068493150687,0.0
r3_gate,0.8,1.061820387840271,0.4576340326340327,0.4589041095890411,0.4374063697652408,0.17760106030483763,14.684931506849315,0.0
r4_peak,0.8,1.061820387840271,0.4700729825729826,0.4726027397260274,0.4672983773991839,0.11779324055666004,9.73972602739726,0.0
r4_count_only,0.8,1.061820387840271,0.21433705183705185,0.21232876712328766,0.17382601059071648,0.11779324055666004,9.73972602739726,0.0
r3_gate,0.9,1.4439493417739868,0.3936882561882562,0.3972602739726027,0.386813457654353,0.08499005964214712,7.027397260273973,0.03424657534246575
r4_peak,0.9,1.4439493417739868,0.39830169830169826,0.4041095890410959,0.3918645354139893,0.05964214711729622,4.931506849315069,0.0410958904109589
r4_count_only,0.9,1.4439493417739868,0.17878926628926628,0.1780821917808219,0.1401894603821929,0.05964214711729622,4.931506849315069,0.0410958904109589
