representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.44319499944499935,0.4589041095890411,0.41597990032487475,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.35992618492618494,0.3561643835616438,0.355858367921799,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.15813353313353315,0.1643835616438356,0.06724816402235757,1.0,,0.0
r3_gate,0.2,0.022256899625062943,0.4367847430347431,0.4520547945205479,0.4117826549811845,0.7755964214711729,64.13013698630137,0.0
r4_peak,0.2,0.022256899625062943,0.41325757575757577,0.4246575342465753,0.3981414891438111,0.16890324718356528,13.965753424657533,0.0
r4_count_only,0.2,0.022256899625062943,0.15522810522810523,0.15753424657534246,0.10981722614809586,0.16890324718356528,13.965753424657533,0.0
r3_gate,0.4,0.08249285072088242,0.43007478632478624,0.4452054794520548,0.40865933062743515,0.5928595096090126,49.02054794520548,0.0
r4_peak,0.4,0.08249285072088242,0.4591651404151404,0.4726027397260274,0.44791874791874803,0.13369781312127235,11.054794520547945,0.0
r4_count_only,0.4,0.08249285072088242,0.15436230436230436,0.15753424657534246,0.12116928244949221,0.13369781312127235,11.054794520547945,0.0
r3_gate,0.6,0.16687151789665222,0.3187944000444,0.3287671232876712,0.3057658759126197,0.39935387673956263,33.02054794520548,0.0
r4_peak,0.6,0.16687151789665222,0.3508880008880009,0.363013698630137,0.32896411813459864,0.09517892644135188,7.86986301369863,0.0
r4_count_only,0.6,0.16687151789665222,0.1546148296148296,0.15753424657534246,0.11180911323580334,0.09517892644135188,7.86986301369863,0.0
r3_gate,0.8,0.30147606134414673,0.2778124653124653,0.2808219178082192,0.2689634779908117,0.19516235917826374,16.136986301369863,0.03424657534246575
r4_peak,0.8,0.30147606134414673,0.2451284826284826,0.2534246575342466,0.22885059222778523,0.052269715043074885,4.321917808219178,0.03424657534246575
r4_count_only,0.8,0.30147606134414673,0.1530636030636031,0.1506849315068493,0.10703617370284035,0.052269715043074885,4.321917808219178,0.03424657534246575
r3_gate,0.9,0.40958330035209656,0.1643273393273393,0.17123287671232876,0.14449275856009602,0.10246852220013254,8.472602739726028,0.1643835616438356
r4_peak,0.9,0.40958330035209656,0.18401737151737152,0.18493150684931506,0.17546013354836884,0.03189198144466534,2.636986301369863,0.17123287671232876
r4_count_only,0.9,0.40958330035209656,0.12084859584859585,0.1232876712328767,0.08368755070247608,0.03189198144466534,2.636986301369863,0.17123287671232876
