representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.5111263736263735,0.5205479452054794,0.49298132174476256,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.4636675824175824,0.4794520547945205,0.45258342212483066,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.1674173049173049,0.17123287671232876,0.12431487123393081,1.0,,0.0
r3_gate,0.2,0.10701360553503036,0.518034743034743,0.5342465753424658,0.5002870460203291,0.7629224652087475,63.082191780821915,0.0
r4_peak,0.2,0.10701360553503036,0.5027569652569652,0.5205479452054794,0.48478257461265956,0.1686547382372432,13.945205479452055,0.0
r4_count_only,0.2,0.10701360553503036,0.16295510045510045,0.17123287671232876,0.10408669631862126,0.1686547382372432,13.945205479452055,0.0
r3_gate,0.4,0.4015171527862549,0.4584478021978022,0.4794520547945205,0.4475126955957265,0.5498674618952949,45.465753424657535,0.0
r4_peak,0.4,0.4015171527862549,0.4843677156177156,0.5,0.4616186538409135,0.12350894632206759,10.212328767123287,0.0
r4_count_only,0.4,0.4015171527862549,0.12026445776445777,0.1232876712328767,0.09404262285001368,0.12350894632206759,10.212328767123287,0.0
r3_gate,0.6,0.7611802220344543,0.39376734376734374,0.410958904109589,0.38022039996472756,0.3570245195493704,29.52054794520548,0.02054794520547945
r4_peak,0.6,0.7611802220344543,0.3934967809967809,0.4041095890410959,0.3820743687287805,0.0789430086149768,6.527397260273973,0.0273972602739726
r4_count_only,0.6,0.7611802220344543,0.20472999222999222,0.2054794520547945,0.15498285833089362,0.0789430086149768,6.527397260273973,0.0273972602739726
r3_gate,0.8,1.305430293083191,0.3156940281940282,0.3219178082191781,0.31700183898775003,0.15134194831013917,12.513698630136986,0.22602739726027396
r4_peak,0.8,1.305430293083191,0.3048895548895549,0.3082191780821918,0.30877812368684576,0.033714380384360504,2.787671232876712,0.23972602739726026
r4_count_only,0.8,1.305430293083191,0.1920829170829171,0.1917808219178082,0.1449423289406311,0.033714380384360504,2.787671232876712,0.23972602739726026
r3_gate,0.9,1.72862708568573,0.23546731046731048,0.2534246575342466,0.24269879970907957,0.0736414844267727,6.089041095890411,0.5205479452054794
r4_peak,0.9,1.72862708568573,0.21074203574203576,0.22602739726027396,0.21514250474518792,0.016235917826375082,1.3424657534246576,0.5273972602739726
r4_count_only,0.9,1.72862708568573,0.21655982905982907,0.21232876712328766,0.1644461382902243,0.016235917826375082,1.3424657534246576,0.5273972602739726
