representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.4788863913863914,0.4931506849315068,0.4594209951692974,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.45320582195582193,0.4726027397260274,0.42827524644240117,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.15813353313353315,0.1643835616438356,0.06724816402235757,1.0,,0.0
r3_gate,0.2,0.10031954944133759,0.4679736929736929,0.4794520547945205,0.45435166478165195,0.7543903247183565,62.37671232876713,0.0
r4_peak,0.2,0.10031954944133759,0.4576541514041514,0.4726027397260274,0.42029122722407664,0.16086812458581842,13.301369863013699,0.0
r4_count_only,0.2,0.10031954944133759,0.15067571317571318,0.1506849315068493,0.07448872518247725,0.16086812458581842,13.301369863013699,0.0
r3_gate,0.4,0.37380462884902954,0.4505744255744255,0.4589041095890411,0.42623018565441667,0.5320576540755467,43.99315068493151,0.0
r4_peak,0.4,0.37380462884902954,0.4574807137307137,0.4726027397260274,0.42578154760043313,0.11580516898608349,9.575342465753424,0.0
r4_count_only,0.4,0.37380462884902954,0.16363081363081364,0.17123287671232876,0.1433068412030544,0.11580516898608349,9.575342465753424,0.0
r3_gate,0.6,0.7281747460365295,0.41003926628926624,0.4246575342465753,0.4196706484485389,0.3225646123260437,26.671232876712327,0.02054794520547945
r4_peak,0.6,0.7281747460365295,0.3960740648240648,0.410958904109589,0.3756686445507645,0.07239893969516235,5.986301369863014,0.02054794520547945
r4_count_only,0.6,0.7281747460365295,0.20361790986790987,0.19863013698630136,0.1785797827903091,0.07239893969516235,5.986301369863014,0.02054794520547945
r3_gate,0.8,1.260894775390625,0.293769425019425,0.3013698630136986,0.3022305265864292,0.15059642147117297,12.452054794520548,0.2602739726027397
r4_peak,0.8,1.260894775390625,0.2833548396048396,0.2945205479452055,0.29518869989244706,0.032720344599072235,2.7054794520547945,0.2671232876712329
r4_count_only,0.8,1.260894775390625,0.20552086802086802,0.19863013698630136,0.16301270801282888,0.032720344599072235,2.7054794520547945,0.2671232876712329
r3_gate,0.9,1.715222954750061,0.253973803973804,0.2534246575342466,0.2422927056698986,0.07546388336646787,6.239726027397261,0.5547945205479452
r4_peak,0.9,1.715222954750061,0.24417735042735042,0.2465753424657534,0.25287880344514646,0.015904572564612324,1.3150684931506849,0.5616438356164384
r4_count_only,0.9,1.715222954750061,0.23362123987123987,0.22602739726027396,0.21502315227854987,0.015904572564612324,1.3150684931506849,0.5616438356164384
