representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.5536435786435786,0.5684931506849316,0.5445300131155395,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.48603410478410475,0.4931506849315068,0.4763708737825056,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.18243561993561994,0.1917808219178082,0.13618921261255304,1.0,,0.0
r3_gate,0.2,0.06018273904919624,0.5647297147297147,0.5684931506849316,0.5533948406445827,0.7711232604373758,63.76027397260274,0.0
r4_peak,0.2,0.06018273904919624,0.5486603674103673,0.5547945205479452,0.5389475206753951,0.17006295559973492,14.061643835616438,0.0
r4_count_only,0.2,0.06018273904919624,0.10714285714285714,0.11643835616438356,0.030948509485094852,0.17006295559973492,14.061643835616438,0.0
r3_gate,0.4,0.23544910550117493,0.47933802308802304,0.4931506849315068,0.47056205765883186,0.5686713055003313,47.02054794520548,0.0
r4_peak,0.4,0.23544910550117493,0.4865072427572427,0.4931506849315068,0.47670421001394586,0.1272365805168986,10.520547945205479,0.0
r4_count_only,0.4,0.23544910550117493,0.1093989343989344,0.1095890410958904,0.08798250360750359,0.1272365805168986,10.520547945205479,0.0
r3_gate,0.6,0.45900389552116394,0.4334269896769896,0.4452054794520548,0.4376911369752448,0.36845593108018554,30.465753424657535,0.0
r4_peak,0.6,0.45900389552116394,0.42824120324120324,0.4315068493150685,0.4400443679155164,0.08308482438701127,6.86986301369863,0.0
r4_count_only,0.6,0.45900389552116394,0.12499999999999999,0.136986301369863,0.05254963351293627,0.08308482438701127,6.86986301369863,0.0
r3_gate,0.8,0.8070063591003418,0.3545967920967921,0.363013698630137,0.35757699544464255,0.1785122597746852,14.76027397260274,0.15753424657534246
r4_peak,0.8,0.8070063591003418,0.3329829892329892,0.3424657534246575,0.33924820597332545,0.042909211398277004,3.547945205479452,0.1643835616438356
r4_count_only,0.8,0.8070063591003418,0.12984931734931734,0.13013698630136986,0.10476094686621003,0.042909211398277004,3.547945205479452,0.1643835616438356
r3_gate,0.9,1.12687349319458,0.3260489510489511,0.3219178082191781,0.3259104676608263,0.08482438701126574,7.013698630136986,0.3767123287671233
r4_peak,0.9,1.12687349319458,0.2504231879231879,0.2534246575342466,0.2530322601328667,0.020046388336646785,1.6575342465753424,0.410958904109589
r4_count_only,0.9,1.12687349319458,0.13070401820401822,0.136986301369863,0.09577783105996023,0.020046388336646785,1.6575342465753424,0.410958904109589
