representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.5458805083805084,0.547945205479452,0.5353253901241518,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.43250360750360745,0.4383561643835616,0.397513322017966,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.1609224109224109,0.1643835616438356,0.06630546955624354,1.0,,0.0
r3_gate,0.2,0.02568652667105198,0.5237845487845487,0.5273972602739726,0.515482883129942,0.7627567925778661,63.06849315068493,0.0
r4_peak,0.2,0.02568652667105198,0.47368326118326115,0.4726027397260274,0.4577044044716459,0.17362491716368456,14.356164383561644,0.0
r4_count_only,0.2,0.02568652667105198,0.14316933066933066,0.1506849315068493,0.11088758428272494,0.17362491716368456,14.356164383561644,0.0
r3_gate,0.4,0.09681753814220428,0.49564602064602054,0.4931506849315068,0.4788488977128529,0.5693339960238568,47.07534246575342,0.0
r4_peak,0.4,0.09681753814220428,0.5014249639249638,0.5,0.48225080776711216,0.13253810470510272,10.95890410958904,0.0
r4_count_only,0.4,0.09681753814220428,0.11233211233211232,0.1232876712328767,0.08816532465829141,0.13253810470510272,10.95890410958904,0.0
r3_gate,0.6,0.18945762515068054,0.4481032856032856,0.4520547945205479,0.4456960488073221,0.3812127236580517,31.52054794520548,0.00684931506849315
r4_peak,0.6,0.18945762515068054,0.42814962814962815,0.4315068493150685,0.4136453680963921,0.09418489065606361,7.787671232876712,0.0136986301369863
r4_count_only,0.6,0.18945762515068054,0.14534770784770784,0.1506849315068493,0.1104345845725156,0.09418489065606361,7.787671232876712,0.0136986301369863
r3_gate,0.8,0.32170403003692627,0.29756840381840377,0.3013698630136986,0.3087723846675253,0.19797879390324719,16.36986301369863,0.06164383561643835
r4_peak,0.8,0.32170403003692627,0.30560203685203685,0.3082191780821918,0.30767086871963034,0.053180914512922464,4.397260273972603,0.07534246575342465
r4_count_only,0.8,0.32170403003692627,0.19460123210123206,0.1917808219178082,0.15184489000278475,0.053180914512922464,4.397260273972603,0.07534246575342465
r3_gate,0.9,0.44191116094589233,0.2602078477078477,0.2671232876712329,0.2613082393030484,0.09459907223326706,7.821917808219178,0.1780821917808219
r4_peak,0.9,0.44191116094589233,0.21798479298479298,0.22602739726027396,0.20486730891867153,0.029655400927766733,2.452054794520548,0.18493150684931506
r4_count_only,0.9,0.44191116094589233,0.14489260739260737,0.1506849315068493,0.1128436217099008,0.029655400927766733,2.452054794520548,0.18493150684931506
