representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.5601911976911976,0.5684931506849316,0.5663566388663328,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.47924297924297926,0.4863013698630137,0.48330188712025657,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.17074245199245197,0.17123287671232876,0.1299521377092512,1.0,,0.0
r3_gate,0.2,0.0665428638458252,0.5601911976911976,0.5684931506849316,0.5687103672622522,0.7784128561961564,64.36301369863014,0.0
r4_peak,0.2,0.0665428638458252,0.5439574314574315,0.547945205479452,0.5418048411545181,0.4478959575878065,37.034246575342465,0.0
r4_count_only,0.2,0.0665428638458252,0.1757159507159507,0.1780821917808219,0.15554736178305972,0.4478959575878065,37.034246575342465,0.0
r3_gate,0.4,0.29064643383026123,0.5812950937950937,0.589041095890411,0.5896306047633054,0.5837475149105368,48.26712328767123,0.0
r4_peak,0.4,0.29064643383026123,0.5812950937950937,0.589041095890411,0.5838496968431178,0.34020874751491054,28.13013698630137,0.0
r4_count_only,0.4,0.29064643383026123,0.1725302475302475,0.1780821917808219,0.13708097540275158,0.34020874751491054,28.13013698630137,0.0
r3_gate,0.6,0.5840511322021484,0.536787518037518,0.541095890410959,0.5402219362285678,0.3852717031146455,31.856164383561644,0.0
r4_peak,0.6,0.5840511322021484,0.5454455266955266,0.5547945205479452,0.550166845753146,0.23368124585818423,19.32191780821918,0.0
r4_count_only,0.6,0.5840511322021484,0.16125679875679877,0.1643835616438356,0.12512057387057388,0.23368124585818423,19.32191780821918,0.0
r3_gate,0.8,1.0349326133728027,0.495792402042402,0.5,0.4869415547041324,0.18762425447316103,15.513698630136986,0.0
r4_peak,0.8,1.0349326133728027,0.547041847041847,0.5616438356164384,0.5394709656359598,0.12094102054340623,10.0,0.0
r4_count_only,0.8,1.0349326133728027,0.17347305472305471,0.17123287671232876,0.1473504918316141,0.12094102054340623,10.0,0.0
r3_gate,0.9,1.4310232400894165,0.3919233544233544,0.3972602739726027,0.37532167333621097,0.08391318754141816,6.938356164383562,0.06164383561643835
r4_peak,0.9,1.4310232400894165,0.421613109113109,0.4246575342465753,0.41970130016805207,0.05649436713055003,4.671232876712328,0.06164383561643835
r4_count_only,0.9,1.4310232400894165,0.16710095460095462,0.17123287671232876,0.1300640595596736,0.05649436713055003,4.671232876712328,0.06164383561643835
