representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.5420475357975358,0.547945205479452,0.5313007024458768,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.4953595016095016,0.4931506849315068,0.473293941670686,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.1293983793983794,0.13013698630136986,0.07656787656787656,1.0,,0.0
r3_gate,0.2,0.05814041942358017,0.5301427738927739,0.5342465753424658,0.5189372462289129,0.7753479125248509,64.10958904109589,0.0
r4_peak,0.2,0.05814041942358017,0.4952263014763014,0.5,0.4865744538269176,0.4664512922465209,38.56849315068493,0.0
r4_count_only,0.2,0.05814041942358017,0.20644771894771893,0.2191780821917808,0.1793013001026925,0.4664512922465209,38.56849315068493,0.0
r3_gate,0.4,0.264451265335083,0.5172459484959485,0.5205479452054794,0.5091859894491474,0.5796056991385024,47.92465753424658,0.0
r4_peak,0.4,0.264451265335083,0.5157960095460096,0.5205479452054794,0.5018828767956343,0.3580185553346587,29.602739726027398,0.0
r4_count_only,0.4,0.264451265335083,0.1833194583194583,0.1917808219178082,0.15498358758162678,0.3580185553346587,29.602739726027398,0.0
r3_gate,0.6,0.5335559844970703,0.4785866910866911,0.4794520547945205,0.4616071186282636,0.38601722995361165,31.91780821917808,0.0
r4_peak,0.6,0.5335559844970703,0.4709589022089022,0.4726027397260274,0.4579483200742231,0.24933730947647448,20.616438356164384,0.0
r4_count_only,0.6,0.5335559844970703,0.14144327894327893,0.1506849315068493,0.09683537423475504,0.24933730947647448,20.616438356164384,0.0
r3_gate,0.8,0.9450805187225342,0.42385184260184255,0.4315068493150685,0.4114167672584188,0.18745858184227965,15.5,0.0
r4_peak,0.8,0.9450805187225342,0.44408993783993783,0.4520547945205479,0.4313732333152087,0.1288104705102717,10.650684931506849,0.0
r4_count_only,0.8,0.9450805187225342,0.13173631923631926,0.14383561643835616,0.09082111630894636,0.1288104705102717,10.650684931506849,0.0
r3_gate,0.9,1.2923554182052612,0.40308580308580305,0.4041095890410959,0.40282103654003226,0.08855202120609676,7.321917808219178,0.0410958904109589
r4_peak,0.9,1.2923554182052612,0.3752719502719503,0.3767123287671233,0.36953109802283124,0.06436381709741551,5.321917808219178,0.0410958904109589
r4_count_only,0.9,1.2923554182052612,0.13095238095238093,0.14383561643835616,0.05512493625701173,0.06436381709741551,5.321917808219178,0.0410958904109589
