representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.5312021312021311,0.5342465753424658,0.5159891685544731,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.47816280941280936,0.4726027397260274,0.45739072419373716,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.136974136974137,0.136986301369863,0.09140481581658051,1.0,,0.0
r3_gate,0.2,0.057988978922367096,0.5234009046509046,0.5273972602739726,0.5102370309848324,0.7743538767395626,64.02739726027397,0.0
r4_peak,0.2,0.057988978922367096,0.49558705183705176,0.5,0.48534111916784545,0.45452286282306165,37.582191780821915,0.0
r4_count_only,0.2,0.057988978922367096,0.1746045621045621,0.18493150684931506,0.16234879880914113,0.45452286282306165,37.582191780821915,0.0
r3_gate,0.4,0.2642470598220825,0.5290535853035853,0.5342465753424658,0.5184450603695024,0.5703280318091452,47.157534246575345,0.0
r4_peak,0.4,0.2642470598220825,0.5338404650904651,0.541095890410959,0.5217801794335634,0.34476474486414843,28.506849315068493,0.0
r4_count_only,0.4,0.2642470598220825,0.14314296814296812,0.1506849315068493,0.11536370902444776,0.34476474486414843,28.506849315068493,0.0
r3_gate,0.6,0.5310003161430359,0.4921127483627484,0.4931506849315068,0.4756877990430622,0.3719350563286945,30.753424657534246,0.0
r4_peak,0.6,0.5310003161430359,0.4619158619158619,0.4657534246575342,0.4446765396360452,0.2337640821736249,19.328767123287673,0.0
r4_count_only,0.6,0.5310003161430359,0.16966505716505717,0.1780821917808219,0.14111867390053665,0.2337640821736249,19.328767123287673,0.0
r3_gate,0.8,0.9391783475875854,0.4177641802641803,0.4178082191780822,0.39186743400806784,0.1863817097415507,15.41095890410959,0.0
r4_peak,0.8,0.9391783475875854,0.4261675824175824,0.4315068493150685,0.40601658982443917,0.12135520212060967,10.034246575342467,0.00684931506849315
r4_count_only,0.8,0.9391783475875854,0.16745060495060493,0.17123287671232876,0.13741520136333818,0.12135520212060967,10.034246575342467,0.00684931506849315
r3_gate,0.9,1.2826350927352905,0.4042360417360418,0.4041095890410959,0.4029237479241201,0.09062292909211399,7.493150684931507,0.06164383561643835
r4_peak,0.9,1.2826350927352905,0.3446400821400821,0.3561643835616438,0.3343814540008247,0.06328694499668655,5.232876712328767,0.06164383561643835
r4_count_only,0.9,1.2826350927352905,0.18483460983460984,0.1917808219178082,0.13166925385290992,0.06328694499668655,5.232876712328767,0.06164383561643835
