representation,quantile,threshold,test_ba,test_accuracy,test_macro_f1,active_fraction_test,events_per_sample_test_mean,zero_event_fraction_test
r2_dense,0.0,-inf,0.5882756132756132,0.6027397260273972,0.5805438370634449,1.0,82.68493150684931,0.0
r2_hard_token,0.0,-inf,0.5226121101121101,0.5342465753424658,0.4913977668832479,1.0,82.68493150684931,0.0
magnitude_only,0.0,-inf,0.17007298257298262,0.1780821917808219,0.12958017401751418,1.0,,0.0
r3_gate,0.2,0.07072422653436661,0.5729749417249417,0.5821917808219178,0.5642579825504089,0.7695493704440026,63.63013698630137,0.0
r4_peak,0.2,0.07072422653436661,0.5243548118548118,0.5342465753424658,0.5105755563178167,0.1718025182239894,14.205479452054794,0.0
r4_count_only,0.2,0.07072422653436661,0.1456071706071706,0.14383561643835616,0.10005569934141363,0.1718025182239894,14.205479452054794,0.0
r3_gate,0.4,0.2717154622077942,0.5561029248529248,0.5684931506849316,0.5486980932193786,0.5729787939032471,47.37671232876713,0.0
r4_peak,0.4,0.2717154622077942,0.520127095127095,0.5342465753424658,0.5106129993970802,0.1326209410205434,10.965753424657533,0.0
r4_count_only,0.4,0.2717154622077942,0.11616300366300365,0.1232876712328767,0.08277397632236341,0.1326209410205434,10.965753424657533,0.0
r3_gate,0.6,0.5437604188919067,0.4853687978687978,0.5,0.48194735361611357,0.3596752816434725,29.73972602739726,0.0
r4_peak,0.6,0.5437604188919067,0.4346764346764347,0.4452054794520548,0.43666224298577233,0.08706096752816435,7.198630136986301,0.0
r4_count_only,0.6,0.5437604188919067,0.13164613164613162,0.136986301369863,0.08847664740660095,0.08706096752816435,7.198630136986301,0.0
r3_gate,0.8,0.936435341835022,0.3907412032412032,0.3972602739726027,0.40507173617207726,0.16832339297548046,13.917808219178083,0.13013698630136986
r4_peak,0.8,0.936435341835022,0.40178918303918304,0.410958904109589,0.411150518532849,0.042080848243870116,3.4794520547945207,0.14383561643835616
r4_count_only,0.8,0.936435341835022,0.16079892329892329,0.1643835616438356,0.12602761551182387,0.042080848243870116,3.4794520547945207,0.14383561643835616
r3_gate,0.9,1.2506802082061768,0.2430520868020868,0.23972602739726026,0.2306079167858973,0.08383035122597747,6.931506849315069,0.410958904109589
r4_peak,0.9,1.2506802082061768,0.26802711177711175,0.2671232876712329,0.27810870611771576,0.021040424121935058,1.7397260273972603,0.4246575342465753
r4_count_only,0.9,1.2506802082061768,0.12243589743589743,0.13013698630136986,0.08856013064078523,0.021040424121935058,1.7397260273972603,0.4246575342465753
