architecture,objective,variant,test_ba_mean,test_ba_std,test_ba_count,test_accuracy_mean,test_accuracy_std,test_accuracy_count,test_macro_f1_mean,test_macro_f1_std,test_macro_f1_count,test_last_hidden_events_per_neuron_second_mean,test_last_hidden_events_per_neuron_second_std,test_last_hidden_events_per_neuron_second_count
local_234x2,timestep_ce,binary,0.3285125985125985,0.029263167684130367,5,0.35205479452054794,0.0284885401960074,5,0.26775576642178855,0.03939470339382546,5,4.2387176938369775,0.5179151270091567,5
local_234x2,timestep_ce,multi_h,0.3242257742257742,0.0435216709367454,5,0.3452054794520548,0.0423883519089474,5,0.2495626632949845,0.0448068271882834,5,9.577327700463883,1.489277972752577,5
local_234x2,whole_count_ce,binary,0.500867882117882,0.024999017966170812,5,0.5178082191780822,0.02250914619884247,5,0.4941001146957308,0.02485217059567574,5,12.0129887342611,0.41999351625163583,5
local_234x2,whole_count_ce,multi_h,0.47705031080031074,0.023503277862890484,5,0.4917808219178082,0.030400467152290642,5,0.45969268701057536,0.020592582345338204,5,32.831668323392975,4.335945238273446,5
