variant,coding,l1_mem_shift,l2_mem_shift,rotation,seed,probe,source,state,aggregation,feature_dim,selected_C,selected_val_ba,probe_seed,candidate_validation_json,train_accuracy,train_balanced_accuracy,train_macro_f1,val_accuracy,val_balanced_accuracy,val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_action0_accuracy,test_action0_balanced_accuracy,test_action0_macro_f1,test_action1_accuracy,test_action1_balanced_accuracy,test_action1_macro_f1
postencode_mask,binary,2,1,0,11,input__events__whole_count,input,events,whole_count,30,0.1,0.4598096348096348,3250977034,"[{""C"": 0.001, ""val_ba"": 0.3034188034188034}, {""C"": 0.01, ""val_ba"": 0.38593940781440783}, {""C"": 0.1, ""val_ba"": 0.4598096348096348}, {""C"": 1.0, ""val_ba"": 0.4502608502608502}, {""C"": 10.0, ""val_ba"": 0.3973228160728161}]",0.6588235294117647,0.6484503504004652,0.6501724821191205,0.4852071005917159,0.4598096348096348,0.4492913742726336,0.4137931034482758,0.4066306446821153,0.4024094173835049,0.3894736842105263,0.3770833333333334,0.3640013368274237,0.4430379746835443,0.4459325396825396,0.4354377104377105
postencode_mask,binary,2,1,0,11,input__events__fixed250_count,input,events,fixed250_count,480,0.1,0.5976662226662227,2778668308,"[{""C"": 0.001, ""val_ba"": 0.4389003357753358}, {""C"": 0.01, ""val_ba"": 0.5629079254079254}, {""C"": 0.1, ""val_ba"": 0.5976662226662227}, {""C"": 1.0, ""val_ba"": 0.5884646603396603}, {""C"": 10.0, ""val_ba"": 0.5657960095460095}]",1.0,1.0,1.0,0.6035502958579881,0.5976662226662227,0.5919785147108986,0.6666666666666666,0.6578262831939302,0.6593279579800227,0.6,0.586574074074074,0.5890929790310594,0.7468354430379747,0.7513888888888888,0.7457403163285518
postencode_mask,binary,2,1,0,11,l1__syn_current__whole_mean,l1,syn_current,whole_mean,128,10.0,0.5353798978798979,3817858282,"[{""C"": 0.001, ""val_ba"": 0.3423038766788767}, {""C"": 0.01, ""val_ba"": 0.4469398656898657}, {""C"": 0.1, ""val_ba"": 0.48701680264180264}, {""C"": 1.0, ""val_ba"": 0.4999000999000999}, {""C"": 10.0, ""val_ba"": 0.5353798978798979}]",0.888235294117647,0.889474623208065,0.8903038141699828,0.5443786982248521,0.5353798978798979,0.540477962335486,0.5057471264367817,0.4977254159239453,0.4967029267029267,0.5052631578947369,0.4951388888888888,0.4915667121549474,0.5063291139240507,0.5006944444444444,0.4973110223110223
postencode_mask,binary,2,1,0,11,l1__syn_current__fixed250_ordered_mean,l1,syn_current,fixed250_ordered_mean,2048,0.01,0.6977574508824508,3219945234,"[{""C"": 0.001, ""val_ba"": 0.629124000999001}, {""C"": 0.01, ""val_ba"": 0.6977574508824508}, {""C"": 0.1, ""val_ba"": 0.6710213397713397}, {""C"": 1.0, ""val_ba"": 0.6565982628482627}, {""C"": 10.0, ""val_ba"": 0.6498407842157842}]",0.9823529411764704,0.9807934059323878,0.981684230771042,0.6982248520710059,0.6977574508824508,0.6962385319817624,0.7011494252873564,0.7000457059280589,0.6897884842659688,0.6421052631578947,0.6351851851851852,0.6266262368236054,0.7721518987341772,0.7839285714285715,0.7677121489621489
postencode_mask,binary,2,1,0,11,l1__pre_reset__whole_mean,l1,pre_reset,whole_mean,128,1.0,0.5550165112665114,1405384964,"[{""C"": 0.001, ""val_ba"": 0.3429487179487179}, {""C"": 0.01, ""val_ba"": 0.48152229714729716}, {""C"": 0.1, ""val_ba"": 0.5107250388500388}, {""C"": 1.0, ""val_ba"": 0.5550165112665114}, {""C"": 10.0, ""val_ba"": 0.5253898878898879}]",0.9862745098039216,0.9866067610345874,0.9868067788460304,0.5621301775147929,0.5550165112665114,0.5551083727111032,0.5114942528735632,0.4971758021390374,0.4961808496002458,0.4947368421052631,0.4719907407407407,0.4493047979425688,0.5316455696202531,0.5277777777777778,0.5141647187235422
postencode_mask,binary,2,1,0,11,l1__pre_reset__fixed250_ordered_mean,l1,pre_reset,fixed250_ordered_mean,2048,0.01,0.715786297036297,3527665401,"[{""C"": 0.001, ""val_ba"": 0.6346795565545565}, {""C"": 0.01, ""val_ba"": 0.715786297036297}, {""C"": 0.1, ""val_ba"": 0.7010159978909979}, {""C"": 1.0, ""val_ba"": 0.6782366938616938}, {""C"": 10.0, ""val_ba"": 0.6534867909867909}]",0.992156862745098,0.9916258583811776,0.9921533663469148,0.7159763313609467,0.715786297036297,0.7129109710845981,0.7298850574712644,0.7337092645916176,0.7205494692965114,0.6631578947368421,0.6601851851851851,0.643933717211581,0.810126582278481,0.8229166666666666,0.8055756743256742
postencode_mask,binary,2,1,0,11,l1__spike__whole_mean,l1,spike,whole_mean,128,1.0,0.5072011322011322,3127822513,"[{""C"": 0.001, ""val_ba"": 0.419495781995782}, {""C"": 0.01, ""val_ba"": 0.5024662837162838}, {""C"": 0.1, ""val_ba"": 0.5024638555888555}, {""C"": 1.0, ""val_ba"": 0.5072011322011322}, {""C"": 10.0, ""val_ba"": 0.4539196914196914}]",0.984313725490196,0.9854471885779028,0.9856232504959404,0.5088757396449705,0.5072011322011322,0.4841797414515468,0.4827586206896552,0.4640184366287308,0.4663046879444729,0.4947368421052631,0.475462962962963,0.4734635758977863,0.4683544303797468,0.4413690476190477,0.4203555866791161
postencode_mask,binary,2,1,0,11,l1__spike__fixed250_ordered_mean,l1,spike,fixed250_ordered_mean,2048,1.0,0.6390765484515485,1788346329,"[{""C"": 0.001, ""val_ba"": 0.5703938422688423}, {""C"": 0.01, ""val_ba"": 0.624075924075924}, {""C"": 0.1, ""val_ba"": 0.6187909312909312}, {""C"": 1.0, ""val_ba"": 0.6390765484515485}, {""C"": 10.0, ""val_ba"": 0.6335078116328118}]",1.0,1.0,1.0,0.6390532544378699,0.6390765484515485,0.6282216642310374,0.6206896551724138,0.6179632867132867,0.6102407397288183,0.5789473684210527,0.5784722222222223,0.555132465000886,0.6708860759493671,0.6862103174603175,0.6596198871934166
postencode_mask,binary,2,1,0,11,l1__post_reset__whole_mean,l1,post_reset,whole_mean,128,0.1,0.5278835747585747,3231047109,"[{""C"": 0.001, ""val_ba"": 0.37649191086691086}, {""C"": 0.01, ""val_ba"": 0.522801504051504}, {""C"": 0.1, ""val_ba"": 0.5278835747585747}, {""C"": 1.0, ""val_ba"": 0.5122221528471529}, {""C"": 10.0, ""val_ba"": 0.5077578671328672}]",0.9137254901960784,0.9152473012696256,0.9172088005190608,0.5443786982248521,0.5278835747585747,0.5300261338160962,0.5344827586206896,0.522235219845514,0.5178380469796194,0.5052631578947369,0.4847222222222222,0.4772469246153457,0.569620253164557,0.5729166666666666,0.5587946775446776
postencode_mask,binary,2,1,0,11,l1__post_reset__fixed250_ordered_mean,l1,post_reset,fixed250_ordered_mean,2048,0.01,0.7337044899544899,1615841375,"[{""C"": 0.001, ""val_ba"": 0.6065049533799534}, {""C"": 0.01, ""val_ba"": 0.7337044899544899}, {""C"": 0.1, ""val_ba"": 0.7173354423354423}, {""C"": 1.0, ""val_ba"": 0.7009663947163948}, {""C"": 10.0, ""val_ba"": 0.6866942085692086}]",0.996078431372549,0.99645390070922,0.9963768115942028,0.7337278106508875,0.7337044899544899,0.7320686026569424,0.735632183908046,0.7389175979249508,0.7268812074216772,0.6631578947368421,0.6601851851851852,0.6468223726737659,0.8227848101265823,0.8313492063492065,0.8193727840786664
