interaction,l2_mem_shift,seed,interaction_native_test_ba,interaction_l1_communication_fixed250_ba,interaction_l2_communication_fixed250_ba,interaction_l2_communication_whole_ba,interaction_l2_temporal_ordering_gain,interaction_output_weight_fro_norm,interaction_mean_abs_evidence_per_valid_step,interaction_mean_native_score_l2_norm
coding_x_l2mem2,2,11,0.04344491293020697,-0.04049088166735226,-0.018497046254399407,-0.07243746857717437,0.05394042232277496,-0.040853023529052734,-0.3178701187933113,-1.4210078798491388
coding_x_l2mem3,3,11,0.07718360071301245,-0.03287955916632379,-0.03384395424836617,0.057803573060926094,-0.09164752730929226,-0.29802989959716797,-1.6730365748693328,-6.014377988617996
coding_x_l2mem2,2,23,-0.00962795374560066,0.05739536199095019,-0.04376571141277019,-0.0543397778691897,0.010574066456419506,-0.18457365036010742,-0.09933048003655731,-0.5041896776221275
coding_x_l2mem3,3,23,0.03788935737465143,0.060986990950226194,-0.01595808195072901,-0.024236711001416944,0.008278629050687936,0.48551177978515625,0.48901023085139217,1.0308378373069331
coding_x_l2mem2,2,37,-0.016950757575757647,0.0780417295123178,0.008731117738470684,-0.027939319667260598,0.03667043740573128,-0.29749059677124023,-0.7697233164677284,-3.534624998596895
coding_x_l2mem3,3,37,0.07410316399286998,0.1144429304355774,0.024689199689199692,0.0736928104575163,-0.04900361076831661,3.4980320930480957,0.23769243351024905,-0.8457713510798328
