coding,l1_mem_shift,l2_mem_shift,l1_tau_mem_ms,l2_tau_mem_ms,seed,best_epoch,stopped_epoch,native_train_ba,native_val_ba,native_test_ba,lif_test_ba,l1_pre_reset_fixed250_ba,l1_communication_fixed250_ba,l1_communication_delta,l2_pre_reset_fixed250_ba,l2_communication_fixed250_ba,l2_communication_delta,l2_communication_whole_ba,l2_temporal_ordering_gain,output_weight_fro_norm,output_weight_mean_abs,mean_abs_evidence_per_valid_step,mean_l2_evidence_norm_per_valid_step,mean_native_score_l2_norm
binary,2,1,54.31342963722199,22.54,11,88,100,0.937885127585083,0.5767655955155955,0.5667836452762923,0.45924688057040997,0.7337092645916176,0.6318490333196216,-0.10186023127199595,0.6141029925956397,0.6139945838475249,-0.00010840874811479662,0.5970878182275242,0.016906765620000708,8.208577156066895,0.18314228951931,2.8053267274856117,11.673734529157858,8.311153017241379
binary,2,1,54.31342963722199,22.54,23,95,100,0.968447837845252,0.5759473165723166,0.5539109991315875,0.4646971696604049,0.7502298151195211,0.6677056195438548,-0.08252419557566637,0.564450214817862,0.6126873943050414,0.04823717948717943,0.5784585104438046,0.03422888386123679,8.837213516235352,0.19721637666225433,3.080219321668722,12.78274890988372,9.155545815654184
binary,2,1,54.31342963722199,22.54,37,87,100,0.959173496341417,0.5922397047397048,0.5568930252753782,0.47262829082682023,0.7427147607294667,0.7388476107226106,-0.0038671500068561127,0.639016294163353,0.6732970256867316,0.034280731523378516,0.6159943610311258,0.05730266465560574,8.29045295715332,0.183427631855011,2.848837266652719,11.811858593199437,8.371251774930405
binary,2,2,54.31342963722199,54.31342963722199,11,92,100,0.9495312259056581,0.5351887695637695,0.5325280520133462,0.43463495246583483,0.7384101192924722,0.6657835424379542,-0.07262657685451801,0.5560241841491841,0.6053674470953883,0.04934326294620417,0.6163185874582934,-0.01095114036290512,8.280531883239746,0.18457357585430145,2.7747214032586034,11.55709254610054,8.141422666352371
binary,2,2,54.31342963722199,54.31342963722199,23,100,100,0.9700878071040543,0.5974348568098568,0.5759195461401343,0.47202968600027423,0.7462124068741716,0.6220749634352575,-0.12413744343891409,0.5952744355317885,0.657081562228621,0.061807126696832526,0.5978341103341104,0.05924745189451064,9.004544258117676,0.19949990510940552,3.0507717871850777,12.641599497885835,8.956193068931842
binary,2,2,54.31342963722199,54.31342963722199,37,92,100,0.9639257925703832,0.5763937451437452,0.5535446375519906,0.4470953882718589,0.7100795854472325,0.6578634192604781,-0.0522161661867544,0.6182473776223776,0.6243104118104118,0.006063034188034222,0.6078982700306229,0.01641214177978889,8.478215217590332,0.18820644915103912,2.836235377943681,11.779154187221048,8.265306494701868
binary,2,3,54.31342963722199,117.0136826471659,11,94,100,0.9638372022048977,0.5799745393495394,0.48065082384935326,0.42640688559806206,0.7468405777229307,0.6512193484619956,-0.09562122926093508,0.5570849901732254,0.6336401343754284,0.076555144202203,0.5020764774441245,0.1315636569313039,8.270545959472656,0.18440623581409454,2.75949355473338,11.484332790110406,8.064165838833514
binary,2,3,54.31342963722199,117.0136826471659,23,91,100,0.9558173903557813,0.5644029581529582,0.5240486025412497,0.46826651697975225,0.7434346290963938,0.6153583344759815,-0.12807629462041226,0.6161737567987569,0.643846268110974,0.027672511312217152,0.5832916266739796,0.060554641436994405,8.398244857788086,0.18581724166870117,2.8051890865412847,11.643053903864224,8.3717076093301
binary,2,3,54.31342963722199,117.0136826471659,37,38,68,0.6901529741887864,0.5377660533910533,0.46976381461675576,0.33929338635220985,0.7058542152292152,0.6055839789295672,-0.10027023629964804,0.5534079482608895,0.6213865178938708,0.06797856963298132,0.5229736562457151,0.09841286164815566,4.683257579803467,0.10238047689199448,1.6158009968874794,6.690553564349894,4.68060162423671
weighted31,2,1,54.31342963722199,22.54,11,96,100,0.9512291073305628,0.5492854367854368,0.471014728735317,0.41039509918186395,0.7220134032634032,0.646047437040084,-0.07596596622331919,0.6216743224096165,0.6318930252753783,0.010218702865761764,0.5380836075689016,0.09380941770647666,4.548381328582764,0.09723538160324097,10.092528436619098,42.57540062690862,32.99805459208872
weighted31,2,1,54.31342963722199,22.54,23,27,57,0.6072177661749433,0.5329087579087579,0.4491538690068102,0.3119806663924311,0.703971987979341,0.6216633244206773,-0.08230866355866373,0.5968879976232917,0.5906364264820148,-0.006251571141276946,0.4959236025412496,0.09471282394076513,3.2136545181274414,0.06929081678390503,4.071672564581131,16.92516966540404,13.05780309918283
weighted31,2,1,54.31342963722199,22.54,37,100,100,0.9501768808193237,0.5847669691419691,0.5147201654554596,0.4039848427716075,0.7254997657571187,0.6617064308240779,-0.06379333493304085,0.6233095948169477,0.6567400532474061,0.03343045843045844,0.5516184183463595,0.10512163490104665,4.62031364440918,0.09744736552238464,9.825723853726215,41.51385677266855,31.881509715113147
weighted31,2,2,54.31342963722199,54.31342963722199,11,96,100,0.9452114102748178,0.5288891663891664,0.48020404840257785,0.3914439930984049,0.7287708818958819,0.6394910644910644,-0.0892798174048175,0.6283233922939806,0.6047688422688422,-0.0235545500251384,0.4848769082224964,0.1198919340463458,4.5794830322265625,0.09746476262807846,9.744052993598778,41.27198034120273,31.407316361350574
weighted31,2,2,54.31342963722199,54.31342963722199,23,27,57,0.622524212484607,0.5177416333666334,0.46153446226975636,0.341895196306961,0.6982153263403262,0.6334280303030302,-0.06478729603729605,0.5768952248731661,0.5912648829928242,0.014369658119658069,0.4609594245623657,0.1303054584304585,3.196411609649658,0.06865712255239487,3.942894550060929,16.482136958245242,12.354260674838361
weighted31,2,2,54.31342963722199,54.31342963722199,37,95,100,0.946592236971035,0.5831279831279831,0.49442102015631434,0.39252650943827416,0.7281804184377715,0.6587639688742631,-0.06941644956350834,0.6282115556012614,0.6164845571095571,-0.011726998491704332,0.515583007678596,0.10090154943096108,4.510585308074951,0.09522803872823715,9.043398648549449,38.141215020848016,28.240939436287714
weighted31,2,3,54.31342963722199,117.0136826471659,11,81,100,0.9144304847390945,0.5381379037629038,0.4620655080213904,0.3906442821883998,0.7388811760135289,0.6325381930161342,-0.10634298299739464,0.5947339629324925,0.6176946215549156,0.022960658622423136,0.500875839846428,0.11681878170848758,4.312320232391357,0.09214850515127182,8.373658688997534,35.41656572997416,26.73668942506286
weighted31,2,3,54.31342963722199,117.0136826471659,23,30,60,0.6627887582197701,0.5110205766455765,0.4571808297911239,0.32170445975593037,0.7056263997440467,0.6303030303030303,-0.07532336944101647,0.5836539889848714,0.6058372183372184,0.022183229352346956,0.4765200077700077,0.12931721056721068,3.260197639465332,0.06992742419242859,4.285652560305086,17.967898461357763,13.30480273016568
weighted31,2,3,54.31342963722199,117.0136826471659,37,94,100,0.9439360640791908,0.5848776223776224,0.5016941187897072,0.4002062480003657,0.7296887140637142,0.6428857294666118,-0.08680298459710234,0.6032492629919101,0.6295187451437451,0.026269482151835,0.5322905240184651,0.09722822112527996,4.511150360107422,0.09502869099378586,8.830380017471224,37.25596352331454,27.34508821333962
