coding,l2_mem_shift,l2_tau_mem_ms,native_train_ba_count,native_train_ba_mean,native_train_ba_std,native_val_ba_count,native_val_ba_mean,native_val_ba_std,native_test_ba_count,native_test_ba_mean,native_test_ba_std,lif_test_ba_count,lif_test_ba_mean,lif_test_ba_std,l1_pre_reset_fixed250_ba_count,l1_pre_reset_fixed250_ba_mean,l1_pre_reset_fixed250_ba_std,l1_communication_fixed250_ba_count,l1_communication_fixed250_ba_mean,l1_communication_fixed250_ba_std,l1_communication_delta_count,l1_communication_delta_mean,l1_communication_delta_std,l2_pre_reset_fixed250_ba_count,l2_pre_reset_fixed250_ba_mean,l2_pre_reset_fixed250_ba_std,l2_communication_fixed250_ba_count,l2_communication_fixed250_ba_mean,l2_communication_fixed250_ba_std,l2_communication_delta_count,l2_communication_delta_mean,l2_communication_delta_std,l2_communication_whole_ba_count,l2_communication_whole_ba_mean,l2_communication_whole_ba_std,l2_temporal_ordering_gain_count,l2_temporal_ordering_gain_mean,l2_temporal_ordering_gain_std,output_weight_fro_norm_count,output_weight_fro_norm_mean,output_weight_fro_norm_std,output_weight_mean_abs_count,output_weight_mean_abs_mean,output_weight_mean_abs_std,mean_abs_evidence_per_valid_step_count,mean_abs_evidence_per_valid_step_mean,mean_abs_evidence_per_valid_step_std,mean_l2_evidence_norm_per_valid_step_count,mean_l2_evidence_norm_per_valid_step_mean,mean_l2_evidence_norm_per_valid_step_std,mean_native_score_l2_norm_count,mean_native_score_l2_norm_mean,mean_native_score_l2_norm_std
binary,1,22.54,3,0.9551688205905841,0.01566996762963284,3,0.5816508722758723,0.009179320498685506,3,0.5591958898944194,0.0067382225981277724,3,0.46552411368587837,0.006728923571310642,3,0.7422179468135351,0.008271472993763037,3,0.6794674211953623,0.05446034222379544,3,-0.0627505256181728,0.05190288538848286,3,0.6058565005256182,0.03796088145492954,3,0.6333263346130993,0.03462180374854559,3,0.02746983408748105,0.024882026010071827,3,0.5971802299008182,0.018768095928102205,3,0.03614610471228108,0.020266079210529555,3,8.445414543151855,0.3417685447533865,3,0.18792876601219177,0.008044572005551474,3,2.9114611052690176,0.14775924152641073,3,12.08944734408034,0.6043755952434762,3,8.612650202608656,0.47112068535249096
binary,2,54.31342963722199,3,0.9611816085266985,0.01054946288636417,3,0.5696724571724571,0.03166268510970939,3,0.5539974119018237,0.021699290174972817,3,0.4512533422459893,0.019040954807103872,3,0.7315673705379587,0.0190134847925312,3,0.6485739750445633,0.0232879861729002,3,-0.0829933954933955,0.037064413214214505,3,0.5898486657677834,0.03146443523487452,3,0.6289198070448071,0.02616337744488395,3,0.03907114127702364,0.029257278155993972,3,0.6073503226076755,0.009254412916136125,3,0.02156948443713147,0.03538232929294879,3,8.587763786315918,0.37423140758955986,3,0.19075997670491537,0.007783906698069278,3,2.8872428561291206,0.1449216192968359,3,11.992615410402474,0.5728988588479131,3,8.45430740999536,0.43903725549913375
binary,3,117.0136826471659,3,0.869935855583155,0.15574817070312588,3,0.5607145169645169,0.021344613384349894,3,0.49148774700245285,0.028719135216288508,3,0.4113222629766747,0.06579647776051184,3,0.7320431406828466,0.022744119763656378,3,0.6240538872891814,0.024028237911584056,3,-0.10798925339366512,0.01755050527891661,3,0.575555565077624,0.03522439897751703,3,0.6329576401267577,0.011245418789590239,3,0.057402075049133826,0.02610123805159246,3,0.5361139201212731,0.042171969566838774,3,0.09684372000548465,0.03553050414065138,3,7.117349465688069,2.1089521649043372,3,0.1575346514582634,0.04777012626574565,3,2.393494546054048,0.6738898001292738,3,9.93931341944151,2.8146276032592614,3,7.038825024133441,2.048062178747368
weighted31,1,22.54,3,0.8362079181082765,0.19831198666998434,3,0.5556537212787213,0.026509145659897114,3,0.4782962543991956,0.03338413200149641,3,0.37545353611530086,0.055062480328746596,3,0.7171617189999543,0.011554887890260705,3,0.6431390640949464,0.02017935993780581,3,-0.07402265490500792,0.009409393853411073,3,0.6139573049499519,0.014805048747657942,3,0.6264231683349331,0.033389547302954625,3,0.012465863384981088,0.019936227464903533,3,0.5285418761521702,0.0290475748680171,3,0.09788129218276281,0.006286569630147438,3,4.127449830373128,0.7921868270974229,3,0.08799118796984355,0.016195343348148056,3,7.996641618308814,3.401739661688289,3,33.67147568832707,14.512435801706745,3,25.9791224687949,11.204108121765389
weighted31,2,54.31342963722199,3,0.8381092865768199,0.18670342738980436,3,0.5432529276279277,0.03497973572615284,3,0.4787198436095495,0.016493440220500345,3,0.3752885662812133,0.028924571372528473,3,0.7183888755579932,0.017473300426710015,3,0.6438943545561192,0.01322948103173663,3,-0.07449452100187397,0.013011956343474343,3,0.6111433909228027,0.02965983454411148,3,0.6041727607904078,0.012620399180899583,3,-0.006970630132394888,0.019404346699374905,3,0.48713978015448606,0.027382008694567476,3,0.11703298063592178,0.014908979745942122,3,4.095493316650391,0.7793892871959628,3,0.08711664130290349,0.016025483076223163,3,7.576782064069718,3.1664780081599906,3,31.96511077343199,13.499714126384415,3,24.000838824158887,10.209729313212243
weighted31,3,117.0136826471659,3,0.8403851023460186,0.15450886993407628,3,0.544678700928701,0.03736043792221194,3,0.47364681886740717,0.024412154658118503,3,0.3708516633148986,0.04283040404662671,3,0.7247320966070966,0.017172538503138164,3,0.6352423175952587,0.006713069109198007,3,-0.08948977901183781,0.015683375098079187,3,0.5938790716364246,0.00982556971370112,3,0.6176835283452929,0.011840767300582129,3,0.023804456708868365,0.002169876008749679,3,0.5032287905449669,0.027959612003695244,3,0.11445473780032607,0.016174589285384407,3,4.027889410654704,0.6722323605612888,3,0.08570154011249542,0.013736481260375017,3,7.163230422257947,2.5024966247073337,3,30.213475904882156,10.64478610656651,3,22.462193456189386,7.936365097019724
