interaction,l2_mem_shift,interaction_native_test_ba_count,interaction_native_test_ba_mean,interaction_native_test_ba_std,interaction_l1_communication_fixed250_ba_count,interaction_l1_communication_fixed250_ba_mean,interaction_l1_communication_fixed250_ba_std,interaction_l2_communication_fixed250_ba_count,interaction_l2_communication_fixed250_ba_mean,interaction_l2_communication_fixed250_ba_std,interaction_l2_communication_whole_ba_count,interaction_l2_communication_whole_ba_mean,interaction_l2_communication_whole_ba_std,interaction_l2_temporal_ordering_gain_count,interaction_l2_temporal_ordering_gain_mean,interaction_l2_temporal_ordering_gain_std,interaction_output_weight_fro_norm_count,interaction_output_weight_fro_norm_mean,interaction_output_weight_fro_norm_std,interaction_mean_abs_evidence_per_valid_step_count,interaction_mean_abs_evidence_per_valid_step_mean,interaction_mean_abs_evidence_per_valid_step_std,interaction_mean_native_score_l2_norm_count,interaction_mean_native_score_l2_norm_mean,interaction_mean_native_score_l2_norm_std
coding_x_l2mem2,2,3,0.005622067202949554,0.03295954502362975,3,0.03164873661197191,0.06332188813571336,3,-0.017843879976232973,0.026254508896070474,3,-0.051572188704541555,0.022377800974189208,3,0.033728308728308586,0.021832368083827516,3,-0.17430575688680014,0.1286265261413608,3,-0.395641305099199,0.3418960468462988,3,-1.8199408520227205,1.554105915267134
coding_x_l2mem3,3,3,0.06305870736017795,0.021851645398393765,3,0.04751678740649327,0.07457924492281863,3,-0.008370945503298496,0.02999509971768125,3,0.035753224172341815,0.05255674274415353,3,-0.04412416967564031,0.05014145879661337,3,1.2285046577453613,2.004133347740657,3,-0.3154446368358972,1.182405201897867,3,-1.9431038341302986,3.6485436056369185
