seed,model_kind,split,layer,state,mean_state_norm,mean_per_neuron_variance,nonzero_fraction,firing_rate_per_step
11,random_a2,test,L1,spike50,0.9560434222221375,0.018852435052394867,0.010178856632844796,0.003414482343941927
11,random_a2,test,L1,syn_current,0.9798028469085693,0.005409070290625095,0.991826381059752,
11,random_a2,test,L1,pre_reset,1.7968460321426392,0.016612417995929718,0.991826381059752,
11,random_a2,test,L2,spike50,2.622528314590454,0.2049204409122467,0.03482155439684329,0.02068360149860382
11,random_a2,test,L2,syn_current,1.0654841661453247,0.019522227346897125,0.7065952649379932,
11,random_a2,test,L2,pre_reset,1.8902850151062012,0.058680541813373566,0.7065952649379932,
11,random_a2,test,L1,spike50,0.3328615725040436,0.004441562108695507,0.003216911764705882,0.0009300595265813172
11,random_a2,test,L1,syn_current,0.7828165888786316,0.0028182798996567726,0.9908963585434174,
11,random_a2,test,L1,pre_reset,1.4586820602416992,0.008783301338553429,0.9908963585434174,
11,random_a2,test,L2,spike50,0.4733998775482178,0.036716870963573456,0.006269695378151261,0.003495929529890418
11,random_a2,test,L2,syn_current,0.3738451898097992,0.004122558049857616,0.5119047619047619,
11,random_a2,test,L2,pre_reset,0.6936182975769043,0.01289055123925209,0.5119047619047619,
