seed,model_kind,split,layer,state,mean_state_norm,mean_per_neuron_variance,nonzero_fraction,firing_rate_per_step
23,c2,test,L1,spike50,7.257929801940918,0.2968456447124481,0.11496500375798573,0.05688430741429329
23,c2,test,L1,syn_current,2.2486448287963867,0.017672184854745865,0.991826381059752,
23,c2,test,L1,pre_reset,3.8569228649139404,0.04752019792795181,0.991826381059752,
23,c2,test,L2,spike50,22.248613357543945,2.784585952758789,0.4483878828447952,0.3539743721485138
23,c2,test,L2,syn_current,7.511865615844727,0.5020405650138855,0.8664975573092822,
23,c2,test,L2,pre_reset,12.4103422164917,1.5066012144088745,0.8664975573092822,
23,c2,test,L3,spike50,24.77178955078125,3.236680507659912,0.43534576404547165,0.3997806906700134
23,c2,test,L3,syn_current,27.141223907470703,5.655206680297852,0.8477076287110109,
23,c2,test,L3,pre_reset,51.219303131103516,20.722646713256836,0.8477076287110109,
23,c2,test,L1,spike50,5.494837284088135,0.15791986882686615,0.07614452030812324,0.03542432561516762
23,c2,test,L1,syn_current,1.8255565166473389,0.00913486909121275,0.9908963585434174,
23,c2,test,L1,pre_reset,3.1855900287628174,0.02556348592042923,0.9908963585434174,
23,c2,test,L2,spike50,19.833677291870117,2.2978599071502686,0.4091495973389356,0.308145135641098
23,c2,test,L2,syn_current,5.385557651519775,0.21826514601707458,0.84593837535014,
23,c2,test,L2,pre_reset,8.43376636505127,0.5915621519088745,0.84593837535014,
23,c2,test,L3,spike50,23.20783233642578,2.977876901626587,0.40372242647058826,0.37091320753097534
23,c2,test,L3,syn_current,23.78810691833496,4.501387596130371,0.811624649859944,
23,c2,test,L3,pre_reset,44.58809280395508,16.392921447753906,0.811624649859944,
