seed,model_kind,split,layer,state,mean_state_norm,mean_per_neuron_variance,nonzero_fraction,firing_rate_per_step
37,c2,test,L1,spike50,7.477118968963623,0.3066445291042328,0.1173071389984968,0.05872146412730217
37,c2,test,L1,syn_current,2.0482852458953857,0.01654297485947609,0.991826381059752,
37,c2,test,L1,pre_reset,3.350633382797241,0.04185730963945389,0.991826381059752,
37,c2,test,L2,spike50,22.252487182617188,2.6937174797058105,0.4393349539646749,0.34884530305862427
37,c2,test,L2,syn_current,8.768758773803711,0.5842683911323547,0.86565201052236,
37,c2,test,L2,pre_reset,15.082472801208496,1.8349783420562744,0.86565201052236,
37,c2,test,L3,spike50,25.028566360473633,3.3745739459991455,0.4449565189308531,0.40669184923171997
37,c2,test,L3,syn_current,24.3431453704834,5.253170013427734,0.8513716647876738,
37,c2,test,L3,pre_reset,45.611610412597656,19.052106857299805,0.8513716647876738,
37,c2,test,L1,spike50,5.468180179595947,0.16255050897598267,0.0762484681372549,0.03557751327753067
37,c2,test,L1,syn_current,1.6598597764968872,0.00870531052350998,0.9908963585434174,
37,c2,test,L1,pre_reset,2.804135322570801,0.022981857880949974,0.9908963585434174,
37,c2,test,L2,spike50,19.941003799438477,2.222041130065918,0.40918242296918766,0.3096988797187805
37,c2,test,L2,syn_current,5.970502853393555,0.2506348490715027,0.8305322128851541,
37,c2,test,L2,pre_reset,9.677508354187012,0.7250377535820007,0.8305322128851541,
37,c2,test,L3,spike50,23.872699737548828,3.181572914123535,0.4289981617647059,0.3909860849380493
37,c2,test,L3,syn_current,20.838014602661133,3.746703624725342,0.8130252100840336,
37,c2,test,L3,pre_reset,38.633995056152344,13.391274452209473,0.8130252100840336,
