seed,model_kind,split,layer,state,mean_state_norm,mean_per_neuron_variance,nonzero_fraction,firing_rate_per_step
37,random_a2,test,L1,spike50,1.5503188371658325,0.03134690225124359,0.01451815576850808,0.005705238785594702
37,random_a2,test,L1,syn_current,1.0966732501983643,0.005915910936892033,0.991826381059752,
37,random_a2,test,L1,pre_reset,2.0057601928710938,0.018215307965874672,0.991826381059752,
37,random_a2,test,L2,spike50,4.2942328453063965,0.30415433645248413,0.05839043710071402,0.03482595831155777
37,random_a2,test,L2,syn_current,1.6423735618591309,0.031117763370275497,0.7095077038707253,
37,random_a2,test,L2,pre_reset,2.939669132232666,0.09902048110961914,0.7095077038707253,
37,random_a2,test,L1,spike50,0.8087136745452881,0.013457421213388443,0.006734725140056023,0.0024892769288271666
37,random_a2,test,L1,syn_current,0.845413863658905,0.0030747451819479465,0.9908963585434174,
37,random_a2,test,L1,pre_reset,1.559826135635376,0.009500456973910332,0.9908963585434174,
37,random_a2,test,L2,spike50,2.0872087478637695,0.13116705417633057,0.026785714285714284,0.014716824516654015
37,random_a2,test,L2,syn_current,0.8584862947463989,0.013891289010643959,0.5035014005602241,
37,random_a2,test,L2,pre_reset,1.5506155490875244,0.04484032094478607,0.5035014005602241,
