kmeans_clusters,kmeans_inertia,NMI_arithmetic,ARI,silhouette_micro,silhouette_macro,silhouette_samples
12,2.387183904647827,0.371764613427743,0.10798339104999496,-0.20532385285950047,-0.19170568061341442,126
