D_intra_macro,D_inter_centroids,D_inter_over_D_intra,prototype_balanced_accuracy,prototype_accuracy,prototype_macro_f1
0.05068481429714133,0.020337797701358795,0.4012601798583409,0.2872925685425685,0.2857142857142857,0.28738795926295924
