k,same_label_micro,same_label_macro
1,0.2440944881889764,0.22865560365560367
3,0.2440944881889764,0.2335357543690877
5,0.2188976377952756,0.20957190957190955
10,0.19370078740157481,0.18487253487253485
20,0.18700787401574803,0.17949585137085136
50,0.1590551181102362,0.15389670514670517
