mean_embedding_cosine_similarity,median_embedding_cosine_similarity,mean_embedding_cosine_distance,median_embedding_cosine_distance,prediction_agreement
0.9497127736603657,0.9511568911906922,0.05028722633963444,0.048843108809307756,0.36220472440944884
