split_seed,representation,n_bins,feature_dim,mean_train_bin_samples,mean_val_bin_samples,mean_test_bin_samples,probe,eval_split,accuracy,balanced_accuracy,macro_f1
11,relative_bin_count,6,180,16.3507217847769,17.458681522748375,15.064835164835165,knn5,test,0.4725274725274725,0.47040680982244454,0.46914040130507484
11,relative_bin_rate,6,180,16.3507217847769,17.458681522748375,15.064835164835165,logreg,val,0.45125348189415043,0.4446410960834038,0.4393968658884445
11,relative_bin_rate,6,180,16.3507217847769,17.458681522748375,15.064835164835165,logreg,test,0.5956043956043956,0.5960782659892566,0.5933136527960408
11,relative_bin_rate,6,180,16.3507217847769,17.458681522748375,15.064835164835165,knn5,val,0.26740947075208915,0.26446592936977553,0.2615221084109106
11,relative_bin_rate,6,180,16.3507217847769,17.458681522748375,15.064835164835165,knn5,test,0.4175824175824176,0.41706970575004626,0.40686402473828315
11,relative_bin_count,8,240,12.263041338582678,13.094011142061282,11.298626373626373,logreg,val,0.42896935933147634,0.4252189583920353,0.4313220509464514
11,relative_bin_count,8,240,12.263041338582678,13.094011142061282,11.298626373626373,logreg,test,0.6505494505494506,0.6539488568706834,0.6481385802647343
11,relative_bin_count,8,240,12.263041338582678,13.094011142061282,11.298626373626373,knn5,val,0.27019498607242337,0.26271250117403966,0.2495825477031023
11,relative_bin_count,8,240,12.263041338582678,13.094011142061282,11.298626373626373,knn5,test,0.45494505494505494,0.4505431187319732,0.45673068139444883
11,relative_bin_rate,8,240,12.263041338582678,13.094011142061282,11.298626373626373,logreg,val,0.4568245125348189,0.45371994458532916,0.45832010408423307
11,relative_bin_rate,8,240,12.263041338582678,13.094011142061282,11.298626373626373,logreg,test,0.6043956043956044,0.6089971818686989,0.600105055690019
11,relative_bin_rate,8,240,12.263041338582678,13.094011142061282,11.298626373626373,knn5,val,0.2618384401114206,0.25404691462383766,0.24362474315641067
11,relative_bin_rate,8,240,12.263041338582678,13.094011142061282,11.298626373626373,knn5,test,0.3978021978021978,0.3938105302849885,0.3885460608051694
11,relative_bin_count,10,300,9.810433070866141,10.475208913649025,9.038901098901098,logreg,val,0.4373259052924791,0.4404280548511318,0.44200609248898665
11,relative_bin_count,10,300,9.810433070866141,10.475208913649025,9.038901098901098,logreg,test,0.6571428571428571,0.6582142573628642,0.6549286334176203
11,relative_bin_count,10,300,9.810433070866141,10.475208913649025,9.038901098901098,knn5,val,0.2618384401114206,0.2535045083122006,0.24790951660418584
11,relative_bin_count,10,300,9.810433070866141,10.475208913649025,9.038901098901098,knn5,test,0.42417582417582417,0.41826641925326136,0.4241285338704398
11,relative_bin_rate,10,300,9.810433070866141,10.475208913649025,9.038901098901098,logreg,val,0.4373259052924791,0.43641694843617923,0.44094326658651606
11,relative_bin_rate,10,300,9.810433070866141,10.475208913649025,9.038901098901098,logreg,test,0.6461538461538462,0.6479710777698393,0.6452155344793239
11,relative_bin_rate,10,300,9.810433070866141,10.475208913649025,9.038901098901098,knn5,val,0.27298050139275765,0.26072074293228137,0.24191725243476286
11,relative_bin_rate,10,300,9.810433070866141,10.475208913649025,9.038901098901098,knn5,test,0.4087912087912088,0.40434098065677015,0.390871135073091
11,relative_bin_count,12,360,8.17536089238845,8.729340761374187,7.532417582417582,logreg,val,0.43454038997214484,0.4368026204564667,0.4385628276723976
11,relative_bin_count,12,360,8.17536089238845,8.729340761374187,7.532417582417582,logreg,test,0.6615384615384615,0.6629729962160303,0.6622490683143933
11,relative_bin_count,12,360,8.17536089238845,8.729340761374187,7.532417582417582,knn5,val,0.22284122562674094,0.21820113647036724,0.22090192137047812
11,relative_bin_count,12,360,8.17536089238845,8.729340761374187,7.532417582417582,knn5,test,0.3758241758241758,0.3739777658701806,0.39428113902892004
11,relative_bin_rate,12,360,8.17536089238845,8.729340761374187,7.532417582417582,logreg,val,0.4206128133704735,0.4196352258852259,0.4203710182622239
11,relative_bin_rate,12,360,8.17536089238845,8.729340761374187,7.532417582417582,logreg,test,0.6307692307692307,0.6332256688100342,0.6262050772277422
11,relative_bin_rate,12,360,8.17536089238845,8.729340761374187,7.532417582417582,knn5,val,0.22284122562674094,0.2127195454118531,0.19637342475027847
11,relative_bin_rate,12,360,8.17536089238845,8.729340761374187,7.532417582417582,knn5,test,0.35384615384615387,0.350592899102961,0.3421245000708483
11,relative_bin_count,16,480,6.131520669291339,6.547005571030641,5.6493131868131865,logreg,val,0.4456824512534819,0.4474916643185874,0.44159807296854964
11,relative_bin_count,16,480,6.131520669291339,6.547005571030641,5.6493131868131865,logreg,test,0.6087912087912087,0.6136724021592443,0.6047420061811034
11,relative_bin_count,16,480,6.131520669291339,6.547005571030641,5.6493131868131865,knn5,val,0.1894150417827298,0.1812130177514793,0.18328444474490263
11,relative_bin_count,16,480,6.131520669291339,6.547005571030641,5.6493131868131865,knn5,test,0.2923076923076923,0.2880700762086211,0.29723973087887084
11,relative_bin_rate,16,480,6.131520669291339,6.547005571030641,5.6493131868131865,logreg,val,0.43454038997214484,0.4312652625152626,0.43192845879430547
11,relative_bin_rate,16,480,6.131520669291339,6.547005571030641,5.6493131868131865,logreg,test,0.5802197802197803,0.586760571300045,0.5795202010320157
11,relative_bin_rate,16,480,6.131520669291339,6.547005571030641,5.6493131868131865,knn5,val,0.20891364902506965,0.19862989574528037,0.18186113359350775
11,relative_bin_rate,16,480,6.131520669291339,6.547005571030641,5.6493131868131865,knn5,test,0.3252747252747253,0.3213614021857056,0.3133094830236108
11,relative_bin_count,20,600,4.905216535433071,5.237604456824513,4.519450549450549,logreg,val,0.3871866295264624,0.38262303935380854,0.38011573312637825
11,relative_bin_count,20,600,4.905216535433071,5.237604456824513,4.519450549450549,logreg,test,0.6021978021978022,0.6059619023047815,0.5952565273864667
11,relative_bin_count,20,600,4.905216535433071,5.237604456824513,4.519450549450549,knn5,val,0.16434540389972144,0.15626819761435143,0.14750145746292115
11,relative_bin_count,20,600,4.905216535433071,5.237604456824513,4.519450549450549,knn5,test,0.21978021978021978,0.21605656770130455,0.21886014299873577
11,relative_bin_rate,20,600,4.905216535433071,5.237604456824513,4.519450549450549,logreg,val,0.403899721448468,0.3967895886165117,0.394727079304186
11,relative_bin_rate,20,600,4.905216535433071,5.237604456824513,4.519450549450549,logreg,test,0.5714285714285714,0.5762711359847582,0.5648609235430946
11,relative_bin_rate,20,600,4.905216535433071,5.237604456824513,4.519450549450549,knn5,val,0.1615598885793872,0.1561208556400864,0.1533678072901619
11,relative_bin_rate,20,600,4.905216535433071,5.237604456824513,4.519450549450549,knn5,test,0.25274725274725274,0.24859490354846392,0.2315962292285576
23,relative_bin_count,1,30,101.94095595126522,95.71573604060913,86.51490514905149,logreg,val,0.2563451776649746,0.25966977027497395,0.23830347793823237
23,relative_bin_count,1,30,101.94095595126522,95.71573604060913,86.51490514905149,logreg,test,0.2222222222222222,0.21539797871811445,0.20410067823122532
23,relative_bin_count,1,30,101.94095595126522,95.71573604060913,86.51490514905149,knn5,val,0.13451776649746192,0.1304835247708551,0.10813342392981824
23,relative_bin_count,1,30,101.94095595126522,95.71573604060913,86.51490514905149,knn5,test,0.15176151761517614,0.14850375554561074,0.14116627717949315
23,relative_bin_rate,1,30,101.94095595126522,95.71573604060913,86.51490514905149,logreg,val,0.19289340101522842,0.19426896004950306,0.19125782660759308
23,relative_bin_rate,1,30,101.94095595126522,95.71573604060913,86.51490514905149,logreg,test,0.19241192411924118,0.1856706390643042,0.17377414933026739
23,relative_bin_rate,1,30,101.94095595126522,95.71573604060913,86.51490514905149,knn5,val,0.09644670050761421,0.09353825849866573,0.08136054942781062
23,relative_bin_rate,1,30,101.94095595126522,95.71573604060913,86.51490514905149,knn5,test,0.08672086720867209,0.08411196332576423,0.08038953046386063
23,relative_bin_count,2,60,50.97047797563261,47.857868020304565,43.25745257452574,logreg,val,0.3883248730964467,0.3953914800634258,0.3815651711922271
23,relative_bin_count,2,60,50.97047797563261,47.857868020304565,43.25745257452574,logreg,test,0.34688346883468835,0.3506222064762789,0.3425074787966495
23,relative_bin_count,2,60,50.97047797563261,47.857868020304565,43.25745257452574,knn5,val,0.233502538071066,0.23126111884596046,0.21661013199041082
23,relative_bin_count,2,60,50.97047797563261,47.857868020304565,43.25745257452574,knn5,test,0.23577235772357724,0.22752573909248117,0.21252330987541984
23,relative_bin_rate,2,60,50.97047797563261,47.857868020304565,43.25745257452574,logreg,val,0.3401015228426396,0.3463841996364621,0.3409158378894489
23,relative_bin_rate,2,60,50.97047797563261,47.857868020304565,43.25745257452574,logreg,test,0.33604336043360433,0.34073399576793234,0.33372456448626725
23,relative_bin_rate,2,60,50.97047797563261,47.857868020304565,43.25745257452574,knn5,val,0.1700507614213198,0.16521178984414278,0.14328394265998445
23,relative_bin_rate,2,60,50.97047797563261,47.857868020304565,43.25745257452574,knn5,test,0.2086720867208672,0.19440987933634993,0.17132503929068113
23,relative_bin_count,4,120,25.485238987816306,23.928934010152282,21.62872628726287,logreg,val,0.48223350253807107,0.48761674788258497,0.4832836385095606
23,relative_bin_count,4,120,25.485238987816306,23.928934010152282,21.62872628726287,logreg,test,0.43360433604336046,0.436476444621241,0.4312517899384638
23,relative_bin_count,4,120,25.485238987816306,23.928934010152282,21.62872628726287,knn5,val,0.3096446700507614,0.30935530030552655,0.3080221963907762
23,relative_bin_count,4,120,25.485238987816306,23.928934010152282,21.62872628726287,knn5,test,0.3116531165311653,0.3038247448880933,0.2986919791594197
23,relative_bin_rate,4,120,25.485238987816306,23.928934010152282,21.62872628726287,logreg,val,0.4517766497461929,0.45601771280504305,0.45553846605488435
23,relative_bin_rate,4,120,25.485238987816306,23.928934010152282,21.62872628726287,logreg,test,0.41192411924119243,0.4117480276134122,0.40434000782368085
23,relative_bin_rate,4,120,25.485238987816306,23.928934010152282,21.62872628726287,knn5,val,0.25888324873096447,0.2588290888347449,0.25177518798209325
23,relative_bin_rate,4,120,25.485238987816306,23.928934010152282,21.62872628726287,knn5,test,0.3035230352303523,0.2981492301062437,0.285131406286465
23,relative_bin_count,6,180,16.990159325210872,15.952622673434856,14.419150858175248,logreg,val,0.5380710659898477,0.5380080829175852,0.5379745543529537
23,relative_bin_count,6,180,16.990159325210872,15.952622673434856,14.419150858175248,logreg,test,0.4878048780487805,0.4824184111514428,0.4971654024187841
23,relative_bin_count,6,180,16.990159325210872,15.952622673434856,14.419150858175248,knn5,val,0.35786802030456855,0.35527540898016013,0.3529169710247671
23,relative_bin_count,6,180,16.990159325210872,15.952622673434856,14.419150858175248,knn5,test,0.37398373983739835,0.36458751153321284,0.37037922093635456
23,relative_bin_rate,6,180,16.990159325210872,15.952622673434856,14.419150858175248,logreg,val,0.5177664974619289,0.5183937135011796,0.5212879725813623
23,relative_bin_rate,6,180,16.990159325210872,15.952622673434856,14.419150858175248,logreg,test,0.46883468834688347,0.46279126542135596,0.4713921945598528
23,relative_bin_rate,6,180,16.990159325210872,15.952622673434856,14.419150858175248,knn5,val,0.35279187817258884,0.3536622094597208,0.3518945623109434
23,relative_bin_rate,6,180,16.990159325210872,15.952622673434856,14.419150858175248,knn5,test,0.3712737127371274,0.36163804772402053,0.3540480227870244
23,relative_bin_count,8,240,12.742619493908153,11.964467005076141,10.814363143631436,logreg,val,0.5101522842639594,0.5120936786943574,0.5183434730991682
23,relative_bin_count,8,240,12.742619493908153,11.964467005076141,10.814363143631436,logreg,test,0.47696476964769646,0.4782325454836768,0.47702044196348015
23,relative_bin_count,8,240,12.742619493908153,11.964467005076141,10.814363143631436,knn5,val,0.3756345177664975,0.375241714042619,0.381316431429435
23,relative_bin_count,8,240,12.742619493908153,11.964467005076141,10.814363143631436,knn5,test,0.3685636856368564,0.356993512395096,0.36602165565123895
23,relative_bin_rate,8,240,12.742619493908153,11.964467005076141,10.814363143631436,logreg,val,0.5025380710659898,0.5021858200874038,0.5040660093795181
23,relative_bin_rate,8,240,12.742619493908153,11.964467005076141,10.814363143631436,logreg,test,0.46883468834688347,0.4680153964939033,0.460779375944299
23,relative_bin_rate,8,240,12.742619493908153,11.964467005076141,10.814363143631436,knn5,val,0.36548223350253806,0.3676562439571489,0.37018601455126515
23,relative_bin_rate,8,240,12.742619493908153,11.964467005076141,10.814363143631436,knn5,test,0.4065040650406504,0.3965919010602269,0.3862498593596679
23,relative_bin_count,10,300,10.194095595126523,9.571573604060914,8.651490514905149,logreg,val,0.5279187817258884,0.5341682136365394,0.5345348352497281
23,relative_bin_count,10,300,10.194095595126523,9.571573604060914,8.651490514905149,logreg,test,0.5040650406504065,0.4988658086508765,0.5008247695844774
23,relative_bin_count,10,300,10.194095595126523,9.571573604060914,8.651490514905149,knn5,val,0.3248730964467005,0.31535560969950105,0.32239844276814306
23,relative_bin_count,10,300,10.194095595126523,9.571573604060914,8.651490514905149,knn5,test,0.31978319783197834,0.30433175735777546,0.3091249276758987
23,relative_bin_rate,10,300,10.194095595126523,9.571573604060914,8.651490514905149,logreg,val,0.5025380710659898,0.5043868681594925,0.5057660934498963
23,relative_bin_rate,10,300,10.194095595126523,9.571573604060914,8.651490514905149,logreg,test,0.4905149051490515,0.4855153550572103,0.48034467945206133
23,relative_bin_rate,10,300,10.194095595126523,9.571573604060914,8.651490514905149,knn5,val,0.3223350253807107,0.31989644970414205,0.31159502176151377
23,relative_bin_rate,10,300,10.194095595126523,9.571573604060914,8.651490514905149,knn5,test,0.3062330623306233,0.2955745611854209,0.2790496720614452
23,relative_bin_count,12,360,8.495079662605436,7.976311336717428,7.209575429087624,logreg,val,0.5279187817258884,0.5328909966353405,0.5374445444502666
23,relative_bin_count,12,360,8.495079662605436,7.976311336717428,7.209575429087624,logreg,test,0.4878048780487805,0.4840374808700601,0.49048182997271156
23,relative_bin_count,12,360,8.495079662605436,7.976311336717428,7.209575429087624,knn5,val,0.3096446700507614,0.3063324244885331,0.3086911228046682
23,relative_bin_count,12,360,8.495079662605436,7.976311336717428,7.209575429087624,knn5,test,0.2845528455284553,0.27377126392963497,0.2883066970277325
23,relative_bin_rate,12,360,8.495079662605436,7.976311336717428,7.209575429087624,logreg,val,0.4873096446700508,0.49194705495610475,0.488851324761964
23,relative_bin_rate,12,360,8.495079662605436,7.976311336717428,7.209575429087624,logreg,test,0.4905149051490515,0.4859147702473494,0.4867397228819476
23,relative_bin_rate,12,360,8.495079662605436,7.976311336717428,7.209575429087624,knn5,val,0.2893401015228426,0.28245591135862635,0.2690436051794639
23,relative_bin_rate,12,360,8.495079662605436,7.976311336717428,7.209575429087624,knn5,test,0.34417344173441733,0.3302305882905431,0.325057943289883
23,relative_bin_count,16,480,6.3713097469540765,5.982233502538071,5.407181571815718,logreg,val,0.5177664974619289,0.5153029160382101,0.5208739692377283
23,relative_bin_count,16,480,6.3713097469540765,5.982233502538071,5.407181571815718,logreg,test,0.4444444444444444,0.4332609917734352,0.44238124571952964
23,relative_bin_count,16,480,6.3713097469540765,5.982233502538071,5.407181571815718,knn5,val,0.233502538071066,0.2309565591522605,0.2285952411607971
23,relative_bin_count,16,480,6.3713097469540765,5.982233502538071,5.407181571815718,knn5,test,0.24390243902439024,0.2351579981104868,0.2506243159564768
23,relative_bin_rate,16,480,6.3713097469540765,5.982233502538071,5.407181571815718,logreg,val,0.4873096446700508,0.4837227346559926,0.48297423971314407
23,relative_bin_rate,16,480,6.3713097469540765,5.982233502538071,5.407181571815718,logreg,test,0.4254742547425474,0.41209278089934204,0.41924542933530456
23,relative_bin_rate,16,480,6.3713097469540765,5.982233502538071,5.407181571815718,knn5,val,0.29949238578680204,0.2909221874154001,0.27456425800254497
23,relative_bin_rate,16,480,6.3713097469540765,5.982233502538071,5.407181571815718,knn5,test,0.2764227642276423,0.26140368869441266,0.2612788882145077
23,relative_bin_count,20,600,5.0970477975632615,4.785786802030457,4.325745257452574,logreg,val,0.48984771573604063,0.4916417701202768,0.488972004765398
23,relative_bin_count,20,600,5.0970477975632615,4.785786802030457,4.325745257452574,logreg,test,0.43902439024390244,0.43110738871485477,0.4395361739361772
23,relative_bin_count,20,600,5.0970477975632615,4.785786802030457,4.325745257452574,knn5,val,0.1751269035532995,0.17310713733225047,0.17260280668665948
23,relative_bin_count,20,600,5.0970477975632615,4.785786802030457,4.325745257452574,knn5,test,0.20596205962059622,0.19493902590622045,0.19657082887469826
23,relative_bin_rate,20,600,5.0970477975632615,4.785786802030457,4.325745257452574,logreg,val,0.4720812182741117,0.47510852960513594,0.47163718885199096
23,relative_bin_rate,20,600,5.0970477975632615,4.785786802030457,4.325745257452574,logreg,test,0.4254742547425474,0.42073181343543337,0.419124374971284
23,relative_bin_rate,20,600,5.0970477975632615,4.785786802030457,4.325745257452574,knn5,val,0.16751269035532995,0.16427877363963336,0.15374497055492856
23,relative_bin_rate,20,600,5.0970477975632615,4.785786802030457,4.325745257452574,knn5,test,0.20596205962059622,0.20005535251575976,0.19708706228344047
37,relative_bin_count,1,30,100.66034327009936,95.6020942408377,89.31378299120234,logreg,val,0.24607329842931938,0.24253258995906057,0.22777399378672408
37,relative_bin_count,1,30,100.66034327009936,95.6020942408377,89.31378299120234,logreg,test,0.25219941348973607,0.2555306872614565,0.2466934966100656
37,relative_bin_count,1,30,100.66034327009936,95.6020942408377,89.31378299120234,knn5,val,0.16753926701570682,0.16612125619478563,0.16562960924422768
37,relative_bin_count,1,30,100.66034327009936,95.6020942408377,89.31378299120234,knn5,test,0.15835777126099707,0.15183310279464127,0.13480192010274294
37,relative_bin_rate,1,30,100.66034327009936,95.6020942408377,89.31378299120234,logreg,val,0.2198952879581152,0.21564407814407816,0.20459549003868563
37,relative_bin_rate,1,30,100.66034327009936,95.6020942408377,89.31378299120234,logreg,test,0.20234604105571846,0.20333576679730528,0.1948764187108871
37,relative_bin_rate,1,30,100.66034327009936,95.6020942408377,89.31378299120234,knn5,val,0.1099476439790576,0.10603722258134024,0.08581104685542001
37,relative_bin_rate,1,30,100.66034327009936,95.6020942408377,89.31378299120234,knn5,test,0.13196480938416422,0.12846800635262173,0.10027512881067614
37,relative_bin_count,2,60,50.33017163504968,47.80104712041885,44.65689149560117,logreg,val,0.3743455497382199,0.37009497855086093,0.3634220006921186
37,relative_bin_count,2,60,50.33017163504968,47.80104712041885,44.65689149560117,logreg,test,0.39882697947214074,0.4041570608878301,0.40111607562668045
37,relative_bin_count,2,60,50.33017163504968,47.80104712041885,44.65689149560117,knn5,val,0.2617801047120419,0.25022624434389135,0.23035620876689503
37,relative_bin_count,2,60,50.33017163504968,47.80104712041885,44.65689149560117,knn5,test,0.2785923753665689,0.27738799661876584,0.26455653441269794
37,relative_bin_rate,2,60,50.33017163504968,47.80104712041885,44.65689149560117,logreg,val,0.35602094240837695,0.35518533753827874,0.35082599256865815
37,relative_bin_rate,2,60,50.33017163504968,47.80104712041885,44.65689149560117,logreg,test,0.36363636363636365,0.3742481877097262,0.37799471058626966
37,relative_bin_rate,2,60,50.33017163504968,47.80104712041885,44.65689149560117,knn5,val,0.21204188481675393,0.20667600373482725,0.18829943922385256
37,relative_bin_rate,2,60,50.33017163504968,47.80104712041885,44.65689149560117,knn5,test,0.18475073313782991,0.17869310177002484,0.1486034893900208
37,relative_bin_count,4,120,25.16508581752484,23.900523560209425,22.328445747800586,logreg,val,0.4816753926701571,0.4825740027945911,0.4801837573342237
37,relative_bin_count,4,120,25.16508581752484,23.900523560209425,22.328445747800586,logreg,test,0.47214076246334313,0.4850274725274725,0.47863376349762415
37,relative_bin_count,4,120,25.16508581752484,23.900523560209425,22.328445747800586,knn5,val,0.39528795811518325,0.39257723485664664,0.37865836012096543
37,relative_bin_count,4,120,25.16508581752484,23.900523560209425,22.328445747800586,knn5,test,0.3841642228739003,0.3791842772612003,0.37789623131714833
37,relative_bin_rate,4,120,25.16508581752484,23.900523560209425,22.328445747800586,logreg,val,0.4607329842931937,0.4626313229254407,0.4604675750224325
37,relative_bin_rate,4,120,25.16508581752484,23.900523560209425,22.328445747800586,logreg,test,0.4604105571847507,0.4709268295806757,0.467492761367675
37,relative_bin_rate,4,120,25.16508581752484,23.900523560209425,22.328445747800586,knn5,val,0.32460732984293195,0.32212460741872506,0.3184539984728853
37,relative_bin_rate,4,120,25.16508581752484,23.900523560209425,22.328445747800586,knn5,test,0.3020527859237537,0.3018564768564768,0.3028838830130325
37,relative_bin_count,6,180,16.776723878349895,15.93368237347295,14.885630498533724,logreg,val,0.5602094240837696,0.5587339947634066,0.5613567776756239
37,relative_bin_count,6,180,16.776723878349895,15.93368237347295,14.885630498533724,logreg,test,0.5249266862170088,0.5329888060657291,0.5291701567038216
37,relative_bin_count,6,180,16.776723878349895,15.93368237347295,14.885630498533724,knn5,val,0.41361256544502617,0.413463538095891,0.3968596065388571
37,relative_bin_count,6,180,16.776723878349895,15.93368237347295,14.885630498533724,knn5,test,0.36656891495601174,0.3600229898306821,0.35745465775950935
37,relative_bin_rate,6,180,16.776723878349895,15.93368237347295,14.885630498533724,logreg,val,0.5287958115183246,0.5259214233478939,0.5291854746970129
37,relative_bin_rate,6,180,16.776723878349895,15.93368237347295,14.885630498533724,logreg,test,0.49560117302052786,0.5026390276390277,0.5005120968825941
37,relative_bin_rate,6,180,16.776723878349895,15.93368237347295,14.885630498533724,knn5,val,0.3403141361256545,0.3383077706607118,0.32733136126359885
37,relative_bin_rate,6,180,16.776723878349895,15.93368237347295,14.885630498533724,knn5,test,0.3343108504398827,0.3307474576705346,0.3238811300830187
37,relative_bin_count,8,240,12.58254290876242,11.950261780104713,11.164222873900293,logreg,val,0.5471204188481675,0.5463960875725582,0.5464401353034578
37,relative_bin_count,8,240,12.58254290876242,11.950261780104713,11.164222873900293,logreg,test,0.5454545454545454,0.5559972079202848,0.5469489645372602
37,relative_bin_count,8,240,12.58254290876242,11.950261780104713,11.164222873900293,knn5,val,0.42408376963350786,0.4215517733900087,0.4084351150550892
37,relative_bin_count,8,240,12.58254290876242,11.950261780104713,11.164222873900293,knn5,test,0.3870967741935484,0.3906487743026204,0.40182348800591233
37,relative_bin_rate,8,240,12.58254290876242,11.950261780104713,11.164222873900293,logreg,val,0.5157068062827225,0.5126545839781134,0.5152590529792541
37,relative_bin_rate,8,240,12.58254290876242,11.950261780104713,11.164222873900293,logreg,test,0.5190615835777126,0.5257806296267835,0.5110632696903744
37,relative_bin_rate,8,240,12.58254290876242,11.950261780104713,11.164222873900293,knn5,val,0.38481675392670156,0.38444496679790796,0.3760214872527048
37,relative_bin_rate,8,240,12.58254290876242,11.950261780104713,11.164222873900293,knn5,test,0.36950146627565983,0.36699870642178334,0.36725738226846555
37,relative_bin_count,10,300,10.066034327009937,9.56020942408377,8.931378299120235,logreg,val,0.5732984293193717,0.5727000940236234,0.5687288015549933
37,relative_bin_count,10,300,10.066034327009937,9.56020942408377,8.931378299120235,logreg,test,0.5249266862170088,0.5315133584364353,0.5262708173221584
37,relative_bin_count,10,300,10.066034327009937,9.56020942408377,8.931378299120235,knn5,val,0.3769633507853403,0.368929273341038,0.36616161722710544
37,relative_bin_count,10,300,10.066034327009937,9.56020942408377,8.931378299120235,knn5,test,0.31378299120234604,0.3044087322933477,0.2899121579651623
37,relative_bin_rate,10,300,10.066034327009937,9.56020942408377,8.931378299120235,logreg,val,0.5418848167539267,0.541515184162243,0.5430292012913532
37,relative_bin_rate,10,300,10.066034327009937,9.56020942408377,8.931378299120235,logreg,test,0.5043988269794721,0.5101702784395092,0.5082476996109082
37,relative_bin_rate,10,300,10.066034327009937,9.56020942408377,8.931378299120235,knn5,val,0.3743455497382199,0.37473988429870775,0.36908337669893143
37,relative_bin_rate,10,300,10.066034327009937,9.56020942408377,8.931378299120235,knn5,test,0.3196480938416422,0.3136866338789416,0.30712927429273396
37,relative_bin_count,12,360,8.388361939174947,7.966841186736475,7.442815249266862,logreg,val,0.5471204188481675,0.5391167247784895,0.5329618032412305
