epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
1,9.731171977294292,0.09853637752958101,5.878238201141357,0.07916666666666666
2,4.453873965908451,0.2864706983756233,3.3622992038726807,0.27391774891774895
3,2.0103436470442095,0.46170858812023646,3.0450942516326904,0.31093073593073595
4,1.3038947403738708,0.6100925303929507,2.664885997772217,0.36158609908609907
5,0.9928339636674641,0.7044086814354245,2.594167470932007,0.39604377104377103
6,0.8273331484983382,0.7334207832671905,2.3392510414123535,0.425012025012025
7,0.7006547713649047,0.793849867761904,2.36025071144104,0.4451178451178451
8,0.6318459585180791,0.7959813305915678,2.385345935821533,0.4036135161135161
9,0.5157680284751262,0.8332724076260306,2.1418890953063965,0.5028559403559404
10,0.5178285413990743,0.8320418781326987,2.2065556049346924,0.47587181337181345
11,0.43186093300016737,0.859695834210121,2.335697889328003,0.4613516113516114
12,0.37859926756195683,0.8750099062970363,2.1718223094940186,0.4639309764309764
13,0.3360413399600326,0.8778354223530357,2.144423246383667,0.5051286676286676
14,0.30985147550881625,0.9082589080087229,2.1634535789489746,0.4940596440596441
15,0.2666333229785942,0.9120349283055521,2.163489580154419,0.47659331409331407
16,0.2517428222447377,0.9171458364295026,2.3129849433898926,0.45205627705627704
17,0.27481713265231883,0.9134565489324986,2.30602765083313,0.4969997594997595
18,0.22415604071752546,0.9231667627137939,2.172023057937622,0.47735088985088986
19,0.21202374730586185,0.9352602883732647,2.313023328781128,0.4767616642616643
20,0.19937077590397426,0.9398952638357928,2.251842975616455,0.49279701779701773
21,0.1736378718725375,0.9571653159462999,2.2325081825256348,0.477982202982203
22,0.15667519935129431,0.9528528809658573,2.353755474090576,0.501924001924002
23,0.1552538136196629,0.9642660365764325,2.2896342277526855,0.45512866762866766
24,0.14132869305175677,0.9625896795158249,2.2083473205566406,0.49679533429533423
25,0.13620078309780553,0.9723428885073354,2.472262144088745,0.46922198172198176
26,0.13673811927822493,0.9674080371814372,2.276461124420166,0.490446127946128
27,0.1339713823620916,0.963110476989269,2.2532267570495605,0.48972462722462723
28,0.11204790339361165,0.975642285189085,2.4162631034851074,0.48353775853775854
29,0.10725684779441295,0.9756410994220835,2.3140931129455566,0.48972462722462723
30,0.10442644824464638,0.9821153872504224,2.287205696105957,0.518891293891294
31,0.09684423688100251,0.9831755222381378,2.4221365451812744,0.4579124579124578
32,0.09554924372192504,0.9820223045408025,2.3053133487701416,0.4952801827801829
33,0.0948710122022284,0.9795210476277808,2.3253672122955322,0.5014309764309764
34,0.0904264471873564,0.9804802145553163,2.3185553550720215,0.5003367003367003
35,0.0830360189875309,0.9836877142944475,2.4269607067108154,0.4903559403559404
36,0.08594585621726288,0.9836562914689071,2.4322152137756348,0.5162457912457913
37,0.07828291609447302,0.9836562914689071,2.4768264293670654,0.48909932659932664
38,0.07817508808614465,0.9835934458178262,2.3888802528381348,0.5128727753727754
39,0.07168468421328293,0.9868928424995757,2.4404287338256836,0.5209114959114959
40,0.07317219810518669,0.9852588555714711,2.421428680419922,0.5272246272246273
41,0.06500731242528882,0.9884954066021399,2.521760940551758,0.4926707551707552
42,0.06548397738018463,0.9884954066021399,2.5337836742401123,0.5142616642616643
43,0.06021535981978689,0.9884954066021399,2.531073808670044,0.5153559403559403
44,0.06259326482906605,0.9884954066021399,2.496657371520996,0.5105579605579605
45,0.05849552754530757,0.9884954066021399,2.553713321685791,0.49065055315055317
46,0.05587705197822617,0.9884954066021399,2.5726053714752197,0.505002405002405
47,0.055999865014869046,0.9900386164786831,2.642421007156372,0.5034511784511785
48,0.16178192413714995,0.9568832594834245,2.7313642501831055,0.47934102934102935
49,0.2417453762894038,0.9174448927536224,2.551321506500244,0.4742845117845118
50,0.24775094240134432,0.9148556025646296,3.0214321613311768,0.4198232323232323
51,0.342586479324482,0.8841874932190278,2.597158670425415,0.49432419432419433
52,0.2367888808045248,0.9206688534462707,3.0742228031158447,0.45335497835497823
53,0.33098233556583295,0.8880943340890622,3.1320931911468506,0.4704545454545455
54,0.30212358532797245,0.8963487393919755,3.334394931793213,0.4366582491582492
55,0.2175403478941696,0.9136430695080806,2.6713058948516846,0.4933982683982685
56,0.18967173398566944,0.9412535368794618,2.8734195232391357,0.4404882154882155
57,0.17420240710914237,0.9396233996990548,2.6549830436706543,0.5100649350649352
58,0.15238488682268408,0.9549032182710936,2.502110004425049,0.4707491582491583
59,0.12716335884059768,0.961688004543859,2.504660129547119,0.4935666185666186
60,0.1269106706812747,0.9573357673177317,2.6098885536193848,0.45421476671476674
61,0.11269864001393114,0.9657632452384101,2.535999059677124,0.4715067340067341
62,0.09831412831600275,0.9707747643060708,2.4533519744873047,0.5022306397306397
63,0.09530228548226381,0.9800659194226525,2.8388075828552246,0.47908249158249167
64,0.08530542114028217,0.9793744426895094,2.4978644847869873,0.48287638287638285
65,0.0837969655065241,0.9741294493930454,2.6164944171905518,0.5175084175084176
66,0.09534263312047196,0.9724508407351543,2.4923295974731445,0.5313973063973064
67,0.15697893198329488,0.9691775249986034,2.8228700160980225,0.5162878787878787
68,0.1347710390073502,0.9535672758976017,2.6654298305511475,0.5042147667147668
69,0.14699393773704716,0.9558192319286474,3.260326385498047,0.42597402597402595
70,0.12898442863443427,0.9566844755695106,2.634955644607544,0.49785954785954795
71,0.1574065154883209,0.9585923983903081,3.1466493606567383,0.4494528619528619
