architecture,routing,seed,sample_index,label,routing_disagreement_rate,oracle_true_class_margin,predicted_true_class_margin,margin_delta_pred_minus_oracle
rsnn64_progress,hard,11,0,8,0.7543859649122807,0.6176335792624741,-0.40827174697142254,-1.0259053262338966
rsnn64_progress,hard,11,1,1,0.696078431372549,0.2917832144394197,-2.047123926660788,-2.338907141100208
rsnn64_progress,hard,11,2,11,0.8142857142857143,-3.2038418245520006,-2.3745336508845867,0.8293081736674139
rsnn64_progress,hard,11,3,4,0.7368421052631579,3.300820919377202,-1.2018446614774803,-4.502665580854682
rsnn64_progress,hard,11,4,5,0.8440366972477065,5.513000353974348,-0.16257237672766678,-5.675572730702015
rsnn64_progress,hard,11,5,2,0.7083333333333334,5.158703027800357,0.13970600899097008,-5.018997018809387
rsnn64_progress,hard,11,6,7,0.8064516129032258,3.4899334717756574,4.381358800682392,0.8914253289067346
rsnn64_progress,hard,11,7,3,0.49473684210526314,2.719854909092419,-0.30951696760280356,-3.0293718766952225
rsnn64_progress,hard,11,8,6,0.5882352941176471,3.2939035297239343,2.2812169325943614,-1.0126865971295729
rsnn64_progress,hard,11,9,0,0.6697247706422018,3.178807393960824,1.337313297431706,-1.841494096529118
rsnn64_progress,hard,11,10,9,0.6203703703703703,5.584951140471276,5.548586935561616,-0.03636420490965975
rsnn64_progress,hard,11,11,0,0.5288461538461539,2.5305962953310654,1.7254044326458597,-0.8051918626852057
rsnn64_progress,hard,11,12,5,0.6842105263157895,4.833038191090054,4.169435387818339,-0.663602803271715
rsnn64_progress,hard,11,13,6,0.35294117647058826,0.7533893012684985,0.2820929843128397,-0.47129631695565877
rsnn64_progress,hard,11,14,4,0.8782608695652174,4.622086578297967,0.2887744335366733,-4.333312144761294
rsnn64_progress,hard,11,15,3,0.6526315789473685,3.7613625228707406,0.12477179897223323,-3.6365907238985073
rsnn64_progress,hard,11,16,8,0.7068965517241379,-0.03219226674491438,-3.494885823091863,-3.4626935563469488
rsnn64_progress,hard,11,17,7,0.7912087912087912,1.0879610834890627,4.552655733908068,3.4646946504190055
rsnn64_progress,hard,11,18,1,0.7394957983193278,0.5202928583451012,-4.822223873880716,-5.342516732225818
rsnn64_progress,hard,11,19,11,0.8023255813953488,-2.549411501474424,-4.356188775838518,-1.8067772743640944
rsnn64_progress,hard,11,20,9,0.9223300970873787,3.984140561853337,0.6734824192308224,-3.310658142622515
rsnn64_progress,hard,11,21,2,0.8857142857142857,4.119063543570519,-2.3619336716710677,-6.480997215241587
rsnn64_progress,hard,11,22,10,0.7377049180327869,2.2229013677915646,2.8555797547896873,0.6326783869981227
rsnn64_progress,hard,11,23,9,0.75,5.0260330983983295,1.0480325756025195,-3.97800052279581
rsnn64_progress,hard,11,24,11,0.6702127659574468,-2.306658951048121,-4.560206231079974,-2.253547280031853
rsnn64_progress,hard,11,25,2,0.8157894736842105,1.6717394504648837,0.28385773503669043,-1.3878817154281933
rsnn64_progress,hard,11,26,0,0.7310924369747899,1.8220750142464794,-0.5183679577589828,-2.3404429720054623
rsnn64_progress,hard,11,27,10,0.6363636363636364,0.9420951570477882,-0.033789981602240005,-0.9758851386500282
rsnn64_progress,hard,11,28,6,0.7454545454545455,3.0569319109927164,0.8979793384892218,-2.1589525725034946
rsnn64_progress,hard,11,29,1,0.7698412698412699,0.348674782814669,-1.5419052202032617,-1.8905800030179307
rsnn64_progress,hard,11,30,7,0.7244897959183674,2.020854388934822,0.8225115080681462,-1.1983428808666758
rsnn64_progress,hard,11,31,5,0.8849557522123894,4.061125810116209,-2.7083367704524335,-6.769462580568643
rsnn64_progress,hard,11,32,4,0.816,2.666237089648803,-3.1128863947487844,-5.779123484397587
rsnn64_progress,hard,11,33,8,0.9130434782608695,-0.34733213690969933,-0.8564012455913144,-0.509069108681615
rsnn64_progress,hard,11,34,1,0.6883116883116883,-2.2001050089756973,-3.4391597162002654,-1.2390547072245681
rsnn64_progress,hard,11,35,11,0.9655172413793104,1.0148594175770995,-4.832629375688157,-5.847488793265256
rsnn64_progress,hard,11,36,4,0.8181818181818182,0.7248746377708812,0.8114590415871135,0.08658440381623222
rsnn64_progress,hard,11,37,5,0.7321428571428571,5.617731604394976,3.485375381142603,-2.1323562232523727
rsnn64_progress,hard,11,38,2,1.0,1.234261186560616,-2.0832751207335605,-3.3175363072941764
rsnn64_progress,hard,11,39,7,0.8979591836734694,1.4739941110860855,0.8641446087440272,-0.6098495023420583
rsnn64_progress,hard,11,40,3,0.5903614457831325,2.1388283058943216,-0.20255418143801762,-2.3413824873323392
rsnn64_progress,hard,11,41,6,0.7126436781609196,2.211452407217621,0.4295723322784397,-1.7818800749391812
rsnn64_progress,hard,11,42,0,0.7142857142857143,2.61063102265382,-1.926333380011215,-4.536964402665035
rsnn64_progress,hard,11,43,9,0.8309859154929577,2.291920351308363,-0.2025786232043174,-2.4944989745126804
rsnn64_progress,hard,11,44,5,0.9203539823008849,3.3364955304256227,1.4563996799697634,-1.8800958504558594
rsnn64_progress,hard,11,45,8,0.8846153846153846,-0.3003107702088528,-0.5502680726867766,-0.2499573024779238
rsnn64_progress,hard,11,46,3,0.7564102564102564,-1.5214288765487254,-1.7885182002171405,-0.2670893236684151
rsnn64_progress,hard,11,47,4,0.8085106382978723,0.7359461761957391,1.3741677211614842,0.6382215449657451
