architecture,routing,seed,sample_index,label,routing_disagreement_rate,oracle_true_class_margin,predicted_true_class_margin,margin_delta_pred_minus_oracle
rsnn64_progress,hard,37,0,8,0.7192982456140351,0.733148540928596,-1.0889006957149832,-1.8220492366435792
rsnn64_progress,hard,37,1,1,0.5784313725490197,0.7952496495317973,-0.7872817590065324,-1.5825314085383297
rsnn64_progress,hard,37,2,11,0.7142857142857143,-2.3067656968462416,-4.825821062908062,-2.5190553660618207
rsnn64_progress,hard,37,3,4,0.6666666666666666,2.9458113762843823,2.0700966645729295,-0.8757147117114528
rsnn64_progress,hard,37,4,5,0.7247706422018348,6.240204852049374,1.8251081700599343,-4.415096681989439
rsnn64_progress,hard,37,5,2,0.7222222222222222,5.740866319492511,1.2628985130181718,-4.477967806474339
rsnn64_progress,hard,37,6,7,0.9032258064516129,3.9599832546734888,4.380790261278207,0.4208070066047185
rsnn64_progress,hard,37,7,3,0.7684210526315789,2.090996662299972,-2.85309997901345,-4.944096641313422
rsnn64_progress,hard,37,8,6,0.7156862745098039,5.366861559881613,4.810521879778491,-0.5563396801031217
rsnn64_progress,hard,37,9,0,0.8532110091743119,2.8326345182010755,2.6281277295777272,-0.20450678862334826
rsnn64_progress,hard,37,10,9,0.5648148148148148,4.619460071644312,4.782480419630588,0.16302034798627574
rsnn64_progress,hard,37,11,0,0.5865384615384616,2.844050557843275,2.240234198823771,-0.603816359019504
rsnn64_progress,hard,37,12,5,0.7719298245614035,4.827221066369702,1.8080676243533844,-3.019153442016318
rsnn64_progress,hard,37,13,6,0.7450980392156863,-0.13115978085022562,0.2060931632362326,0.33725294408645823
rsnn64_progress,hard,37,14,4,0.7043478260869566,3.412118333051694,2.1853469877326006,-1.2267713453190936
rsnn64_progress,hard,37,15,3,0.6526315789473685,2.9835187534580427,1.25146614777276,-1.7320526056852827
rsnn64_progress,hard,37,16,8,0.7241379310344828,0.013043406589531514,-1.6278707760029647,-1.6409141825924962
rsnn64_progress,hard,37,17,7,0.6923076923076923,1.649351733587082,2.572988730601537,0.9236369970144551
rsnn64_progress,hard,37,18,1,0.8151260504201681,3.3155706420083106,-2.7772992957776523,-6.092869937785963
rsnn64_progress,hard,37,19,11,0.7325581395348837,-3.654906725136925,-3.070465135690256,0.5844415894466692
rsnn64_progress,hard,37,20,9,0.7572815533980582,4.636000343781063,-0.8305159070966965,-5.46651625087776
rsnn64_progress,hard,37,21,2,0.8857142857142857,4.943226803763423,-0.2169932214998198,-5.160220025263243
rsnn64_progress,hard,37,22,10,0.7540983606557377,3.1539136613179437,1.8397070964845454,-1.3142065648333983
rsnn64_progress,hard,37,23,9,0.6203703703703703,3.0467882574964733,-1.1126113270097449,-4.159399584506218
rsnn64_progress,hard,37,24,11,0.8617021276595744,-3.587695883034371,-0.848393497802931,2.73930238523144
rsnn64_progress,hard,37,25,2,0.7631578947368421,1.180391637779934,1.4832233366110188,0.30283169883108485
rsnn64_progress,hard,37,26,0,0.7983193277310925,1.0909934274748139,-1.4826156363457699,-2.5736090638205837
rsnn64_progress,hard,37,27,10,0.6363636363636364,1.7176082985743903,-0.4146296509470062,-2.1322379495213966
rsnn64_progress,hard,37,28,6,0.7909090909090909,2.82757496537414,0.23835692101167183,-2.589218044362468
rsnn64_progress,hard,37,29,1,0.8492063492063492,1.435429998093241,0.796396129326638,-0.6390338687666031
rsnn64_progress,hard,37,30,7,0.5612244897959183,2.8418390867559538,3.6511637667586,0.8093246800026463
rsnn64_progress,hard,37,31,5,0.9469026548672567,2.6585279751315056,3.0237414228248554,0.36521344769334974
rsnn64_progress,hard,37,32,4,0.664,2.9982146726624705,-2.4529279010050686,-5.451142573667539
rsnn64_progress,hard,37,33,8,0.9782608695652174,-0.9012322075177508,-0.6291758999732338,0.27205630754451704
rsnn64_progress,hard,37,34,1,0.8571428571428571,-2.3589253282698337,-4.117084237158906,-1.7581589088890723
rsnn64_progress,hard,37,35,11,0.896551724137931,1.0177914327383348,-2.5669901239147066,-3.5847815566530414
rsnn64_progress,hard,37,36,4,0.7272727272727273,0.05114516188859852,-1.8700450181274846,-1.921190180016083
rsnn64_progress,hard,37,37,5,0.7053571428571429,4.380813609306301,3.1493398505033383,-1.231473758802963
rsnn64_progress,hard,37,38,2,0.9666666666666667,2.045346168258334,-1.2359003299095548,-3.2812464981678886
rsnn64_progress,hard,37,39,7,0.8775510204081632,0.8536615113835069,0.7580396295970786,-0.09562188178642828
rsnn64_progress,hard,37,40,3,0.7710843373493976,1.7065946667676144,1.7500064641270683,0.043411797359453885
rsnn64_progress,hard,37,41,6,0.5057471264367817,2.7065337311897224,3.16321236753447,0.4566786363447477
rsnn64_progress,hard,37,42,0,0.9047619047619048,2.1528070522409735,0.781541145086976,-1.3712659071539974
rsnn64_progress,hard,37,43,9,0.704225352112676,2.435444848465835,1.5981125578751971,-0.8373322905906377
rsnn64_progress,hard,37,44,5,0.7168141592920354,0.7160273019767374,0.5897204292497236,-0.1263068727270138
rsnn64_progress,hard,37,45,8,0.8846153846153846,-0.6785051245224167,-1.5229099127136578,-0.8444047881912411
rsnn64_progress,hard,37,46,3,0.8846153846153846,-0.9146684006334453,-0.44243254995137704,0.4722358506820683
rsnn64_progress,hard,37,47,4,0.7340425531914894,0.287011972884784,2.0440329842465417,1.7570210113617577
rsnn64_progress,hard,37,48,6,0.5402298850574713,1.3553344362089774,0.5948344104176613,-0.7605000257913161
rsnn64_progress,hard,37,49,1,0.8725490196078431,0.07576715635696019,-5.676337735755624,-5.752104892112584
rsnn64_progress,hard,37,50,10,0.8545454545454545,-2.0581355587284804,-2.4366990369576627,-0.37856347822918224
rsnn64_progress,hard,37,51,0,0.8778625954198473,1.2340010529496794,-0.24019786135033883,-1.4741989143000183
rsnn64_progress,hard,37,52,9,0.825,3.4080173349428833,3.49190975598583,0.08389242104294681
rsnn64_progress,hard,37,53,7,1.0,0.8427805728115345,0.07440931063956668,-0.7683712621719678
rsnn64_progress,hard,37,54,6,0.8533333333333334,0.2676878357979149,-0.35113820161723197,-0.6188260374151469
rsnn64_progress,hard,37,55,4,0.6808510638297872,-0.24367362815041815,1.3201617027480097,1.5638353308984279
rsnn64_progress,hard,37,56,3,0.6708860759493671,-1.67979954377779,-1.64802231368094,0.03177723009684996
