anchor,seed,sample_a,timestep_a,label_a,sample_b,timestep_b,label_b,what_cosine_similarity,what_norm_ratio,coordinate_a,coordinate_b,coordinate_abs_delta,anchor_q_l1_distance,delta_z_l1_distance,q_l1_distance,delta_w_pair_fro,top_support_a,top_support_b,different_top_support,anchor_margin_a,residual_margin_a,margin_delta_a,anchor_margin_b,residual_margin_b,margin_delta_b
clock,71,8,5,6,55,6,4,1.0,1.0,0.078125,0.09375,0.015625,0.009732413913297933,0.0,0.009732413913297933,0.0,8,8,False,-0.026734300889074802,-0.026734300889074802,0.0,-0.034304845379665494,-0.034304845379665494,0.0
clock,71,21,2,2,43,6,9,1.0,1.0,0.03125,0.09375,0.0625,0.03887336794286966,0.0,0.03887336794286966,0.0,7,11,True,-0.022363508120179176,-0.022363508120179176,0.0,-0.028941957280039787,-0.028941957280039787,0.0
clock,71,55,5,4,56,9,3,1.0,1.0,0.078125,0.140625,0.0625,0.038961592889791063,0.0,0.038961592889791063,0.0,11,11,False,-0.03540385328233242,-0.03540385328233242,0.0,-0.031182176899164915,-0.031182176899164915,0.0
clock,71,55,6,4,56,7,3,1.0,1.0,0.09375,0.109375,0.015625,0.009738909445331956,0.0,0.009738909445331956,0.0,8,8,False,-0.034304845379665494,-0.034304845379665494,0.0,-0.04600904881954193,-0.04600904881954193,0.0
clock,71,55,8,4,56,9,3,1.0,1.0,0.125,0.140625,0.015625,0.00989236042369157,0.0,0.00989236042369157,0.0,11,11,False,-0.03444281406700611,-0.03444281406700611,0.0,-0.031182176899164915,-0.031182176899164915,0.0
clock,71,56,7,3,8,5,6,1.0,1.0,0.109375,0.078125,0.03125,0.01947132335862989,0.0,0.01947132335862989,0.0,8,8,False,-0.04600904881954193,-0.04600904881954193,0.0,-0.026734300889074802,-0.026734300889074802,0.0
clock,71,75,19,8,31,11,5,1.0,1.0,0.296875,0.171875,0.125,0.08500465254110168,0.0,0.08500465254110168,0.0,7,7,False,-0.023860334884375334,-0.023860334884375334,0.0,-0.03603015094995499,-0.03603015094995499,0.0
clock,71,100,16,6,30,18,7,1.0,1.0,0.25,0.28125,0.03125,0.021693098346077022,0.0,0.021693098346077022,0.0,7,7,False,-0.018266139551997185,-0.018266139551997185,0.0,0.005519643425941467,0.005519643425941467,0.0
clock,71,108,15,2,76,16,1,1.0,1.0,0.234375,0.25,0.015625,0.010683448243071325,0.0,0.010683448243071325,0.0,8,8,False,-0.015848715789616108,-0.015848715789616108,0.0,-0.03911358863115311,-0.03911358863115311,0.0
