mean_embedding_cosine_similarity,median_embedding_cosine_similarity,mean_embedding_cosine_distance,median_embedding_cosine_distance,prediction_agreement
0.9463498179986759,0.9681130011923542,0.05365018200132399,0.03188699880764578,0.4523809523809524
