when,n_seeds,progress_mae_mean,progress_mae_sd,progress_spearman_mean,phase10_accuracy_mean,within1_bin_accuracy_mean,mean_abs_bin_error_mean,hard_test_ba_mean,hard_test_ba_sd,hard_test_ba_sem,local2_test_ba_mean,local2_test_ba_sd,local2_test_ba_sem
oracle,5,0.0,0.0,1.0,1.0,1.0,0.0,0.6866422466422466,0.03861115508123032,0.017267433490283483,0.6885271672771673,0.028893771369223855,0.012921687381584342
gru64_progress,5,0.09735617188982225,0.003339782290718723,0.9072026308474473,0.3762532350880907,0.7729824025031962,0.9562671295906048,0.41152791652791654,0.028690620162390226,0.01283083539994612,0.41057373182373186,0.03658129855344404,0.01635965405414312
rsnn64_progress,5,0.14192852316937435,0.002930856548927157,0.8006128731685493,0.21841469208733238,0.574198414314365,1.4452632570974242,0.38222097347097345,0.06476813544870967,0.028965190727845733,0.3925736763236763,0.06448039593906886,0.02883650970717187
