architecture,seed,true_phase,predicted_phase,count,row_fraction
rsnn64_progress,23,1,5,0,0.0
rsnn64_progress,23,1,6,0,0.0
rsnn64_progress,23,1,7,0,0.0
rsnn64_progress,23,1,8,0,0.0
rsnn64_progress,23,1,9,0,0.0
rsnn64_progress,23,2,0,0,0.0
rsnn64_progress,23,2,1,238,0.19653179190751446
rsnn64_progress,23,2,2,527,0.435177539223782
rsnn64_progress,23,2,3,387,0.319570602807597
rsnn64_progress,23,2,4,57,0.04706853839801817
rsnn64_progress,23,2,5,2,0.0016515276630883566
rsnn64_progress,23,2,6,0,0.0
rsnn64_progress,23,2,7,0,0.0
rsnn64_progress,23,2,8,0,0.0
rsnn64_progress,23,2,9,0,0.0
rsnn64_progress,23,3,0,6,0.004971002485501243
rsnn64_progress,23,3,1,113,0.0936205468102734
rsnn64_progress,23,3,2,321,0.2659486329743165
rsnn64_progress,23,3,3,407,0.3371996685998343
rsnn64_progress,23,3,4,208,0.17232808616404308
rsnn64_progress,23,3,5,122,0.10107705053852527
rsnn64_progress,23,3,6,29,0.024026512013256007
rsnn64_progress,23,3,7,1,0.0008285004142502071
rsnn64_progress,23,3,8,0,0.0
rsnn64_progress,23,3,9,0,0.0
rsnn64_progress,23,4,0,0,0.0
rsnn64_progress,23,4,1,46,0.039016115351993216
rsnn64_progress,23,4,2,219,0.18575063613231552
rsnn64_progress,23,4,3,275,0.23324851569126379
rsnn64_progress,23,4,4,211,0.17896522476675147
rsnn64_progress,23,4,5,207,0.17557251908396945
rsnn64_progress,23,4,6,142,0.12044105173876166
rsnn64_progress,23,4,7,57,0.04834605597964377
rsnn64_progress,23,4,8,22,0.018659881255301103
rsnn64_progress,23,4,9,0,0.0
rsnn64_progress,23,5,0,0,0.0
rsnn64_progress,23,5,1,12,0.00974025974025974
rsnn64_progress,23,5,2,102,0.08279220779220779
rsnn64_progress,23,5,3,220,0.17857142857142858
rsnn64_progress,23,5,4,213,0.1728896103896104
rsnn64_progress,23,5,5,209,0.16964285714285715
rsnn64_progress,23,5,6,190,0.15422077922077923
rsnn64_progress,23,5,7,163,0.13230519480519481
rsnn64_progress,23,5,8,120,0.09740259740259741
rsnn64_progress,23,5,9,3,0.002435064935064935
rsnn64_progress,23,6,0,0,0.0
rsnn64_progress,23,6,1,5,0.004101722723543888
rsnn64_progress,23,6,2,32,0.026251025430680888
rsnn64_progress,23,6,3,86,0.07054963084495489
rsnn64_progress,23,6,4,131,0.10746513535684987
rsnn64_progress,23,6,5,244,0.20016406890894176
rsnn64_progress,23,6,6,286,0.2346185397867104
rsnn64_progress,23,6,7,234,0.19196062346185397
rsnn64_progress,23,6,8,191,0.15668580803937654
rsnn64_progress,23,6,9,10,0.008203445447087777
rsnn64_progress,23,7,0,0,0.0
rsnn64_progress,23,7,1,1,0.0008340283569641367
rsnn64_progress,23,7,2,9,0.007506255212677231
rsnn64_progress,23,7,3,42,0.03502919099249374
rsnn64_progress,23,7,4,87,0.0725604670558799
rsnn64_progress,23,7,5,159,0.13261050875729774
rsnn64_progress,23,7,6,262,0.21851542952460384
rsnn64_progress,23,7,7,284,0.23686405337781485
rsnn64_progress,23,7,8,332,0.27689741451209343
rsnn64_progress,23,7,9,23,0.019182652210175146
rsnn64_progress,23,8,0,0,0.0
rsnn64_progress,23,8,1,0,0.0
rsnn64_progress,23,8,2,0,0.0
rsnn64_progress,23,8,3,14,0.011570247933884297
rsnn64_progress,23,8,4,37,0.030578512396694214
rsnn64_progress,23,8,5,115,0.09504132231404959
rsnn64_progress,23,8,6,206,0.17024793388429751
rsnn64_progress,23,8,7,289,0.23884297520661157
rsnn64_progress,23,8,8,521,0.4305785123966942
rsnn64_progress,23,8,9,28,0.023140495867768594
rsnn64_progress,23,9,0,0,0.0
rsnn64_progress,23,9,1,0,0.0
rsnn64_progress,23,9,2,0,0.0
rsnn64_progress,23,9,3,5,0.0043821209465381246
rsnn64_progress,23,9,4,24,0.021034180543382998
rsnn64_progress,23,9,5,37,0.03242769500438212
rsnn64_progress,23,9,6,131,0.11481156879929887
rsnn64_progress,23,9,7,258,0.22611744084136723
rsnn64_progress,23,9,8,574,0.5030674846625767
rsnn64_progress,23,9,9,112,0.09815950920245399
rsnn64_progress,37,0,0,13,0.01018808777429467
rsnn64_progress,37,0,1,41,0.03213166144200627
rsnn64_progress,37,0,2,65,0.050940438871473356
rsnn64_progress,37,0,3,1157,0.9067398119122257
rsnn64_progress,37,0,4,0,0.0
rsnn64_progress,37,0,5,0,0.0
rsnn64_progress,37,0,6,0,0.0
rsnn64_progress,37,0,7,0,0.0
rsnn64_progress,37,0,8,0,0.0
rsnn64_progress,37,0,9,0,0.0
rsnn64_progress,37,1,0,23,0.019198664440734557
rsnn64_progress,37,1,1,220,0.18363939899833054
rsnn64_progress,37,1,2,262,0.21869782971619364
rsnn64_progress,37,1,3,689,0.5751252086811353
rsnn64_progress,37,1,4,4,0.00333889816360601
rsnn64_progress,37,1,5,0,0.0
rsnn64_progress,37,1,6,0,0.0
rsnn64_progress,37,1,7,0,0.0
rsnn64_progress,37,1,8,0,0.0
rsnn64_progress,37,1,9,0,0.0
rsnn64_progress,37,2,0,0,0.0
rsnn64_progress,37,2,1,220,0.18166804293971925
rsnn64_progress,37,2,2,504,0.4161849710982659
rsnn64_progress,37,2,3,399,0.32947976878612717
rsnn64_progress,37,2,4,74,0.0611065235342692
rsnn64_progress,37,2,5,14,0.011560693641618497
rsnn64_progress,37,2,6,0,0.0
rsnn64_progress,37,2,7,0,0.0
rsnn64_progress,37,2,8,0,0.0
rsnn64_progress,37,2,9,0,0.0
rsnn64_progress,37,3,0,0,0.0
rsnn64_progress,37,3,1,100,0.08285004142502071
rsnn64_progress,37,3,2,308,0.2551781275890638
rsnn64_progress,37,3,3,388,0.32145816072908034
rsnn64_progress,37,3,4,215,0.17812758906379453
rsnn64_progress,37,3,5,111,0.09196354598177299
rsnn64_progress,37,3,6,75,0.06213753106876554
rsnn64_progress,37,3,7,10,0.008285004142502071
rsnn64_progress,37,3,8,0,0.0
rsnn64_progress,37,3,9,0,0.0
rsnn64_progress,37,4,0,0,0.0
rsnn64_progress,37,4,1,37,0.031382527565733676
rsnn64_progress,37,4,2,183,0.15521628498727735
rsnn64_progress,37,4,3,222,0.18829516539440203
rsnn64_progress,37,4,4,246,0.20865139949109415
rsnn64_progress,37,4,5,261,0.22137404580152673
rsnn64_progress,37,4,6,135,0.11450381679389313
rsnn64_progress,37,4,7,84,0.07124681933842239
rsnn64_progress,37,4,8,11,0.009329940627650551
rsnn64_progress,37,4,9,0,0.0
rsnn64_progress,37,5,0,0,0.0
rsnn64_progress,37,5,1,6,0.00487012987012987
rsnn64_progress,37,5,2,82,0.06655844155844155
rsnn64_progress,37,5,3,134,0.10876623376623376
rsnn64_progress,37,5,4,266,0.2159090909090909
rsnn64_progress,37,5,5,266,0.2159090909090909
rsnn64_progress,37,5,6,250,0.20292207792207792
rsnn64_progress,37,5,7,150,0.12175324675324675
rsnn64_progress,37,5,8,76,0.06168831168831169
rsnn64_progress,37,5,9,2,0.0016233766233766235
rsnn64_progress,37,6,0,0,0.0
rsnn64_progress,37,6,1,1,0.0008203445447087777
rsnn64_progress,37,6,2,24,0.019688269073010665
rsnn64_progress,37,6,3,111,0.09105824446267433
rsnn64_progress,37,6,4,182,0.14930270713699753
rsnn64_progress,37,6,5,219,0.17965545529122232
rsnn64_progress,37,6,6,234,0.19196062346185397
rsnn64_progress,37,6,7,266,0.21821164889253486
rsnn64_progress,37,6,8,173,0.14191960623461855
rsnn64_progress,37,6,9,9,0.007383100902378999
rsnn64_progress,37,7,0,0,0.0
rsnn64_progress,37,7,1,0,0.0
rsnn64_progress,37,7,2,10,0.008340283569641367
rsnn64_progress,37,7,3,39,0.03252710592160134
rsnn64_progress,37,7,4,99,0.08256880733944955
rsnn64_progress,37,7,5,160,0.13344453711426188
rsnn64_progress,37,7,6,257,0.21434528773978315
rsnn64_progress,37,7,7,292,0.24353628023352794
rsnn64_progress,37,7,8,307,0.25604670558799
rsnn64_progress,37,7,9,35,0.029190992493744787
rsnn64_progress,37,8,0,0,0.0
rsnn64_progress,37,8,1,0,0.0
rsnn64_progress,37,8,2,6,0.0049586776859504135
rsnn64_progress,37,8,3,23,0.019008264462809916
rsnn64_progress,37,8,4,60,0.049586776859504134
rsnn64_progress,37,8,5,118,0.09752066115702479
rsnn64_progress,37,8,6,219,0.18099173553719008
rsnn64_progress,37,8,7,301,0.2487603305785124
rsnn64_progress,37,8,8,414,0.3421487603305785
rsnn64_progress,37,8,9,69,0.05702479338842975
rsnn64_progress,37,9,0,0,0.0
rsnn64_progress,37,9,1,0,0.0
rsnn64_progress,37,9,2,6,0.0052585451358457495
rsnn64_progress,37,9,3,15,0.013146362839614373
rsnn64_progress,37,9,4,23,0.020157756354075372
rsnn64_progress,37,9,5,79,0.06923751095530237
rsnn64_progress,37,9,6,161,0.1411042944785276
rsnn64_progress,37,9,7,219,0.19193689745836984
rsnn64_progress,37,9,8,448,0.39263803680981596
rsnn64_progress,37,9,9,190,0.16652059596844873
rsnn64_progress,53,0,0,2,0.001567398119122257
rsnn64_progress,53,0,1,44,0.034482758620689655
rsnn64_progress,53,0,2,52,0.04075235109717868
rsnn64_progress,53,0,3,1178,0.9231974921630094
rsnn64_progress,53,0,4,0,0.0
rsnn64_progress,53,0,5,0,0.0
rsnn64_progress,53,0,6,0,0.0
rsnn64_progress,53,0,7,0,0.0
rsnn64_progress,53,0,8,0,0.0
rsnn64_progress,53,0,9,0,0.0
rsnn64_progress,53,1,0,2,0.001669449081803005
rsnn64_progress,53,1,1,218,0.18196994991652754
rsnn64_progress,53,1,2,274,0.2287145242070117
rsnn64_progress,53,1,3,703,0.5868113522537562
rsnn64_progress,53,1,4,1,0.0008347245409015025
rsnn64_progress,53,1,5,0,0.0
rsnn64_progress,53,1,6,0,0.0
rsnn64_progress,53,1,7,0,0.0
rsnn64_progress,53,1,8,0,0.0
rsnn64_progress,53,1,9,0,0.0
rsnn64_progress,53,2,0,0,0.0
rsnn64_progress,53,2,1,181,0.1494632535094963
rsnn64_progress,53,2,2,494,0.4079273327828241
rsnn64_progress,53,2,3,413,0.34104046242774566
rsnn64_progress,53,2,4,84,0.06936416184971098
rsnn64_progress,53,2,5,31,0.02559867877786953
rsnn64_progress,53,2,6,7,0.005780346820809248
rsnn64_progress,53,2,7,1,0.0008257638315441783
rsnn64_progress,53,2,8,0,0.0
rsnn64_progress,53,2,9,0,0.0
rsnn64_progress,53,3,0,0,0.0
rsnn64_progress,53,3,1,75,0.06213753106876554
rsnn64_progress,53,3,2,323,0.2676056338028169
rsnn64_progress,53,3,3,382,0.31648715824357915
rsnn64_progress,53,3,4,214,0.17729908864954433
rsnn64_progress,53,3,5,120,0.09942004971002485
rsnn64_progress,53,3,6,51,0.04225352112676056
rsnn64_progress,53,3,7,32,0.026512013256006627
rsnn64_progress,53,3,8,10,0.008285004142502071
rsnn64_progress,53,3,9,0,0.0
rsnn64_progress,53,4,0,0,0.0
rsnn64_progress,53,4,1,37,0.031382527565733676
rsnn64_progress,53,4,2,173,0.14673452078032231
rsnn64_progress,53,4,3,304,0.2578456318914334
rsnn64_progress,53,4,4,229,0.19423240033927056
rsnn64_progress,53,4,5,192,0.1628498727735369
rsnn64_progress,53,4,6,133,0.11280746395250212
rsnn64_progress,53,4,7,79,0.06700593723494487
rsnn64_progress,53,4,8,32,0.02714164546225615
rsnn64_progress,53,4,9,0,0.0
rsnn64_progress,53,5,0,0,0.0
rsnn64_progress,53,5,1,9,0.007305194805194805
rsnn64_progress,53,5,2,74,0.060064935064935064
rsnn64_progress,53,5,3,158,0.12824675324675325
rsnn64_progress,53,5,4,237,0.19237012987012986
rsnn64_progress,53,5,5,312,0.2532467532467532
rsnn64_progress,53,5,6,194,0.15746753246753248
rsnn64_progress,53,5,7,160,0.12987012987012986
rsnn64_progress,53,5,8,72,0.05844155844155844
rsnn64_progress,53,5,9,16,0.012987012987012988
rsnn64_progress,53,6,0,0,0.0
rsnn64_progress,53,6,1,5,0.004101722723543888
rsnn64_progress,53,6,2,13,0.01066447908121411
rsnn64_progress,53,6,3,93,0.07629204265791632
rsnn64_progress,53,6,4,152,0.12469237079573421
rsnn64_progress,53,6,5,240,0.19688269073010664
rsnn64_progress,53,6,6,288,0.23625922887612796
rsnn64_progress,53,6,7,272,0.22313371616078753
rsnn64_progress,53,6,8,142,0.11648892534864644
rsnn64_progress,53,6,9,14,0.011484823625922888
rsnn64_progress,53,7,0,0,0.0
rsnn64_progress,53,7,1,4,0.003336113427856547
rsnn64_progress,53,7,2,10,0.008340283569641367
rsnn64_progress,53,7,3,36,0.030025020850708923
rsnn64_progress,53,7,4,104,0.08673894912427023
rsnn64_progress,53,7,5,160,0.13344453711426188
rsnn64_progress,53,7,6,267,0.2226855713094245
rsnn64_progress,53,7,7,387,0.32276897414512096
rsnn64_progress,53,7,8,209,0.1743119266055046
rsnn64_progress,53,7,9,22,0.01834862385321101
rsnn64_progress,53,8,0,0,0.0
rsnn64_progress,53,8,1,0,0.0
rsnn64_progress,53,8,2,9,0.00743801652892562
rsnn64_progress,53,8,3,21,0.017355371900826446
rsnn64_progress,53,8,4,42,0.03471074380165289
rsnn64_progress,53,8,5,114,0.09421487603305785
rsnn64_progress,53,8,6,204,0.16859504132231404
rsnn64_progress,53,8,7,395,0.32644628099173556
rsnn64_progress,53,8,8,391,0.3231404958677686
rsnn64_progress,53,8,9,34,0.02809917355371901
rsnn64_progress,53,9,0,0,0.0
rsnn64_progress,53,9,1,0,0.0
rsnn64_progress,53,9,2,0,0.0
rsnn64_progress,53,9,3,5,0.0043821209465381246
rsnn64_progress,53,9,4,15,0.013146362839614373
rsnn64_progress,53,9,5,53,0.04645048203330412
rsnn64_progress,53,9,6,120,0.10517090271691498
rsnn64_progress,53,9,7,322,0.2822085889570552
rsnn64_progress,53,9,8,505,0.44259421560035056
rsnn64_progress,53,9,9,121,0.10604732690622261
rsnn64_progress,71,0,0,3,0.0023510971786833857
rsnn64_progress,71,0,1,44,0.034482758620689655
rsnn64_progress,71,0,2,56,0.0438871473354232
rsnn64_progress,71,0,3,1173,0.9192789968652038
rsnn64_progress,71,0,4,0,0.0
rsnn64_progress,71,0,5,0,0.0
rsnn64_progress,71,0,6,0,0.0
rsnn64_progress,71,0,7,0,0.0
rsnn64_progress,71,0,8,0,0.0
rsnn64_progress,71,0,9,0,0.0
rsnn64_progress,71,1,0,12,0.01001669449081803
rsnn64_progress,71,1,1,174,0.14524207011686144
rsnn64_progress,71,1,2,280,0.2337228714524207
rsnn64_progress,71,1,3,729,0.6085141903171953
rsnn64_progress,71,1,4,3,0.0025041736227045075
rsnn64_progress,71,1,5,0,0.0
rsnn64_progress,71,1,6,0,0.0
rsnn64_progress,71,1,7,0,0.0
rsnn64_progress,71,1,8,0,0.0
rsnn64_progress,71,1,9,0,0.0
rsnn64_progress,71,2,0,3,0.002477291494632535
rsnn64_progress,71,2,1,203,0.1676300578034682
rsnn64_progress,71,2,2,470,0.38810900082576383
rsnn64_progress,71,2,3,405,0.3344343517753922
rsnn64_progress,71,2,4,106,0.0875309661436829
rsnn64_progress,71,2,5,18,0.01486374896779521
rsnn64_progress,71,2,6,3,0.002477291494632535
rsnn64_progress,71,2,7,3,0.002477291494632535
rsnn64_progress,71,2,8,0,0.0
rsnn64_progress,71,2,9,0,0.0
rsnn64_progress,71,3,0,0,0.0
rsnn64_progress,71,3,1,90,0.07456503728251865
rsnn64_progress,71,3,2,261,0.21623860811930407
rsnn64_progress,71,3,3,375,0.3106876553438277
rsnn64_progress,71,3,4,237,0.19635459817729908
rsnn64_progress,71,3,5,125,0.1035625517812759
rsnn64_progress,71,3,6,65,0.053852526926263466
rsnn64_progress,71,3,7,38,0.03148301574150787
rsnn64_progress,71,3,8,16,0.013256006628003313
rsnn64_progress,71,3,9,0,0.0
rsnn64_progress,71,4,0,1,0.0008481764206955047
rsnn64_progress,71,4,1,38,0.032230703986429174
rsnn64_progress,71,4,2,149,0.1263782866836302
rsnn64_progress,71,4,3,217,0.18405428329092452
rsnn64_progress,71,4,4,243,0.20610687022900764
rsnn64_progress,71,4,5,229,0.19423240033927056
rsnn64_progress,71,4,6,139,0.11789652247667515
rsnn64_progress,71,4,7,124,0.10517387616624257
rsnn64_progress,71,4,8,37,0.031382527565733676
rsnn64_progress,71,4,9,2,0.0016963528413910093
rsnn64_progress,71,5,0,0,0.0
rsnn64_progress,71,5,1,21,0.017045454545454544
rsnn64_progress,71,5,2,82,0.06655844155844155
rsnn64_progress,71,5,3,93,0.07548701298701299
rsnn64_progress,71,5,4,202,0.16396103896103897
rsnn64_progress,71,5,5,266,0.2159090909090909
rsnn64_progress,71,5,6,237,0.19237012987012986
rsnn64_progress,71,5,7,213,0.1728896103896104
rsnn64_progress,71,5,8,106,0.08603896103896104
rsnn64_progress,71,5,9,12,0.00974025974025974
rsnn64_progress,71,6,0,0,0.0
rsnn64_progress,71,6,1,3,0.002461033634126333
rsnn64_progress,71,6,2,43,0.03527481542247744
rsnn64_progress,71,6,3,69,0.05660377358490566
rsnn64_progress,71,6,4,126,0.10336341263330599
rsnn64_progress,71,6,5,193,0.1583264971287941
rsnn64_progress,71,6,6,223,0.18293683347005743
rsnn64_progress,71,6,7,268,0.21985233798195242
rsnn64_progress,71,6,8,268,0.21985233798195242
rsnn64_progress,71,6,9,26,0.02132895816242822
rsnn64_progress,71,7,0,0,0.0
rsnn64_progress,71,7,1,0,0.0
rsnn64_progress,71,7,2,14,0.011676396997497914
rsnn64_progress,71,7,3,41,0.03419516263552961
rsnn64_progress,71,7,4,84,0.07005838198498748
rsnn64_progress,71,7,5,117,0.097581317764804
rsnn64_progress,71,7,6,208,0.17347789824854046
rsnn64_progress,71,7,7,282,0.23519599666388658
rsnn64_progress,71,7,8,404,0.33694745621351124
rsnn64_progress,71,7,9,49,0.0408673894912427
rsnn64_progress,71,8,0,0,0.0
rsnn64_progress,71,8,1,0,0.0
rsnn64_progress,71,8,2,2,0.001652892561983471
rsnn64_progress,71,8,3,13,0.010743801652892562
rsnn64_progress,71,8,4,47,0.03884297520661157
rsnn64_progress,71,8,5,70,0.05785123966942149
rsnn64_progress,71,8,6,151,0.12479338842975207
rsnn64_progress,71,8,7,280,0.23140495867768596
rsnn64_progress,71,8,8,565,0.4669421487603306
rsnn64_progress,71,8,9,82,0.06776859504132231
rsnn64_progress,71,9,0,0,0.0
rsnn64_progress,71,9,1,0,0.0
rsnn64_progress,71,9,2,0,0.0
rsnn64_progress,71,9,3,9,0.007887817703768623
rsnn64_progress,71,9,4,17,0.014899211218229623
rsnn64_progress,71,9,5,26,0.022787028921998246
rsnn64_progress,71,9,6,61,0.05346187554776512
rsnn64_progress,71,9,7,250,0.21910604732690622
rsnn64_progress,71,9,8,593,0.5197195442594216
rsnn64_progress,71,9,9,185,0.16213847502191062
