architecture,routing,seed,sample_index,label,routing_disagreement_rate,oracle_true_class_margin,predicted_true_class_margin,margin_delta_pred_minus_oracle
gru64_progress,hard,11,0,8,0.9473684210526316,0.6176335792624741,-0.1235190158331533,-0.7411525950956275
gru64_progress,hard,11,1,1,0.6372549019607843,0.2917832144394197,-3.818578142520437,-4.1103613569598565
gru64_progress,hard,11,2,11,0.8714285714285714,-3.2038418245520006,-4.899684565922144,-1.695842741370143
gru64_progress,hard,11,3,4,0.6754385964912281,3.300820919377202,-0.8252553429329055,-4.126076262310107
gru64_progress,hard,11,4,5,0.5871559633027523,5.513000353974348,5.83419701166531,0.3211966576909617
gru64_progress,hard,11,5,2,0.8611111111111112,5.158703027800357,-0.6017537738628107,-5.760456801663167
gru64_progress,hard,11,6,7,0.7096774193548387,3.4899334717756574,2.222299138755261,-1.2676343330203963
gru64_progress,hard,11,7,3,0.5894736842105263,2.719854909092419,-0.7101779533245463,-3.430032862416965
gru64_progress,hard,11,8,6,0.2647058823529412,3.2939035297239343,3.033042281945086,-0.2608612477788483
gru64_progress,hard,11,9,0,0.3211009174311927,3.178807393960824,2.858109508327402,-0.3206978856334217
gru64_progress,hard,11,10,9,0.3611111111111111,5.584951140471276,4.686413969805471,-0.8985371706658043
gru64_progress,hard,11,11,0,0.4711538461538461,2.530596295331065,4.127956260430551,1.5973599650994856
gru64_progress,hard,11,12,5,0.6666666666666666,4.833038191090054,4.681271761986864,-0.1517664291031906
gru64_progress,hard,11,13,6,0.196078431372549,0.7533893012684985,0.5152761886365624,-0.238113112631936
gru64_progress,hard,11,14,4,0.7130434782608696,4.622086578297967,-1.7231920766007534,-6.345278654898721
gru64_progress,hard,11,15,3,0.4947368421052631,3.761362522870741,1.9476147036598377,-1.813747819210903
gru64_progress,hard,11,16,8,0.8448275862068966,-0.0321922667449143,-0.919337680655758,-0.8871454139108437
gru64_progress,hard,11,17,7,0.6923076923076923,1.0879610834890627,2.920995955141734,1.8330348716526716
gru64_progress,hard,11,18,1,0.6470588235294118,0.5202928583451012,-3.357105418822698,-3.8773982771677993
gru64_progress,hard,11,19,11,0.4883720930232558,-2.549411501474424,-3.5287122299396287,-0.9793007284652048
gru64_progress,hard,11,20,9,0.4077669902912621,3.984140561853337,6.448418173189566,2.464277611336229
